Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Section Info,Degree Attributes,Schedule Information
2019,Fall,2019-fa,AAS,258,Muslims in America,"Introduction to the study of Muslims in the United States and broadly the history of Islam in the Americas. Using a comparative approach, we study how the historical narrative of African American and Latino Muslims relates to newer immigrant populations, primarily Arab American and South Asian American Muslim communities. Same as LLS 258 and REL 258.",3 hours.,,"Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course.",
2019,Fall,2019-fa,AAS,260,Intro Asian American Theatre,Same as THEA 260. See THEA 260.,3 hours.,,Cultural Studies - US Minority course.,
2019,Fall,2019-fa,AAS,265,Politics of Hip Hop,Same as LLS 265. See LLS 265.,3 hours.,,Cultural Studies - US Minority course.,
2019,Fall,2019-fa,AAS,275,The Politics of Fashion,Same as GWS 275. See GWS 275.,3 hours.,Same as GWS 275. See GWS 275.,Cultural Studies - US Minority course.,
2019,Fall,2019-fa,AAS,281,Constructing Race in America,"Same as AFRO 281, HIST 281, and LLS 281. See HIST 281.",3 hours.,"Same as AFRO 281, HIST 281, and LLS 281. See HIST 281.","Humanities - Hist & Phil, and Cultural Studies - US Minority course.",
2019,Fall,2019-fa,AAS,282,Feminist and Queer Activisms,Same as GWS 282 and LLS 282. See GWS 282.,3 hours.,,,
2019,Fall,2019-fa,AAS,283,Asian American History,Same as HIST 283. See HIST 283.,3 hours.,Same as HIST 283. See HIST 283.,"Humanities - Hist & Phil, and Cultural Studies - US Minority course.",
2019,Fall,2019-fa,AAS,286,Asian American Literature,Same as ENGL 286. See ENGL 286.,3 hours.,,"Humanities - Lit & Arts, and Cultural Studies - US Minority course.",
2019,Fall,2019-fa,AAS,287,Food and Asian Americans,"Introduction to the interdisciplinary study of food to better understand the historical, social, and cultural aspects of Asian American food preparation, distribution and consumption. Students will investigate the politics and poetics of Asian American foodways by examining social habits, and rituals around food in restaurants, ethnic cookbooks, fictional works, memoirs, magazines, and television shows. Prerequisite: AAS 100 or AAS 120, or consent of instructor.",3 hours.,"Prerequisite: AAS 100 or AAS 120, or consent of instructor.","Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course.",
2019,Fall,2019-fa,AAS,288,Global Islam and Feminisms,Same as GWS 288. See GWS 288.,3 hours.,,Cultural Studies - Non-West course.,
2019,Fall,2019-fa,AAS,290,Individual Study,Supervised reading and research in Asian American Studies chosen by the student with instructor approval. May be repeated to a maximum of 6 hours. Prerequisite: AAS 100.,2 TO 3 hours.,,,
2019,Fall,2019-fa,AAS,291,Hinduism in the United States,Same as REL 291. See REL 291.,3 hours.,,,
2019,Fall,2019-fa,AAS,297,Asian Families in America,Same as HDFS 221 and SOCW 297. See SOCW 297.,3 hours.,Same as HDFS 221 and SOCW 297. See SOCW 297.,"Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course.",
2019,Fall,2019-fa,AAS,299,Begin Topics Asian Am Studies,May be repeated in the same or subsequent terms to a maximum of 6 hours.,3 hours.,,,
2019,Fall,2019-fa,AAS,300,"Theories of Race, Gender, and Sexuality","Explores theories for performing interdisciplinary, intersectional and comparative studies within the field of Asian American studies. Follows multiple genealogies of critical work in ethnic and American studies. Same as GWS 305 and LLS 305.",3 hours.,,Advanced Composition course.,
2019,Fall,2019-fa,AAS,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.","Advanced Composition, and Cultural Studies - US Minority course.",
2019,Fall,2019-fa,AAS,315,"War, Memory, and Cinema","Interdisciplinary examination of the ways that memories of war, trauma, and immigration are produced through the medium of film. Because war has been key to discourses and practices of imperialism and globalization, some questions addressed will include how these wars have impacted the nation and the global order, as well as how images about these wars produced important constructions of race, gender, and sexuality for national and cultural identities. Also examines the aftereffects of war by analyzing connections between war's trauma, race, immigration, and incarceration. Students will read critical texts, film theory, screenplays, and view films. Same as GWS 315. Prerequisite: AAS 100 or AAS 120, or consent of the instructor.",3 hours.,,,
2019,Fall,2019-fa,AAS,317,Asian American Politics,Same as PS 317. See PS 317.,3 hours.,,,
2019,Fall,2019-fa,AAS,328,Asian Americans &amp; Inequalities,Same as SOC 328. See SOC 328.,3 hours.,,,
2019,Fall,2019-fa,AAS,343,Criminalization and Punishment,"Same as AFRO 343, AIS 343, GWS 343, and LLS 343. See LLS 343.",3 hours.,,,
2019,Fall,2019-fa,AAS,346,Asian American Youth,"Explores cultural production of second-generation Asian American youth as a historical and social formation. Course examines how youth are actively shaping the U.S. landscape in terms of identity formation, youth, culture, education, juvenile justice, politics and activism, and community formations. These experiences are examined in backdrop of larger historical, economic, racial, social and political forces in the United States. Same as HDFS 341.",3 hours.,,,
2019,Fall,2019-fa,AAS,355,Race and Mixed Race,Same as LLS 355 and SOC 355. See LLS 355.,3 hours.,,,
2019,Fall,2019-fa,AAS,365,Asian American Media and Film,"An examination of media generally and films and videos more specifically (experimental, documentary, independent, and Hollywood features) by, for, and about Asian Americans. Same as MACS 365. Prerequisite: Any AAS course at the 100- or 200-level, or consent of instructor.",3 hours.,,,
2019,Fall,2019-fa,AAS,370,"Immigration, Law, and Rights","Exploration of the histories, cultures, and experiences of immigration to the United States by examining cultural production (literary and visual narratives and texts) alongside legal discourses (legislation, federal court cases). Same as LLS 372.",3 hours.,Same as LLS 372.,Advanced Composition course.,
2019,Fall,2019-fa,AAS,375,"Prisons, Race, and Terror","Examination of the U.S. prison regime, focusing on three dimensions of U.S. imprisonment -- criminal justice, immigrant detention, and martial imprisonment, particularly under the War on Terror. Same as LLS 377.",3 hours.,,,
2019,Fall,2019-fa,AAS,390,Intermed Topics Asian Am St,May be repeated in the same or subsequent terms to a maximum of 6 hours.,3 hours.,,,
2019,Fall,2019-fa,AAS,395,Adv Asian Am Undergrad Reading,Supervised reading and research in upper level Asian American Studies topics chosen by the student with instructor approval. May be repeated to a maximum of 6 hours. Prerequisite: AAS 100.,2 OR 3 hours.,May be repeated to a maximum of 6 hours. Prerequisite: AAS 100.,,
2019,Fall,2019-fa,AAS,400,Critical Ethnic Studies,"Examines the formation of the field of Critical Ethnic Studies and elaborates its key concepts, such as settler colonialism, indigeneity, heteropatriarchy, decolonization, and liberation. Same as LLS 460. 3 undergraduate hours. 4 graduate hours.",3 OR 4 hours.,,,
2019,Fall,2019-fa,AAS,402,Asian American Education,Same as EPS 402. See EPS 402.,4 hours.,Same as EPS 402. See EPS 402.,"Advanced Composition, and Cultural Studies - US Minority course.",
2019,Fall,2019-fa,AAS,435,Commodifying Difference,"Same as AFRO 435, GWS 435, LLS 435, and MACS 432. See LLS 435.",3 OR 4 hours.,,,
2019,Fall,2019-fa,AAS,464,Theories &amp; Theologies of Liberation,"Same as ANTH 464, GWS 464, and REL 464. See GWS 464.",3 OR 4 hours.,,,
2019,Fall,2019-fa,AAS,465,"Race, Sex, and Deviance","Same as AFRO 465, GWS 465, and LLS 465. See LLS 465.",3 OR 4 hours.,,,
2019,Fall,2019-fa,AAS,479,"Race, Medicine, and Society",Same as ANTH 479 and LLS 479. See LLS 479.,3 OR 4 hours.,,,
2019,Fall,2019-fa,AAS,490,Adv Topics in Asian Am Studies,"Research seminar on specialized topics in Asian American Studies. 3 or 4 undergraduate hours. 3 or 4 graduate hours. May be repeated if topics vary. Students may register in more than one section per term if topics vary. Prerequisite: AAS 100 or any Asian American Studies course, or consent of instructor.",3 OR 4 hours.,,,
2019,Fall,2019-fa,AAS,501,Theory and Methods in AAS,"Foundational gateway course for graduate study in Asian American Studies, examining the political, historical, epistemological, and cultural bases of the field through an intensive reading of canonical works and study of core concepts in the field. Also highlights the problems of interdisciplinary research and scholarship and adopts an intersectional and coalitional approach to Asian American Studies as it assumes the necessary linkages between other areas in ethic/racial and gender/sexuality studies.",4 hours.,,,
2019,Fall,2019-fa,AAS,539,"Youth, Culture and Society",Same as EPS 539 and HDFS 539. See HDFS 539.,4 hours.,,,
2019,Fall,2019-fa,AAS,561,Race and Cultural Critique,"Introduction to graduate level theoretical and methodological approaches in Comparative Race Studies. As a survey of theories of race and racism and the methodology of critique, this course offers an interdisciplinary approach that draws from anthropology, sociology, history, literature, cultural studies, and gender/sexuality studies. In addition, the study of racial and cultural formation is examined from a comparative perspective in the scholarship of racialized and Gender and Women's Studies. Same as AFRO 531, ANTH 565, GWS 561, and LLS 561.",4 hours.,,,
2019,Fall,2019-fa,AAS,589,Readings in Asian Am Studies,Individual guidance in intensive readings in the literature of one or more subdivisions of the field of Asian American Studies. May be repeated to a maximum of 8 hours. Students may register in more than one section per term if topics vary. Prerequisite: Graduate standing or consent of instructor.,1 TO 4 hours.,,,
2019,Fall,2019-fa,AAS,590,Asian Am Studies Seminar,Approved for letter and S/U grading. May be repeated to a maximum of 8 hours. Prerequisite: Graduate standing or consent of instructor.,2 TO 4 hours.,,,
2019,Fall,2019-fa,ABE,100,Intro Agric &amp; Biological Engrg,"Introduction to the engineering profession with career opportunities in the agricultural and biological engineering discipline. Concepts necessary for becoming a successful engineer including time management, design concepts, ethics, and teambuilding. Familiarization with laboratories, computer facilities, internships, and other opportunities. Team design experience. Emphasis on technical communication and problem-solving skills as well as career planning.",1 hours.,,,
2019,Fall,2019-fa,ABE,141,ABE Principles: Biological,"Principles of biology relevant to agriculture, food, energy, and the environment, including microbiology, biochemistry, genetics, plant and animal systems, and ecosystems. Case studies of engineering applications where these biological principles have been taken into account or leveraged for the purpose of design.",2 hours.,,,
2019,Fall,2019-fa,ABE,199,Undergraduate Open Seminar,May be repeated to a maximum of 12 hours.,1 TO 5 hours.,May be repeated to a maximum of 12 hours.,,
2019,Fall,2019-fa,ABE,223,ABE Principles: Machine Syst,"Machinery systems for off-road applications: internal combustion engines; fluid power; tractors, and traction; chemical application; grain harvesting. Prerequisite: One of MATH 220, MATH 221, MATH 234.",2 hours.,"Prerequisite: One of MATH 220, MATH 221, MATH 234.",,
2019,Fall,2019-fa,ABE,224,ABE Principles: Soil &amp; Water,"Engineering principles and methods of design and management of natural resources and environmental systems; watershed and hydrologic cycle; infiltration and surveying; runoff and erosion; water quality; non-point source pollution. Prerequisite: One of MATH 220, MATH 221, MATH 234.",2 hours.,"Prerequisite: One of MATH 220, MATH 221, MATH 234.",,
2019,Fall,2019-fa,ABE,225,ABE Principles: Bioenvironment,"Principles of environmental control for biological structures: psychrometrics; mass and heat transfer through buildings; ventilation requirements. Prerequisite: One of MATH 220, MATH 221, MATH 234.",2 hours.,,,
2019,Fall,2019-fa,ABE,226,ABE Principles: Bioprocessing,"Principles of bioprocess engineering applied to food and agricultural products: material balances; fluid flow; heat and mass transfers; drying; evaporation; fermentation; distillation; process simulation. Prerequisite: One of MATH 220, MATH 221, MATH 234.",2 hours.,,,
2019,Fall,2019-fa,ABE,341,Transport Processes in ABE,"Principles of transport processes involving momentum, heat, and mass as applied to biological systems in agriculture, food, energy, and the environment. Credit is not given for both ABE 341 and CHBE 421. Prerequisite: ABE 223, ABE 224, ABE 225, ABE 226, and PHYS 213.",3 hours.,"Credit is not given for both ABE 341 and CHBE 421. Prerequisite: ABE 223, ABE 224, ABE 225, ABE 226, and PHYS 213.",,
2019,Fall,2019-fa,ABE,361,Off-Road Machine Design,"Design and development concepts of agricultural and industrial machines; analysis and synthesis of tillage, planting, harvesting, chemical application, material handling mechanisms, and precision farming tools. Prerequisite: ABE 223 and TAM 212.",3 hours.,Prerequisite: ABE 223 and TAM 212.,,
2019,Fall,2019-fa,ABE,397,Independent Study,"Individual research, special problems, thesis, development or design work under the supervision of a member of the faculty. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.",1 TO 4 hours.,May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.,,
2019,Fall,2019-fa,ABE,398,Special Topics,Subject offerings of new and developing areas of knowledge in agricultural and biological engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate term if topics vary to a maximum of 12 hours.,1 TO 3 hours.,,,
2019,Fall,2019-fa,ABE,424,Principles of Mobile Robotics,"The objective of this course is to prepare students in design, navigation, control, and autonomy of aerial and ground robots that operate in harsh, uncertain, and changing field environments. The course will cover three primary aspects of field robotics: perception (sensing), motion control, and data analytics, and bring everything together through labs involving ground robots and flying unmanned aircraft (drones). 4 undergraduate hours. 4 graduate hours. Approved for Letter and S/U grading. Prerequisite: MATH 221, MATH 225, and MATH 285 , or ABE 415, or ABE 440, IE 300, or STAT 400 or equiv, CS 125 or equiv., or graduate standing.",4 hours.,"4 undergraduate hours. 4 graduate hours. Approved for Letter and S/U grading. Prerequisite: MATH 221, MATH 225, and MATH 285 , or ABE 415, or ABE 440, IE 300, or STAT 400 or equiv, CS 125 or equiv., or graduate standing.",,
2019,Fall,2019-fa,ABE,425,Engrg Measurement Systems,"Principles of instrumentation systems, including sensing, signal conditioning, computerized data acquisition, test design, data analysis and synthesis. Additional fees may apply. See Class Schedule. 4 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 425 and ME 360. Prerequisite: ECE 205.",4 hours.,,,
2019,Fall,2019-fa,ABE,430,Project Management,"Engineering team effectiveness; project definition; assessing related technologies; marketing and business planning related to engineering; budgeting and financial analyses of engineering projects; safety, ethics and environmental considerations; intellectual property; engineering proposal presentation. Same as TSM 430. 2 undergraduate hours. 2 graduate hours.",2 hours.,Same as TSM 430. 2 undergraduate hours. 2 graduate hours.,,
2019,Fall,2019-fa,ABE,436,Renewable Energy Systems,"Renewable energy sources and applications, including solar, geothermal, wind, and biomass. Renewable energy's role in reducing air pollution and global climate change. Capstone project to design a system for converting renewable energy into thermal or electrical energy. 3 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 436 and TSM 438. Prerequisite: PHYS 211.",3 OR 4 hours.,3 undergraduate hours. 4 graduate hours. Credit is not given for both ABE 436 and TSM 438. Prerequisite: PHYS 211.,,
2019,Fall,2019-fa,ABE,440,Applied Statistical Methods I,"Same as ANSC 440, CPSC 440, FSHN 440, and NRES 440. See CPSC 440.",4 hours.,"Same as ANSC 440, CPSC 440, FSHN 440, and NRES 440. See CPSC 440.",,Students must register for one lab-discussion and one lecture section.
2019,Fall,2019-fa,ABE,445,Statistical Methods,Same as ANSC 445 and NRES 445. See ANSC 445.,4 hours.,Same as ANSC 445 and NRES 445. See ANSC 445.,,
2019,Fall,2019-fa,ABE,446,Biological Nanoengineering,"Nanodevice design through organization of functional biological components; bio-molecular function and bioconjugation techniques in nanotechnology; modulation of biological systems using nanotechnology; issues related to applying biological nanotechnology in food energy, health, and the environment. 3 undergraduate hours. 4 graduate hours. Prerequisite: MCB 150.",3 OR 4 hours.,,,
2019,Fall,2019-fa,ABE,454,Environmental Soil Physics,"Provides the theoretical basis for understanding and quantifying the physical, hydrological, geotechnical, and thermal properties of soil in relation to environmental processes. Topics include general soil properties as a porous media, particle size, soil structure and aggregation, water retention and potential, flow in saturated soil, flow in an unsaturated soil, soil temperature and heat flow, soil mechanics, infiltration, and soil-plant-water relations. 3 undergraduate hours. 3 graduate hours. Prerequisite: TAM 335 or NRES 201 or consent of instructor.",3 hours.,,,
2019,Fall,2019-fa,ABE,455,Erosion and Sediment Control,"Processes, estimation, and control of soil erosion by water, wind and resultant sedimentation. Upland, in-channel, urban, agricultural, disturbed (both military training and mining), and forested environments. Capstone experience in site planning and design. 2 undergraduate hours. 2 graduate hours. Prerequisite: CEE 350 or NRES 401; CEE 380 or NRES 201.",2 hours.,,,
2019,Fall,2019-fa,ABE,456,Land &amp; Water Resources Engrg,"Hydrology, hydraulics, design, construction and cost estimating of structures for the conservation and quality control of soil and water resources; relationship of topography, soils, crops, climate, and cultural practices in conservation and quality control of soil and water for agriculture. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Credit or concurrent registration in TAM 335.",3 OR 4 hours.,,,
2019,Fall,2019-fa,ABE,457,NPS Pollution Processes,"Principles, concepts, and analysis of processes for nonpoint source pollution involving sediment, inorganic and organic chemicals, and microbial pathogens; hydrologic and pollutant interactions, pollutant fate and transport processes from storm water runoff and percolation; impact of pollutant transport on receiving water and ecosystems. 2 undergraduate hours. 2 graduate hours. Prerequisite: ABE 224 or CEE 350.",2 hours.,,,
2019,Fall,2019-fa,ABE,458,NPS Pollution Modeling,"Concepts, principles, and application of modeling for assessment and management of agricultural nonpoint source pollution. Modeling of agroecosystems and land use impacts on hydrologic and water quality response of upland catchments. Model selection, calibration, validation, and application for comparative analysis. Case studies in current watershed management issues, with a focus on agricultural waste and nutrient management, using existing field and watershed nonpoint source pollution models. 2 undergraduate hours. 2 graduate hours. Prerequisite: ABE 457.",2 hours.,,,
2019,Fall,2019-fa,ABE,459,Drainage and Water Management,"Design, construction, performance, and maintenance of agricultural drainage systems to meet both production and water quality objectives. Modeling drainage systems. Principles of conservation drainage. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Credit or concurrent registration in TAM 335.",3 OR 4 hours.,3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Credit or concurrent registration in TAM 335.,,
2019,Fall,2019-fa,ABE,463,Electrohydraulic Systems,"Engineering principles of electrohydraulic control systems related to off-road vehicles. Basics of fluid power systems, concepts of electrohydraulic systems and controls, analysis and design of electrohydraulic control systems, and applications of electrohydraulic control. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 3 graduate hours. Prerequisite: ECE 110 or both ECE 205 and ECE 206; ME 310 or TAM 335.",3 hours.,,,
2019,Fall,2019-fa,ABE,466,Engineering Off-Road Vehicles,Design and application of off-road vehicles for farm and construction use; thermodynamics of engines; measurement of power and efficiencies; power transmission and traction; chassis mechanics; operator environment. 3 undergraduate hours. 3 graduate hours. Credit is not given for both ABE 466 and TSM 464. Prerequisite: ME 300.,3 hours.,3 undergraduate hours. 3 graduate hours. Credit is not given for both ABE 466 and TSM 464. Prerequisite: ME 300.,,
2019,Fall,2019-fa,ABE,469,Industry-Linked Design Project,"Industry-submitted and sponsored design projects which utilize principles of design, engineering analysis and functional operation of engineering systems. Design teams develop concepts, evaluate alternatives, model and analyze solutions, and build and test a final product. Emphases on communication skills, technical writing, and interaction with industry representatives. 4 undergraduate hours. 4 graduate hours. Prerequisite: One of ABE 361, CHBE 421, TAM 335; or credit or concurrent registration in ME 370.",4 hours.,,Advanced Composition course.,
2019,Fall,2019-fa,ABE,474,Indoor Environmental Control,"Analysis of indoor environments and relationship with humans, animals and plants. Interactions between facilities operation and both human comfort and animal plant production. Psychrometrics, occupant health and comfort, structural heat transfer, heating and cooling loads, and energy and mass balances as related to indoor environment, air properties, and ventilation. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: TAM 335, and ME 300 or CHBE 321, or consent of instructor.",3 OR 4 hours.,,,
2019,Fall,2019-fa,ABE,476,Indoor Air Quality Engineering,"Principles and applications of indoor air quality. Particle mechanics, gas kinetics, air quality sampling principles and techniques, air cleaning technologies such as filters, cyclones, electrostatic precipitation for indoor environments; ventilation effectiveness for pollutant control. Research or design project. 4 undergraduate hours. 4 graduate hours. Prerequisite: PHYS 213, MATH 285, and TAM 335.",4 hours.,"4 undergraduate hours. 4 graduate hours. Prerequisite: PHYS 213, MATH 285, and TAM 335.",,
2019,Fall,2019-fa,ABE,482,Package Engineering,Same as FSHN 469. See FSHN 469.,3 hours.,,,
2019,Fall,2019-fa,ABE,483,Engrg Properties of Food Matls,"Physical properties of foods and biological materials; properties relating to equipment design and the sensing and control of food processes; thermal, electromagnetic radiation, rheological, and other mechanical properties. 3 undergraduate hours. 3 graduate hours. Prerequisite: TAM 251; either CHBE 421 or both ME 330 and TAM 335.",3 hours.,,,
2019,Fall,2019-fa,ABE,488,Bioprocessing Biomass for Fuel,Engineering and scientific principles governing bioprocessing of biomass for production of ethanol and other fermentation products. Process unit operations; conventional and alternative feed stock materials; recovery of value-added coproducts and other variables involved in producing fuel ethanol; process simulation; economic analysis. 3 undergraduate hours. 3 graduate hours. Prerequisite: CHBE 321 and TAM 335.,3 hours.,3 undergraduate hours. 3 graduate hours. Prerequisite: CHBE 321 and TAM 335.,,
2019,Fall,2019-fa,ABE,497,Independent Study,"Individual research, special problems, thesis, development or design work under the supervision of a member of the faculty. 1 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.",1 TO 4 hours.,1 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.,,
2019,Fall,2019-fa,ABE,498,Special Topics,Subject offerings of new and developing areas of knowledge in agricultural and biological engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary to a maximum of 16 hours.,1 to 4 hours.,1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary to a maximum of 16 hours.,,
2019,Fall,2019-fa,ABE,501,Graduate Research I,"Basic research orientation, research methods, presentation skills, laboratory practices, case studies, and professional and ethical conduct.",1 hours.,,,
2019,Fall,2019-fa,ABE,502,Graduate Research II,"Research methodology, teaching methods, lecture preparation and delivery, critical review of scientific articles, peer review and publishing, mentoring and peer relationships, time management, and intellectual property.",1 hours.,,,
2019,Fall,2019-fa,ABE,594,Graduate Seminar,Presentations of thesis research by graduate students; other presentations on teaching or current research issues related to agricultural and biological engineering. Approved for S/U grading only. May be repeated up to a maximum of 6 times.,0 hours.,Approved for S/U grading only. May be repeated up to a maximum of 6 times.,,
2019,Fall,2019-fa,ABE,597,Independent Study,Individual investigations or studies of any phases of agricultural engineering selected by the student and approved by the advisor and the faculty member who will supervise the study. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.,1 TO 4 hours.,May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.,,
2019,Fall,2019-fa,ABE,598,Special Topics,Subject offerings of new and developing areas of knowledge in agricultural and biological engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary to a maximum of 8 hours.,1 TO 4 hours.,May be repeated in the same or separate terms if topics vary to a maximum of 8 hours.,,
2019,Fall,2019-fa,ABE,599,Thesis Research,Approved for S/U grading only. May be repeated.,0 TO 16 hours.,Approved for S/U grading only. May be repeated.,,
2019,Fall,2019-fa,ACCY,199,Undergraduate Open Seminar,May be repeated.,1 TO 5 hours.,May be repeated.,,
2019,Fall,2019-fa,ACCY,200,Fundamentals of Accounting,Survey course in the principles of accounting for students registered in schools and colleges other than the College of Business. Credit is not given for both ACCY 200 and either ACCY 201 or ACCY 202. Prerequisite: Sophomore standing.,3 hours.,Credit is not given for both ACCY 200 and either ACCY 201 or ACCY 202. Prerequisite: Sophomore standing.,,
2019,Fall,2019-fa,ACCY,201,Accounting and Accountancy I,"Introduction to the role of accounting information in establishing organization objectives and goals and identification of strategies to best achieve such objectives and goals. Topics focus on the utility of information necessary for the formation, execution and monitoring of the variety of contracts embedded in organization strategies. Projects facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",3 hours.,"Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: Prior to enrollment in ACCY 201, students must: 1) have completed either ECON 102 or ECON 103; AND 2) have completed or be concurrently enrolled in the remaining ECON 102 or ECON 103 course.",,Students must register for one lecture and one discussion.
2019,Fall,2019-fa,ACCY,202,Accounting and Accountancy II,"Continuation of ACCY 201 with focus on strategic management of economic resources, together with acquisition of such resources, and financial and non-financial measures of organizational performance. Credit is not given for both ACCY 202 and ACCY 200. Prerequisite: ACCY 201 or equivalent.",3 hours.,Credit is not given for both ACCY 202 and ACCY 200. Prerequisite: ACCY 201 or equivalent.,,Students must register for one discussion and one lecture section.
2019,Fall,2019-fa,ACCY,211,Understanding Financial Statements,"Provides a basic understanding of financial statements. Topics include financial statement components and their meaning, the broader purpose of financial statements, and the role of accounting in producing financial statements. Emphasizes the ability to read and, to some extent, interpret real-world financial statements. Credit is not given for ACCY 211 if credit has been given for ACCY 200, ACCY 201, and/or ACCY 202. ACCY 211 does not count toward undergraduate degree requirements for degrees offered through the College of Business or toward the Business Minor. Prerequisite: Intended for non-business majors.",3 hours.,,,
2019,Fall,2019-fa,ACCY,212,Understanding Accounting for Business Decisions,"This course provides a fundamental understanding of how accounting facilitates and influences decisions made by owners, managers, and employees within an organization. Accounting provides information for all types of decisions, ranging from everyday operational and procedural decisions to decisions about the long-term strategy and direction of the firm. Course topics include pricing, product selection, resource planning and allocation, and operational and strategic performance measurement. Credit is not given for ACCY 212 if credit has been given for ACCY 200, ACCY 201, and/or ACCY 202. ACCY 212 does not count toward undergraduate degree requirements for degrees offered through the College of Business or toward the Business Minor. Prerequisite: Intended for non-business majors.",3 hours.,,,
