CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A Range,B Range,C Range,D Range,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
54569,ACCY,451,Advanced Income Tax Problems,B3,LCD,120248,"Holder, Charles B",,,,,0,6,8,3,5,2,1,0,0,0,0,0,0,0,3.43
62733,ACCY,451,Advanced Income Tax Problems,C3,LCD,120248,"Holder, Charles B",,,,,0,12,8,7,4,2,1,0,1,0,0,0,0,0,3.49
70659,ACCY,451,Advanced Income Tax Problems,E3,LCD,120248,"Beardsley, Erik L",,,,,0,7,4,7,9,3,2,2,1,0,0,0,0,0,3.17
62025,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",C2,LCD,120248,"Augusto Sampaio, Gerlando",,,,,14,20,10,4,2,0,0,0,0,0,0,0,0,0,3.84
67282,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",IMB,ONL,120248,"Mendoza, Scott A",,,,,627,106,17,10,9,3,1,0,0,0,0,0,4,0,3.94
56063,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",P2,LCD,120248,"Augusto Sampaio, Gerlando",,,,,24,25,6,1,1,0,0,0,0,0,0,0,0,0,3.94
29678,ACCY,501,Accounting Analysis I A,DA1,ONL,120248,"Augusto Sampaio, Gerlando",,,,,27,46,35,16,12,7,2,3,1,0,0,0,1,1,3.61
69435,ACCY,501,Accounting Analysis I B,DB1,ONL,120248,"Augusto Sampaio, Gerlando",,,,,55,42,21,13,7,5,2,0,1,0,0,0,3,0,3.68
70308,ACCY,501,Accounting Analysis I,MSF,LCD,120248,"Johnson, Jennifer A",,,,,2,4,6,3,4,2,1,0,0,0,0,0,0,0,3.44
69437,ACCY,501,Accounting Analysis I A,NA1,ONL,120248,"Augusto Sampaio, Gerlando",,,,,7,16,5,2,1,1,0,0,1,0,0,0,2,0,3.55
69438,ACCY,501,Accounting Analysis I B,NB1,ONL,120248,"Augusto Sampaio, Gerlando",,,,,14,12,5,0,2,0,0,0,0,0,0,0,1,0,3.78
29680,ACCY,502,Accounting Analysis II,A4,LCD,120248,"Schwartz, Rachel",,,,,13,12,10,3,5,0,0,0,2,0,0,0,0,0,3.67
31334,ACCY,502,Accounting Analysis II,B4,LCD,120248,"Schwartz, Rachel",,,,,12,5,9,5,4,3,2,2,1,0,1,0,0,0,3.39
71904,ACCY,502,Accounting Analysis II A,DA1,ONL,120248,"Mendoza, Scott A",,,,,7,13,9,5,8,7,0,2,1,0,0,0,0,0,3.42
71905,ACCY,502,Accounting Analysis II B,DB1,ONL,120248,"Mendoza, Scott A",,,,,10,17,9,6,8,2,0,1,0,0,0,0,0,0,3.63
76239,ACCY,502,Accounting Analysis II,E4,LCD,120248,"Schwartz, Rachel",,,,,7,1,5,5,7,3,1,3,2,0,0,0,0,1,3.17
31335,ACCY,503,Managerial Accounting,A2,LCD,120248,"Johnson, Jennifer A",,,,,5,7,4,4,6,1,1,1,0,0,0,0,0,0,3.48
77353,ACCY,503,Managerial Accounting,C2,LCD,120248,"Johnson, Jennifer A",,,,,7,15,6,4,5,1,1,2,0,0,0,0,0,0,3.59
66973,ACCY,503,Managerial Accounting,IMB,ONL,120248,"Guymon, Ronald N",,,,,567,201,62,33,23,13,3,4,4,0,0,1,15,1,3.82
66974,ACCY,503,Managerial Accounting,ONL,ONL,120248,"Guymon, Ronald N",,,,,27,11,3,2,0,4,2,0,0,0,0,0,5,0,3.43
59162,ACCY,504,Auditing,B4,LCD,120248,"Rozario, Andrea M",,,,,0,20,9,10,3,1,2,0,0,0,0,0,0,0,3.61
64875,ACCY,504,Auditing,C4,LCD,120248,"Rozario, Andrea M",,,,,0,20,7,8,5,0,0,0,0,0,0,0,0,0,3.68
70165,ACCY,504,Auditing A,DA1,ONL,120248,"Peecher, Mark E",,,,,2,43,32,36,41,8,3,1,0,0,1,0,4,0,3.34
70166,ACCY,504,Auditing B,DB1,ONL,120248,"Peecher, Mark E",,,,,1,60,32,28,27,11,5,2,1,0,0,0,2,0,3.45
76238,ACCY,504,Auditing,E4,LCD,120248,"Rozario, Andrea M",,,,,0,10,10,10,2,1,1,0,0,0,0,0,0,0,3.56
31339,ACCY,505,Federal Taxation,A4,LCD,120248,"Alt, Amanda J",,,,,13,6,3,1,3,3,1,1,0,0,0,0,0,0,3.6
31341,ACCY,505,Federal Taxation,B4,LCD,120248,"Alt, Amanda J",,,,,10,12,2,1,4,2,0,1,0,0,0,0,0,0,3.69
54993,ACCY,505,Federal Taxation,C4,LCD,120248,"Hutchens, Matthew",,,,,1,11,2,6,4,1,0,0,0,0,0,0,0,0,3.6
57605,ACCY,505,Federal Taxation,D4,LCD,120248,"Hutchens, Matthew",,,,,4,4,7,7,5,2,0,0,0,0,0,0,0,0,3.49
69441,ACCY,505,Federal Taxation A,DA1,ONL,120248,"Hutchens, Matthew",,,,,45,81,36,30,16,6,1,0,0,0,0,0,3,1,3.68
69442,ACCY,505,Federal Taxation B,DB1,ONL,120248,"Hutchens, Matthew",,,,,39,70,34,38,21,6,2,1,0,0,0,0,5,0,3.58
70661,ACCY,505,Federal Taxation,E4,LCD,120248,"Alt, Amanda J",,,,,13,8,0,0,5,4,1,0,0,0,0,0,0,1,3.61
69443,ACCY,505,Federal Taxation A,NA1,ONL,120248,"Hutchens, Matthew",,,,,8,8,4,1,0,1,0,0,0,0,0,0,3,0,3.39
69444,ACCY,505,Federal Taxation B,NB1,ONL,120248,"Hutchens, Matthew",,,,,7,8,4,2,0,0,0,0,0,0,0,0,1,0,3.7
71549,ACCY,506,Advanced Financial Reporting,DA1,ONL,120248,"Kustanovich, Michael",,,,,4,14,8,6,3,3,2,0,3,0,0,0,1,0,3.36
49275,ACCY,510,Financial Reporting Standards,D,LCD,120248,"Mongold, Cassie A",,,,,0,12,5,8,7,0,0,0,0,0,0,0,0,0,3.56
61974,ACCY,510,Financial Reporting Standards,E,LCD,120248,"Mongold, Cassie A",,,,,0,17,8,2,3,0,0,0,0,0,0,0,0,0,3.77
62037,ACCY,510,Financial Reporting Standards,F,LCD,120248,"Mongold, Cassie A",,,,,0,13,11,5,7,0,0,0,0,0,0,0,0,0,3.61
51814,ACCY,512,Data Analytics for Mgmt Acctg,B,LCD,120248,"Lu, Zhenzhong L",,,,,6,14,9,2,1,0,0,0,0,0,0,0,0,0,3.83
46977,ACCY,515,Auditing & Assurance Standards,A,LCD,120248,"Zhou, Yuepin",,,,,0,7,6,5,3,2,0,0,0,0,0,0,0,0,3.52
31373,ACCY,517,Financial Statement Analysis,A4,LCD,120248,"Li, Yue",,,,,4,10,4,0,2,1,0,0,0,0,0,0,0,0,3.78
66683,ACCY,518,Financial Statement Fraud,C,LCD,120248,"Nekrasz, Frank",,,,,23,1,1,1,0,0,0,0,0,0,0,0,0,0,3.96
76802,ACCY,531,FSA for MBAs,IMB,ONL,120248,"Hamm, Brian K",,,,,10,141,15,4,6,1,0,0,0,0,0,0,3,0,3.85
76804,ACCY,532,Accounting for M&As,IMB,ONL,120248,"Urcan, Oktay",,,,,203,12,1,1,0,0,0,0,0,0,0,0,2,0,3.96
31382,ACCY,551,Corporate Income Taxation,B,LCD,120248,"Sternburg, Thomas",,,,,0,8,8,13,6,0,0,0,0,0,0,0,0,0,3.5
54570,ACCY,556,Tax Research,A,LCD,120248,"Holder, Daniel E",,,,,0,17,0,0,12,0,0,0,0,0,0,0,0,0,3.59
31384,ACCY,556,Tax Research,B,LCD,120248,"Holder, Daniel E",,,,,0,20,0,0,9,0,0,0,0,0,0,0,0,0,3.69
71963,ACCY,569,Data Driven Decisions in Acctg,DA1,ONL,120248,"Guymon, Ronald N",,,,,31,25,3,1,4,0,1,1,0,0,0,0,4,0,3.64
68785,ACCY,570,Data Analytics Foundations,AD2,ONL,120248,"Anand, Vic",,,,,4,19,6,1,0,0,0,0,0,0,0,0,0,0,3.91
68787,ACCY,570,Data Analytics Foundations,AD4,ONL,120248,"Lu, Yifei",,,,,13,12,5,0,2,0,0,0,0,0,0,0,0,0,3.89
70665,ACCY,570,Data Analytics Foundations,AD5,ONL,120248,"Lu, Yifei",,,,,9,16,1,1,1,0,0,0,0,0,0,0,0,0,3.93
76784,ACCY,570,Data Analytics Foundations,AD6,ONL,120248,"Herbold, T J",,,,,7,11,3,1,0,0,0,1,0,0,0,0,0,1,3.84
71909,ACCY,570,Data Analytics Foundations,AD7,ONL,120248,"Anand, Vic",,,,,4,18,2,2,0,0,0,0,0,0,0,0,0,0,3.92
73609,ACCY,578,ACCY Analytics Appl - A,AAA,ONL,120248,"Lu, Zhenzhong L",,,,,0,18,6,3,0,1,1,0,0,0,0,0,3,1,3.41
73610,ACCY,578,ACCY Analytics Appl - B,AAB,ONL,120248,"Nekrasz, Frank",,,,,19,5,1,1,0,1,2,0,0,0,0,0,0,0,3.8
36724,ACE,100,Intro to Applied Micro,AD1,DIS,120248,"Gundersen, Lisa C",,,,,2,3,7,7,4,6,2,1,1,0,0,1,0,0,3.12
36726,ACE,100,Intro to Applied Micro,AD2,DIS,120248,"Gundersen, Lisa C",,,,,3,9,6,4,6,1,5,1,1,0,0,0,0,0,3.31
36732,ACE,100,Intro to Applied Micro,AD5,DIS,120248,"Gundersen, Lisa C",,,,,3,5,7,3,4,7,1,2,2,0,0,0,0,0,3.18
36734,ACE,100,Intro to Applied Micro,AD6,DIS,120248,"Gundersen, Lisa C",,,,,2,9,1,8,3,1,1,1,1,0,2,0,0,0,3.24
36735,ACE,100,Intro to Applied Micro,AD7,DIS,120248,"Gundersen, Lisa C",,,,,4,7,5,2,6,2,2,2,0,4,0,0,0,0,3.13
56843,ACE,100,Intro to Applied Micro,AD8,DIS,120248,"Gundersen, Lisa C",,,,,2,3,3,3,4,2,1,2,0,1,2,2,0,0,2.77
36745,ACE,161,Microcomputer Applications,A,LBD,120248,"Lo, Alexander C",,,,,0,11,0,0,7,0,0,6,0,0,0,0,0,0,3.21
39708,ACE,161,Microcomputer Applications,A1,LBD,120248,"Burnett, Meghan L",,,,,0,23,0,0,4,0,0,0,0,0,0,0,0,0,3.85
36751,ACE,161,Microcomputer Applications,L2,ONL,120248,"Burnett, Meghan L",,,,,0,64,0,0,20,0,0,4,0,0,0,0,0,0,3.68
36742,ACE,161,Microcomputer Applications,R,ONL,120248,"Lo, Alexander C",,,,,0,14,0,0,8,0,0,4,0,0,0,0,1,0,3.26
36744,ACE,161,Microcomputer Applications,T,ONL,120248,"Lo, Alexander C",,,,,0,8,0,0,6,0,0,4,0,0,3,0,1,1,2.77
79594,ACE,199,Undergraduate Open Seminar,AL1,LEC,120248,"Elmore, Ailie C",,,,,129,24,10,7,5,1,2,3,1,3,0,0,1,0,3.8
78479,ACE,199,Applied Statistics Lab,AS3,LBD,120248,"Box-Couillard, Sebastien",,,,,18,1,2,0,0,1,0,0,0,0,0,0,0,0,3.91
73756,ACE,203,Intro to Public Policy & Law,FAP,LCD,120248,"Coppess, Jonathan W",,,,,6,17,15,4,3,2,0,0,1,0,0,0,0,1,3.67
61563,ACE,210,Environmental Economics,AL1,LEC,120248,"Damon, Lisa A",,,,,8,20,23,18,16,5,5,2,3,0,1,0,1,0,3.33
78326,ACE,220,Introduction to Sales,SPS,LCD,120248,"Elmore, Ailie C",,,,,2,16,10,3,6,0,1,0,0,0,0,0,0,0,3.66
79295,ACE,221,Negotiation,NPS,LCD,120248,"Stoddard, Paul B",,,,,71,15,5,4,4,0,4,0,0,0,0,0,1,0,3.82
29698,ACE,222,Agricultural Marketing,S,LCD,120248,"Stoddard, Paul B",,,,,8,11,10,15,10,12,11,5,3,2,2,0,2,1,2.97
69393,ACE,240,Personal Financial Planning,DS,LEC,120248,"Sanchez, Donovan",,,,,7,42,21,6,5,3,2,2,2,1,0,0,1,0,3.58
74876,ACE,240,Personal Financial Planning,ONL,ONL,120248,"Lemoine, Craig",,,,,484,140,1,0,35,0,0,12,1,0,11,0,16,0,3.77
79578,ACE,243,Money and Happiness,MH,LCD,120248,"Sanchez, Donovan",,,,,0,15,7,2,3,1,1,0,0,0,1,0,0,0,3.58
49101,ACE,251,The World Food Economy,AL1,OLC,120248,"Michelson, Hope C",,,,,34,98,47,32,32,10,6,3,3,1,2,0,2,1,3.55
51724,ACE,254,Economic Systems in Africa,AL1,LEC,120248,"Herrera Almanza, Catalina",,,,,0,10,9,6,3,2,0,0,0,0,0,0,0,0,3.58
49417,ACE,255,Econ of Food and Envir Justice,AL1,LEC,120248,"Skidmore, Marin E",,,,,105,23,11,4,2,4,0,2,1,0,0,2,0,0,3.83
72898,ACE,262,App Stat Mthds & Data AnlytcsI,AS1,LEC,120248,"Gundersen, Lisa C",,,,,5,34,26,19,17,10,3,9,0,3,1,0,0,0,3.33
72900,ACE,264,App Stat Mthds & Data Anlytcs2,AS2,LCD,120248,"Dall'Erba, Sandy",,,,,7,20,17,14,17,7,7,3,4,0,1,0,3,0,3.17
77284,ACE,270,Consumer Economics,L,LEC,120248,"Taylor, Rebecca L",,,,,4,6,14,4,11,9,2,1,0,0,3,0,2,0,3.06
72901,ACE,300,Interm. Applied Microeconomics,AL1,LEC,120248,"Endres, Renata",,,,,23,35,22,14,23,4,5,7,0,3,1,0,1,0,3.4
36772,ACE,310,Natural Resource Economics,AL1,LCD,120248,"Endres, Renata",,,,,7,5,4,5,4,4,0,1,1,0,1,1,0,1,3.25
70565,ACE,335,Food Marketing and Behavior,FMB,LCD,120248,"Kalaitzandonake, Maria H",,,,,5,18,5,1,1,0,0,0,1,0,0,0,0,0,3.82
65063,ACE,341,Issues in Agribus Mkts & Mgmt,AMM,LCD,120248,"Blumthal, Meredith",,,,,28,8,2,1,3,1,0,0,0,0,0,0,0,0,3.87
65167,ACE,341,Issues in Cons Econ & Finance,CEF,LCD,120248,"Sandler, Chaya S",,,,,44,13,1,3,3,0,1,0,1,0,1,0,0,0,3.82
65064,ACE,341,Contemp Issue Comm Fin Plng,CFP,LCD,120248,"Elam, Seth S",,,,,20,29,0,0,14,0,0,5,0,0,0,0,1,0,3.59
78155,ACE,341,Contemporary Issues in Policy,CP,LCD,120248,"Slack, Aaron D",,,,,18,11,1,2,1,0,1,0,0,0,0,0,0,0,3.87
44207,ACE,341,Issues in AgAccy and FinAg,FAA,LCD,120248,"Helton, Caroline A",,,,,34,8,2,0,2,0,0,1,0,0,1,0,0,0,3.84
53592,ACE,345,Finan Decision Indiv Sm Bus,X,LCD,120248,"Elmore, Ailie C",,,,,11,16,7,13,9,5,3,4,2,0,3,0,0,0,3.27
60156,ACE,346,Tax Policy and Finan Planning,A,LCD,120248,"Breen, John",,,,,30,15,8,12,9,5,2,2,0,0,0,0,1,0,3.55
75104,ACE,360,Spreadsheet Models & Applic,FA1,LBD,120248,"Mashange, Gerald",,,,,0,17,0,0,5,0,0,1,0,0,0,0,0,0,3.7
75106,ACE,360,Spreadsheet Models & Applic,FB1,LBD,120248,"Burnett, Meghan L",,,,,0,22,0,0,2,0,0,1,0,0,1,0,1,0,3.59
48924,ACE,406,Environmental Law,GR,LCD,120248,"Endres, A B",,,,,0,20,7,5,16,5,3,1,1,0,1,0,0,0,3.3
62829,ACE,411,Environment and Development,UG,LCD,120248,"Janzen, Sarah A",,,,,3,4,3,4,6,2,1,0,1,0,0,0,1,0,3.21
64899,ACE,427,Commodity Price Analysis,UG,LCD,120248,"Irwin, Scott H",,,,,3,5,10,8,9,7,1,3,0,0,0,0,0,0,3.25
43123,ACE,428,Commodity Futures and Options,T,LCD,120248,"Stoddard, Paul B",,,,,3,2,7,5,2,2,3,1,2,0,0,0,3,0,2.87
78578,ACE,431,Agri-food Strategic Management,B,LCD,120248,"Blumthal, Meredith",,,,,0,11,5,6,2,2,0,0,0,1,1,0,0,0,3.43
29710,ACE,435,Global Agribusiness Management,UG,LCD,120248,"Colussi, Joana",,,,,10,24,17,10,3,1,0,0,0,0,0,0,0,0,3.74
51727,ACE,444,Finan Serv & Invest Plan,GR,LCD,120248,"Elmore, Ailie C",,,,,3,12,12,15,14,3,4,3,0,0,0,0,0,0,3.33
47126,ACE,445,Int Personal Fin & Estate Plan,S,LCD,120248,"Allen, Sharon C",,,,,19,32,0,0,11,0,0,3,0,0,1,0,0,0,3.7
56174,ACE,455,Intl Trade in Food and Agr,M,LCD,120248,"Ridley, William C",,,,,1,10,11,4,7,3,4,2,0,0,0,0,0,0,3.33
73276,ACE,474,Economics of Consumption,UG,LCD,120248,"Lyons, Angela C",,,,,0,3,3,2,5,6,3,3,3,3,1,0,0,1,2.62
36268,ACE,476,Behavioral Economics,UG,LCD,120248,"Lyons, Angela C",,,,,1,5,5,3,11,4,5,3,1,1,0,0,0,0,3
79320,ACE,544,Global Ag and Supply Chains,ONL,ONL,120248,"Schnitkey, Gary D",,,,,0,24,0,0,1,0,0,0,0,0,0,0,0,0,3.96
79321,ACE,545,Risk and Decision-Making in Ag,ONL,ONL,120248,"Paulson, Nicholas D",,,,,0,25,0,2,0,0,0,0,0,0,0,0,0,0,3.95
61977,ACES,179,History of Ag in IL Since 1860,A,ONL,120248,"Reid, Debra A",,,,,3,16,11,1,4,0,2,0,0,0,0,0,0,0,3.69
61978,ACES,179,History of Ag in IL Since 1860,B,ONL,120248,"Reid, Debra A",,,,,5,13,8,6,0,1,1,1,0,0,1,1,0,0,3.51
10094,ACES,199,Undergraduate Open Seminar,LH2,LCD,120248,"Gregg, Brianna J",,,,,19,2,0,0,12,0,0,1,0,0,1,0,0,0,3.51
61083,ADV,150,Introduction to Advertising,AB1,DIS,120248,"Oshodi, Akintunde N",,,,,25,12,0,0,2,0,0,0,0,0,0,0,0,0,3.95
61084,ADV,150,Introduction to Advertising,AB2,DIS,120248,"Goodreau, Adam",,,,,29,8,0,0,1,1,0,0,0,0,0,0,1,0,3.84
77246,ADV,150,Introduction to Advertising,AB3,DIS,120248,"Goodreau, Adam",,,,,29,7,0,0,2,0,0,1,0,0,0,0,0,0,3.9
77249,ADV,150,Introduction to Advertising,AB4,DIS,120248,"Khowaja, Muskan",,,,,12,24,1,0,1,0,0,0,0,0,0,0,0,0,3.97
