CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A Range,B Range,C Range,D Range,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
78644,ABE,127,Intro Agric & Biological Engr,RBH,LEC,120258,"Bhattarai, Rabin",,,,,30,10,1,0,2,0,0,0,0,0,0,0,0,0,3.95
55376,ABE,199,Water in the Global Environ,CHP,ONL,120258,"Kalita, Prasanta K",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
79304,ABE,227,Comp Aid Problem-Solving ABE I,LB1,LEC,120258,"Grift, Tony E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
79305,ABE,227,Comp Aid Problem-Solving ABE I,LB2,LEC,120258,"Grift, Tony E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
80744,ABE,227,Comp Aid Problem-Solving ABE I,LB3,LEC,120258,"Grift, Tony E",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75460,ABE,232,Context Intl Interventions,APW,LCD,120258,"Witmer, Ann-Perry",,,,,10,28,13,4,3,1,1,0,0,0,0,1,0,0,3.73
77441,ABE,340,Thermodynamics for ABE,MK,LEC,120258,"Kamruzzaman, Mohammed",,,,,1,10,11,3,2,0,0,0,0,0,0,0,1,0,3.58
80969,ABE,412,Appl Data Science for ABE,AB,LEC,120258,"Tessum, Mei",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64779,ABE,430,Project Management,AL1,OLC,120258,"Davidson, Paul C",,,,,0,105,0,3,3,0,0,2,0,0,1,0,1,0,3.86
76434,ABE,436,Renewable Energy Systems,ONL,ONL,120258,"Malvandi, Amir",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68450,ABE,436,Renewable Energy Systems,XW1,LEC,120258,"Malvandi, Amir",,,,,8,20,5,6,3,0,0,0,0,0,0,0,0,0,3.79
68451,ABE,436,Renewable Energy Systems,XW2,LEC,120258,"Malvandi, Amir",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
79781,ABE,456,Land & Water Resources Engrg,LAO,LEC,120258,"Alves de Olivei, Luciano",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
79782,ABE,456,Land & Water Resources Engrg,LO,LEC,120258,"Alves de Olivei, Luciano",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29655,ABE,459,Drainage and Water Management,A3,LEC,120258,"Cooke, Richard A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31280,ABE,466,Engineering Off-Road Vehicles,AL1,OLC,120258,"Allen, Cody M",,,,,0,16,3,6,1,0,0,0,0,0,0,0,0,0,3.77
57478,ABE,488,Bioprocessing Biomass for Fuel,VS,LEC,120258,"Singh, Vijay",,,,,2,3,8,7,3,3,0,2,0,0,0,0,1,0,3.23
78073,ABE,498,Photosynthetic Strategies,LBL,LCD,120258,"Leonelli, Laurie B",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10840,ABE,498,Precision Agriculture Engineer,RBH,LEC,120258,"Shajahan, Sunoj",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72232,ABE,498,Eng Design for Solar SmartHome,XW1,ONL,120258,"Stillwell, Andrew R",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39806,ABE,501,Grad Sem: Foundations Success,A,LCD,120258,"Zhang, Yuanhui",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
80363,ABE,503,Grad Sem: Integrity Teach Res,AE1,LCD,120258,"Rausch, Kent D",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75474,ABE,532,Advanced Contextual Design,APW,LCD,120258,"Witmer, Ann-Perry",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39539,ACCY,200,Fundamentals of Accounting,B,ONL,120258,"Zhang, Li",,,,,80,56,21,16,9,5,0,0,2,1,0,0,0,0,3.79
29670,ACCY,200,Fundamentals of Accounting,OL,ONL,120258,"Green, Danielle H",,,,,94,57,33,30,24,14,8,6,1,2,0,0,2,0,3.58
36474,ACCY,201,Accounting and Accountancy I,AL1,LEC,120258,"Fisher, Mitchell B",,,,,67,43,27,29,24,14,11,13,5,2,4,2,3,3,3.33
36477,ACCY,201,Accounting and Accountancy I,AL2,LEC,120258,"Fisher, Mitchell B",,,,,66,57,22,23,26,13,9,12,3,3,5,2,3,1,3.37
71428,ACCY,201,Accounting and Accountancy I,AL3,LEC,120258,"Fisher, Mitchell B",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36549,ACCY,202,Accounting and Accountancy II,AL1,LEC,120258,"Shapland, Julia P",,,,,28,89,44,28,52,13,10,16,5,0,4,0,0,0,3.39
71328,ACCY,202,Accounting and Accountancy II,AL2,LEC,120258,"Shapland, Julia P",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36577,ACCY,301,Atg Measurement & Disclosure,AE1,LCD,120258,"Wolfe, Karneisha T",,,,,6,8,3,2,4,5,1,3,0,2,3,1,1,0,2.91
36581,ACCY,301,Atg Measurement & Disclosure,AE2,LCD,120258,"Wolfe, Karneisha T",,,,,9,4,8,8,8,2,0,0,0,0,0,0,0,0,3.52
36584,ACCY,301,Atg Measurement & Disclosure,AE3,LCD,120258,"Wolfe, Karneisha T",,,,,9,10,1,8,4,1,1,2,3,0,0,1,0,0,3.32
36587,ACCY,301,Atg Measurement & Disclosure,AE4,LCD,120258,"Vandenberg, Alex J",,,,,4,7,7,4,6,3,0,2,1,0,2,1,0,1,3.17
36592,ACCY,301,Atg Measurement & Disclosure,AE6,LCD,120258,"Vandenberg, Alex J",,,,,11,12,4,2,4,3,0,3,1,0,0,0,0,0,3.53
49255,ACCY,301,Atg Measurement & Disclosure,AEB,LCD,120258,"Vandenberg, Alex J",,,,,7,11,4,2,4,4,4,1,0,1,1,0,0,0,3.32
36614,ACCY,302,Decision Making for Atg,AE2,LCD,120258,"Choy, So Yeoun",,,,,7,9,5,9,5,0,2,2,0,0,1,0,0,0,3.42
36618,ACCY,302,Decision Making for Atg,AE3,LCD,120258,"Choy, So Yeoun",,,,,5,10,6,6,9,2,1,1,0,0,0,0,0,0,3.47
36677,ACCY,302,Decision Making for Atg,AE4,LCD,120258,"Curtis, Susan M",,,,,8,7,8,7,7,1,2,0,0,0,0,0,0,0,3.53
36680,ACCY,302,Decision Making for Atg,AE5,LCD,120258,"Curtis, Susan M",,,,,0,6,8,10,7,6,1,0,0,0,0,0,0,0,3.32
36688,ACCY,302,Decision Making for Atg,AE8,LCD,120258,"Curtis, Susan M",,,,,3,6,5,4,7,5,4,1,1,0,1,0,0,1,3.14
49258,ACCY,302,Decision Making for Atg,AEA,LCD,120258,"Choy, So Yeoun",,,,,2,13,5,7,6,0,5,2,0,0,0,0,0,0,3.38
36700,ACCY,303,Atg Institutions and Reg,AE2,LCD,120258,"Ren, Bo",,,,,10,8,6,1,2,4,2,1,0,0,1,0,0,0,3.48
36701,ACCY,303,Atg Institutions and Reg,AE3,LCD,120258,"Ren, Bo",,,,,5,9,1,4,2,3,5,1,1,1,1,0,1,0,3.08
36713,ACCY,303,Atg Institutions and Reg,AE4,LCD,120258,"Ren, Bo",,,,,7,10,3,3,8,0,0,0,1,1,1,0,0,0,3.44
49259,ACCY,303,Atg Institutions and Reg,AE5,LCD,120258,"Pachera, Susan",,,,,10,4,6,6,3,2,1,1,0,1,1,0,0,0,3.4
36703,ACCY,303,Atg Institutions and Reg,AE6,LCD,120258,"Pachera, Susan",,,,,8,2,4,2,2,3,2,4,0,0,0,0,1,0,3.14
67818,ACCY,303,Atg Institutions and Reg,AE7,LCD,120258,"Pachera, Susan",,,,,13,5,3,1,4,4,3,1,0,0,0,0,0,1,3.47
31317,ACCY,304,Accounting Control Systems,AE1,LCD,120258,"Williamson, Michael",,,,,0,10,6,6,6,4,3,1,0,0,1,0,0,0,3.26
31318,ACCY,304,Accounting Control Systems,AE2,LCD,120258,"Williamson, Michael",,,,,0,11,6,10,9,1,2,0,0,0,0,0,0,0,3.43
31319,ACCY,304,Accounting Control Systems,AE3,LCD,120258,"Dahle, Andrew J",,,,,4,5,6,7,10,3,3,0,0,0,0,0,0,0,3.32
31320,ACCY,304,Accounting Control Systems,AE4,LCD,120258,"Dahle, Andrew J",,,,,6,4,7,7,9,3,2,0,0,0,0,0,0,0,3.39
49280,ACCY,304,Accounting Control Systems,AE5,LCD,120258,"Dahle, Andrew J",,,,,1,12,2,7,9,2,3,2,0,0,0,0,0,0,3.32
31321,ACCY,312,Principles of Taxation,A,LCD,120258,"Richter, Stefan J",,,,,1,4,8,3,8,3,1,1,1,0,0,0,0,0,3.25
31330,ACCY,312,Principles of Taxation,C,LCD,120258,"Richter, Stefan J",,,,,2,5,8,4,10,0,0,1,0,0,0,0,0,0,3.42
31332,ACCY,312,Principles of Taxation,D,LCD,120258,"Richter, Stefan J",,,,,0,4,10,5,5,4,1,1,0,0,0,0,0,0,3.31
31333,ACCY,312,Principles of Taxation,E,LCD,120258,"Vuong, Anh",,,,,6,6,4,4,5,3,3,0,1,0,0,0,0,0,3.36
45719,ACCY,312,Principles of Taxation,F,LCD,120258,"Vuong, Anh",,,,,0,4,4,4,2,3,0,3,1,0,0,0,0,0,3.13
45934,ACCY,312,Principles of Taxation,G,LCD,120258,"Vuong, Anh",,,,,4,3,8,9,2,0,3,0,0,0,0,0,0,0,3.46
79407,ACCY,375,Career Pathways in Accountancy,CPA,LCD,120258,"Lullo, Michael J",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61229,ACCY,398,Practical Problems in Atg,A,ONL,120258,"Hutchens, Matthew",,,,,0,20,0,0,2,0,0,0,0,0,0,0,1,0,3.74
64742,ACCY,398,Practical Problems in Atg,B,ONL,120258,"Hutchens, Matthew",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36754,ACCY,405,Assurance and Attestation,AE1,LCD,120258,"Stirnkorb, Sebastian",,,,,2,15,8,3,2,3,1,0,0,0,0,0,0,0,3.64
36758,ACCY,405,Assurance and Attestation,AE2,LCD,120258,"Thompson, Anne M",,,,,0,9,9,8,3,4,0,0,0,0,0,0,0,0,3.5
36764,ACCY,405,Assurance and Attestation,AE3,LCD,120258,"Stirnkorb, Sebastian",,,,,1,20,7,1,2,0,0,0,0,0,0,0,0,2,3.84
36768,ACCY,405,Assurance and Attestation,AE4,LCD,120258,"Rogowski, Edward J",,,,,1,25,3,2,3,1,0,0,0,0,0,0,0,0,3.81
36771,ACCY,405,Assurance and Attestation,AE5,LCD,120258,"Thompson, Anne M",,,,,0,4,4,10,9,4,0,1,0,0,0,0,0,0,3.24
36775,ACCY,405,Assurance and Attestation,AE6,LCD,120258,"Stirnkorb, Sebastian",,,,,0,10,7,4,6,1,1,0,0,0,0,0,0,0,3.52
29671,ACCY,410,Advanced Financial Reporting,A3,LCD,120258,"Ibrahim, Adel Nematallah",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61231,ACCY,410,Advanced Financial Reporting,B3,LCD,120258,"Kustanovich, Michael",,,,,5,4,1,1,4,1,1,1,2,0,1,0,0,0,3.11
62729,ACCY,410,Advanced Financial Reporting,C3,LCD,120258,"Kustanovich, Michael",,,,,2,10,4,4,4,5,1,0,1,0,0,0,1,0,3.32
62730,ACCY,410,Advanced Financial Reporting,D3,LCD,120258,"Ibrahim, Adel Nematallah",,,,,3,6,4,11,9,1,0,0,0,0,0,0,0,0,3.42
62731,ACCY,410,Advanced Financial Reporting,E3,LCD,120258,"Ibrahim, Adel Nematallah",,,,,0,6,0,6,8,1,0,0,0,0,0,0,0,1,3.37
49130,ACCY,451,Advanced Income Tax Problems,A3,LCD,120258,"Beardsley, Erik L",,,,,1,10,2,3,5,2,2,2,0,0,1,0,0,0,3.26
54569,ACCY,451,Advanced Income Tax Problems,B3,LCD,120258,"Beardsley, Erik L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62733,ACCY,451,Advanced Income Tax Problems,C3,LCD,120258,"Holder, Charles B",,,,,0,7,6,4,5,2,3,0,0,0,0,0,0,0,3.34
63119,ACCY,451,Advanced Income Tax Problems,D3,LCD,120258,"Donohoe, Michael P",,,,,5,5,3,3,3,3,1,0,0,0,0,0,0,0,3.51
70659,ACCY,451,Advanced Income Tax Problems,E3,LCD,120258,"Beardsley, Erik L",,,,,0,6,7,9,3,0,1,0,0,0,0,0,0,0,3.5
67282,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",IMB,ONL,120258,"Urcan, Oktay",,,,,787,39,14,7,0,0,2,0,0,0,0,0,8,2,3.95
67281,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",ONL,ONL,120258,"Urcan, Oktay",,,,,18,0,1,0,0,0,0,0,0,0,0,0,2,0,3.6
29678,ACCY,501,Accounting Analysis I A,DA1,ONL,120258,"Augusto Sampaio, Gerlando",,,,,29,41,21,12,13,6,2,2,0,0,0,0,7,0,3.46
69435,ACCY,501,Accounting Analysis I B,DB1,ONL,120258,"Augusto Sampaio, Gerlando",,,,,49,42,19,5,5,2,0,2,0,0,0,0,2,0,3.77
70308,ACCY,501,Accounting Analysis I,MSF,LCD,120258,"Evans, Margaret C",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69437,ACCY,501,Accounting Analysis I A,NA1,ONL,120258,"Augusto Sampaio, Gerlando",,,,,5,3,6,3,2,0,0,1,0,0,0,0,1,1,3.43
69438,ACCY,501,Accounting Analysis I B,NB1,ONL,120258,"Augusto Sampaio, Gerlando",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29680,ACCY,502,Accounting Analysis II,A4,LCD,120258,"Schwartz, Rachel",,,,,18,7,8,3,2,0,0,1,2,0,0,0,0,1,3.68
31334,ACCY,502,Accounting Analysis II,B4,LCD,120258,"Schwartz, Rachel",,,,,10,8,10,6,2,2,2,0,1,0,0,0,0,0,3.57
71904,ACCY,502,Accounting Analysis II A,DA1,ONL,120258,"Mendoza, Scott A",,,,,5,23,9,11,11,2,1,1,0,0,0,0,0,0,3.56
71905,ACCY,502,Accounting Analysis II B,DB1,ONL,120258,"Mendoza, Scott A",,,,,25,16,13,3,3,1,0,0,0,0,0,0,0,0,3.83
76239,ACCY,502,Accounting Analysis II,E4,LCD,120258,"Schwartz, Rachel",,,,,11,8,3,3,7,4,2,1,2,0,0,0,0,0,3.38
71906,ACCY,502,Accounting Analysis II A,NA1,ONL,120258,"Mendoza, Scott A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71907,ACCY,502,Accounting Analysis II B,NB1,ONL,120258,"Mendoza, Scott A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
66973,ACCY,503,Managerial Accounting,IMB,ONL,120258,"Zhang, Li",,,,,671,146,38,36,26,6,10,3,4,1,0,2,9,1,3.84
66974,ACCY,503,Managerial Accounting,ONL,ONL,120258,"Chen, Xiaoling",,,,,56,18,4,5,5,0,0,1,0,1,0,0,5,1,3.64
59162,ACCY,504,Auditing,B4,LCD,120258,"Rozario, Andrea M",,,,,0,36,5,1,1,0,0,0,0,0,0,0,0,0,3.92
64875,ACCY,504,Auditing,C4,LCD,120258,"Rozario, Andrea M",,,,,0,30,7,2,0,0,0,0,0,0,0,0,0,0,3.91
70165,ACCY,504,Auditing A,DA1,ONL,120258,"Peecher, Mark E",,,,,2,177,51,19,6,4,2,0,0,0,0,0,1,0,3.82
70166,ACCY,504,Auditing B,DB1,ONL,120258,"Peecher, Mark E",,,,,0,117,76,32,27,4,1,2,0,0,0,0,2,0,3.65
76238,ACCY,504,Auditing,E4,LCD,120258,"Rozario, Andrea M",,,,,0,18,7,4,0,0,0,0,0,0,0,0,0,0,3.83
31339,ACCY,505,Federal Taxation,A4,LCD,120258,"Alt, Amanda J",,,,,17,4,1,6,1,3,2,2,2,1,0,0,0,0,3.38
31341,ACCY,505,Federal Taxation,B4,LCD,120258,"Alt, Amanda J",,,,,11,7,2,4,2,0,0,0,0,0,0,0,0,0,3.79
57605,ACCY,505,Federal Taxation,D4,LCD,120258,"Hutchens, Matthew",,,,,5,11,6,9,1,2,0,1,0,0,0,0,0,0,3.61
69441,ACCY,505,Federal Taxation A,DA1,ONL,120258,"Hutchens, Matthew",,,,,34,105,41,35,7,6,0,0,0,0,0,0,4,1,3.71
69442,ACCY,505,Federal Taxation B,DB1,ONL,120258,"Hutchens, Matthew",,,,,65,115,32,12,3,1,1,0,0,0,0,0,0,0,3.89
70661,ACCY,505,Federal Taxation,E4,LCD,120258,"Alt, Amanda J",,,,,8,6,2,6,6,5,2,2,1,0,0,0,0,0,3.29
69443,ACCY,505,Federal Taxation A,NA1,ONL,120258,"Hutchens, Matthew",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69444,ACCY,505,Federal Taxation B,NB1,ONL,120258,"Hutchens, Matthew",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71549,ACCY,506,Advanced Financial Reporting,DA1,ONL,120258,"Kustanovich, Michael",,,,,13,17,9,8,5,3,1,1,0,0,1,0,1,0,3.53
71551,ACCY,506,Advanced Financial Reporting,NA1,ONL,120258,"Kustanovich, Michael",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49275,ACCY,510,Financial Reporting Standards,D,LCD,120258,"Mongold, Cassie A",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61974,ACCY,510,Financial Reporting Standards,E,LCD,120258,"Mongold, Cassie A",,,,,0,20,0,7,3,2,0,0,0,0,0,0,0,0,3.68
62037,ACCY,510,Financial Reporting Standards,F,LCD,120258,"Mongold, Cassie A",,,,,0,24,0,4,3,1,0,0,0,0,0,0,0,0,3.78
51813,ACCY,512,Data Analytics for Mgmt Acctg,A,LCD,120258,"Lu, Zhenzhong L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51814,ACCY,512,Data Analytics for Mgmt Acctg,B,LCD,120258,"Lu, Zhenzhong L",,,,,2,26,3,2,0,0,0,0,0,0,0,0,0,0,3.93
46977,ACCY,515,Auditing & Assurance Standards,A,LCD,120258,"Zhou, Yuepin",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46978,ACCY,515,Auditing & Assurance Standards,B,LCD,120258,"Zhou, Yuepin",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54477,ACCY,515,Auditing & Assurance Standards,C,LCD,120258,"Zhou, Yuepin",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31373,ACCY,517,Financial Statement Analysis,A4,LCD,120258,"Li, Yue",,,,,7,12,3,2,1,0,0,0,0,0,0,0,0,0,3.87
31377,ACCY,517,Financial Statement Analysis,B4,LCD,120258,"Li, Yue",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31379,ACCY,517,Financial Statement Analysis,D4,LCD,120258,"Li, Yue",,,,,3,9,4,4,1,0,0,1,0,0,0,0,0,0,3.68
66681,ACCY,518,Financial Statement Fraud,A,LCD,120258,"Nekrasz, Frank",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
66682,ACCY,518,Financial Statement Fraud,B,LCD,120258,"Nekrasz, Frank",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
66683,ACCY,518,Financial Statement Fraud,C,LCD,120258,"Nekrasz, Frank",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70667,ACCY,518,Financial Statement Fraud,D,LCD,120258,"Nekrasz, Frank",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
76802,ACCY,531,FSA for MBAs,IMB,ONL,120258,"Chen, Ciao-Wei",,,,,0,128,5,2,3,0,1,0,0,0,0,0,1,1,3.92
76804,ACCY,532,Accounting for M&As,IMB,ONL,120258,"Urcan, Oktay",,,,,230,17,1,2,1,0,1,0,0,1,0,0,3,0,3.93
76805,ACCY,532,Accounting for M&As,ONL,ONL,120258,"Urcan, Oktay",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31382,ACCY,551,Corporate Income Taxation,B,LCD,120258,"Sternburg, Thomas",,,,,0,7,5,11,11,0,0,0,0,0,0,0,0,0,3.41
74619,ACCY,552,Partnership Income Taxation,A,LCD,120258,"Sternburg, Thomas",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54570,ACCY,556,Tax Research,A,LCD,120258,"Holder, Daniel E",,,,,0,24,0,0,3,0,0,0,0,0,0,0,0,0,3.89
31384,ACCY,556,Tax Research,B,LCD,120258,"Holder, Daniel E",,,,,0,27,0,0,2,0,0,0,0,0,0,0,0,0,3.93
71963,ACCY,569,Data Driven Decisions in Acctg,DA1,ONL,120258,"Guymon, Ronald N",,,,,34,19,7,5,2,0,1,0,0,0,1,0,1,0,3.77
71964,ACCY,569,Data Driven Decisions in Acctg,NA1,ONL,120258,"Guymon, Ronald N",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68784,ACCY,570,Data Analytics Foundations,AD1,ONL,120258,"Lu, Zhenzhong L",,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68785,ACCY,570,Data Analytics Foundations,AD2,ONL,120258,"Lu, Zhenzhong L",,,,,10,12,2,1,0,0,0,0,0,0,0,0,0,0,3.95
68786,ACCY,570,Data Analytics Foundations,AD3,ONL,120258,"Lu, Yifei",,,,,9,12,4,1,1,0,0,0,0,0,0,0,0,0,3.89
68787,ACCY,570,Data Analytics Foundations,AD4,ONL,120258,"Lu, Yifei",,,,,3,14,4,1,3,0,0,0,0,0,0,0,0,0,3.8
70665,ACCY,570,Data Analytics Foundations,AD5,ONL,120258,"Lu, Yifei",,,,,3,13,6,0,1,0,0,0,0,0,0,0,0,0,3.87
