Subject,Course,CRN,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ARTJ,209,41542,Chado (The Way of Tea),ONL,0,10,5,3,5,2,0,2,0,0,1,0,3,1,3.02,"Stirek, Lindsey L"
ASTR,100,37432,Introduction to Astronomy,ONL,4,6,4,2,2,1,1,0,2,1,0,1,2,0,2.99,"Dunne, Bryan C"
ASTR,330,39057,Extraterrestrial Life,ONL,2,25,10,6,4,1,0,4,0,0,0,0,1,0,3.53,"Looney, Leslie W"
ATMS,120,36300,Severe and Hazardous Weather,ONL,1,25,7,2,7,3,0,3,0,1,1,1,3,3,3.23,"Choate, Jessica J"
BADM,275,41540,Operations Management,ONL,0,39,6,3,0,0,0,0,0,0,0,0,0,0,3.92,"Baddam, Swathi Reddy"
BADM,300,37386,The Legal Environment of Bus,ONL,33,28,15,6,5,4,1,4,2,2,0,1,0,0,3.58,"Warnick, Emerson T"
BADM,310,36472,Mgmt and Organizational Beh,ONL,7,21,2,1,0,0,0,0,0,0,0,0,0,0,3.96,"Ji, Mingshuang"
BADM,311,40660,Leading Individuals and Teams,ONL,4,44,6,0,0,3,2,0,0,0,1,0,4,0,3.56,"Luckman, Elizabeth"
BADM,320,36473,Principles of Marketing,ONL,46,47,3,2,4,0,1,0,1,0,0,0,1,0,3.86,"Kim, Myoung Hee"
BADM,350,36474,IT for Networked Organizations,ONL,1,14,5,3,1,0,1,1,0,0,0,0,0,1,3.68,"Sachdev, Vishal"
BADM,380,36475,International Business,ONL,1,14,5,5,0,3,1,0,0,0,2,0,1,0,3.35,"Bucheli, Marcelo"
BADM,403,39625,Corporate & Commercial Law,ONL,36,18,6,2,1,0,1,0,0,0,0,0,0,0,3.91,"Fricke, Michael R"
BADM,544,38785,Strategic Management,ONL,171,269,260,150,94,50,12,11,2,3,0,0,5,1,3.59,"Somaya, Deepak"
BADM,544,38783,Strategic Management,ONL,9,17,14,9,6,2,1,2,0,0,0,0,1,0,3.52,"Somaya, Deepak"
BADM,550,40032,Business Practicum,LCD,0,28,2,1,0,0,0,0,0,0,0,0,0,0,3.96,"Noonan, James R"
BADM,567,35684,Process Management,LCD,1,4,13,4,2,2,0,0,0,0,0,0,0,1,3.55,"Moshref Javadi, Mohammad"
BADM,588,39682,Business Practice Immersion,ONL,13,9,3,0,1,0,0,0,0,0,0,0,0,0,3.92,"Dahl, James G"
BADM,590,36596,Blockchains,ONL,3,12,3,6,7,6,1,4,0,0,0,0,0,0,3.29,"Sachdev, Vishal"
BADM,590,34235,Mgmt of Info Sec & CyberSec,ONL,0,7,18,1,8,0,1,0,0,0,0,0,0,1,3.53,"Parthasarathy, Rangarajan"
BTW,250,36344,Principles Bus Comm,ONL,10,5,1,0,0,0,0,0,0,0,0,0,5,0,3.03,"Keener, Jamie R"
BUS,401,41593,Global Business Perspectives,ONL,0,36,4,0,1,0,0,0,1,0,0,0,0,0,3.89,"Martinez, Candace A"
CHEM,102,38250,General Chemistry I,ONL,1,5,2,6,5,7,2,5,2,6,2,3,5,5,2.25,"Marville, Kelly"
CHEM,104,38251,General Chemistry II,ONL,6,6,3,12,14,14,14,18,6,4,1,2,1,0,2.62,"Ray, Christian R"
CHEM,232,33499,Elementary Organic Chemistry I,ONL,4,5,6,11,10,3,6,9,5,5,1,2,2,1,2.64,"Axelson, Jordan C"
CHEM,332,30838,Elementary Organic Chem II,ONL,2,5,3,3,2,1,5,2,3,0,1,7,0,2,2.47,"Koerner, Michael"
CHEM,360,41529,Chemistry of the Environment,OLC,1,11,2,8,8,4,0,0,0,0,0,0,0,0,3.43,"Huang, Tina H"
CHLH,101,38368,Introduction to Public Health,ONL,0,21,0,1,10,0,1,5,0,0,1,0,1,0,3.27,"Woodson, Markisha J"
CHLH,243,36276,Drug Use and Abuse,ONL,0,18,0,0,4,0,0,5,0,0,0,0,1,0,3.36,"Bazan, Christy N"
CHLH,274,39228,Introduction to Epidemiology,ONL,10,19,4,5,3,3,2,4,0,0,1,0,2,0,3.36,"Pearson, Sara L"
CLCV,115,38658,Mythology of Greece and Rome,ONL,5,6,4,2,2,2,1,0,0,0,0,0,1,0,3.44,"Jennings, Elisa T"
CMN,336,37340,Family Communication,ONL,0,4,3,6,3,1,0,0,0,1,0,0,4,0,2.73,"Eberline, Ana Lisa P"
CS,124,41567,Intro to Computer Science I,OLC,0,67,13,6,6,3,3,1,3,0,5,0,5,5,3.4,"Challen, Geoffrey W"
CS,128,41573,Intro to Computer Science II,OLC,0,95,9,3,7,6,5,0,3,0,13,0,19,7,3.06,"Nowak, Michael"
CS,173,37287,Discrete Structures,OLC,19,33,23,18,16,18,8,8,1,3,4,3,11,4,3,"Solomon, Brad R"
CS,411,40317,Database Systems,ONL,42,52,29,9,13,4,2,5,2,3,1,1,3,1,3.53,"Alawini, Abdussalam A"
CS,416,41345,Data Visualization,OLC,31,16,0,8,12,2,4,1,0,1,1,0,1,0,3.53,"Hart, John C"
CS,416,41346,Data Visualization,ONL,243,93,0,21,3,1,2,1,0,1,0,0,5,6,3.87,"Hart, John C"
CS,421,37194,Progrmg Languages & Compilers,ONL,58,9,6,3,2,1,3,3,0,0,1,0,6,0,3.51,"Beckman, Mattox A"
CS,421,30792,Progrmg Languages & Compilers,ONL,24,15,1,5,9,2,6,2,0,0,2,0,11,0,2.98,"Beckman, Mattox A"
CS,519,41654,Scientific Visualization,ONL,24,98,31,15,16,0,0,0,0,0,0,0,1,1,3.78,"Shaffer, Eric G"
CS,519,41653,Scientific Visualization,OLC,7,13,3,4,2,0,0,0,0,0,0,0,0,0,3.8,"Shaffer, Eric G"
DANC,100,36010,Intro to Contemporary Dance,ONL,24,8,1,4,0,3,1,1,1,0,0,0,2,0,3.53,"Lewis, Tyesha"
DANC,100,40642,Intro to Contemporary Dance,ONL,4,9,6,5,1,0,4,0,1,1,0,0,2,0,3.21,"Lim, Sojung"
ECE,120,41236,Introduction to Computing,OLC,4,3,6,2,1,2,3,0,0,1,0,2,0,0,3.11,"Bhowmik, Ujjal K"
ECE,210,40788,Analog Signal Processing,ONL,2,3,1,2,5,2,1,3,0,5,0,0,0,2,2.74,"Chen, Xu"
ECE,220,38727,Computer Systems & Programming,ONL,2,9,14,5,3,6,2,6,1,0,1,0,2,0,3.07,"Chen, Yuting W"
ECE,310,40118,Digital Signal Processing,ONL,6,2,2,6,5,0,5,0,0,0,0,0,1,0,3.18,"Moon, Thomas"
ECE,313,40119,Probability with Engrg Applic,ONL,1,3,2,2,1,4,2,2,3,0,0,0,4,0,2.39,
ECE,385,30418,Digital Systems Laboratory,OLC,9,14,2,2,1,4,0,0,0,0,1,1,4,0,3.19,"Cheng, Zuofu"
ECON,102,36304,Microeconomic Principles,ONL,17,21,15,8,9,2,1,1,1,1,0,0,1,0,3.55,"DiIanni, Isaac"
ECON,103,37312,Macroeconomic Principles,ONL,11,20,6,6,9,3,1,1,1,0,0,0,2,0,3.45,"Vazquez, Jose J"
ECON,202,38802,Economic Statistics I,ONL,0,4,0,0,11,0,0,4,0,0,2,0,3,1,2.46,"Schultz, Colleen"
ECON,203,37858,Economic Statistics II,ONL,0,9,12,18,14,8,5,3,3,0,1,0,4,2,2.95,"Armendariz Buau, Ramses Y"
ECON,302,38740,Inter Microeconomic Theory,ONL,12,5,5,2,6,1,1,6,2,3,2,1,1,0,2.94,"Buckley, Bryan D"
ECON,415,40192,Environmental Economics,ONL,6,11,4,5,4,0,1,2,4,0,2,1,2,1,3.1,"Buckley, Bryan D"
ECON,437,40662,Game Theory,ONL,14,12,8,1,5,1,1,3,3,0,3,2,0,1,3.28,"Armendariz Buau, Ramses Y"
ECON,490,37783,Economic Growth,ONL,4,4,4,1,2,5,3,0,0,0,0,0,0,0,3.33,"Vazquez, Jose J"
EPOL,401,41644,History of American Education,ONL,0,18,7,1,1,0,0,0,0,0,0,0,0,0,3.85,"Ransom, Kimberly C"
EPOL,403,41237,Historical and Social Barriers,ONL,0,43,13,7,1,1,1,0,0,0,0,0,0,0,3.8,"Hale, Jon N"
EPOL,412,41241,Politics of Education,ONL,0,65,3,3,1,0,0,0,0,0,0,0,0,0,3.94,"Mason, Terrence C"
EPOL,480,41243,Technology &Educational Reform,ONL,0,29,9,5,1,1,0,0,0,0,0,0,0,0,3.81,"Burbules, Nicholas C"
EPOL,515,41348,Intro to Diversity & Equity,ONL,0,27,2,1,1,0,0,0,0,0,0,0,0,1,3.92,"Del Real Viramo, Jose"
EPOL,534,41564,Assessment for Learning,ONL,21,4,4,2,0,0,0,0,0,0,0,0,0,0,3.91,"Cope, William"
EPOL,590,41643,INTRO TO QUAL METHODS,ONL,0,19,2,1,0,0,0,0,0,0,0,0,0,0,3.94,"Roegman, Rachel"
EPSY,408,37013,Learning & Hum Dev w/ EdTech,ONL,45,17,2,3,0,0,0,0,0,0,0,0,0,0,3.96,"Cope, William"
ESE,360,38688,Environmental Writing,ONL,0,7,1,2,1,2,0,3,1,0,0,0,4,2,2.59,"Tomkin, Jonathan H"
FIN,221,29940,Corporate Finance,ONL,3,44,9,7,19,6,4,6,0,0,2,0,1,1,3.37,"Dyer, Michael A"
FIN,435,36167,Personal Wealth Management,ONL,0,4,7,6,7,2,1,0,0,0,0,0,1,0,3.23,"Raskie, Sterling"
FIN,521,41131,Advanced Corporate Finance,LCD,26,12,2,3,5,2,0,0,0,0,0,0,0,0,3.79,"Yang, Xi"
FIN,521,41609,Advanced Corporate Finance,LCD,22,21,3,1,2,5,1,0,0,0,0,0,0,0,3.78,"Yang, Xi"
FIN,571,41595,Money and Banking,ONL,14,224,161,84,54,24,17,7,7,1,2,0,2,2,3.55,"Manouchehri Ira, Rustom D"
FIN,571,41596,Money and Banking,ONL,0,27,23,27,14,7,3,4,0,1,0,1,4,1,3.24,"Manouchehri Ira, Rustom D"
FIN,584,41321,Corporate Finance,ONL,74,287,215,151,135,48,24,8,3,1,0,1,2,4,3.53,"Almeida, Heitor"
FSHN,101,39691,The Science of Food,ONL,0,19,0,0,4,0,0,4,0,0,0,0,1,0,3.43,"Gist, Toni M"
FSHN,120,29943,Contemporary Nutrition,ONL,0,27,0,0,19,0,0,6,0,0,2,0,2,0,3.2,"Gist, Toni M"
GEOG,101,31379,Global Development&Environment,ONL,8,10,4,0,7,0,0,0,0,0,1,0,2,0,3.4,"Weber, Lauren O"
GEOL,111,37771,Emergence of Life,ONL,1,5,3,1,2,3,3,2,1,1,3,0,2,0,2.57,"Christie, Max L"
HDFS,105,36009,Intro to Human Development,ONL,12,2,3,1,0,0,0,0,0,1,0,1,1,0,3.44,"Fanta Alarcon, Andrea S"
HIST,100,34208,Global History,ONL,1,5,4,2,2,2,1,1,0,1,0,0,6,2,2.49,"Hein, Rhiannon A"
HIST,273,36308,Illinois History,ONL,0,6,8,1,1,0,0,5,0,0,0,0,1,0,3.17,"Denby, Eric"
IB,150,37351,Organismal & Evolutionary Biol,ONL,3,15,8,6,10,5,3,5,0,0,0,0,3,1,3.13,"Clegg, Benjamin F"
IB,364,37352,Genomics and Human Health,ONL,18,4,0,5,1,0,0,1,0,0,0,0,0,1,3.78,"Manaster, Joanne L"
IS,202,41627,Social Aspects Info Tech,ONL,5,26,2,0,3,0,0,0,0,0,0,0,1,0,3.79,"Darch, Peter T"
IS,407,40978,Introduction to Data Science,ONL,17,2,1,0,0,0,1,0,0,0,0,0,0,1,3.9,"Besser, Stephanie A"
IS,423,41225,Early Literacy,ONL,0,19,0,0,1,1,0,0,1,0,0,0,0,0,3.79,"Mitchell, Anna E"
IS,537,39564,Theory & Prct of Data Cleaning,ONL,497,25,5,3,6,1,0,0,0,0,0,0,0,2,3.98,"Ludaescher, Bertram"
JOUR,200,39100,Introduction to Journalism,ONL,11,13,12,4,13,5,3,2,4,4,0,3,6,2,2.88,"King, Colleen C"
KIN,122,38742,Physical Activity and Health,ONL,5,7,9,3,4,4,0,1,1,3,0,0,2,1,3.11,"Richards, Alicia"
LEAD,260,40630,Foundations of Leadership,ONL,7,5,1,0,2,1,1,3,1,1,0,0,1,0,3.12,"Smist, Jennifer A"
LER,542,39186,Collective Bargaining,ONL,7,15,3,0,2,2,0,0,1,0,0,0,0,1,3.73,"Avgar, Ariel C"
LER,543,41601,Workplace Dispute Resolution,ONL,1,31,1,0,0,0,0,0,1,0,0,0,0,0,3.92,"Lamare, James R"
LER,545,39683,Economics of Human Resources,ONL,23,4,0,4,2,0,0,1,0,0,0,0,0,0,3.8,"Sun, Yuanyuan"
LER,590,41600,"Emp Stress, Well-Being & Saf",ONL,0,9,14,0,3,1,0,0,0,0,0,0,0,0,3.67,"Park, YoungAh"
LLS,100,37420,Intro Latina/Latino Studies,ONL,2,3,7,1,0,0,2,0,2,0,0,0,4,0,2.72,"Garcia, Brenda G"
MACS,356,36795,Sex & Gender in Popular Media,ONL,0,25,0,0,1,0,0,3,0,0,1,0,0,0,3.67,"Robinson, Jessica L"
MATH,231,33002,Calculus II,LCD,1,10,1,4,0,1,1,3,0,0,1,0,0,0,3.32,"McCourt, Grace"
MATH,231,38307,Calculus II,ONL,0,3,2,1,13,2,0,3,2,0,2,0,6,2,2.3,"Carpenter, Bruce"
MATH,241,38309,Calculus III,ONL,1,6,7,2,3,6,2,2,1,1,1,0,5,2,2.65,"Carpenter, Bruce"
MATH,257,41270,Linear Algebra w Computat Appl,ONL,18,25,10,6,5,7,3,4,3,0,1,0,2,1,3.37,"McCarthy, Randy"
MATH,257,41676,Linear Algebra w Computat Appl,ONL,13,25,16,9,6,4,2,3,0,1,0,0,0,1,3.56,"McCarthy, Randy"
MATH,285,38310,Intro Differential Equations,ONL,2,23,5,7,12,3,3,3,0,0,1,1,1,0,3.28,"Carpenter, Bruce"
MATH,347,37097,Fundamental Mathematics,ONL,3,11,3,2,3,2,2,0,0,0,0,0,0,0,3.56,"McCarthy, Randy"
MATH,415,38313,Applied Linear Algebra,ONL,0,13,10,2,11,2,3,2,0,1,1,0,2,0,3.13,"Carpenter, Bruce"
MBA,542,40554,Digital Marketing Analytics,ONL,475,65,23,16,9,1,1,1,1,0,0,0,3,0,3.92,"Hartman, Kevin E"
MBA,546,40556,Global Business Horizons,ONL,85,269,30,12,17,1,2,0,3,0,0,0,4,0,3.85,"Viswanathan, Madhubalan"
MBA,552,40558,Fostering Creative Thinking,ONL,145,268,220,178,131,47,11,13,4,0,0,0,4,4,3.55,"Loewenstein, Jeffrey"
MBA,562,40561,Intro to Bus Analyt: CommData,ONL,514,67,7,3,4,1,1,1,0,1,0,0,2,1,3.96,"Hartman, Kevin E"
MBA,563,40563,Data Toolkit,ONL,137,137,57,31,35,16,7,14,3,0,5,0,9,1,3.57,"Hobson, Jessen L"
MBA,565,40542,Infonomics,ONL,46,81,42,20,12,2,4,1,3,0,0,1,0,1,3.71,"Laney, Douglas B"
MCB,150,36346,Molec & Cellular Basis of Life,ONL,2,7,15,9,6,6,3,1,2,0,0,0,0,1,3.28,"Mehrtens, Bradley G"
MCB,252,39658,"Cells, Tissues & Development",ONL,1,7,4,6,5,1,0,9,2,2,1,2,1,0,2.7,"Rivier, David H"
MCB,317,40304,Genetics and Genomics,ONL,6,13,0,1,15,0,1,4,0,0,0,0,0,0,3.37,"Rivier, David H"
MCB,450,30724,Introductory Biochemistry,LEC,5,5,6,1,2,1,2,2,0,2,2,0,3,0,2.82,"Buntrock, Dustin A"
ME,400,41663,Energy Conversion Systems,OLC,9,2,5,2,0,0,1,0,0,0,0,0,2,0,3.4,"Tang, Ke"
MUS,130,30102,Music Then and Now,ONL,25,4,1,2,8,2,1,1,0,0,2,0,2,0,3.38,"Magee, Gayle S"
MUS,130,38470,Music Then and Now,ONL,14,7,1,1,2,0,0,1,1,0,0,0,3,0,3.36,"Magee, Gayle S"
MUS,132,38377,History of Rock,ONL,88,43,8,9,5,1,2,2,0,0,2,0,5,1,3.71,"Eagen, Megan K"
MUS,132,38696,History of Rock,ONL,42,24,8,4,2,1,4,0,2,2,0,0,2,1,3.63,"Eagen, Megan K"
MUS,132,38924,History of Rock,ONL,10,12,7,2,3,3,1,1,1,0,3,0,4,0,3.11,"Vallier, Nolan A"
MUS,133,30110,Introduction to World Music,ONL,75,12,3,1,1,0,0,0,0,1,0,0,0,1,3.94,"Silvers, Michael B"
MUS,133,30111,Introduction to World Music,ONL,32,19,6,0,2,0,0,2,0,0,1,0,3,0,3.65,"Silvers, Michael B"
MUS,133,30114,Introduction to World Music,ONL,21,13,2,1,1,2,1,1,0,0,0,0,0,0,3.79,"Silvers, Michael B"
NPRE,402,38743,Nuclear Power Engineering,ONL,6,6,7,1,2,2,0,0,0,0,0,0,0,0,3.69,"Ragheb, Magdi"
NRES,472,37527,Environmental Psychology,ONL,0,20,0,0,2,0,0,0,0,0,0,0,0,0,3.91,"Browning, Matthew"
PHYS,101,30232,College Physics: Mech & Heat,LEC,3,5,5,6,4,3,4,4,1,2,0,2,0,2,2.91,"Shoaf, Curtis M"
PHYS,212,30264,University Physics: Elec & Mag,LEC,9,2,3,2,2,0,0,2,1,0,0,1,1,0,3.22,"Chamberlain, Robert T"
PHYS,213,30275,Univ Physics: Thermal Physics,LEC,5,8,1,3,2,3,1,0,3,3,0,0,1,0,3.03,"Abboud, Nicholas K"
PHYS,214,30282,Univ Physics: Quantum Physics,LEC,9,3,1,2,2,1,1,2,1,0,1,1,0,0,3.19,"Abboud, Nicholas K"
PS,100,39523,Intro to Political Science,ONL,0,7,4,2,2,5,1,2,0,0,0,1,3,0,2.8,"Jung, Seyoung"
PS,201,40504,US Racial & Ethnic Politics,ONL,17,5,1,1,0,0,3,2,1,1,1,0,4,0,3.06,"Moreira, Jair A"
PS,305,36371,The US Supreme Court,ONL,0,6,5,3,3,3,0,5,0,1,0,0,5,0,2.6,"Steur, James R"
PSYC,100,39086,Intro Psych,ONL,1,12,8,6,6,5,3,6,0,2,1,0,8,0,2.68,"Shenouda, Christine K"
PSYC,100,31257,Intro Psych,ONL,0,8,2,7,6,2,5,0,1,0,0,0,5,0,2.76,"Shenouda, Christine K"
PSYC,204,40182,Intro to Brain and Cognition,ONL,9,5,7,2,2,1,1,0,0,1,0,0,1,0,3.47,"Dolcos, Sanda M"
PSYC,204,38244,Intro to Brain and Cognition,ONL,3,3,4,3,2,3,1,0,1,0,3,0,1,0,2.9,"Dolcos, Sanda M"
PSYC,313,41316,"Drugs, Brain and Behavior",ONL,4,11,4,2,8,8,2,2,0,2,1,1,3,0,2.91,"Gulley, Joshua M"
PSYC,336,32934,Topics in Clin/Comm Psych,ONL,6,16,6,2,4,2,2,1,0,0,0,0,1,1,3.52,"Thakur, Hena"
PSYC,363,33558,Developmental Child Psych Lab,OLC,3,6,5,5,8,1,0,3,1,0,2,1,4,2,2.77,"Shenouda, Christine K"
REHB,330,40815,Disability in American Society,ONL,4,2,6,3,3,4,4,3,0,1,1,0,1,0,2.92,"Rice, Laura A"
REL,110,39629,World Religions,OLC,0,23,8,2,5,3,1,1,3,0,1,1,3,0,3.18,"Ebel, Jonathan H"
RST,100,36932,RST in Modern Society,ONL,16,8,5,5,2,0,1,3,1,1,1,1,4,0,3.13,"Pazmino, Jazmin"
RST,118,41139,Student-Athlete Transition,LCD,0,33,3,5,3,4,3,2,1,0,0,0,0,0,3.56,"Santos, Carla A"
RST,130,36933,Foundations of Sport Mgt,ONL,2,7,2,0,7,2,0,4,0,4,2,0,0,0,2.83,"Chen, Guangzhou"
RST,242,37835,Nature and American Culture,ONL,0,29,0,0,11,0,0,5,0,0,3,0,3,0,3.18,"Jeong, Won Jin"
SBC,508,41523,Promotional Strategy,ONL,26,9,13,8,4,4,0,1,0,0,0,0,1,0,3.62,"Nelson, Michelle R"
SBC,509,39510,Digital Media/Brand Reputation,ONL,21,18,15,2,6,2,0,1,1,0,0,0,0,0,3.71,"Yao, Mike Z"
SHS,121,35696,American Sign Language I,ONL,7,5,1,0,2,3,2,1,2,0,1,0,0,0,3.2,"Colon, Carlos"
SHS,514,35114,Motor Speech Disorders,LEC,17,11,1,2,0,0,0,0,0,0,0,0,0,0,3.95,"Mendes, Clarion C"
SHS,577,35659,Advanced Practicum in SHS,INT,8,6,4,2,1,1,0,0,0,0,0,0,0,0,3.77,"Mendes, Clarion C"
SHS,579,35116,Prof/Eth/Legal Issues AuD/SLP,ONL,0,35,1,1,3,2,0,1,0,0,0,0,0,0,3.8,"Hannah, Deidre M"
SOC,100,38720,Introduction to Sociology,ONL,0,38,7,0,1,1,1,2,0,0,2,0,0,2,3.69,"Steward, Daniel J"
SOC,310,36338,Sociology of Deviance,ONL,10,14,1,3,0,1,1,0,1,0,1,0,0,0,3.67,"Atiles Osoria, Jose M"
SOCW,436,38270,Intl SW & Development,ONL,18,3,2,4,0,0,0,0,0,0,0,0,0,0,3.9,"Okumu, Moses"
SOCW,505,36760,Behav and Cogn Methods for SW,LCD,7,2,6,2,2,2,0,0,0,0,0,1,0,0,3.49,"Cintron, Valerie"
SOCW,505,41177,Behav and Cogn Methods for SW,LCD,0,20,1,0,2,0,0,0,0,0,0,0,0,0,3.9,"Harden, Kimberly L"
SOCW,505,41189,Behav and Cogn Methods for SW,LCD,0,19,1,0,2,1,0,2,0,0,0,0,0,0,3.69,"Harden, Kimberly L"
SOCW,526,39209,Managing Human Service Orgs,ONL,10,16,2,0,1,0,0,0,0,0,0,0,0,0,3.94,"Iverson, Melissa M"
SOCW,531,30385,Field Practicum and Seminar I,ONL,0,21,1,1,0,0,0,0,0,0,0,0,0,0,3.96,"Bedient, Mary Lou"
SOCW,531,40597,Field Practicum and Seminar I,ONL,0,15,5,1,1,0,0,0,0,0,0,0,0,0,3.85,"Dunlap Johnson, Kenna E"
SPAN,130,39045,Intermediate Spanish,ONL,5,2,1,1,2,3,0,1,1,2,1,0,3,0,2.56,"Casquete De La, Maialen"
SPAN,130,39044,Intermediate Spanish,ONL,0,1,0,2,3,2,0,3,2,2,1,2,5,0,1.71,"Strocchia, Ilaria"
SPAN,141,29992,Intro to Spanish Grammar,ONL,0,1,0,3,1,2,0,2,2,2,1,3,5,0,1.61,"Castro Cantu, Sara E"
SPED,117,31389,The Culture of Disability,ONL,0,37,2,0,18,1,1,9,0,0,3,0,0,1,3.31,"Bentz, Johnell L"
STAT,200,34303,Statistical Analysis,ONL,16,15,4,5,3,1,0,3,0,0,0,1,3,1,3.41,"Fireman, Ellen S"
STAT,400,30460,Statistics and Probability I,LEC,5,13,4,0,3,3,0,1,3,0,0,0,2,0,3.26,"Stepanov, Alexey G"
STAT,410,33498,Statistics and Probability II,LCD,8,6,6,1,1,0,1,1,0,0,0,1,3,0,3.23,"Stepanov, Alexey G"
STAT,420,39301,Statistical Modeling in R,ONL,93,58,5,2,4,3,0,0,0,0,0,0,3,0,3.86,"Unger, David"
STAT,420,38705,Methods of Applied Statistics,ONL,11,24,4,2,1,0,0,0,0,0,0,0,0,1,3.92,"Unger, David"
STAT,448,37298,Advanced Data Analysis,LCD,3,8,3,2,4,2,0,2,0,0,0,1,2,1,3.1,"Glosemeyer, Darren W"
TAM,251,41671,Introductory Solid Mechanics,OLC,4,2,3,3,4,4,3,2,0,1,3,1,1,2,2.7,"Chang, Wayne"
THEA,101,38345,Introduction to Theatre Arts,ONL,11,2,2,3,1,2,1,1,1,0,0,0,1,0,3.35,"Landon, Meghan"
THEA,110,38778,Broadway Musicals,ONL,10,4,1,0,1,0,1,1,0,0,0,0,3,0,3.19,"Goodell, Emily M"
UP,136,38375,Urban Sustainability,ONL,2,15,3,2,1,0,0,0,2,0,0,0,1,0,3.54,"Allred, Dustin"
