Subject,Course,CRN,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
AFRO,100,31247,Intro to African American St,ONL,2,17,14,8,2,6,0,3,0,0,0,0,2,0,3.37,"McMillion, Desiree Y"
AFST,222,37829,Introduction to Modern Africa,ONL,8,7,4,3,2,0,1,0,1,0,0,2,0,0,3.43,"Barro, Maimouna A"
ANSC,110,30180,Life With Animals and Biotech,LCD,0,7,6,0,3,2,0,1,1,0,0,0,1,0,3.24,"Allen, Crystal A"
ANSC,205,40206,World Animal Resources,ONL,12,10,0,1,1,1,0,0,0,0,2,0,0,0,3.67,"Emmert, Jason L"
ANTH,103,36296,Anthro in a Changing World,ONL,18,18,6,0,3,1,2,1,0,2,0,0,4,0,3.4,"Branigan, Claire T"
ANTH,143,36297,Biology of Human Behavior,ONL,13,2,2,0,3,1,1,0,0,0,1,1,2,0,3.19,"Yim, An-Di"
ANTH,180,40187,The Archaeology of Death,ONL,10,8,4,2,2,0,0,1,1,0,1,0,2,0,3.36,"Silverman, Helaine I"
ANTH,246,38262,Forensic Science,ONL,0,16,6,6,8,1,3,1,1,0,1,0,2,1,3.21,"Lee, Amanda"
ART,100,35192,Understanding Visual Culture,ONL,0,11,8,6,3,2,1,1,0,0,0,0,2,0,3.29,"Burns, Jennifer"
ARTD,209,38341,Chado (The Way of Tea),ONL,3,18,2,6,5,1,1,3,1,1,0,0,5,0,3.05,"Gunji-Ballsrud, Jennifer"
ASTR,100,37432,Introduction to Astronomy,ONL,1,16,4,3,3,5,3,3,0,0,0,0,5,0,2.98,"Lu, Yinghe"
ASTR,330,39057,Extraterrestrial Life,ONL,4,28,9,3,3,0,1,0,0,0,0,0,0,0,3.8,"Wen, Di"
ATMS,120,36300,Severe and Hazardous Weather,ONL,9,44,10,10,29,9,3,7,1,1,1,0,7,1,3.19,"Choate, Jessica J"
BADM,300,37386,The Legal Environment of Bus,ONL,50,18,1,5,3,1,2,2,0,1,0,0,0,0,3.78,"Wright, Margaret"
BADM,300,29884,The Legal Environment of Bus,ONL,19,30,10,12,9,5,4,1,1,0,3,0,0,0,3.5,"Fricke, Michael R"
BADM,310,36472,Mgmt and Organizational Beh,ONL,0,204,27,13,12,1,0,4,1,0,0,0,3,0,3.8,"Gill, Shahbaz"
BADM,320,36473,Principles of Marketing,ONL,0,166,13,11,11,0,2,1,2,0,1,0,5,1,3.74,"Gill, Shahbaz"
BADM,350,36474,IT for Networked Organizations,ONL,1,18,3,2,1,3,1,0,2,1,0,0,1,1,3.38,"Sachdev, Vishal"
BADM,375,37373,Operations Management,ONL,0,6,2,4,5,4,1,1,1,2,5,0,4,1,2.4,"Scott, Nehemiah"
BADM,380,36475,International Business,ONL,16,19,5,3,2,1,0,0,0,0,0,0,0,0,3.85,"Bucheli, Marcelo"
BADM,403,39625,Corporate & Commercial Law,ONL,14,21,7,7,0,0,0,0,0,0,0,0,2,0,3.71,"Fricke, Michael R"
BADM,501,40309,Introduction to Business,LCD,0,16,1,0,2,1,0,0,1,0,0,0,0,0,3.71,"Martinez, Candace A"
BADM,544,38785,Strategic Management,ONL,8,140,147,169,161,55,29,28,7,3,3,1,7,3,3.25,"Sleptsov, Alexander"
BADM,544,38783,Strategic Management,ONL,1,22,21,29,15,9,7,0,0,0,0,0,0,2,3.37,"Sleptsov, Alexander"
BADM,567,30705,Process Management,LCD,1,3,6,13,8,3,0,0,0,0,0,0,0,0,3.33,"Chhajed, Dilip"
BADM,567,35684,Process Management,LCD,3,11,12,11,18,0,0,0,0,0,0,0,0,0,3.47,"Chhajed, Dilip"
BADM,572,36402,Stat for Mgt Decision Making,LCD,9,30,6,2,3,0,1,0,0,0,0,0,0,0,3.84,"Anand, Gopesh J"
BADM,588,39682,Business Practice Immersion,LEC,17,2,2,1,1,0,0,0,0,0,0,0,0,0,3.9,"Chhajed, Dilip"
BADM,590,39022,DataToolKit:DataMod&PredAnalyt,ONL,284,28,1,3,4,1,0,0,0,0,0,0,24,1,3.7,"Seshadri, Sridhar"
BADM,590,38568,Digital Marketing Analytics,ONL,154,157,22,9,5,3,0,0,0,0,0,0,10,0,3.83,"Hartman, Kevin E"
BADM,590,39421,IntroBusAnalytics:CommWithData,ONL,147,137,21,7,6,2,1,0,2,0,0,0,3,1,3.88,"Hartman, Kevin E"
BADM,590,39520,Global Impact:CulPsych&BusEth,ONL,102,92,19,12,5,3,1,0,1,0,1,0,1,0,3.86,"Torelli, Carlos J"
BADM,590,35926,Fostering Creative Thinking,ONL,192,154,111,50,30,15,6,6,7,0,0,0,2,0,3.71,"Loewenstein, Jeffrey"
BADM,590,39023,DataToolKit:DataMod&PredAnalyt,ONL,46,6,2,0,0,0,0,0,0,0,0,0,9,0,3.42,"Seshadri, Sridhar"
BADM,590,38413,Digital Marketing Analytics,ONL,17,14,3,1,0,0,0,0,0,0,0,0,4,0,3.55,"Hartman, Kevin E"
BADM,590,39422,IntroBusAnalytics:CommWithData,ONL,18,43,4,2,2,1,0,0,0,0,0,1,1,0,3.82,"Hartman, Kevin E"
BADM,590,39521,Global Impact:CulPsych&BusEth,ONL,16,4,1,1,0,0,0,0,0,0,0,0,1,0,3.78,"Torelli, Carlos J"
BADM,590,39224,Fostering Creative Thinking,ONL,18,17,9,3,5,1,0,0,0,0,0,0,0,0,3.79,"Loewenstein, Jeffrey"
CHEM,102,30822,General Chemistry I,LEC,1,1,3,7,4,3,1,2,5,0,1,1,2,0,2.54,"Gunasekera, Mutha Merenna"
CHEM,102,38250,General Chemistry I,ONL,0,2,2,4,4,4,4,4,3,3,3,9,10,6,1.67,"Marville, Kelly"
CHEM,103,30828,General Chemistry Lab I,LAB,0,19,2,4,0,1,0,0,0,0,0,0,0,0,3.82,"Delaporte, Elise A"
CHEM,104,30825,General Chemistry II,LEC,2,5,3,1,3,1,0,1,1,1,3,0,2,0,2.7,"Hummel, Thomas J"
CHEM,104,38251,General Chemistry II,ONL,5,10,4,9,16,10,14,15,12,5,3,2,1,0,2.58,"Ray, Christian R"
CHEM,105,30829,General Chemistry Lab II,LAB,16,7,2,1,1,1,0,0,1,0,0,0,1,0,3.67,"Bruchhauser, Alexander D"
CHEM,232,33499,Elementary Organic Chemistry I,ONL,4,11,2,6,17,3,4,12,1,0,6,1,7,1,2.54,"Kell, David A"
CHEM,233,30836,Elementary Organic Chem Lab I,LEC,2,14,6,4,9,1,1,2,0,0,0,0,0,0,3.47,"Axelson, Jordan C"
CHEM,332,30838,Elementary Organic Chem II,LCD,2,0,4,2,7,5,2,0,3,0,1,1,0,3,2.78,"Koerner, Michael"
CHLH,101,38368,Introduction to Public Health,ONL,7,13,6,2,5,3,5,6,0,0,1,1,3,1,3.02,"Adamson, Brynn C"
CHLH,206,36274,Human Sexuality,ONL,0,10,7,4,6,2,1,4,0,1,0,1,2,0,3.02,"Rinaldi-Miles, Anna I"
CHLH,210,39366,Community Health Organizations,ONL,11,4,3,2,3,2,1,1,1,0,0,1,4,0,2.99,"Pellum, Danielle M"
CHLH,243,36276,Drug Use and Abuse,ONL,14,10,3,5,4,1,1,1,1,0,0,0,4,0,3.28,"Shaw, Sheri"
CHLH,274,39228,Introduction to Epidemiology,ONL,2,4,3,1,0,7,0,4,4,2,0,0,4,1,2.4,"Rosenblatt, Karin A"
CLCV,115,38658,Mythology of Greece and Rome,ONL,0,8,6,2,4,2,3,0,2,0,1,0,0,0,3.19,"Schroer, Clayton A"
CLCV,115,39085,Mythology of Greece and Rome,ONL,1,6,5,5,3,3,1,0,1,0,0,0,1,0,3.23,"Goebel, Clarissa A"
CLCV,115,40416,Mythology of Greece and Rome,ONL,1,6,0,1,5,4,3,2,2,1,0,1,1,0,2.72,"Wells, Jessica R"
CMN,336,37340,Family Communication,ONL,0,8,4,3,3,1,0,2,2,0,0,1,0,1,3.18,"Moga, Jillian L"
CMN,336,37341,Family Communication,ONL,0,7,3,4,3,3,0,1,1,0,0,0,3,0,2.92,"Hebert, Mary Grace B"
CMN,336,37910,Family Communication,ONL,2,7,5,2,4,2,0,2,0,0,0,0,4,0,2.94,"Ramey, Mary E"
CS,173,36796,Discrete Structures,LEC,5,15,12,6,12,7,8,4,4,4,3,0,1,2,2.97,"Evans, Graham C"
CS,411,40317,Database Systems,LCD,20,25,10,3,5,1,1,0,0,0,0,0,1,0,3.72,"Alawini, Abdussalam A"
CS,498,39213,Data Visualiztion,ONL,198,75,18,11,7,4,4,1,0,0,1,1,6,1,3.8,"Hart, John C"
CS,498,40004,Data Visualiztion,ONL,13,5,0,1,1,0,0,1,2,1,2,0,1,1,3.22,"Hart, John C"
DANC,100,36010,Intro to Contemporary Dance,ONL,8,28,27,7,1,3,2,1,0,2,1,0,4,1,3.43,"Fox, Kaitlin M"
ECE,205,30390,Electrical & Electronic Ckts,LEC,2,5,4,1,3,2,2,2,1,0,0,0,0,0,3.21,"Cheng, Zuofu"
ECE,210,30413,Analog Signal Processing,LEC,2,3,6,5,5,3,1,3,0,0,0,0,1,0,3.1,"Chen, Yuting W"
ECE,220,38727,Computer Systems & Programming,ONL,6,1,3,0,0,1,3,1,2,2,3,0,3,0,2.39,"Bhowmik, Ujjal K"
ECE,310,36226,Digital Signal Processing,LEC,4,4,1,6,2,2,4,3,1,0,0,0,0,0,3.11,"Radhakrishnan, Chandrasek"
ECE,313,40119,Probability with Engrg Applic,ONL,1,5,5,6,8,7,3,5,3,0,1,0,2,0,2.78,"Alvarez, Juan"
ECE,313,33752,Probability with Engrg Applic,DIS,3,2,2,6,6,8,5,4,1,0,1,0,1,0,2.79,"Alvarez, Juan"
ECE,329,30415,Fields and Waves I,DIS,9,2,1,1,3,2,2,1,0,0,0,0,0,0,3.43,"Kudeki, Erhan"
ECE,329,40120,Fields and Waves I,ONL,6,3,1,0,4,3,2,3,1,0,0,0,0,0,3.13,"Kudeki, Erhan"
ECON,102,36304,Microeconomic Principles,ONL,24,43,18,17,5,3,2,3,1,1,4,2,7,1,3.33,"Vazquez, Jose J"
ECON,103,37312,Macroeconomic Principles,ONL,3,10,8,10,19,5,9,7,6,0,2,0,5,0,2.76,"McDermott, Eric M"
ECON,202,38802,Economic Statistics I,ONL,0,6,0,0,9,0,0,7,0,0,4,0,1,0,2.56,"Schultz, Colleen"
ECON,203,37858,Economic Statistics II,ONL,32,7,6,5,12,6,5,10,4,3,1,0,9,1,2.9,"McDermott, Eric M"
ECON,302,38740,Inter Microeconomic Theory,ONL,26,21,17,19,11,8,11,15,6,8,10,3,11,2,2.75,"Buckley, Bryan D"
ECON,303,38741,Inter Macroeconomic Theory,ONL,2,7,5,4,15,4,3,7,3,0,0,0,4,2,2.77,"McDermott, Eric M"
ECON,415,40192,Environmental Economics,ONL,2,9,8,3,9,5,7,4,0,2,2,0,0,2,2.99,"Buckley, Bryan D"
ECON,420,40226,International Economics,ONL,10,20,6,1,2,0,0,0,0,0,0,0,0,0,3.88,"DiIanni, Isaac"
ECON,529,39329,Macroeconomics for Business,ONL,400,174,47,25,38,19,6,0,0,1,1,1,41,5,3.63,"Esfahani, Hadi S"
ECON,529,39330,Macroeconomics for Business,ONL,70,27,7,4,1,1,0,1,0,0,0,0,8,0,3.65,"Esfahani, Hadi S"
EIL,460,36860,Principles of Language Testing,ONL,9,8,1,0,2,0,0,0,0,0,0,0,1,0,3.71,"Yan, Xun"
ENGL,104,36321,Intro to Film,ONL,0,4,1,5,3,0,2,1,0,0,0,0,5,0,2.48,"Slobodnik, Sydney J"
EPS,310,36358,Race and Cultural Diversity,ONL,0,19,5,4,0,2,0,1,1,0,0,0,0,1,3.65,"Moton, Theopolies J"
EPS,405,35150,Historical & Social Barriers,ONL,0,99,19,8,2,0,4,0,2,0,0,0,0,0,3.81,"Pak, Yoon K"
EPS,413,40445,Aesthetic Education,ONL,2,21,10,1,0,0,0,0,0,0,0,0,0,0,3.88,"Dhillon, Pradeep A"
EPS,415,35676,Technology &Educational Reform,ONL,0,54,26,9,7,0,0,0,0,0,0,0,0,1,3.77,"Burbules, Nicholas C"
EPS,500,33591,Essentials of the Ed Doctorate,ONL,0,40,2,0,2,1,0,0,0,0,0,0,1,0,3.83,"Lee, Sharon S"
ESE,360,38688,Environmental Writing,ONL,0,9,4,4,2,2,0,4,0,0,1,0,3,0,2.91,"Tomkin, Jonathan H"
FIN,221,29940,Corporate Finance,ONL,1,45,9,8,20,8,7,5,1,1,0,0,5,0,3.22,"Dyer, Michael A"
FIN,511,30708,Investments,LCD,0,17,9,6,7,4,0,0,0,0,0,0,0,0,3.55,"Peters, Stephen R"
FIN,580,36894,Advanced Corporate Finance,LCD,19,23,19,0,5,0,0,2,0,0,0,0,0,0,3.78,"Yang, Xi"
FSHN,120,29943,Contemporary Nutrition,ONL,0,25,0,0,16,0,0,8,0,0,1,0,0,1,3.3,"Burkhalter, Toni M"
FSHN,595,40277,Nutrition for Health & Fitness,ONL,0,38,0,0,1,0,0,0,0,0,0,0,0,0,3.97,"Kundrat, Susan M"
GEOG,101,31379,Global Development&Environment,ONL,12,7,5,3,1,1,0,1,0,0,1,0,0,0,3.65,"Vander Kelen, Amanda L"
GEOL,117,37296,The Oceans,ONL,3,8,3,2,3,1,0,1,0,0,0,0,1,0,3.42,"Pettijohn, Justin C"
HDFS,105,36009,Intro to Human Development,ONL,16,7,4,3,2,2,1,1,0,0,1,2,3,0,3.21,"Theisen, Jaclyn C"
HIST,273,36308,Illinois History,ONL,3,5,3,0,2,3,2,0,1,0,0,0,2,0,3.02,"Rezende Da Silv, Thais"
HRD,411,40446,Instruct & Train System Design,ONL,0,20,7,0,3,2,0,0,0,0,0,0,1,0,3.64,"Li, Jie"
HRD,472,38971,Learning Technologies,ONL,0,18,13,0,5,5,2,1,0,0,0,0,5,0,3.16,"Scagnoli, Norma I"
HRD,572,39436,e-Learning Ecologies,ONL,25,1,1,0,0,0,0,1,0,0,0,0,0,0,3.92,"Cope, William"
IB,150,37351,Organismal & Evolutionary Biol,ONL,3,13,9,9,5,3,2,1,3,0,0,0,1,0,3.3,"Clegg, Benjamin F"
IB,364,37352,Genomics and Human Health,ONL,16,6,0,2,0,0,1,0,0,0,0,0,0,0,3.88,"Manaster, Joanne L"
IB,533,39096,Human Genome & Bioinformatics,ONL,18,3,0,1,0,0,0,0,0,0,0,0,0,0,3.97,"Manaster, Joanne L"
IS,502,39642,Libraries Info and Society,ONL,0,29,0,0,0,1,0,0,0,0,0,0,0,0,3.94,"Williams, DeAnza"
IS,504,39557,Reference and Info Services,ONL,11,6,5,3,1,0,0,0,0,0,0,0,0,0,3.82,"Wong, Melissa A"
IS,532,39590,Theory & Pract Data Cleaning,ONL,266,18,1,0,1,0,0,0,0,0,0,0,0,0,4,"Ludaescher, Bertram"
IS,590,39592,Social Justice in Youth Lit,ONL,3,15,2,0,0,1,0,0,0,0,0,0,0,0,3.9,"Lucht, Karla S"
JOUR,200,39100,Introduction to Journalism,ONL,4,20,7,9,11,8,4,0,1,0,0,1,5,0,3.11,"Follis, Jennifer E"
KIN,122,38742,Physical Activity and Health,ONL,2,10,14,2,0,3,2,1,2,0,0,1,5,0,2.97,"Richards, Alicia"
LA,314,38400,History of World Landscapes,ONL,20,21,1,1,1,0,4,0,1,0,0,0,0,0,3.78,"Kraszewska, Katherine T"
LAST,170,37436,Introduction to Latin America,ONL,8,5,0,2,3,1,1,1,1,0,0,0,1,0,3.32,"Burga Cahuana, Carol M"
LER,542,39186,Collective Bargaining,ONL,2,22,2,0,2,1,0,0,0,0,0,0,0,0,3.86,"Avgar, Ariel C"
LER,545,39683,Economics of Human Resources,ONL,0,23,3,0,1,0,1,0,0,0,0,0,0,0,3.87,"Sun, Yuanyuan"
LER,590,38774,Fundamentals of Business & Man,ONL,0,14,4,3,3,2,0,1,0,0,0,0,0,0,3.59,"Neuman, Eric J"
LLS,100,37420,Intro Latina/Latino Studies,ONL,2,2,6,4,1,3,1,2,1,0,0,1,2,0,2.84,"Leon-Boys, Diana"
MACS,356,36795,Sex & Gender in Popular Media,ONL,6,6,1,0,2,2,0,0,0,0,1,0,3,0,3.05,"Robinson, Jessica L"
MATH,231,33002,Calculus II,LCD,5,4,3,3,5,0,0,1,0,0,2,0,0,0,3.3,"Folwaczny, Lena C"
MATH,231,38307,Calculus II,ONL,0,4,2,1,6,1,0,4,0,0,1,1,5,1,2.28,"Carpenter, Bruce"
MATH,241,38309,Calculus III,ONL,0,6,4,3,7,1,0,3,0,0,0,0,0,1,3.26,"Carpenter, Bruce"
MATH,285,38310,Intro Differential Equations,ONL,0,7,2,3,5,0,2,6,0,0,0,0,1,2,2.96,"Carpenter, Bruce"
MATH,347,33003,Fundamental Mathematics,LCD,6,8,0,3,4,0,2,3,0,0,0,0,0,1,3.41,"Hildebrand, A J"
MATH,415,36763,Applied Linear Algebra,LCD,2,1,2,1,7,2,4,0,1,0,1,1,0,0,2.8,"Muncaster, Robert G"
MATH,415,38313,Applied Linear Algebra,ONL,0,8,6,2,7,4,0,4,2,0,0,1,2,1,2.9,"Carpenter, Bruce"
MATH,417,39055,Intro to Abstract Algebra,ONL,2,1,1,2,1,3,2,0,2,0,2,1,4,1,2.1,"McCarthy, Randy"
MCB,150,36346,Molec & Cellular Basis of Life,ONL,3,2,3,4,9,4,6,4,3,3,0,2,4,2,2.43,"Mehrtens, Bradley G"
MCB,245,36048,Human Anat & Physiol Lab I,LAB,0,1,0,2,4,4,4,0,0,1,2,0,5,1,2,"Swigart, James P"
MCB,252,39658,"Cells, Tissues & Development",ONL,5,6,6,3,7,3,3,1,4,4,2,0,0,0,2.91,"Rivier, David H"
MCB,317,40304,Genetics and Genomics,ONL,0,9,0,1,7,0,2,5,0,1,0,0,0,0,3.05,"Rivier, David H"
MUS,130,38470,Introd to the Art of Music,ONL,40,20,7,3,3,1,1,1,0,0,1,1,1,3,3.71,"Magee, Gayle S"
MUS,132,38696,History of Rock,ONL,24,15,7,3,4,1,0,0,0,0,0,0,4,2,3.56,"Eagen, Megan K"
PHIL,102,39335,Logic and Reasoning,ONL,2,6,4,1,1,3,1,2,0,0,0,0,1,1,3.21,"Edwards, Adam D"
PHYS,101,30232,College Physics: Mech & Heat,LEC,9,5,2,4,7,3,2,4,4,0,0,1,0,2,3.07,"Rosenblatt, Rebecca J"
PHYS,212,30264,University Physics: Elec & Mag,LEC,5,5,5,3,4,5,8,2,1,1,2,4,0,0,2.76,"Chamberlain, Robert T"
PHYS,213,30275,Univ Physics: Thermal Physics,LEC,7,7,9,4,6,4,7,2,4,0,2,1,0,0,3.03,"Hassani, Sadri D"
PHYS,214,30282,Univ Physics: Quantum Physics,LEC,6,5,5,2,2,4,2,3,0,1,4,3,0,0,2.8,"Hassani, Sadri D"
PS,100,39523,Intro to Political Science,ONL,8,3,12,3,3,0,2,0,0,3,0,0,5,0,2.97,"Plutowski, Luke A"
PS,224,40231,Politics of the National Parks,ONL,10,3,3,2,0,1,1,0,0,0,0,0,1,0,3.56,"Uhall, Michael B"
PS,241,30318,Comp Politics in Dev Nations,ONL,7,4,4,7,1,1,2,0,3,1,1,2,2,0,2.89,"Diaz Diaz Romer, Gustavo"
PS,280,36333,Intro to Intl Relations,ONL,0,8,6,4,1,0,1,2,0,1,0,0,2,0,3.12,"Scheirer, Julian T"
PS,305,36371,The US Supreme Court,ONL,2,5,7,4,0,1,0,1,2,0,0,0,3,0,3,"Garcia, Luzmarina"
PSYC,100,39086,Intro Psych,ONL,0,13,4,8,12,1,1,0,0,0,2,0,5,1,2.96,"Shenouda, Christine K"
PSYC,100,31257,Intro Psych,ONL,1,12,6,2,14,1,2,6,0,2,0,0,4,0,2.89,"Shenouda, Christine K"
PSYC,201,34254,Intro to Social Psych,ONL,5,4,6,1,3,2,1,0,1,1,1,1,1,0,3.06,"Shenouda, Christine K"
PSYC,201,30330,Intro to Social Psych,ONL,2,2,3,4,3,2,2,1,0,0,1,1,8,1,2.17,"Shenouda, Christine K"
PSYC,204,40182,Intro to Brain and Cognition,ONL,7,13,7,2,6,0,0,1,0,1,1,0,0,0,3.54,"Dolcos, Sanda M"
PSYC,204,38244,Intro to Brain and Cognition,ONL,4,9,2,2,2,4,0,3,0,1,0,0,1,0,3.21,"Dolcos, Sanda M"
PSYC,230,40181,Perception & Sensory Processes,ONL,13,3,1,2,2,0,0,2,0,0,0,0,0,0,3.67,"Lleras Buetti, Simona"
PSYC,230,32930,Perception & Sensory Processes,ONL,8,2,3,1,1,2,3,1,1,0,0,0,1,0,3.19,"Lleras Buetti, Simona"
PSYC,238,30337,Psychopathol & Probs in Living,ONL,3,4,6,4,1,2,0,1,2,1,0,2,4,1,2.66,"Shenouda, Christine K"
PSYC,245,33103,Industrial Org Psych,ONL,1,0,2,2,4,5,5,0,2,1,1,0,8,0,1.96,"Shenouda, Christine K"
REL,110,39516,World Religions,OD,0,11,7,3,9,1,0,2,1,0,0,0,1,0,3.29,"Ebel, Jonathan H"
REL,110,39517,World Religions,OD,0,5,3,8,2,1,1,1,1,0,0,0,0,0,3.29,"Ebel, Jonathan H"
RST,100,36932,RST in Modern Society,ONL,7,14,12,8,2,4,3,2,1,0,0,0,0,0,3.47,"Morris, Lynn B"
RST,130,36933,Foundations of Sport Mgt,ONL,0,9,5,1,3,2,1,0,1,0,0,0,0,0,3.46,"Raycraft, Michael"
RST,199,38593,Illini Student Athlete Seminar,LCD,0,31,5,6,1,0,1,0,0,1,0,0,1,0,3.67,"Santos, Carla A"
RST,242,37835,Nature and American Culture,ONL,0,22,0,0,6,0,0,8,0,0,5,0,3,0,2.89,"Browning, Matthew"
SBC,509,39510,Strategic Media Management,ONL,22,17,0,0,1,0,0,0,0,0,0,0,0,1,3.98,"Yao, Mike Z"
SHS,577,30449,Advanced Practicum in SHS,CNF,3,15,3,0,2,0,0,0,0,0,0,0,0,0,3.87,"Olson, Jaime L"
SOC,100,38720,Introduction to Sociology,ONL,0,64,3,4,4,0,4,3,0,0,3,0,2,0,3.57,"Steward, Daniel J"
SOC,101,39088,Sociology of Gender,ONL,5,2,0,1,6,1,0,2,0,0,1,0,3,0,2.71,"Gifford, Heather M"
SOC,161,39709,Introduction to Poverty,ONL,0,8,4,2,2,4,1,1,2,0,0,0,1,0,3.11,"Dill, Brian"
SOC,275,37855,Criminology,ONL,0,12,0,6,4,0,1,1,0,2,0,0,2,0,3.11,"Singh, Ajay"
SOCW,410,34358,Social Welfare Pol and Svcs,ONL,13,7,1,1,1,1,0,0,0,0,0,0,0,0,3.86,"Minarik, Joseph D"
SOCW,410,38379,Social Welfare Pol and Svcs,ONL,7,8,4,3,1,0,0,0,0,0,0,0,1,0,3.65,"Sinha, Gaurav R"
SOCW,410,40237,Social Welfare Pol and Svcs,ONL,3,12,5,2,3,0,0,0,0,0,0,0,0,0,3.76,"Lee, Carol A"
SOCW,502,40213,Brief Mot Interventions SU,ONL,0,14,3,3,1,0,0,0,0,0,0,0,0,0,3.81,"Bennett, Kyle M"
SOCW,531,38015,Field Practicum and Seminar I,ONL,0,16,7,1,0,0,0,0,0,0,0,0,0,0,3.88,"Maurer, Mary F"
SPAN,101,39038,Elementary Spanish I,ONL,3,2,3,0,1,2,1,0,0,2,1,2,4,0,2.22,"Bandin, Yvette A"
SPAN,130,39045,Intermediate Spanish,ONL,11,6,2,0,1,0,2,1,0,1,0,0,0,0,3.6,"Nuila, Ennio A"
SPAN,130,39044,Intermediate Spanish,ONL,3,4,3,3,2,1,2,3,1,0,1,1,0,0,2.99,"Regoyo, Aritz"
SPAN,141,29991,Intro to Spanish Grammar,ONL,0,1,0,2,2,0,4,3,3,1,1,0,4,0,1.87,"Carollo, Brenden C"
STAT,100,36918,Statistics,ONL,13,9,5,3,4,4,3,7,4,0,1,0,6,0,2.84,"Flanagan, Karle A"
STAT,200,34303,Statistical Analysis,ONL,11,14,11,7,12,2,0,0,3,0,1,0,5,1,3.2,"Fireman, Ellen S"
STAT,400,30460,Statistics and Probability I,LEC,7,18,7,3,10,5,0,2,2,0,3,0,0,2,3.32,"Stepanov, Alexey G"
STAT,410,33498,Statistics and Probability II,LCD,7,12,2,8,5,1,0,7,4,0,0,0,1,4,3.19,"Stepanov, Alexey G"
STAT,448,37298,Advanced Data Analysis,LBD,8,11,5,6,1,1,2,0,0,0,0,0,2,0,3.46,"Bravo De Guenni, Lelys"
TAM,335,30468,Introductory Fluid Mechanics,LEC,0,7,2,1,3,5,2,0,2,0,1,1,0,1,2.95,"Berent, Zachary T"
THEA,101,30486,Introduction to Theatre Arts,ONL,28,5,4,1,1,0,0,0,0,0,0,0,4,0,3.56,"Morrissette, Jason W"
THEA,101,38345,Introduction to Theatre Arts,ONL,8,1,2,4,2,1,1,1,1,1,1,1,7,0,2.4,"Morrissette, Jason W"
THEA,110,38778,Broadway Musicals,ONL,9,4,1,2,1,0,0,1,0,0,0,0,3,0,3.21,"Prendergast, Ryan M"
