Subject,Course,CRN,Course Title,Course Section,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ACCY,301,30195,Atg Measurement & Disclosure,AE2,LCD,2,6,5,4,1,1,2,0,0,3,0,0,0,1,3.25,"Pachera, Susan"
ACCY,301,30197,Atg Measurement & Disclosure,AE3,LCD,0,10,4,1,2,4,1,1,2,0,0,0,0,0,3.29,"Pachera, Susan"
ACCY,301,30200,Atg Measurement & Disclosure,AE4,LCD,2,5,6,5,3,1,0,2,0,0,0,0,1,0,3.29,"Anderson, Spencer B"
ACCY,302,60043,Decision Making for Atg,AE1,LCD,7,12,1,2,2,0,1,0,1,1,0,0,0,0,3.62,"Sani, Jalal"
ACCY,302,30211,Decision Making for Atg,AE2,LCD,2,5,7,2,5,2,1,0,0,0,0,1,0,0,3.35,"Sani, Jalal"
ACCY,302,30212,Decision Making for Atg,AE3,LCD,3,6,9,3,5,1,1,0,0,0,0,0,0,0,3.54,"Curtis, Susan M"
ACCY,302,30228,Decision Making for Atg,AE5,LCD,1,9,7,3,3,0,2,0,0,0,0,0,0,0,3.57,"Curtis, Susan M"
ACCY,302,30232,Decision Making for Atg,AE6,LCD,2,8,7,3,2,2,0,1,0,0,0,0,1,0,3.42,"Curtis, Susan M"
ACCY,303,30267,Atg Institutions and Reg,AE2,LCD,1,8,1,7,4,4,1,0,0,0,1,0,0,0,3.3,"Ibrahim, Adel Nematallah"
ACCY,303,30271,Atg Institutions and Reg,AE3,LCD,1,12,3,3,6,2,0,0,1,0,0,2,1,0,3.2,"Schwartz, Rachel"
ACCY,303,30274,Atg Institutions and Reg,AE4,LCD,0,17,1,0,5,1,0,1,1,0,0,2,0,1,3.37,"Hamm, Brian K"
ACCY,303,30276,Atg Institutions and Reg,AE5,LCD,0,8,7,5,1,2,0,1,0,0,0,0,2,0,3.26,"Ibrahim, Adel Nematallah"
ACCY,303,30278,Atg Institutions and Reg,AE6,LCD,5,12,4,3,0,2,1,1,1,1,0,0,0,0,3.51,"Schwartz, Rachel"
ACCY,303,46358,Atg Institutions and Reg,AE7,LCD,4,8,5,5,3,1,0,3,0,1,0,1,0,0,3.31,"Schwartz, Rachel"
ACCY,304,30288,Accounting Control Systems,AE2,LCD,1,17,4,5,3,1,1,0,0,0,0,1,0,0,3.58,"Kink, Dawn M"
ACCY,304,30291,Accounting Control Systems,AE3,LCD,1,20,2,1,6,2,1,0,0,0,0,0,0,0,3.65,"Kink, Dawn M"
ACCY,304,30299,Accounting Control Systems,AE6,LCD,2,21,5,2,2,0,1,0,1,0,0,0,0,0,3.74,"Kink, Dawn M"
ACCY,304,48420,Accounting Control Systems,AE7,LCD,3,9,9,4,3,0,1,2,0,0,0,0,1,0,3.43,"Zhang, Zheng"
ACCY,304,48421,Accounting Control Systems,AE8,LCD,7,14,12,2,5,1,0,1,0,0,0,0,1,0,3.59,"Zhang, Zheng"
ACCY,312,30334,Principles of Taxation,A,LCD,0,8,4,7,0,4,0,0,0,0,0,0,2,0,3.23,"Hutchens, Michelle L"
ACCY,312,39460,Principles of Taxation,D,LCD,2,2,5,4,6,3,0,0,0,0,0,0,0,0,3.35,"Osswald, Benjamin"
ACCY,312,48959,Principles of Taxation,E,LCD,5,5,1,2,5,4,0,0,0,0,0,0,0,0,3.46,"Osswald, Benjamin"
ACCY,312,56978,Principles of Taxation,F,LCD,2,0,3,6,9,2,1,0,0,0,0,0,0,0,3.2,"Osswald, Benjamin"
ACCY,398,30412,Practical Problems in Atg,A,ONL,0,129,0,0,0,0,0,0,0,0,0,0,2,2,3.95,"Hutchens, Matthew"
ACCY,405,30311,Assurance and Attestation,AE1,LCD,0,5,9,3,5,3,2,2,1,0,0,0,0,0,3.21,"Chatterton, Angel"
ACCY,405,30332,Assurance and Attestation,AE4,LCD,1,2,7,2,10,2,2,3,2,0,0,0,0,0,3.02,"Chatterton, Angel"
ACCY,405,52616,Assurance and Attestation,AE5,LCD,0,13,7,6,5,5,0,0,1,0,0,0,0,0,3.45,"Chatterton, Angel"
ACCY,405,71388,Assurance and Attestation,AE7,LCD,0,11,4,4,6,1,3,2,0,0,0,0,0,0,3.34,"Ciconte, William"
ACCY,405,73635,Assurance and Attestation,AE8,LCD,0,10,4,6,3,2,5,2,0,0,0,0,1,0,3.17,"Ciconte, William"
ACCY,410,60044,Advanced Financial Reporting,A3,LCD,5,12,6,1,0,4,0,0,0,0,0,0,0,0,3.71,"Kustanovich, Michael"
ACCY,410,60045,Advanced Financial Reporting,B3,LCD,4,2,3,2,6,4,0,0,1,0,2,0,0,0,3.06,"Chen, Ciao-Wei"
ACCY,410,61733,Advanced Financial Reporting,C3,LCD,5,10,2,1,2,1,2,3,1,0,0,1,0,0,3.27,"Steward, Cynthia G"
ACCY,410,61734,Advanced Financial Reporting,D3,LCD,4,4,3,0,6,3,2,2,2,0,2,0,0,0,3,"Kustanovich, Michael"
ACCY,410,61759,Advanced Financial Reporting,G3,LCD,7,6,2,2,4,0,2,0,1,0,0,0,0,0,3.52,"Steward, Cynthia G"
ACCY,410,68836,Advanced Financial Reporting,H3,LCD,8,6,6,3,2,2,3,0,0,0,1,0,0,0,3.47,"Chen, Ciao-Wei"
ACCY,451,61737,Advanced Income Tax Problems,A3,LCD,0,21,0,0,13,0,0,1,0,0,0,0,0,0,3.58,"Holder, Daniel E"
ACCY,451,61739,Advanced Income Tax Problems,B3,LCD,0,18,0,0,9,0,0,8,0,0,0,0,0,0,3.33,"Holder, Charles B"
ACCY,451,61743,Advanced Income Tax Problems,D3,LCD,7,6,2,6,2,2,1,1,1,0,0,0,2,1,3.27,"Alt, Amanda J"
ACCY,451,65160,Advanced Income Tax Problems,E3,LCD,0,20,0,0,5,0,0,9,0,0,0,0,0,0,3.34,"Holder, Charles B"
ACCY,500,67786,"Atg Measuremnt, Rpting & Cntrl",IMB,ONL,296,315,122,57,32,9,3,0,3,0,0,0,2,4,3.83,"Urcan, Oktay"
ACCY,501,68872,Accounting Analysis I A,DA1,ONL,8,14,14,18,13,6,4,3,1,3,1,0,5,2,3.07,"Augusto Sampaio, Gerlando"
ACCY,501,68873,Accounting Analysis I B,DB1,ONL,5,10,16,12,15,4,9,4,1,1,1,0,7,0,2.91,"Augusto Sampaio, Gerlando"
ACCY,502,67590,Accounting Analysis II A,DA1,ONL,17,62,27,25,16,11,7,6,6,0,0,0,2,0,3.43,"Mendoza, Scott A"
ACCY,502,67591,Accounting Analysis II B,DB1,ONL,30,42,32,20,17,15,7,5,1,0,0,0,0,0,3.5,"Mendoza, Scott A"
ACCY,503,44637,Managerial Accounting,A4,LCD,3,13,2,1,5,0,0,1,0,0,0,0,0,0,3.67,"Herbold, T J"
ACCY,503,67610,Managerial Accounting A,DA1,ONL,26,71,40,58,26,4,1,1,0,0,1,0,4,2,3.54,"Hecht, Gary W"
ACCY,503,67611,Managerial Accounting B,DB1,ONL,43,95,30,19,23,9,4,6,0,0,0,0,2,0,3.64,"Hecht, Gary W"
ACCY,503,69063,Managerial Accounting,IMB,ONL,109,367,147,210,163,54,19,18,5,0,0,0,6,1,3.52,"Hecht, Gary W"
ACCY,503,69208,Managerial Accounting,ONL,ONL,2,10,1,5,5,5,2,3,1,0,0,0,2,0,3.03,"Hecht, Gary W"
ACCY,506,66494,Advanced Topics in Accounting,A4,LCD,4,6,9,18,0,0,0,0,0,0,0,0,0,0,3.59,"Urcan, Oktay"
ACCY,506,66495,Advanced Topics in Accounting,B4,LCD,10,8,6,11,0,0,0,0,0,0,0,0,0,0,3.73,"Urcan, Oktay"
ACCY,506,66496,Advanced Topics in Accounting,C4,LCD,5,7,2,8,0,0,0,0,0,0,0,0,0,0,3.73,"Urcan, Oktay"
ACCY,507,67722,Taxation of Bus Entities A,DA1,ONL,14,26,23,11,14,6,2,7,2,0,0,0,1,0,3.41,"Donohoe, Michael P"
ACCY,507,67725,Taxation of Bus Entities B,DB1,ONL,22,33,19,10,6,4,5,0,0,0,0,0,0,0,3.67,"Donohoe, Michael P"
ACCY,510,44865,Financial Reporting Standards,B,LCD,4,6,9,7,16,3,0,0,0,0,0,0,0,0,3.39,"Persson, Martin E"
ACCY,510,46889,Financial Reporting Standards,C,LCD,3,9,9,8,17,1,0,0,0,0,0,0,1,0,3.36,"Persson, Martin E"
ACCY,510,46890,Financial Reporting Standards,D,LCD,1,8,6,14,15,5,0,0,0,0,0,0,0,0,3.33,"Persson, Martin E"
ACCY,512,30434,Data Analytics for Mgmt Acctg,A,LCD,0,20,7,4,8,1,0,1,0,0,0,0,0,0,3.6,"Wang, Wei"
ACCY,512,30436,Data Analytics for Mgmt Acctg,B,LCD,0,18,8,3,2,1,0,1,0,0,0,0,0,0,3.7,"Wang, Wei"
ACCY,512,30437,Data Analytics for Mgmt Acctg,C,LCD,0,17,3,0,5,0,0,0,0,0,0,0,2,0,3.48,"Wang, Wei"
ACCY,515,44467,Auditing & Assurance Standards,A,LCD,0,6,6,5,2,2,0,0,0,0,0,0,0,0,3.52,"Williams, Devin J"
ACCY,517,30428,Financial Statement Analysis,A4,LCD,3,16,2,2,2,0,0,2,0,0,0,0,0,0,3.7,"Li, Yue"
ACCY,517,58688,Financial Statement Analysis,D4,LCD,0,20,14,1,0,0,0,0,0,0,0,0,0,0,3.85,"Hamm, Brian K"
ACCY,517,72658,Financial Statement Analysis,DA1,ONL,6,29,4,1,0,0,0,0,0,0,0,0,0,0,3.95,"Brown, Nerissa"
ACCY,517,72663,Financial Statement Analysis,DB1,ONL,21,10,4,1,1,0,0,0,0,0,0,0,0,0,3.92,"Brown, Nerissa"
ACCY,517,61747,Financial Statement Analysis,E4,LCD,2,17,5,2,1,0,0,0,1,0,0,0,0,0,3.77,"Li, Yue"
ACCY,517,63201,Financial Statement Analysis,G4,LCD,0,15,6,1,0,0,0,0,0,0,0,0,0,0,3.88,"Hamm, Brian K"
ACCY,550,70066,Multistate Taxation,A4,LCD,3,7,5,4,4,0,1,0,0,0,0,0,0,0,3.58,"Hutchens, Matthew"
ACCY,552,30438,Partnership Income Taxation,A,LCD,0,5,7,7,6,1,1,0,0,0,0,0,0,0,3.41,"Sternburg, Thomas"
ACCY,552,30440,Partnership Income Taxation,B,LCD,0,13,5,2,4,0,0,0,0,0,0,0,0,0,3.71,"Sternburg, Thomas"
ACCY,554,65171,International Taxation,A,LCD,2,8,3,4,2,1,2,0,0,0,0,0,0,0,3.53,"Hutchens, Matthew"
ACCY,570,71766,Data Analytics Foundations,D4,LCD,5,15,1,4,1,0,0,1,0,0,0,0,0,1,3.78,"Herbold, T J"
ACCY,571,68538,Stat Analyses for Accountancy,A,LCD,3,27,1,1,2,0,0,1,0,0,0,0,0,0,3.86,"Brunner, Robert J"
ACCY,574,70515,Risk Management and Innovation,A,LCD,0,38,1,0,3,0,0,0,0,0,0,0,0,0,3.92,"Leiby, Justin"
ACCY,574,70516,Risk Management and Innovation,B,LCD,2,37,1,0,1,0,0,0,0,0,0,0,0,0,3.97,"Leiby, Justin"
ACCY,575,64806,Data Analytics Apps in ACCY,A,LCD,15,13,2,1,0,0,0,0,0,0,0,0,1,0,3.83,"Park, Ye Joo"
ACCY,575,67001,Data Analytics Apps in ACCY,B,LCD,24,13,2,0,1,0,0,0,0,0,0,0,0,0,3.96,"Park, Ye Joo"
ACCY,575,67002,Data Analytics Apps in ACCY,C,LCD,4,20,11,2,2,0,0,0,0,0,0,0,0,0,3.82,"Penn, Michael W"
ACCY,575,66491,Data Analytics Apps in ACCY,D,LCD,3,18,15,4,0,0,0,0,0,0,0,0,0,0,3.81,"Zhu, Wei"
ACCY,575,66492,Data Analytics Apps in ACCY,E,LCD,1,16,17,4,0,1,0,0,0,0,0,0,0,0,3.75,"Zhu, Wei"
ACCY,575,66493,Data Analytics Apps in ACCY,F,LCD,1,13,23,3,0,0,0,0,0,0,0,0,0,0,3.76,"Zhu, Wei"
ACCY,575,70106,Data Analytics Apps in ACCY,G,LCD,5,17,9,2,3,1,0,0,0,0,0,0,0,0,3.77,"Penn, Michael W"
ACCY,575,70206,Data Analytics Apps in ACCY,H,LCD,3,31,5,0,1,0,0,0,0,0,0,0,0,0,3.93,"Penn, Michael W"
ACCY,576,70683,Data Preparation for Accting,DA1,ONL,17,20,8,5,3,0,0,1,0,0,0,0,1,0,3.73,"Guymon, Ronald N"
ACCY,577,71767,Machine Learning for Accting,DB1,ONL,8,19,9,7,3,0,1,0,0,0,0,0,1,0,3.66,"Lu, Zhenzhong L"
ACE,100,30473,Intro to Applied Micro,AD3,DIS,5,4,3,3,2,2,0,1,0,1,0,0,0,0,3.41,"Hadunka, Protensia"
ACE,161,30513,Microcomputer Applications,N2,ONL,0,39,0,0,12,0,0,1,0,0,3,0,1,2,3.52,"Burnett, Meghan L"
ACE,161,30493,Microcomputer Applications,R,OLB,0,33,0,0,15,0,0,5,0,0,0,0,4,0,3.28,"Lo, Alexander C"
ACE,161,30494,Microcomputer Applications,T,OLB,0,23,0,0,7,0,0,2,0,0,2,0,1,0,3.4,"Lo, Alexander C"
ACE,199,73225,"Women, Money and Power",AL,OLC,15,4,0,0,6,0,0,0,0,0,1,0,1,0,3.52,"Lemoine, Craig"
ACE,199,48181,Digital Mktg and Social Media,DMS,ONL,0,19,0,0,13,0,0,5,0,0,1,0,0,0,3.32,"Lo, Alexander C"
ACE,199,53569,Negotiation,NPS,ONL,64,19,6,4,1,1,1,3,0,0,0,0,2,1,3.78,"Stoddard, Paul B"
ACE,210,30528,Environmental Economics,AL1,LEC,10,7,10,4,15,11,6,6,3,3,1,0,8,1,2.72,"Damon, Lisa A"
ACE,231,55458,Food and Agribusiness Mgt,T,LCD,4,26,21,16,11,13,1,6,4,1,2,1,1,0,3.21,"Stoddard, Paul B"
ACE,232,30577,Farm Management,S,LCD,5,7,6,6,8,7,10,1,0,1,2,1,1,0,2.95,"Stoddard, Paul B"
ACE,240,71275,Personal Financial Planning,COV,ONL,120,256,0,0,51,0,0,24,0,0,8,0,13,0,3.63,"Lemoine, Craig"
ACE,240,55444,Personal Financial Planning,ONL,ONL,64,105,0,0,21,0,0,10,0,0,2,0,6,0,3.66,"Lemoine, Craig"
ACE,240,55447,Personal Financial Planning,PS,LCD,9,15,7,4,5,4,2,3,1,1,0,1,0,0,3.37,"Sanchez, Donovan"
ACE,251,39440,The World Food Economy,AL1,OLC,6,36,23,17,10,10,7,4,2,2,1,0,2,0,3.31,"Michelson, Hope C"
ACE,254,44225,Economic Systems in Africa,D,LCD,0,8,6,4,10,1,0,0,0,0,2,0,0,0,3.29,"Herrera Almanza, Catalina"
ACE,255,67437,Econ of Food & Enviro Justice,AL1,LEC,91,45,18,12,6,8,4,1,2,0,2,0,3,0,3.68,"Ando, Amy W"
ACE,262,70716,App Stat Mthds & Data AnlytcsI,AS1,LEC,11,9,9,6,14,4,3,4,8,0,2,1,2,0,2.97,"Gundersen, Lisa C"
ACE,264,70717,App Stat Mthds & Data Anlytcs2,AS2,LCD,21,36,18,18,14,11,4,5,3,0,1,0,1,0,3.41,"Dall'Erba, Sandy"
ACE,270,30581,Consumer Economics,E,LEC,2,8,10,12,13,1,4,8,3,1,0,0,2,0,2.97,"Gundersen, Lisa C"
ACE,300,70714,Interm. Applied Microeconomics,AL1,LEC,14,16,10,6,18,5,3,12,4,2,5,2,3,1,2.91,"Endres, Renata"
ACE,306,71848,Food Law,P,LCD,1,6,3,3,6,5,1,2,1,0,0,0,2,0,2.95,"Endres, A B"
ACE,310,60459,Natural Resource Economics,AL1,OLC,1,28,2,4,2,4,2,0,0,0,0,0,0,0,3.67,"Brazee, Richard J"
ACE,335,68043,Food Marketing and Behavior,FMB,ONL,42,18,18,9,5,1,0,2,3,0,0,0,0,0,3.7,"Irani, Kaizad R"
ACE,341,64483,Contemporary Issues in Policy,CP,ONL,15,15,2,2,3,0,0,0,0,0,0,0,1,0,3.76,"Karplus, Lauren E"
ACE,345,73342,Finan Decision Indiv Sm Bus,X,LCD,7,7,7,4,4,4,2,3,2,1,0,1,1,0,3.11,"Elmore, Ailie C"
ACE,360,53547,Spreadsheet Models & Applic,B,ONL,0,15,3,1,2,2,1,0,0,0,0,1,0,0,3.55,"Campbell, William D"
ACE,360,53546,Spreadsheet Models & Applic,B1,ONL,0,11,3,2,2,1,0,1,1,0,0,0,0,0,3.52,"Campbell, William D"
ACE,360,69674,Spreadsheet Models & Applic,XL,ONL,4,9,4,0,2,2,0,1,3,0,0,0,2,0,3.15,"Campbell, William D"
ACE,398,58960,Risk Mngmt in Personal Fin Pla,RM,ONL,2,5,4,5,4,5,4,3,2,2,0,0,2,0,2.79,"Sanchez, Donovan"
ACE,398,50033,Financial Planning Technology,TCH,ONL,5,31,0,0,2,0,0,0,0,0,0,0,0,1,3.95,"Lemoine, Craig"
ACE,403,30588,Agricultural Law,UG,LCD,7,6,5,3,1,1,0,0,0,0,1,0,0,0,3.63,"Coppess, Jonathan W"
ACE,410,70335,Energy Economics,GR,LCD,4,9,0,2,4,1,2,0,0,0,0,0,0,0,3.55,"Larson, Eric"
ACE,427,30592,Commodity Price Analysis,C,LCD,0,29,13,16,13,3,4,1,1,0,0,0,1,0,3.42,"Janzen, Joseph P"
ACE,430,43567,Food Marketing,S,LCD,2,5,5,3,4,2,3,3,1,0,6,0,2,0,2.62,"Goldsmith, Peter D"
ACE,431,30593,Agri-food Strategic Management,G,LCD,3,12,0,9,9,5,5,5,1,0,0,0,0,0,3.14,"Moss, LeeAnn E"
ACE,435,58953,Global Agribusiness Management,GR,LCD,0,24,14,8,18,0,4,10,1,0,3,0,3,0,3.08,"Schnitkey, Gary D"
ACE,440,55460,Finan Plan for Professionals,UG,LCD,2,20,13,3,11,1,1,0,0,0,0,0,1,0,3.53,"Allen, Sharon C"
ACE,444,55323,Finan Serv & Invest Plan,P,LCD,5,7,0,6,25,6,3,3,5,0,5,2,5,0,2.59,"Sherrick, Bruce J"
ACE,446,49906,Modeling App's Finan Plan,GR,LBD,7,6,0,2,8,0,3,1,2,0,1,1,6,0,2.61,"Sherrick, Bruce J"
ACE,449,52915,Retirement & Benefit Planning,UG,LCD,5,10,12,14,21,8,7,3,3,0,1,0,1,0,3.1,"Xu, Yilan"
ACE,451,49908,Agriculture in Intl Dev,GR,LCD,4,3,2,4,9,3,0,2,0,0,0,0,1,0,3.13,"McNamara, Paul E"
ACE,474,30604,Econ of Consumption,S,LCD,8,10,5,12,4,5,0,2,0,1,0,0,1,1,3.35,"Xu, Yilan"
ACE,476,62223,Behavioral Economics,UG,LCD,0,10,7,7,4,4,3,3,1,0,0,0,3,1,3.02,"Herrera Almanza, Catalina"
ACE,592,45250,Data Science for Applied Econo,SAE,LCD,3,2,0,5,4,3,0,3,0,0,0,0,1,0,2.98,"Hutchins, Jared P"
ACES,102,63906,Intro Sustainable Food Systems,LR,LCD,6,13,7,1,5,1,2,4,2,0,0,1,1,1,3.24,"Atallah, Shady S"
ADV,150,60077,Introduction to Advertising,A,LCD,85,128,4,4,7,1,1,2,0,0,1,0,11,1,3.73,"Hall, Steven R"
ADV,150,65717,Introduction to Advertising,DGS,LCD,17,6,0,0,2,0,0,0,0,0,0,0,0,0,3.92,"Hall, Steven R"
ADV,270,70232,Principles of Sales,A,ONL,24,15,7,7,6,3,5,2,1,4,2,1,2,1,3.24,"Clifton, Dionne J"
ADV,281,68850,Advertising Research Methods,D1,DIS,5,2,6,3,2,1,3,0,4,0,1,0,2,0,2.87,"Shabalina, Olga I"
ADV,281,68854,Advertising Research Methods,D3,DIS,2,0,5,0,5,1,3,0,2,0,2,0,2,1,2.56,"Shabalina, Olga I"
ADV,281,68855,Advertising Research Methods,D4,DIS,4,5,5,2,5,4,1,2,0,0,0,0,0,0,3.32,"Heo, Seo Jeong"
ADV,281,68856,Advertising Research Methods,D5,DIS,3,3,4,3,5,1,1,1,2,3,0,1,0,0,2.91,"Heo, Seo Jeong"
ADV,283,60080,Advertising and Brand Strategy,A,LCD,6,7,5,3,7,0,0,0,0,0,0,0,0,0,3.62,"Hitchon, Jacqueline C"
ADV,283,60081,Advertising and Brand Strategy,B,LCD,0,20,6,2,0,0,0,0,0,0,0,0,0,0,3.88,"Mabry-Flynn, Amanda D"
ADV,283,61736,Advertising and Brand Strategy,C,LCD,1,6,5,4,4,3,0,1,0,0,0,0,0,0,3.4,"Hitchon, Jacqueline C"
ADV,283,70769,Advertising and Brand Strategy,D,LCD,0,11,8,0,1,2,0,1,0,0,0,0,0,0,3.64,"Mabry-Flynn, Amanda D"
ADV,284,68858,Consumer Insight,D1,DIS,0,4,10,9,2,4,0,1,0,0,0,0,0,0,3.38,"Pham, Giang V"
ADV,284,68859,Consumer Insight,D2,DIS,2,10,4,3,3,6,0,0,0,0,0,0,0,0,3.49,"Pham, Giang V"
ADV,284,68860,Consumer Insight,D3,DIS,1,11,10,3,3,2,0,0,0,0,0,0,0,0,3.63,"Liu, Weizi"
ADV,284,68865,Consumer Insight,D4,DIS,1,11,8,4,5,0,0,0,1,0,0,0,0,0,3.58,"Liu, Weizi"
ADV,290,71950,Becoming an Influencer,INF,LCD,16,12,0,0,1,0,0,0,0,0,1,0,1,0,3.74,"Wilson, Carrie A"
ADV,290,73632,Social Media & Personal Brand,SMB,ONL,5,2,13,10,1,10,3,0,3,0,0,1,0,0,3.15,"Muirhead, Susan P"
ADV,305,67033,Digital ADV Content,A,LCD,20,20,14,9,3,2,0,0,0,0,0,0,0,0,3.76,"Fisher, Jacob T"
ADV,310,54936,Intro to Public Relations,A,LCD,10,39,10,4,15,4,2,4,1,0,1,0,1,1,3.48,"Wilson, Carrie A"
ADV,314,73629,Sports Public Relations,SPR,LCD,7,6,4,3,0,2,1,0,0,0,0,0,1,0,3.51,"Warren, Stephen M"
ADV,320,70233,Sales Management,A,ONL,33,13,7,9,7,3,4,4,4,0,0,1,5,0,3.26,"Clifton, Dionne J"
ADV,350,62664,Writing for Public Relations,C,LCD,2,17,2,1,1,1,0,0,0,1,1,0,0,0,3.64,"Vance, Allison C"
ADV,370,70234,Sales and the Consumer,A,ONL,44,14,10,8,7,5,7,6,2,1,0,1,6,1,3.27,"Clifton, Dionne J"
ADV,390,60085,Content Creation,A,LCD,0,17,14,8,19,17,7,11,1,1,0,0,0,0,3.05,"Sheldon, Peter S"
ADV,393,60086,Advertising and Society,A,LCD,5,18,10,7,8,6,0,6,4,0,1,0,2,0,3.16,"Nelson, Michelle R"
ADV,409,68732,Media Entrepreneurship,A,ONL,7,26,3,3,0,0,0,0,0,0,0,0,0,0,3.92,"Kasdan, Terry P"
ADV,410,39501,Public Relations Strategies,B,LCD,6,7,2,0,5,0,0,1,0,0,0,0,0,0,3.64,"Wirtz, John"
ADV,460,71954,Innovation in Advertising,A,LCD,0,13,7,5,1,1,1,1,1,0,0,0,0,0,3.53,"Yao, Mike Z"
ADV,460,60087,Innovation in Advertising,D,LCD,6,15,3,3,1,1,1,0,0,0,0,0,0,0,3.77,"Wang, Yanyun"
ADV,460,61526,Innovation in Advertising,E,LCD,0,18,2,4,4,0,1,1,0,0,0,0,0,0,3.63,"Yao, Mike Z"
ADV,483,57841,Audience Analysis,C,LCD,1,1,7,5,6,3,4,1,0,1,0,1,0,0,2.99,"Wise, Kevin R"
ADV,483,61524,Audience Analysis,D,LCD,1,3,5,7,7,7,1,1,1,1,0,0,0,0,3.08,"Wise, Kevin R"
ADV,483,68912,Audience Analysis,E,LCD,0,1,4,7,8,7,3,2,0,0,2,0,0,0,2.87,"Taneja, Harsh"
ADV,498,63425,The Sandage Project,B,LCD,0,18,6,2,0,0,0,2,0,0,0,0,0,0,3.74,"Meron, Shachar"
ADV,498,63426,The Sandage Project,C,LCD,0,18,0,2,3,1,1,0,1,0,0,0,0,0,3.63,"Meron, Shachar"
AE,140,72380,CAD,CA1,LCD,0,27,6,2,7,1,1,1,0,1,3,0,0,0,3.45,"Woodard, Brian S"
AE,140,72381,CAD,CA2,LCD,0,22,12,7,5,2,1,0,0,0,0,0,0,0,3.63,"Woodard, Brian S"
