Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ACCY,304,31317,Accounting Control Systems,2,4,3,3,5,1,3,0,0,1,1,1,1,0,2.91,"Koo, Seung Hyun"
ACCY,304,31318,Accounting Control Systems,0,14,4,5,7,0,0,1,1,0,1,0,0,0,3.42,"Koo, Seung Hyun"
ACCY,304,31319,Accounting Control Systems,1,12,6,6,5,1,0,1,0,0,0,0,0,0,3.55,"Koo, Seung Hyun"
ACCY,304,31320,Accounting Control Systems,0,13,0,6,9,0,2,1,0,0,0,0,1,0,3.3,"Wang, Wei"
ACCY,304,49280,Accounting Control Systems,0,13,0,4,13,0,2,2,0,0,0,0,0,0,3.32,"Wang, Wei"
ACCY,304,62036,Accounting Control Systems,0,18,0,3,7,0,2,2,0,1,0,0,0,0,3.42,"Wang, Wei"
ACCY,312,31321,Principles of Taxation,0,6,4,5,5,7,2,1,1,0,2,0,0,1,3.01,"Bauer, Andrew M"
ACCY,312,31324,Principles of Taxation,1,9,3,9,7,1,2,1,0,0,0,0,0,1,3.37,"Bauer, Andrew M"
ACCY,312,31330,Principles of Taxation,3,9,7,5,9,2,0,0,0,0,0,0,0,1,3.51,"Bauer, Andrew M"
ACCY,312,31333,Principles of Taxation,0,5,11,8,3,1,1,0,1,0,1,0,1,1,3.24,"Donohoe, Michael P"
ACCY,312,45719,Principles of Taxation,6,2,17,5,3,1,2,0,0,0,0,2,0,0,3.39,"Donohoe, Michael P"
ACCY,312,45934,Principles of Taxation,5,4,14,3,8,1,0,0,0,0,0,0,1,0,3.45,"Donohoe, Michael P"
ACCY,405,36758,Assurance and Attestation,0,2,8,22,4,1,1,1,0,0,0,0,0,0,3.32,"Bauer, Timothy D"
ACCY,405,36764,Assurance and Attestation,1,5,10,12,6,2,0,1,1,0,0,0,0,0,3.36,"Bauer, Timothy D"
ACCY,405,54162,Assurance and Attestation,1,4,7,19,1,3,2,0,0,0,0,0,0,1,3.37,"Bauer, Timothy D"
ACCY,410,61231,Advanced Financial Reporting,2,4,5,8,7,2,1,1,1,1,0,0,0,1,3.22,"Steward, Cynthia G"
ACCY,410,62729,Advanced Financial Reporting,2,7,7,7,7,2,2,1,0,0,0,0,0,0,3.36,"Steward, Cynthia G"
ACCY,410,62730,Advanced Financial Reporting,1,16,5,4,9,0,0,0,0,0,0,0,0,2,3.61,"Kustanovich, Michael"
ACCY,410,62731,Advanced Financial Reporting,2,13,6,2,7,5,3,0,0,0,0,0,0,0,3.42,"Kustanovich, Michael"
ACCY,410,62732,Advanced Financial Reporting,1,8,5,7,6,3,3,2,0,0,0,0,2,1,3.1,"Kustanovich, Michael"
ACCY,415,29676,Auditing Stds and Practice,0,15,8,9,7,0,0,1,0,0,0,0,0,0,3.56,"Ciconte, William"
ACCY,415,64648,Auditing Stds and Practice,0,2,7,10,9,5,0,3,2,0,0,0,1,0,2.99,"Ciconte, William"
ACCY,415,65021,Auditing Stds and Practice,0,11,2,11,8,4,0,1,0,0,0,0,0,0,3.37,"Ciconte, William"
ACCY,451,49130,Advanced Income Tax Problems,0,9,5,7,12,4,0,0,0,0,0,0,0,0,3.35,"Bodtke, James E"
ACCY,451,54569,Advanced Income Tax Problems,2,9,4,5,12,4,0,1,0,0,0,0,0,0,3.36,"Bodtke, James E"
ACCY,451,63119,Advanced Income Tax Problems,0,5,2,3,9,5,4,1,0,0,0,0,0,0,3.09,"Bodtke, James E"
ACCY,500,49761,"Atg Measuremnt, Rpting & Cntrl",5,14,4,7,15,7,2,5,0,0,1,0,0,0,3.22,"Zhang, Li"
ACCY,500,67282,"Atg Measuremnt, Rpting & Cntrl",23,83,36,15,41,4,4,0,0,0,0,0,0,1,3.64,"Urcan, Oktay"
ACCY,500,62025,"Atg Measuremnt, Rpting & Cntrl",8,11,6,2,11,1,0,0,0,0,1,0,0,0,3.53,"Zhang, Li"
ACCY,500,49763,"Atg Measuremnt, Rpting & Cntrl",0,18,11,3,4,2,2,0,1,0,0,0,0,0,3.56,"Davis, Gregory L"
ACCY,500,67281,"Atg Measuremnt, Rpting & Cntrl",2,10,1,1,4,0,1,0,0,0,0,0,6,2,2.77,"Urcan, Oktay"
ACCY,502,29680,Accounting Analysis II,6,10,8,10,1,3,0,0,0,0,1,0,0,0,3.56,"Schwartz, Rachel"
ACCY,502,31334,Accounting Analysis II,4,11,10,5,3,1,1,2,0,0,0,0,0,0,3.55,"Schwartz, Rachel"
ACCY,502,61232,Accounting Analysis II,3,9,10,11,0,2,4,1,0,1,0,0,0,0,3.4,"Schwartz, Rachel"
ACCY,503,31335,Managerial Accounting,3,21,12,1,0,0,0,0,0,0,0,0,0,0,3.87,"Sandretto, Michael J"
ACCY,503,39540,Managerial Accounting,3,18,16,1,0,0,0,0,0,0,0,0,0,0,3.84,"Sandretto, Michael J"
ACCY,503,66973,Managerial Accounting,17,41,55,81,14,3,0,0,1,0,0,0,0,2,3.56,"Hecht, Gary W"
ACCY,503,66974,Managerial Accounting,2,5,8,7,3,0,0,0,0,0,0,0,0,2,3.59,"Hecht, Gary W"
ACCY,504,56299,Auditing,0,5,15,5,7,3,3,0,1,0,0,0,0,0,3.32,"Chatterton, Angel"
ACCY,504,59162,Auditing,0,11,11,11,5,6,0,0,0,0,0,0,0,0,3.46,"Chatterton, Angel"
ACCY,504,64875,Auditing,0,14,13,8,6,1,2,0,0,0,0,0,0,0,3.54,"Chatterton, Angel"
ACCY,505,31339,Federal Taxation,5,19,5,1,4,5,0,1,0,0,0,0,0,0,3.63,"Cox, Sharon P"
ACCY,505,31341,Federal Taxation,6,13,6,7,6,3,0,0,1,0,0,0,0,0,3.55,"Cox, Sharon P"
ACCY,505,54993,Federal Taxation,5,10,7,9,4,4,0,0,0,0,0,0,0,0,3.55,"Cox, Sharon P"
ACCY,505,57605,Federal Taxation,6,6,3,4,5,5,0,1,0,0,0,0,0,0,3.42,"Henderson, Belinda C"
ACCY,510,49275,Financial Reporting Standards,0,25,0,7,2,2,1,1,1,0,0,0,0,0,3.61,"Steward, Cynthia G"
ACCY,510,61974,Financial Reporting Standards,4,11,6,6,9,4,0,0,0,0,0,0,0,0,3.49,"Hepp, John"
ACCY,510,62037,Financial Reporting Standards,2,8,10,7,9,5,0,0,0,0,0,0,0,0,3.42,"Hepp, John"
ACCY,510,63121,Financial Reporting Standards,0,24,0,6,8,1,0,1,0,0,0,0,0,0,3.62,"Steward, Cynthia G"
ACCY,511,31344,External Risk Measurement/Rept,0,10,6,5,4,1,0,0,0,0,0,0,0,0,3.59,"Abdel-Khalik, Ahmed R"
ACCY,511,49276,External Risk Measurement/Rept,0,18,8,4,1,0,0,0,0,0,0,0,0,0,3.8,"Abdel-Khalik, Ahmed R"
ACCY,512,51813,Internal Risk Measurement/Rept,3,16,8,4,9,0,0,0,0,0,0,0,0,0,3.64,"Chandler, John S"
ACCY,512,51816,Internal Risk Measurement/Rept,3,13,10,7,5,1,0,0,0,0,0,0,0,0,3.63,"Chandler, John S"
ACCY,515,46977,Auditing & Assurance Standards,0,7,9,11,0,3,0,0,0,0,0,0,0,0,3.52,"Hobson, Jessen L"
ACCY,515,46978,Auditing & Assurance Standards,0,11,6,5,5,2,0,1,1,0,0,0,0,0,3.44,"Hobson, Jessen L"
ACCY,515,54477,Auditing & Assurance Standards,0,8,7,10,5,1,0,0,0,0,0,0,0,0,3.51,"Hobson, Jessen L"
ACCY,517,31373,Financial Statement Analysis,0,6,9,4,7,2,0,1,0,0,0,0,0,0,3.4,"Ibrahim, Adel Nematallah"
ACCY,517,31377,Financial Statement Analysis,0,11,4,5,10,0,0,0,0,0,0,0,0,0,3.51,"Ibrahim, Adel Nematallah"
ACCY,517,39543,Financial Statement Analysis,0,8,3,6,10,2,0,0,0,0,0,0,0,0,3.39,"Ibrahim, Adel Nematallah"
ACCY,518,66681,Financial Statement Fraud,27,12,0,0,1,0,0,0,0,0,0,0,0,0,3.98,"Nekrasz, Frank"
ACCY,551,31381,Corporate Income Taxation,0,2,1,7,14,1,0,0,0,0,0,0,0,0,3.19,"Sternburg, Thomas"
ACCY,551,31382,Corporate Income Taxation,0,5,2,9,10,0,0,0,0,0,0,0,0,0,3.36,"Sternburg, Thomas"
ACCY,552,44169,Partnership Income Taxation,2,6,4,3,6,0,0,0,0,0,1,0,0,0,3.44,"Johnson, Joseph A"
ACCY,554,60931,International Taxation,2,5,4,2,7,2,0,0,0,0,0,0,0,0,3.44,"Engle, Howard S"
ACCY,556,54570,Tax Research,0,10,18,7,1,0,0,0,0,0,0,0,0,0,3.68,"Chorvat, Elizabeth A"
ACCY,556,31384,Tax Research,1,12,13,4,1,0,0,0,0,0,0,0,0,0,3.74,"Chorvat, Elizabeth A"
ACCY,558,60932,Taxation of Closely-Held Bus.,3,13,4,1,1,0,0,0,0,0,0,0,0,0,3.86,"Whitlock, Brian T"
ACCY,570,66737,Data Anlaytics Foundations,5,16,7,3,8,1,0,0,0,0,0,0,0,0,3.66,"Brunner, Robert J"
ACCY,571,66738,Stat Analyses for Accountancy,1,19,8,6,5,0,1,0,0,0,0,0,0,0,3.67,"Brunner, Robert J"
ACE,100,36724,Agr Cons and Resource Econ,0,0,4,4,2,1,2,0,3,2,4,0,2,0,2.21,"Gundersen, Lisa C"
ACE,161,36745,Microcomputer Applications,0,11,0,0,6,0,0,3,0,0,0,0,2,0,3.09,"Rogalla, Valerie"
ACE,161,36736,Microcomputer Applications,0,19,0,0,4,0,0,1,0,0,0,0,0,0,3.75,"Lo, Alexander C"
ACE,161,36747,Microcomputer Applications,0,15,0,0,4,0,0,3,0,0,1,0,0,0,3.43,"Rogalla, Valerie"
ACE,161,36749,Microcomputer Applications,0,16,0,0,4,0,0,2,0,0,1,0,0,1,3.52,"Lo, Alexander C"
ACE,161,36738,Microcomputer Applications,0,22,0,0,3,0,0,0,0,0,0,0,0,0,3.88,"Lo, Alexander C"
ACE,161,36750,Microcomputer Applications,0,19,0,0,5,0,0,1,0,0,0,0,0,0,3.72,"Lo, Alexander C"
ACE,161,36739,Microcomputer Applications,0,21,0,0,3,0,0,1,0,0,0,0,0,0,3.8,"Lo, Alexander C"
ACE,161,36751,Microcomputer Applications,0,33,0,0,12,0,0,2,0,0,0,0,0,0,3.66,"Rogalla, Valerie"
ACE,161,36741,Microcomputer Applications,0,18,0,0,3,0,0,2,0,0,1,0,0,0,3.58,"Lo, Alexander C"
ACE,161,36752,Microcomputer Applications,0,32,0,0,10,0,0,2,0,0,3,0,0,0,3.51,"Rogalla, Valerie"
ACE,161,36742,Microcomputer Applications,0,12,0,0,8,0,0,1,0,0,1,0,1,0,3.26,"Rogalla, Valerie"
ACE,161,36744,Microcomputer Applications,0,13,0,0,7,0,0,2,0,0,1,0,0,0,3.39,"Rogalla, Valerie"
ACE,210,61563,Environmental Economics,17,17,16,21,23,15,11,11,7,3,2,1,5,0,2.95,"Christensen, Peter"
ACE,222,29698,Agricultural Marketing,14,32,43,22,29,13,9,4,6,2,1,0,4,2,3.24,"Stoddard, Paul B"
ACE,240,51717,Personal Financial Planning,8,30,40,25,21,13,11,7,1,1,3,2,7,0,3.12,"Stoddard, Paul B"
ACE,251,49101,The World Food Economy,11,43,25,21,28,11,6,10,3,1,0,0,4,0,3.26,"Rios-Neto, Eduardo L"
ACE,261,31419,Applied Statistical Methods,1,10,8,7,15,5,6,4,5,3,0,1,1,1,2.88,"Rubin, Ofir"
ACE,306,52038,Food Law,1,8,4,3,3,4,1,3,0,0,0,0,3,0,2.96,"Endres, A B"
ACE,341,65063,Issues in Agribus Mkts & Mgmt,25,4,3,0,2,0,0,1,0,0,0,0,1,0,3.75,"Barnard, Jessa M"
ACE,341,65167,Issues in Cons Econ & Finance,6,9,4,1,2,1,0,0,0,0,0,0,0,0,3.77,"Finnegan, Ann B"
ACE,345,53592,Finan Decision Indiv Sm Bus,9,55,9,20,10,6,3,4,3,0,0,0,0,0,3.54,"Paulson, Nicholas D"
ACE,346,60156,Tax Policy and Finan Planning,5,15,19,5,8,3,2,2,0,0,0,0,0,0,3.51,"Breen, John"
ACE,406,48924,Environmental Law,0,7,3,0,2,4,1,2,4,0,0,0,0,0,2.98,"Endres, A B"
ACE,411,62829,Environment and Development,16,14,10,6,6,0,0,0,1,1,0,1,1,0,3.56,"Baylis, Katherine R"
ACE,427,64899,Commodity Price Analysis,5,11,11,6,13,2,1,3,1,0,1,0,1,1,3.27,"Mallory, Mindy L"
ACE,428,43123,Commodity Futures and Options,3,4,12,3,3,11,2,6,3,3,1,2,0,0,2.8,"Cruz, Jose C"
ACE,432,57775,Farm Management,19,7,3,1,0,1,0,0,0,0,0,0,0,0,3.91,"Kuethe, Todd H"
ACE,435,29710,Global Agribusiness Management,27,15,15,12,11,7,1,2,1,1,0,0,0,0,3.52,"Michelson, Hope C"
ACE,444,51727,Finan Serv & Invest Plan,0,8,8,9,13,4,2,2,0,0,0,0,0,0,3.25,"Schnitkey, Gary D"
ACE,444,56181,Finan Serv & Invest Plan,2,13,6,4,7,5,0,0,0,0,0,0,0,0,3.51,"Schnitkey, Gary D"
ACE,455,56174,Intl Trade in Food and Agr,28,17,10,5,6,1,1,0,0,0,0,0,2,1,3.66,"Baylis, Katherine R"
ACES,101,51577,Contemporary Issues in ACES,13,5,1,0,1,1,0,2,0,0,0,0,0,0,3.71,"Palma Salgado, Sindy P"
ACES,101,62120,Contemporary Issues in ACES,0,17,8,0,1,0,0,1,1,0,0,0,0,1,3.72,"Moore, Stephanie S"
ACES,101,51579,Contemporary Issues in ACES,2,18,2,1,2,1,0,0,1,0,0,0,1,0,3.61,"Nelson, Scott B"
ACES,101,51582,Contemporary Issues in ACES,8,12,3,4,0,0,0,0,0,0,0,0,2,0,3.6,"Sizemore, Courtni R"
ACES,101,51586,Contemporary Issues in ACES,0,11,7,2,4,1,1,3,1,0,0,0,0,0,3.37,"Ang, Qi Qi Amanda"
ACES,101,51587,Contemporary Issues in ACES,2,14,6,1,1,3,2,0,0,0,0,0,1,0,3.5,"Munaretto, Claire M"
ACES,101,51588,Contemporary Issues in ACES,1,13,6,1,3,1,0,1,0,0,0,0,1,0,3.52,"Munaretto, Claire M"
ACES,101,51590,Contemporary Issues in ACES,7,7,5,1,2,0,2,0,0,1,1,0,1,0,3.36,"Li, Kailiang"
ACES,101,51594,Contemporary Issues in ACES,4,15,4,1,1,1,0,0,0,0,0,0,2,0,3.56,"Sizemore, Courtni R"
ACES,101,51596,Contemporary Issues in ACES,1,15,8,0,0,0,0,0,1,0,0,0,0,0,3.8,"Nelson, Scott B"
ACES,101,51600,Contemporary Issues in ACES,0,12,3,3,1,0,2,0,0,0,0,0,0,0,3.65,"Ang, Qi Qi Amanda"
ACES,101,51601,Contemporary Issues in ACES,7,12,4,3,0,0,1,0,0,0,0,0,2,0,3.55,"Sizemore, Courtni R"
ACES,179,61977,History of Ag in IL Since 1860,4,6,6,3,2,1,0,1,1,0,0,0,2,0,3.24,"Reid, Debra A"
ACES,179,61978,History of Ag in IL Since 1860,1,7,4,3,4,2,1,1,1,0,0,0,1,0,3.2,"Reid, Debra A"
ADV,150,61084,Introduction to Advertising,7,36,4,2,7,0,1,0,0,0,0,0,0,0,3.8,"Hall, Steven R"
ADV,150,61085,Introduction to Advertising,35,173,1,14,81,0,1,16,0,2,1,0,3,1,3.56,"Hall, Steven R"
ADV,281,61086,Advertising Research Methods,2,7,10,14,14,4,6,13,3,5,2,1,3,1,2.69,"Wise, Kevin R"
ADV,283,65173,Advertising and Brand Strategy,0,23,9,4,1,2,1,0,0,0,0,0,0,0,3.73,"Mabry-Flynn, Amanda D"
ADV,283,62716,Advertising and Brand Strategy,0,32,9,4,2,1,0,0,0,0,0,0,0,0,3.81,"Mabry-Flynn, Amanda D"
ADV,283,64451,Advertising and Brand Strategy,1,22,19,1,0,0,0,0,0,0,0,0,2,0,3.67,"Raquel, Steve A"
ADV,284,62721,Consumer Insight,0,18,22,6,6,0,0,0,0,0,0,0,0,0,3.67,"Duff, Brittany"
ADV,284,65174,Consumer Insight,0,25,15,7,2,1,1,1,0,0,0,0,0,0,3.68,"Das, Susmita"
ADV,310,57971,Intro to Public Relations,0,33,16,22,29,7,6,8,3,0,2,1,0,0,3.21,"Yao, Mike Z"
ADV,311,66827,Classic Campaigns,0,13,16,11,10,2,1,0,0,0,0,0,0,0,3.49,"Chambers, Jason P"
ADV,390,61087,Content Creation,0,22,26,22,37,23,8,6,1,1,0,0,1,0,3.15,"Sheldon, Peter S"
ADV,410,51297,Public Relations Strategies,1,19,12,14,5,0,2,1,1,0,0,0,0,0,3.53,"Oh, Sanghwa"
ADV,460,62726,Innovation in Advertising,1,37,8,8,6,0,3,3,1,1,0,0,0,0,3.56,"Hartmann, Nathaniel B"
ADV,460,61094,Innovation in Advertising,29,6,5,9,4,5,5,2,0,1,0,0,1,0,3.44,"Ham, Chang Dae"
ADV,483,29757,Audience Analysis,0,2,4,14,16,8,1,0,0,0,0,0,0,0,3.13,"Wise, Kevin R"
ADV,483,51300,Audience Analysis,1,6,24,13,4,1,1,0,0,0,0,0,0,0,3.53,"Sar, Sela"
ADV,490,59683,Sports PR,0,15,10,1,0,1,1,0,0,0,0,0,1,0,3.62,"Raquel, Steve A"
ADV,490,66376,Social Media Analytics,4,24,1,0,0,1,0,0,0,0,0,0,0,0,3.94,"Yun, Joseph T"
ADV,498,64458,The Sandage Project,0,9,12,5,0,0,0,0,0,0,0,0,0,0,3.72,"Meron, Shachar"
AE,100,46515,Intro to Aerospace Engineering,0,28,4,0,4,2,0,0,0,0,0,0,0,0,3.79,"Woodard, Brian S"
AE,100,63909,Intro to Aerospace Engineering,9,14,7,4,2,1,0,0,0,0,0,0,0,0,3.78,"Langbort, Cedric"
AE,100,46516,Intro to Aerospace Engineering,10,18,2,0,2,0,0,1,0,0,0,0,1,0,3.75,"Geubelle, Philippe H"
AE,199,61243,Computer Aided Design,0,21,5,3,5,1,1,1,0,0,0,0,1,0,3.54,"Woodard, Brian S"
AE,199,63338,Computer Aided Design,1,22,6,9,1,1,1,0,0,0,1,0,2,0,3.48,"Woodard, Brian S"
AE,202,55736,Aerospace Flight Mechanics,7,6,7,2,5,4,0,0,3,0,0,0,0,0,3.38,"Chilan, Christian M"
AE,311,29785,Incompressible Flow,2,10,15,17,20,16,15,11,1,1,0,1,1,0,2.94,"Selig, Michael S"
AE,321,29786,Mechs of Aerospace Structures,3,6,10,8,11,10,10,9,8,11,9,6,17,0,2.05,"Chasiotis, Ioannis"
AE,352,29788,Aerospace Dynamical Systems,8,16,19,7,13,9,0,0,2,0,0,0,2,0,3.36,"Ho, Koki"
AE,353,66644,Aerospace Control Systems,0,6,12,10,14,0,4,3,0,0,1,0,0,0,3.19,"Voulgaris, Petros G"
AE,402,29794,Orbital Mechanics,5,12,16,9,22,12,0,0,0,0,0,0,0,0,3.36,"Prussing, John E"
AE,412,29800,Viscous Flow & Heat Transfer,3,13,10,5,3,1,1,1,0,0,1,0,0,0,3.54,"Bodony, Daniel J"
AE,416,29803,Applied Aerodynamics,1,17,5,5,9,11,3,2,2,4,1,0,2,0,3.01,"Ansell, Phillip J"
AE,433,29787,Aerospace Propulsion,0,33,23,19,16,9,7,8,2,2,2,1,1,0,3.2,"Panesi, Marco"
AE,442,57765,Aerospace Systems Design I,10,12,7,7,15,3,5,3,7,0,0,0,1,0,3.13,"D'Urso, Steven J"
AE,442,57766,Aerospace Systems Design I,0,12,8,13,9,1,0,1,0,1,0,0,3,1,3.2,"Burton, Rodney L"
