Subject,Course ,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ACCY,302,30232,Decision Making for Atg,0,2,11,5,4,2,1,0,0,0,0,0,1,0,3.26,"Fanning, Kirsten B"
ACCY,302,30255,Decision Making for Atg,2,1,8,2,4,1,3,0,0,0,1,0,0,0,3.21,"Shin, Jae Yong"
ACCY,303,30267,Atg Institutions and Reg,7,5,2,4,3,2,2,3,1,0,0,0,1,0,3.18,"Godsell, David"
ACCY,303,30271,Atg Institutions and Reg,5,2,5,2,4,3,2,0,2,0,1,1,0,0,3.06,"Schwartz, Rachel"
ACCY,303,30274,Atg Institutions and Reg,0,3,4,2,2,3,5,2,1,1,0,0,3,1,2.54,"Godsell, David"
ACCY,303,30276,Atg Institutions and Reg,3,9,4,2,4,1,0,1,0,2,0,0,1,1,3.28,"Godsell, David"
ACCY,303,30278,Atg Institutions and Reg,2,8,9,4,3,2,0,0,0,0,1,1,0,0,3.41,"Schwartz, Rachel"
ACCY,303,46358,Atg Institutions and Reg,6,7,2,5,3,3,0,1,0,0,0,0,0,0,3.52,"Schwartz, Rachel"
ACCY,304,30286,Accounting Control Systems,1,1,10,13,5,2,0,0,0,1,0,0,0,1,3.32,"Li, Wei"
ACCY,304,30291,Accounting Control Systems,4,11,6,7,1,1,3,0,1,0,0,0,0,1,3.52,"Wu, Martin G"
ACCY,304,30294,Accounting Control Systems,5,4,10,6,4,3,2,0,1,0,0,0,0,0,3.4,"Wu, Martin G"
ACCY,304,30296,Accounting Control Systems,1,8,6,9,7,0,1,0,0,0,0,0,1,0,3.37,"Hayne, Christie"
ACCY,304,30299,Accounting Control Systems,0,5,7,7,10,2,1,2,0,0,0,0,0,0,3.26,"Hayne, Christie"
ACCY,312,30334,Principles of Taxation,0,4,4,8,3,0,2,1,0,1,0,0,1,0,3.1,"Hutchens, Michelle L"
ACCY,312,30335,Principles of Taxation,0,4,7,7,1,0,2,1,0,0,0,0,0,0,3.39,"Hutchens, Michelle L"
ACCY,312,30336,Principles of Taxation,0,10,0,0,12,0,0,3,0,0,0,0,0,0,3.28,"Holder, Daniel E"
ACCY,312,39460,Principles of Taxation,0,3,6,7,3,2,3,0,0,0,0,0,0,0,3.28,"Hutchens, Michelle L"
ACCY,312,48959,Principles of Taxation,0,14,0,0,7,0,0,3,0,0,1,0,0,0,3.36,"Holder, Charles B"
ACCY,312,56978,Principles of Taxation,0,14,0,0,9,0,0,2,0,0,0,0,0,0,3.48,"Holder, Daniel E"
ACCY,312,63525,Principles of Taxation,0,14,0,0,4,0,0,2,1,0,0,0,2,0,3.2,"Holder, Charles B"
ACCY,398,30412,Practical Problems in Atg,93,6,1,0,0,0,0,2,0,0,0,0,0,0,3.96,"Nekrasz, Frank"
ACCY,405,30311,Assurance and Attestation,0,2,6,11,5,2,3,0,0,0,0,0,0,0,3.24,"Thompson, Anne M"
ACCY,405,30315,Assurance and Attestation,0,5,11,12,2,2,0,1,0,0,0,0,0,0,3.44,"Thompson, Anne M"
ACCY,405,30324,Assurance and Attestation,0,4,6,18,1,1,2,2,0,0,0,0,0,0,3.3,"Thompson, Anne M"
ACCY,410,60044,Advanced Financial Reporting,1,5,3,1,13,3,2,2,1,2,0,0,0,0,2.99,"Chen, Ciao-Wei"
ACCY,410,60045,Advanced Financial Reporting,6,2,9,5,6,4,3,0,0,0,0,0,0,0,3.34,"Urcan, Oktay"
ACCY,410,61733,Advanced Financial Reporting,10,5,3,4,9,2,0,1,0,1,0,0,0,0,3.4,"Chen, Ciao-Wei"
ACCY,410,61734,Advanced Financial Reporting,4,8,5,3,6,1,2,2,1,1,0,0,0,0,3.29,"Chen, Ciao-Wei"
ACCY,410,61745,Advanced Financial Reporting,0,3,4,4,5,5,1,0,0,0,2,0,1,0,2.92,"Kustanovich, Michael"
ACCY,410,61758,Advanced Financial Reporting,4,13,10,2,3,2,0,0,0,0,0,0,0,0,3.67,"Kustanovich, Michael"
ACCY,410,61759,Advanced Financial Reporting,8,4,4,7,3,5,3,0,0,0,0,0,0,0,3.4,"Urcan, Oktay"
ACCY,415,63502,Auditing Stds and Practice,0,9,4,0,7,1,0,0,0,1,0,0,0,0,3.44,"Pesch, Heather L"
ACCY,415,63503,Auditing Stds and Practice,0,7,1,0,11,0,0,4,0,1,1,1,0,0,2.91,"Pesch, Heather L"
ACCY,415,65157,Auditing Stds and Practice,0,2,2,2,7,2,1,6,2,1,0,1,0,0,2.62,"Chatterton, Angel"
ACCY,415,65158,Auditing Stds and Practice,0,2,4,3,10,3,1,1,0,0,0,0,1,0,3,"Chatterton, Angel"
ACCY,415,65159,Auditing Stds and Practice,0,18,0,0,3,0,0,1,0,0,0,1,0,0,3.64,"Pesch, Heather L"
ACCY,451,61741,Advanced Income Tax Problems,1,8,4,7,9,5,1,1,0,0,0,0,0,0,3.31,"Hutchens, Matthew"
ACCY,451,61743,Advanced Income Tax Problems,5,11,9,4,9,2,2,0,0,0,0,0,0,0,3.52,"Hutchens, Matthew"
ACCY,451,65160,Advanced Income Tax Problems,1,11,9,4,8,6,4,0,0,1,0,0,0,0,3.3,"Hutchens, Matthew"
ACCY,500,67786,"Atg Measuremnt, Rpting & Cntrl",100,90,99,70,17,0,0,0,0,0,0,0,1,0,3.73,"Urcan, Oktay"
ACCY,500,67787,"Atg Measuremnt, Rpting & Cntrl",5,15,6,9,8,0,0,0,0,0,0,0,8,0,3.06,"Urcan, Oktay"
ACCY,502,67590,Accounting Analysis II A,1,8,7,5,1,0,0,1,0,0,0,0,0,0,3.62,"Hepp, John"
ACCY,502,67591,Accounting Analysis II B,0,10,10,2,1,0,0,0,0,0,0,0,0,0,3.75,"Hepp, John"
ACCY,503,67610,Managerial Accounting A,0,31,15,6,8,0,0,0,0,0,0,0,0,0,3.72,"Hecht, Gary W"
ACCY,503,67611,Managerial Accounting B,0,29,11,7,7,2,1,1,0,0,0,0,0,0,3.63,"Hecht, Gary W"
ACCY,503,49296,Managerial Accounting,0,15,11,13,2,0,0,0,0,0,0,0,0,0,3.65,"Williamson, Michael"
ACCY,506,66494,Advanced Topics in Accounting,1,7,0,5,10,6,0,3,0,0,0,0,0,0,3.15,"Ahmed, Waqar"
ACCY,506,66495,Advanced Topics in Accounting,4,1,3,4,14,3,0,3,0,0,0,0,0,0,3.14,"Ahmed, Waqar"
ACCY,506,66496,Advanced Topics in Accounting,1,0,0,4,10,8,0,5,0,0,1,0,0,0,2.75,"Ahmed, Waqar"
ACCY,510,44465,Financial Reporting Standards,7,9,0,3,5,1,1,0,0,0,0,0,0,0,3.62,"Steward, Cynthia G"
ACCY,510,44865,Financial Reporting Standards,2,10,0,4,10,0,1,0,0,0,0,0,0,0,3.47,"Steward, Cynthia G"
ACCY,510,46889,Financial Reporting Standards,2,4,8,4,4,4,0,0,0,0,0,0,0,0,3.44,"Hepp, John"
ACCY,510,46890,Financial Reporting Standards,3,3,9,5,3,3,0,0,0,0,0,0,0,0,3.49,"Hepp, John"
ACCY,511,50329,External Risk Measurement/Rept,0,6,13,3,3,0,0,0,0,0,0,0,0,0,3.63,"Abdel-Khalik, Ahmed R"
ACCY,512,30436,Internal Risk Measurement/Rept,3,8,6,12,0,1,0,0,0,0,0,0,0,0,3.62,"Chen, Xiaoling"
ACCY,515,44467,Auditing & Assurance Standards,0,5,14,10,4,3,0,0,0,0,0,0,0,0,3.46,"Williams, Devin J"
ACCY,515,46360,Auditing & Assurance Standards,0,9,6,7,5,4,1,1,0,0,0,0,0,0,3.37,"Williams, Devin J"
ACCY,517,30428,Financial Statement Analysis,0,11,5,4,5,0,0,0,0,0,0,0,0,0,3.63,"Ibrahim, Adel Nematallah"
ACCY,517,30431,Financial Statement Analysis,4,21,0,4,3,0,0,0,0,0,0,0,0,0,3.82,"Li, Yue"
ACCY,517,61747,Financial Statement Analysis,0,17,0,4,4,3,0,0,0,0,0,0,0,0,3.62,"Ibrahim, Adel Nematallah"
ACCY,517,63200,Financial Statement Analysis,2,29,0,7,4,1,0,0,0,0,0,0,0,0,3.77,"Li, Yue"
ACCY,517,63201,Financial Statement Analysis,1,24,9,2,2,0,0,0,0,0,0,0,0,0,3.83,"Jackson, Kevin"
ACCY,517,63202,Financial Statement Analysis,0,12,5,3,4,2,0,0,0,0,0,0,0,0,3.6,"Ibrahim, Adel Nematallah"
ACCY,517,63203,Financial Statement Analysis,6,15,8,1,5,0,0,0,0,0,0,0,0,0,3.76,"Jackson, Kevin"
ACCY,552,30438,Partnership Income Taxation,0,8,0,8,10,0,0,0,0,0,0,0,0,0,3.41,"Sternburg, Thomas"
ACCY,552,30440,Partnership Income Taxation,0,7,6,4,11,0,0,0,0,0,0,0,0,0,3.44,"Sternburg, Thomas"
ACCY,555,58919,Income Tax Accounting,1,3,7,2,7,3,0,1,0,0,0,0,0,0,3.31,"Lawler, Michael R"
ACCY,561,60437,Taxes and Business Strategy,0,13,6,2,3,0,0,0,0,0,0,0,0,0,3.74,"Whitlock, Brian T"
ACCY,563,66930,Consolidated Returns,2,6,6,6,2,2,0,0,0,0,0,0,0,0,3.56,"Kalish, Kent J"
ACCY,564,66934,Reorganizations,2,3,12,4,2,1,0,0,0,0,0,0,0,0,3.58,"McAlpine, William C"
ACCY,570,67615,Data Analytics for Acct A,1,9,6,2,2,2,1,0,0,0,0,0,1,0,3.43,"Brunner, Robert J"
ACCY,570,67616,Data Analytics for Acct B,0,16,2,1,1,1,1,0,0,0,0,0,0,0,3.76,"Brunner, Robert J"
ACCY,575,67002,Data Analytics Apps in ACCY,0,14,7,2,0,0,0,0,0,0,0,0,0,0,3.84,"Anand, Vikrant V"
ACCY,575,66491,Data Analytics Apps in ACCY,1,8,12,1,0,0,0,0,0,0,0,0,0,0,3.79,"Hobson, Jessen L"
ACCY,575,66492,Data Analytics Apps in ACCY,0,8,12,2,1,0,0,0,0,0,0,0,0,0,3.73,"Hobson, Jessen L"
ACE,100,30470,Agr Cons and Resource Econ,2,1,4,1,2,3,1,2,3,0,2,0,1,0,2.61,"Gundersen, Lisa C"
ACE,161,30503,Microcomputer Applications,0,20,0,0,4,0,0,2,0,0,0,0,0,0,3.69,"Rogalla, Valerie"
ACE,161,48868,Microcomputer Applications,0,18,0,2,3,0,0,0,0,0,1,0,0,0,3.69,"Parthum, Bryan M"
ACE,161,30486,Microcomputer Applications,0,23,0,0,3,0,0,0,0,0,0,0,0,0,3.88,"Lo, Alexander C"
ACE,161,30504,Microcomputer Applications,0,14,0,0,8,0,0,2,0,0,0,0,0,1,3.5,"Rogalla, Valerie"
ACE,161,30505,Microcomputer Applications,0,15,0,0,8,0,0,4,0,0,0,0,0,0,3.41,"Lo, Alexander C"
ACE,161,30487,Microcomputer Applications,0,21,0,0,4,0,0,2,0,0,0,0,0,0,3.7,"Lo, Alexander C"
ACE,161,30507,Microcomputer Applications,0,23,0,0,4,0,0,0,0,0,0,0,0,0,3.85,"Lo, Alexander C"
ACE,161,30489,Microcomputer Applications,0,24,0,0,0,0,0,1,0,0,0,0,0,0,3.92,"Lo, Alexander C"
ACE,161,30509,Microcomputer Applications,0,35,0,0,9,0,0,1,0,0,2,0,0,0,3.64,"Rogalla, Valerie"
ACE,161,30491,Microcomputer Applications,0,24,0,0,3,0,0,0,0,0,0,0,0,0,3.89,"Lo, Alexander C"
ACE,161,30513,Microcomputer Applications,0,35,0,0,9,0,0,1,0,0,1,0,0,0,3.7,"Rogalla, Valerie"
ACE,161,30493,Microcomputer Applications,0,22,0,0,3,0,0,0,0,0,1,0,0,0,3.77,"Rogalla, Valerie"
ACE,161,30494,Microcomputer Applications,0,20,0,0,4,0,0,0,0,0,0,0,1,0,3.68,"Rogalla, Valerie"
ACE,161,48873,Microcomputer Applications,0,22,0,1,3,0,0,0,0,1,0,0,0,0,3.77,"Parthum, Bryan M"
ACE,210,30528,Environmental Economics,21,37,10,14,11,3,0,3,0,0,0,0,1,0,3.62,"Ando, Amy W"
ACE,231,55458,Food and Agribusiness Mgt,9,44,48,35,19,13,2,2,2,2,1,0,3,0,3.4,"Stoddard, Paul B"
ACE,232,30577,Management of Farm Enterprises,6,15,19,9,7,9,4,5,1,0,1,0,1,0,3.26,"Stoddard, Paul B"
ACE,240,55444,Personal Financial Planning,83,106,1,0,19,0,0,10,0,0,0,0,1,1,3.8,"Lemoine, Craig"
ACE,251,39440,The World Food Economy,0,18,3,13,13,7,6,4,3,1,0,0,0,0,3.12,"Gundersen, Craig"
ACE,254,44225,Economic Systems in Africa,0,5,0,2,6,2,0,5,1,1,3,0,1,1,2.54,"Allen-Smith, Joyce E"
ACE,261,60578,Applied Statistical Methods,11,16,4,8,3,4,1,2,0,0,0,0,0,1,3.58,"Serra Devesa, Maria Teres"
ACE,270,30581,Consumer Economics,0,8,8,6,14,7,6,5,4,0,0,0,2,0,2.88,"Gundersen, Craig"
ACE,310,60459,Natural Resource Economics,5,19,13,6,14,6,7,1,2,0,0,0,0,1,3.33,"Brazee, Richard J"
ACE,335,68043,Food Marketing and Behavior,1,11,3,2,3,3,0,2,0,1,0,0,0,0,3.39,"Ellison, Brenna"
ACE,360,53547,Spreadsheet Models & Applic,11,8,9,9,3,2,3,0,1,0,1,0,1,0,3.4,"Doehring, Todd A"
ACE,360,53546,Spreadsheet Models & Applic,11,11,13,8,5,5,1,2,0,0,0,0,0,0,3.52,"Doehring, Todd A"
ACE,403,30588,Agricultural Law,0,2,10,11,5,1,1,0,1,0,0,0,0,0,3.32,"Coppess, Jonathan"
ACE,427,30592,Commodity Price Analysis,4,5,9,8,8,8,6,2,4,3,0,0,0,0,2.98,"Irwin, Scott H"
ACE,428,57692,Commodity Futures and Options,2,5,5,6,4,1,3,2,0,0,0,0,0,0,3.29,"Yan, Lei"
ACE,431,30593,Agri-food Strategic Management,0,11,8,2,7,7,3,2,2,0,0,0,0,0,3.19,"Ellison, Brenna"
ACE,435,58953,Global Agribusiness Management,4,15,14,11,18,4,0,4,0,0,0,0,0,0,3.38,"Schnitkey, Gary D"
ACE,440,55460,Finan Plan for Professionals,0,1,5,1,9,4,1,1,2,0,0,0,0,0,2.96,"Allen, Sharon C"
ACE,444,55323,Finan Serv & Invest Plan,3,9,4,2,1,0,0,3,3,1,2,0,0,0,3.1,"Sherrick, Bruce J"
ACE,446,49906,Modeling App's Finan Plan,4,22,0,1,4,3,5,7,1,0,3,0,2,1,3.03,"Sherrick, Bruce J"
ACE,448,30597,Rural Real Estate Appraisal,7,5,0,6,6,3,1,4,0,0,0,0,0,0,3.27,"Moss, LeeAnn E"
ACE,449,52915,Retirement & Benefit Planning,1,15,11,5,13,2,1,2,0,1,2,1,0,1,3.25,"Xu, Yilan"
ACE,456,45927,Agr and Food Policies,8,2,2,4,13,4,2,0,1,0,0,0,1,0,3.17,"Gramig, Benjamin"
ACE,474,30604,Econ of Consumption,0,4,2,3,5,5,3,3,5,0,1,1,1,0,2.57,"Lyons, Angela C"
ACE,476,62223,Family Economics,0,8,7,9,6,3,0,8,2,0,0,1,1,0,2.97,"Lyons, Angela C"
ADV,150,60077,Introduction to Advertising,52,73,5,5,26,6,4,8,0,0,5,0,5,1,3.49,"Hall, Steven R"
ADV,281,60079,Advertising Research Methods,2,5,0,6,9,0,5,0,0,2,0,1,0,0,3,"Ryu, Sann H"
ADV,281,60083,Advertising Research Methods,0,23,4,2,52,1,1,14,1,0,0,0,0,0,3.1,"Vargas, Patrick T"
ADV,283,60080,Advertising and Brand Strategy,0,34,14,5,0,1,0,0,0,0,0,0,0,0,3.83,"Mabry-Flynn, Amanda D"
ADV,283,60081,Advertising and Brand Strategy,0,27,16,7,2,3,0,0,0,0,0,0,0,0,3.71,"Mabry-Flynn, Amanda D"
ADV,284,60082,Consumer Insight,7,15,27,2,2,2,0,0,0,0,0,0,0,0,3.73,"Ahn, Regina"
ADV,284,60111,Consumer Insight,0,10,18,12,5,2,1,1,0,0,0,1,0,0,3.43,"Yao, Jiachen"
ADV,290,67034,Sports PR,7,12,12,2,2,1,0,0,0,0,0,0,0,0,3.76,"Raquel, Steve A"
ADV,305,67033,Digital ADV Content,1,32,2,1,8,1,2,1,1,0,0,0,0,0,3.63,"Yao, Mike Z"
ADV,310,54936,Intro to Public Relations,3,24,20,7,34,12,2,11,3,0,2,0,1,0,3.13,"Wirtz, John"
ADV,311,65258,Classic Campaigns,0,12,14,12,11,1,0,0,0,0,1,0,0,0,3.45,"Chambers, Jason P"
ADV,312,60084,Advertising History,0,0,1,8,6,6,2,3,0,0,1,1,0,0,2.74,"Chambers, Jason P"
ADV,390,60085,Content Creation,0,13,12,14,22,12,4,5,3,1,0,1,1,1,3.03,"Sheldon, Peter S"
ADV,393,60086,Advertising and Society,0,33,21,5,3,1,1,2,1,0,0,0,0,0,3.66,"Nelson, Michelle R"
ADV,410,50144,Public Relations Strategies,0,16,8,6,4,1,0,0,0,0,0,0,0,0,3.66,"Oh, Sanghwa"
ADV,410,39501,Public Relations Strategies,0,6,11,7,6,1,1,1,0,1,0,0,0,0,3.35,"Oh, Sanghwa"
ADV,460,60087,Innovation in Advertising,0,30,8,7,4,3,0,2,1,0,0,0,0,0,3.61,"Ham, Chang Dae"
ADV,460,61526,Innovation in Advertising,0,19,5,12,7,10,3,2,1,0,0,0,0,1,3.3,"Ham, Chang Dae"
ADV,483,50150,Audience Analysis,2,7,23,16,5,0,0,0,0,0,0,0,0,0,3.56,"Taneja, Harsh"
ADV,483,30740,Audience Analysis,5,2,28,14,3,0,0,0,0,0,0,0,0,0,3.58,"Taneja, Harsh"
ADV,492,64125,Tech and Advertising Campaigns,2,29,1,2,0,0,0,0,0,0,0,0,0,0,3.95,"Yao, Mike Z"
ADV,498,63426,The Sandage Project,0,25,1,0,1,0,0,0,0,0,0,0,0,0,3.95,"Meron, Shachar"
AE,199,59233,Computer-Aided Design,0,14,5,5,3,0,0,1,1,0,1,0,1,0,3.38,"Laystrom-Woodar, Julia K"
AE,199,61002,Computer-Aided Design,1,16,8,3,0,4,1,1,0,0,0,0,0,0,3.6,"Laystrom-Woodar, Julia K"
AE,202,54415,Aerospace Flight Mechanics,4,10,21,13,9,6,0,3,2,0,2,0,2,0,3.2,"Langbort, Cedric"
AE,311,65567,Incompressible Flow,1,11,1,2,14,0,0,7,0,0,2,0,4,0,2.77,"Dutton, J C"
AE,312,29874,Compressible Flow,2,16,9,16,23,11,4,9,5,2,1,1,0,0,3,"Woodard, Brian S"
AE,321,65568,Mechs of Aerospace Structures,1,8,4,5,3,1,3,3,2,1,2,3,9,0,2.24,"Lambros, John"
AE,323,54418,Applied Aerospace Structures,6,7,8,9,13,9,10,12,8,2,4,0,2,0,2.69,"Geubelle, Philippe H"
AE,352,65569,Aerospace Dynamical Systems,5,9,10,12,15,10,1,1,2,3,0,2,0,0,3.11,"Lingala, Nishanth"
AE,353,29907,Aerospace Control Systems,9,19,12,6,5,3,3,0,1,1,2,0,3,1,3.3,"Hanley, David J"
AE,370,54470,Aerospace Numerical Methods,3,24,7,15,24,13,4,6,4,0,4,0,1,0,3.07,"Chew, Huck Beng"
AE,403,29973,Spacecraft Attitude Control,9,8,10,6,0,3,0,0,0,0,0,0,0,0,3.7,"Ho, Koki"
AE,410,29954,Computational Aerodynamics,8,16,2,1,5,0,0,3,1,0,0,1,0,0,3.51,"Bodony, Daniel J"
AE,419,29960,Aircraft Flight Mechanics,0,13,13,6,8,4,1,1,1,0,0,0,0,0,3.43,"Ansell, Phillip J"
AE,434,29970,Rocket Propulsion,0,7,1,10,5,2,0,2,1,0,0,0,0,0,3.26,"Levin Fliflet, Deborah"
AE,435,29965,Electric Propulsion,0,6,4,2,7,4,3,1,0,0,3,0,0,0,3,"Rovey, Joshua L"
AE,443,56779,Aerospace Systems Design II,6,9,28,10,7,2,0,0,0,0,0,0,0,0,3.59,"Tran, Huy T"
AE,443,56782,Aerospace Systems Design II,3,27,7,6,4,4,1,0,0,0,0,0,0,0,3.67,"Putnam, Zachary R"
AE,461,54458,Structures & Control Lab,7,26,46,22,14,0,2,0,1,0,0,0,0,0,3.58,"Chasiotis, Ioannis"
AE,498,57632,Uninhabited Aerial Vehicle,0,11,10,1,0,0,0,0,0,0,0,0,0,0,3.82,"Elliott, Gregory S"
AFRO,100,46379,Intro to African American St,5,4,9,4,5,2,1,1,0,0,0,0,1,1,3.34,"Bailey, Ronald W"
AFRO,100,46380,Intro to African American St,1,5,8,2,5,0,1,5,0,0,0,0,3,1,2.91,"Bailey, Ronald W"
AFRO,132,65553,African American Music,0,11,6,4,1,3,1,1,0,0,0,0,1,0,3.38,"Meyers, John P"
AFRO,231,63821,Lang Diff Dis: American Persp,7,55,0,0,5,0,0,0,0,0,0,0,1,0,3.87,"Proctor, Frances A"
AGCM,315,60158,Emerging Media,0,13,3,0,3,1,0,0,0,0,0,0,2,0,3.39,"Cupps-Miller, Heather A"
AGED,260,58723,Intro to Leadership Studies,37,47,18,15,9,7,9,6,3,0,1,1,2,2,3.47,"Burgoon, Lisa A"
AGED,380,47949,Leadership in Groups and Teams,9,13,17,10,9,2,3,1,0,0,0,0,0,0,3.52,"Rosch, David M"
AGED,480,54403,Collaborative Leadership,7,21,3,0,1,0,0,0,0,0,0,0,0,0,3.94,"Macke, Tiffany B"
AGED,480,58805,Collaborative Leadership,3,18,6,3,1,0,0,0,0,0,0,0,0,1,3.84,"Keating, Kari H"
AGED,480,62305,Collaborative Leadership,4,16,1,2,1,0,0,0,0,0,0,0,0,0,3.89,"Macke, Tiffany B"
AHS,494,65380,Accessible Electronic Material,1,14,5,2,1,1,0,0,0,0,0,0,0,0,3.78,"Offenstein, Timothy L"
AHS,494,65381,Design Accessible Web Res,0,20,4,1,0,1,0,0,0,0,0,0,0,0,3.87,"Offenstein, Timothy L"
