CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
36489,ACCY,201,Accounting and Accountancy I,AD8,DIS,120158,"Cantieri, Kristen E",4,6,3,5,2,5,1,0,0,0,1,0,0,0,3.35,1.303241152,0.37037037
36494,ACCY,201,Accounting and Accountancy I,ADA,DIS,120158,"Dieckman, Carissa M",3,5,4,2,4,8,4,0,2,0,0,0,1,0,3.01,1.673031181,0.242424242
36496,ACCY,201,Accounting and Accountancy I,ADB,DIS,120158,"Ditman, Stephen M",2,7,4,3,7,2,0,2,0,0,0,0,1,0,3.25,1.605070092,0.321428571
36499,ACCY,201,Accounting and Accountancy I,ADC,DIS,120158,"Nagle, Amy E",3,1,5,3,4,6,3,1,2,0,1,0,2,0,2.76,1.744800067,0.129032258
36502,ACCY,201,Accounting and Accountancy I,ADD,DIS,120158,"Schwarzhaupt, Michael C",3,6,2,4,4,4,2,0,2,0,1,0,3,0,2.85,2.130199521,0.290322581
36506,ACCY,201,Accounting and Accountancy I,ADE,DIS,120158,"Rallo, Tyler M",4,5,2,2,2,2,2,4,2,0,0,0,0,3,3.09,1.43257732,0.36
36509,ACCY,201,Accounting and Accountancy I,ADF,DIS,120158,"Wojnarowski, Michelle L",2,2,6,4,3,4,2,3,2,0,0,0,2,1,2.83,1.795967706,0.133333333
36516,ACCY,201,Accounting and Accountancy I,ADH,DIS,120158,"Nagle, Amy E",7,5,4,4,6,2,1,1,1,0,1,0,0,0,3.32,1.352804494,0.375
36522,ACCY,201,Accounting and Accountancy I,ADI,DIS,120158,"Rallo, Tyler M",1,3,5,7,3,5,0,3,0,0,0,0,1,1,3.07,1.556165158,0.142857143
36526,ACCY,201,Accounting and Accountancy I,ADJ,DIS,120158,"Shannon, Ryan P",5,4,1,3,1,7,1,0,3,0,2,0,0,1,2.99,1.63131508,0.333333333
36536,ACCY,201,Accounting and Accountancy I,ADL,DIS,120158,"Schwarzhaupt, Michael C",1,7,4,3,2,6,2,2,2,0,1,0,1,0,2.96,1.653964933,0.258064516
36538,ACCY,201,Accounting and Accountancy I,ADM,DIS,120158,"Shannon, Ryan P",4,5,5,4,5,6,0,3,0,0,0,0,2,0,3.08,2.034195173,0.264705882
36543,ACCY,201,Accounting and Accountancy I,ADN,DIS,120158,"Wojnarowski, Michelle L",4,5,1,2,2,8,1,1,1,0,1,0,1,0,2.99,1.55419374,0.333333333
36552,ACCY,202,Accounting and Accountancy II,AD1,DIS,120158,"Shanahan, Michael J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36556,ACCY,202,Accounting and Accountancy II,AD2,DIS,120158,"Shanahan, Michael J",4,11,2,10,7,0,5,1,0,0,0,0,0,0,3.38,1.453173866,0.375
36560,ACCY,202,Accounting and Accountancy II,AD3,DIS,120158,"Grembowski, Tessa V",7,8,1,5,6,1,1,4,1,0,0,0,3,0,3.05,2.216134021,0.405405405
36565,ACCY,202,Accounting and Accountancy II,AD4,DIS,120158,"Grembowski, Tessa V",12,16,2,4,4,0,0,0,0,0,0,0,0,2,3.81,0.969515343,0.736842105
36568,ACCY,202,Accounting and Accountancy II,AD5,DIS,120158,"Stieren, Brandon K",6,7,0,9,7,2,1,7,0,0,0,0,0,0,3.2,1.693685753,0.333333333
36574,ACCY,202,Accounting and Accountancy II,AD6,DIS,120158,"Stieren, Brandon K",5,11,2,9,8,3,2,3,1,0,1,0,0,0,3.26,1.574547554,0.355555556
36577,ACCY,301,Atg Measurement & Disclosure,AE1,LCD,120158,"Finnegan, Thomas",1,8,10,8,4,5,1,1,0,0,0,0,0,0,3.4,1.144552314,0.236842105
36581,ACCY,301,Atg Measurement & Disclosure,AE2,LCD,120158,"Finnegan, Thomas",1,4,6,12,10,5,1,0,0,0,0,0,0,0,3.27,1.005634128,0.128205128
36584,ACCY,301,Atg Measurement & Disclosure,AE3,LCD,120158,"Finnegan, Thomas",0,2,3,16,9,5,1,2,0,0,0,0,0,0,3.13,1.019117265,0.052631579
36587,ACCY,301,Atg Measurement & Disclosure,AE4,LCD,120158,"Wang, Zhiguang",1,7,8,6,9,2,1,0,0,0,0,0,0,0,3.41,1.020042016,0.235294118
36590,ACCY,301,Atg Measurement & Disclosure,AE5,LCD,120158,"Wang, Zhiguang",2,8,4,9,5,6,0,1,0,0,0,0,0,0,3.36,1.177285012,0.285714286
36592,ACCY,301,Atg Measurement & Disclosure,AE6,LCD,120158,"Sougiannis, Theodore",1,1,9,6,7,6,4,0,0,0,0,0,0,0,3.16,1.10585455,0.058823529
36598,ACCY,301,Atg Measurement & Disclosure,AE8,LCD,120158,"Wang, Zhiguang",1,5,5,6,6,2,1,2,2,0,0,0,1,0,3.08,1.54448697,0.193548387
49255,ACCY,301,Atg Measurement & Disclosure,AEB,LCD,120158,"Sougiannis, Theodore",0,3,6,11,11,6,1,1,0,0,0,0,0,0,3.18,1.049053996,0.076923077
36610,ACCY,302,Decision Making for Atg,AE1,LCD,120158,"Autrey, Romana L",1,7,6,6,11,3,1,2,0,0,0,0,1,0,3.19,1.556341865,0.210526316
36614,ACCY,302,Decision Making for Atg,AE2,LCD,120158,"Autrey, Romana L",0,9,9,7,5,2,2,1,0,0,0,0,0,1,3.41,1.211581021,0.257142857
36618,ACCY,302,Decision Making for Atg,AE3,LCD,120158,"Garza, Brent A",1,5,5,10,7,1,2,0,0,0,0,0,0,1,3.35,0.975228911,0.193548387
36680,ACCY,302,Decision Making for Atg,AE5,LCD,120158,"Autrey, Romana L",0,8,9,5,7,6,1,2,0,0,0,0,0,0,3.29,1.338004911,0.210526316
36688,ACCY,302,Decision Making for Atg,AE8,LCD,120158,"Chen, Xiaoling",0,4,8,8,9,5,1,0,0,0,0,0,0,1,3.28,1.067395584,0.114285714
49257,ACCY,302,Decision Making for Atg,AE9,LCD,120158,"Chen, Xiaoling",0,5,9,10,9,5,0,0,0,0,0,0,0,0,3.33,1.135799278,0.131578947
49258,ACCY,302,Decision Making for Atg,AEA,LCD,120158,"Chen, Xiaoling",2,3,6,10,12,6,0,0,0,0,0,0,0,0,3.27,1.049372829,0.128205128
36692,ACCY,303,Atg Institutions and Reg,AE1,LCD,120158,"Li, Wei",1,6,9,14,4,1,1,1,0,1,1,2,1,1,3.1,1.832575601,0.166666667
36700,ACCY,303,Atg Institutions and Reg,AE2,LCD,120158,"Li, Wei",2,11,14,11,1,0,1,2,0,0,0,1,0,0,3.49,1.511468657,0.302325581
36701,ACCY,303,Atg Institutions and Reg,AE3,LCD,120158,"Brown, Timothy J",1,14,7,7,10,0,3,2,0,0,0,0,0,0,3.41,1.47592102,0.340909091
36713,ACCY,303,Atg Institutions and Reg,AE4,LCD,120158,"Brown, Timothy J",3,13,8,3,11,3,2,1,0,0,0,0,0,0,3.43,1.325877068,0.363636364
49259,ACCY,303,Atg Institutions and Reg,AE5,LCD,120158,"Brown, Timothy J",3,5,11,5,7,3,4,4,0,0,1,0,0,0,3.17,1.590342381,0.186046512
31317,ACCY,304,Accounting Control Systems,AE1,LCD,120158,"Koo, Seung Hyun",1,9,3,2,5,2,0,2,0,0,1,1,0,0,3.22,1.557291095,0.384615385
31318,ACCY,304,Accounting Control Systems,AE2,LCD,120158,"Koo, Seung Hyun",1,11,2,8,4,1,1,1,0,1,0,1,0,0,3.32,1.426968815,0.387096774
31319,ACCY,304,Accounting Control Systems,AE3,LCD,120158,"Koo, Seung Hyun",1,4,7,12,3,2,1,0,2,0,0,0,0,1,3.3,1.155422001,0.15625
31320,ACCY,304,Accounting Control Systems,AE4,LCD,120158,"Wang, Wei",0,4,10,10,5,0,1,0,0,1,0,0,1,0,3.27,1.684755175,0.125
49280,ACCY,304,Accounting Control Systems,AE5,LCD,120158,"Wang, Wei",0,9,8,8,4,2,1,1,0,0,1,0,0,0,3.37,1.349379487,0.264705882
62036,ACCY,304,Accounting Control Systems,AE6,LCD,120158,"Wang, Wei",0,3,9,10,9,1,1,1,0,0,0,0,0,0,3.3,0.983434216,0.088235294
65131,ACCY,304,Accounting Control Systems,AE8,LCD,120158,"Estep, Cassandra R",0,4,8,12,6,4,0,0,0,0,0,0,0,0,3.35,1.012422837,0.117647059
31321,ACCY,312,Principles of Taxation,A,LCD,120158,"Henderson, Belinda C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31324,ACCY,312,Principles of Taxation,B,LCD,120158,"Bauer, Andrew M",1,9,7,7,7,4,1,0,0,0,2,0,0,0,3.29,1.567952487,0.263157895
31330,ACCY,312,Principles of Taxation,C,LCD,120158,"Bauer, Andrew M",1,9,8,8,5,3,1,3,1,0,0,0,0,0,3.31,1.347256472,0.256410256
31332,ACCY,312,Principles of Taxation,D,LCD,120158,"Snyder, R William",2,10,6,8,4,0,2,2,1,0,0,0,0,0,3.4,1.360606482,0.342857143
31333,ACCY,312,Principles of Taxation,E,LCD,120158,"Donohoe, Michael P",1,2,4,11,5,1,1,1,0,2,0,1,0,0,3.06,1.361484484,0.103448276
45719,ACCY,312,Principles of Taxation,F,LCD,120158,"Donohoe, Michael P",3,7,11,7,2,1,0,1,1,0,0,0,1,0,3.41,1.55889562,0.294117647
45934,ACCY,312,Principles of Taxation,G,LCD,120158,"Donohoe, Michael P",2,10,6,14,3,0,1,0,1,1,0,1,0,0,3.38,1.536503968,0.307692308
61229,ACCY,398,Practical Problems in Atg,A,ONL,120158,"Nekrasz, Frank",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64742,ACCY,398,Practical Problems in Atg,B,ONL,120158,"Nekrasz, Frank",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64739,ACCY,398,Practical Problems in Atg,C,ONL,120158,"Nekrasz, Frank",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
64732,ACCY,398,Practical Problems in Atg,D,ONL,120158,"Nekrasz, Frank",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36758,ACCY,405,Assurance and Attestation,AE2,LCD,120158,"Thompson, Anne M",0,2,8,8,6,4,2,0,0,0,0,0,0,0,3.24,1.012916581,0.066666667
36764,ACCY,405,Assurance and Attestation,AE3,LCD,120158,"Thompson, Anne M",0,2,13,4,7,1,0,0,0,0,0,0,0,0,3.43,0.835739194,0.074074074
36768,ACCY,405,Assurance and Attestation,AE4,LCD,120158,"Bauer, Timothy D",0,3,9,10,6,1,0,0,0,0,0,0,0,0,3.41,0.828842566,0.103448276
36771,ACCY,405,Assurance and Attestation,AE5,LCD,120158,"Bauer, Timothy D",1,3,6,10,3,3,2,1,0,0,0,0,0,0,3.28,0.996217848,0.137931034
54162,ACCY,405,Assurance and Attestation,AE7,LCD,120158,"Thompson, Anne M",0,1,10,4,4,2,2,0,1,0,0,0,0,0,3.24,1.046108435,0.041666667
61231,ACCY,410,Advanced Financial Reporting,B3,LCD,120158,"Steward, Cynthia G",7,1,5,6,2,6,1,3,0,1,0,0,0,0,3.19,1.364111432,0.25
62729,ACCY,410,Advanced Financial Reporting,C3,LCD,120158,"Steward, Cynthia G",3,3,2,3,4,7,2,1,0,0,0,0,0,0,3.15,1.077178026,0.24
62730,ACCY,410,Advanced Financial Reporting,D3,LCD,120158,"Kustanovich, Michael",1,9,10,5,4,5,3,0,0,0,0,0,0,0,3.41,1.26895345,0.27027027
62731,ACCY,410,Advanced Financial Reporting,E3,LCD,120158,"Kustanovich, Michael",0,10,7,4,7,4,1,1,0,0,1,0,0,0,3.29,1.41807528,0.285714286
62732,ACCY,410,Advanced Financial Reporting,F3,LCD,120158,"Kustanovich, Michael",1,9,4,4,4,5,0,1,0,0,1,0,0,0,3.33,1.353610912,0.344827586
29676,ACCY,415,Auditing Stds and Practice,AE1,LCD,120158,"Ciconte, William",0,6,4,6,4,6,3,1,0,0,0,0,0,1,3.19,1.220479999,0.2
64648,ACCY,415,Auditing Stds and Practice,AE2,LCD,120158,"Ciconte, William",0,4,8,5,2,2,1,1,0,0,0,0,0,0,3.38,0.976378147,0.173913043
65021,ACCY,415,Auditing Stds and Practice,AE3,LCD,120158,"Ciconte, William",0,4,6,11,2,8,1,2,0,0,0,0,0,0,3.19,1.191361766,0.117647059
49130,ACCY,451,Advanced Income Tax Problems,A3,LCD,120158,"Bodtke, James E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54569,ACCY,451,Advanced Income Tax Problems,B3,LCD,120158,"Bodtke, James E",0,4,7,4,7,1,0,0,0,0,0,0,0,0,3.43,0.860778717,0.173913043
63119,ACCY,451,Advanced Income Tax Problems,D3,LCD,120158,"Bodtke, James E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49761,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",ADV,LCD,120158,"Davis, Gregory L",0,5,12,22,17,3,2,1,0,0,0,0,0,0,3.27,1.231247915,0.080645161
58446,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",GRD,LCD,120158,"Sandretto, Michael J",4,31,30,2,0,0,0,0,0,0,0,0,0,0,3.83,0.721162256,0.52238806
62025,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MSB,LCD,120158,"Davis, Gregory L",0,10,11,5,4,3,2,1,0,0,0,0,0,0,3.44,1.257412309,0.277777778
49763,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MSF,LCD,120158,"Davis, Gregory L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29680,ACCY,502,Accounting Analysis II,A,LCD,120158,"Schwartz, Rachel",4,16,6,3,4,0,0,0,0,0,0,0,0,0,3.76,0.907612252,0.606060606
31334,ACCY,502,Accounting Analysis II,B,LCD,120158,"Schwartz, Rachel",5,14,5,4,4,0,0,0,0,0,0,0,0,0,3.74,0.922735065,0.59375
61232,ACCY,502,Accounting Analysis II,C,LCD,120158,"Schwartz, Rachel",2,11,4,11,6,1,2,0,0,0,1,0,0,0,3.41,1.359218525,0.342105263
31335,ACCY,503,Managerial Accounting,A,LCD,120158,"Fan, Qintao",3,8,9,2,7,4,0,0,0,0,0,0,0,0,3.5,1.118033989,0.333333333
39540,ACCY,503,Managerial Accounting,B,LCD,120158,"Fan, Qintao",1,11,11,7,1,3,0,0,0,0,0,0,0,0,3.61,0.95248797,0.352941176
56299,ACCY,504,Auditing,A,LCD,120158,"Chatterton, Angel",0,9,17,6,2,3,0,0,0,0,0,0,0,0,3.58,1.029446453,0.243243243
59162,ACCY,504,Auditing,B,LCD,120158,"Chatterton, Angel",0,9,12,9,8,1,0,1,0,0,0,0,0,0,3.47,1.150651989,0.225
64875,ACCY,504,Auditing,C,LCD,120158,"Chatterton, Angel",0,3,8,8,9,3,1,1,0,0,0,0,0,0,3.25,1.018577439,0.090909091
31339,ACCY,505,Federal Taxation,A,LCD,120158,"Cox, Sharon P",1,12,13,11,3,0,0,0,0,0,0,0,0,0,3.63,0.92,0.325
31341,ACCY,505,Federal Taxation,B,LCD,120158,"Cox, Sharon P",3,13,13,9,2,0,0,0,0,0,0,0,0,0,3.69,0.878635305,0.4
54993,ACCY,505,Federal Taxation,C,LCD,120158,"Cox, Sharon P",2,6,11,9,6,2,0,0,0,0,1,0,0,0,3.42,1.289230114,0.216216216
57605,ACCY,505,Federal Taxation,D,LCD,120158,"Cox, Sharon P",1,6,10,6,5,2,0,0,0,0,0,0,0,0,3.5,0.905538514,0.233333333
49275,ACCY,510,Financial Reporting Standards,D,LCD,120158,"Hepp, John",2,16,9,4,5,3,0,0,0,0,0,0,0,0,3.62,1.120089282,0.461538462
61974,ACCY,510,Financial Reporting Standards,E,LCD,120158,"Steward, Cynthia G",1,10,18,5,3,0,1,0,0,0,0,0,0,0,3.63,0.921791734,0.289473684
62037,ACCY,510,Financial Reporting Standards,F,LCD,120158,"Steward, Cynthia G",0,6,22,8,5,0,0,0,0,0,0,0,0,0,3.57,0.960325466,0.146341463
63121,ACCY,510,Financial Reporting Standards,G,LCD,120158,"Hepp, John",6,17,7,3,4,1,0,0,0,0,0,0,0,0,3.75,0.95,0.605263158
31344,ACCY,511,Risk Measurement/Reporting I,A,LCD,120158,"Abdel-Khalik, Ahmed R",0,5,11,12,4,2,0,0,0,0,0,0,0,0,3.46,0.938125791,0.147058824
49276,ACCY,511,Risk Measurement/Reporting I,E,LCD,120158,"Abdel-Khalik, Ahmed R",0,3,9,8,4,0,0,0,0,0,0,0,0,0,3.49,0.778845299,0.125
51813,ACCY,512,Risk Measurement/Reporting II,A,LCD,120158,"Wu, Martin G",4,13,10,11,3,3,0,0,0,0,0,0,0,0,3.6,1.104536102,0.386363636
51814,ACCY,512,Risk Measurement/Reporting II,B,LCD,120158,"Wu, Martin G",3,18,6,5,6,5,0,1,0,0,0,0,0,0,3.55,1.337908816,0.477272727
51815,ACCY,512,Risk Measurement/Reporting II,C,LCD,120158,"Wu, Martin G",8,10,5,8,4,6,0,0,0,0,0,0,0,0,3.54,1.277862799,0.43902439
51816,ACCY,512,Risk Measurement/Reporting II,D,LCD,120158,"Hecht, Gary W",0,11,12,10,6,3,0,1,0,0,0,0,0,0,3.47,1.243563428,0.255813953
51817,ACCY,512,Risk Measurement/Reporting II,E,LCD,120158,"Wu, Martin G",9,19,3,7,6,0,0,0,0,0,0,0,0,0,3.73,1.143293488,0.636363636
51818,ACCY,512,Risk Measurement/Reporting II,F,LCD,120158,"Hecht, Gary W",0,15,11,12,5,2,0,0,0,0,0,0,0,0,3.57,1.180889495,0.333333333
46977,ACCY,515,Auditing & Assurance Standards,A,LCD,120158,"Hobson, Jessen L",0,18,5,6,4,1,0,0,0,0,0,0,0,0,3.68,1.050866309,0.529411765
46978,ACCY,515,Auditing & Assurance Standards,B,LCD,120158,"Hobson, Jessen L",0,7,9,12,7,4,0,0,0,0,0,0,0,0,3.4,1.14280357,0.179487179
54477,ACCY,515,Auditing & Assurance Standards,C,LCD,120158,"Hobson, Jessen L",0,6,9,13,6,2,0,0,1,0,0,0,0,0,3.39,1.149180868,0.162162162
65023,ACCY,515,Auditing & Assurance Standards,D,LCD,120158,"Chatterton, Angel",0,0,2,6,9,3,1,0,0,0,0,0,0,0,3.08,0.657023592,0
31373,ACCY,517,Financial Statement Analysis,A,LCD,120158,"Ibrahim, Adel Nematallah",0,9,12,7,6,2,1,1,0,0,0,0,0,0,3.45,1.158508894,0.236842105
31377,ACCY,517,Financial Statement Analysis,B,LCD,120158,"Ibrahim, Adel Nematallah",0,10,5,8,6,9,0,1,0,0,0,0,0,1,3.31,1.36405645,0.256410256
39543,ACCY,517,Financial Statement Analysis,C,LCD,120158,"Ibrahim, Adel Nematallah",0,11,5,11,4,4,2,1,0,0,0,0,0,0,3.38,1.280357093,0.289473684
31381,ACCY,551,Corporate Income Taxation,A,LCD,120158,"Sternburg, Thomas",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31382,ACCY,551,Corporate Income Taxation,B,LCD,120158,"Sternburg, Thomas",0,7,3,8,1,2,0,0,0,0,0,0,0,0,3.52,0.861672792,0.333333333
44169,ACCY,552,Partnership Income Taxation,CHI,LCD,120158,"Selin, Dmitry",5,4,4,4,5,2,0,0,0,0,0,0,0,0,3.51,0.921448136,0.375
60931,ACCY,554,International Taxation,CHI,LCD,120158,"Engle, Howard S",3,5,4,5,7,0,0,0,0,0,0,0,0,0,3.51,0.906245,0.333333333
54570,ACCY,556,Tax Research,A,LCD,120158,"Chorvat, Elizabeth A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31384,ACCY,556,Tax Research,B,LCD,120158,"Chorvat, Elizabeth A",0,4,6,9,2,0,0,0,0,0,0,0,0,0,3.52,0.723256524,0.19047619
60932,ACCY,558,Taxation of Closely-Held Bus.,CHI,LCD,120158,"Whitlock, Brian T",3,14,4,2,1,0,0,0,0,0,0,0,0,0,3.85,0.6,0.708333333
