CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
54768,ABE,141,ABE Principles: Biological,MGD,LEC,120131,"Danao, Mary-Grace",3,15,9,10,5,6,2,1,1,1,1,0,1,0,3.27,1.8089016,33%
57089,ABE,225,ABE Principles: Bioenvironment,AE1,LCD,120131,"Zhang, Yuanhui",1,7,8,9,19,2,0,2,0,0,2,0,1,0,3.13,1.856816272,16%
57086,ABE,226,ABE Principles: Bioprocessing,AE1,LCD,120131,"Singh, Vijay",3,10,6,8,12,1,4,3,3,0,0,1,0,0,3.14,1.761408527,25%
29865,ABE,374,Environ Control for Buildings,AL1,LEC,120131,"Green, Angela R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39997,ABE,425,Engrg Measurement Systems,AE1,LCD,120131,"Grift, Tony E",5,12,0,5,11,0,1,1,0,0,0,0,0,0,3.49,1.346569716,49%
47444,ABE,436,Renewable Energy Systems,XW1,LCD,120131,"Wang, Xinlei",4,18,8,10,6,12,2,0,2,0,0,0,0,0,3.39,1.723013349,35%
51916,ABE,446,Biological Nanoengineering,KB1,LEC,120131,"Bhalerao, Kaustubh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51917,ABE,446,Biological Nanoengineering,KB2,LEC,120131,"Bhalerao, Kaustubh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29875,ABE,456,Land & Water Resources Engrg,G4,LEC,120131,"Kalita, Prasanta K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40185,ABE,456,Land & Water Resources Engrg,U3,LEC,120131,"Kalita, Prasanta K",0,17,0,2,2,0,0,1,0,0,0,0,0,0,3.76,1.189033221,77%
51990,ABE,458,NPS Pollution Modeling,RC1,LCD,120131,"Cooke, Richard A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29872,ABE,469,Industry-Linked Design Project,AE1,LCD,120131,"Zahos, Stephen C",0,18,12,6,11,2,0,0,0,0,0,0,0,0,3.56,1.345689414,37%
58739,ABE,498,Sustainable Biosystems Lab,LB1,LBD,120131,"Rodriguez, Luis F",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29881,ABE,502,Graduate Research II,E,DIS,120131,"Gates, Richard S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58177,ABE,598,Engrng Princ of Agr Machines,AH1,LEC,120131,"Hansen, Alan C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
58179,ABE,598,Robotics for Bioproduction Sys,KCT,LEC,120131,"Ting, Kuan C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45418,ACCY,200,Fundamentals of Accounting,A,LCD,120131,"Silhan, Peter A",1,7,6,7,8,7,3,5,4,3,2,0,0,0,2.82,1.918929626,15%
56973,ACCY,200,Fundamentals of Accounting,B,LCD,120131,"Silhan, Peter A",2,28,15,11,10,6,6,9,6,2,4,5,1,0,2.95,3.012314469,29%
30111,ACCY,200,Fundamentals of Accounting,TM,LCD,120131,"Finnegan, Thomas",0,28,0,1,0,0,0,0,0,0,0,0,0,0,3.98,0.486621002,97%
30112,ACCY,201,Accounting and Accountancy I,AD1,DIS,120131,"Ettleson, Daniel A",2,6,8,5,6,5,0,4,2,0,3,0,2,0,2.88,2.227536756,19%
30113,ACCY,201,Accounting and Accountancy I,AD2,DIS,120131,"Ettleson, Daniel A",2,7,11,6,5,4,2,0,1,0,2,0,1,0,3.18,1.831731421,22%
30114,ACCY,201,Accounting and Accountancy I,AD3,DIS,120131,"Ellison, Jennifer L",2,6,9,3,3,2,4,4,1,0,7,0,3,0,2.62,2.510407428,18%
30115,ACCY,201,Accounting and Accountancy I,AD4,DIS,120131,"Braverman, Ian H",4,9,5,8,4,7,0,0,2,0,4,0,1,0,3.07,2.23476571,30%
30116,ACCY,201,Accounting and Accountancy I,AD5,DIS,120131,"Braverman, Ian H",2,1,5,3,7,13,2,1,3,0,2,0,2,1,2.68,1.807720815,7%
30117,ACCY,201,Accounting and Accountancy I,AD6,DIS,120131,"Strukoff, Ryan S",2,8,9,5,8,4,1,2,1,0,2,0,0,0,3.2,1.601249512,24%
45631,ACCY,201,Accounting and Accountancy I,AD7,DIS,120131,"Strukoff, Ryan S",5,8,4,7,8,2,4,2,1,0,3,0,1,0,3.05,1.961272778,29%
30147,ACCY,202,Accounting and Accountancy II,AD1,DIS,120131,"Dettloff, Kevin R",4,8,0,11,10,4,0,0,0,0,0,0,1,0,3.3,1.78465683,32%
30121,ACCY,202,Accounting and Accountancy II,ADA,DIS,120131,"Foley, Paul R",6,4,0,10,6,7,0,3,0,0,0,0,1,0,3.13,1.807970449,27%
30123,ACCY,202,Accounting and Accountancy II,ADC,DIS,120131,"Foley, Paul R",9,5,0,16,3,2,2,1,0,0,1,0,1,0,3.28,1.753979602,35%
30140,ACCY,202,Accounting and Accountancy II,ADG,DIS,120131,"Wirt, Justin R",6,5,2,4,5,5,1,2,1,0,1,0,0,0,3.19,1.407380546,34%
30143,ACCY,202,Accounting and Accountancy II,ADH,DIS,120131,"Pelella, Andrea E",4,7,0,10,8,5,0,1,1,0,2,0,0,0,3.17,1.65945021,29%
30151,ACCY,202,Accounting and Accountancy II,ADJ,DIS,120131,"Pelella, Andrea E",3,16,1,9,7,2,0,1,1,0,0,0,0,0,3.49,1.30690474,48%
30155,ACCY,202,Accounting and Accountancy II,ADK,DIS,120131,"Dettloff, Kevin R",2,18,2,5,8,2,1,0,1,0,0,0,0,0,3.52,1.285671031,51%
30159,ACCY,202,Accounting and Accountancy II,ADL,DIS,120131,"Jang, Paul H",2,9,2,11,10,1,3,1,0,0,1,0,0,0,3.27,1.369671493,28%
30161,ACCY,202,Accounting and Accountancy II,ADM,DIS,120131,"Wirt, Justin R",4,11,1,10,8,1,3,1,0,0,0,0,0,0,3.4,1.272301065,38%
30164,ACCY,202,Accounting and Accountancy II,ADN,DIS,120131,"Arvin, Kyle C",4,10,2,8,10,2,0,0,2,0,0,0,1,0,3.3,1.761036627,36%
30168,ACCY,202,Accounting and Accountancy II,ADO,DIS,120131,"Jang, Paul H",5,8,1,12,10,1,0,0,2,0,1,0,0,0,3.32,1.508310313,33%
30171,ACCY,202,Accounting and Accountancy II,ADP,DIS,120131,"Miller, Bethany C",1,10,1,13,8,3,0,0,1,0,1,0,0,0,3.31,1.378577165,29%
30176,ACCY,202,Accounting and Accountancy II,ADQ,DIS,120131,"Forsberg, Brian J",9,6,2,12,5,2,0,1,2,0,0,0,1,0,3.32,1.71671521,38%
30179,ACCY,202,Accounting and Accountancy II,ADR,DIS,120131,"Forsberg, Brian J",2,8,0,17,3,8,0,1,0,0,0,0,1,0,3.22,1.705369671,25%
30182,ACCY,202,Accounting and Accountancy II,ADS,DIS,120131,"Arvin, Kyle C",2,9,0,12,8,4,1,2,0,0,1,0,0,0,3.23,1.457356339,28%
30186,ACCY,202,Accounting and Accountancy II,ADT,DIS,120131,"Miller, Bethany C",2,15,2,12,4,2,2,1,0,0,0,0,0,0,3.48,1.234706443,43%
30192,ACCY,301,Atg Measurement & Disclosure,AE1,LCD,120131,"Rennekamp, Kristina M",1,6,7,7,4,2,5,1,0,0,0,0,0,0,3.27,1.239440398,21%
30195,ACCY,301,Atg Measurement & Disclosure,AE2,LCD,120131,"Rennekamp, Kristina M",2,10,11,7,4,1,0,0,0,0,0,0,0,0,3.61,0.904018805,34%
30197,ACCY,301,Atg Measurement & Disclosure,AE3,LCD,120131,"Rennekamp, Kristina M",0,7,8,11,5,3,2,0,0,0,0,0,0,0,3.38,1.156315989,19%
30200,ACCY,301,Atg Measurement & Disclosure,AE4,LCD,120131,"Zhou, Hailan",3,6,8,3,2,1,3,1,0,0,0,0,0,0,3.44,1.136287816,33%
30201,ACCY,301,Atg Measurement & Disclosure,AE5,LCD,120131,"Zhou, Hailan",1,4,10,11,5,2,0,2,0,0,0,0,0,0,3.36,1.099480397,14%
30209,ACCY,302,Decision Making for Atg,AE1,LCD,120131,"Black, William H",0,5,5,7,10,4,0,1,0,0,1,0,0,0,3.19,1.320135274,15%
30211,ACCY,302,Decision Making for Atg,AE2,LCD,120131,"Black, William H",1,4,7,7,7,1,3,1,0,0,0,0,0,0,3.28,1.074383544,16%
30212,ACCY,302,Decision Making for Atg,AE3,LCD,120131,"Autrey, Romana L",1,2,8,11,9,2,2,1,0,0,0,0,0,0,3.25,0.991841721,8%
30228,ACCY,302,Decision Making for Atg,AE5,LCD,120131,"Autrey, Romana L",1,7,14,4,7,2,1,0,0,0,0,0,0,0,3.48,1.0136497,22%
30232,ACCY,302,Decision Making for Atg,AE6,LCD,120131,"Autrey, Romana L",0,4,5,10,10,2,1,0,2,0,0,0,0,0,3.2,1.202378595,12%
30264,ACCY,303,Atg Institutions and Reg,AE1,LCD,120131,"Li, Yue",2,5,0,7,3,4,2,3,0,0,0,0,1,1,3.02,1.618672295,26%
30267,ACCY,303,Atg Institutions and Reg,AE2,LCD,120131,"Li, Yue",4,8,7,3,9,1,1,0,0,0,0,0,1,0,3.4,1.568438714,35%
30271,ACCY,303,Atg Institutions and Reg,AE3,LCD,120131,"Li, Yue",2,9,5,4,2,5,4,1,0,0,0,0,0,0,3.32,1.315332658,34%
30274,ACCY,303,Atg Institutions and Reg,AE4,LCD,120131,"Wang, Jundong",2,7,10,5,4,3,1,0,0,0,0,0,0,0,3.49,1.01497361,28%
30276,ACCY,303,Atg Institutions and Reg,AE5,LCD,120131,"Polinski, Paul W",0,10,7,7,5,3,0,2,0,0,0,0,0,0,3.41,1.32182954,29%
30278,ACCY,303,Atg Institutions and Reg,AE6,LCD,120131,"Polinski, Paul W",0,3,2,6,6,5,0,2,0,0,0,0,0,0,3.11,1.054071471,13%
46358,ACCY,303,Atg Institutions and Reg,AE7,LCD,120131,"Stern, Matthew T",1,2,9,9,5,0,2,1,0,0,0,0,0,0,3.33,1.001577327,10%
30286,ACCY,304,Accounting Control Systems,AE1,LCD,120131,"Vance, Thomas W",0,7,7,8,7,3,0,0,0,0,0,0,0,0,3.42,1.077849711,22%
30288,ACCY,304,Accounting Control Systems,AE2,LCD,120131,"Black, William H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30291,ACCY,304,Accounting Control Systems,AE3,LCD,120131,"Vance, Thomas W",0,2,7,10,9,2,0,1,1,0,0,0,0,0,3.22,1.046681832,6%
30294,ACCY,304,Accounting Control Systems,AE4,LCD,120131,"Vance, Thomas W",0,4,3,13,7,3,1,0,0,0,0,0,0,0,3.28,0.924337601,13%
30299,ACCY,304,Accounting Control Systems,AE6,LCD,120131,"Fan, Qintao",2,5,1,6,8,9,0,0,0,0,0,0,0,0,3.22,1.106676707,23%
48420,ACCY,304,Accounting Control Systems,AE7,LCD,120131,"Fan, Qintao",1,3,3,4,9,10,0,0,0,0,0,0,0,0,3.13,1.009867978,13%
48421,ACCY,304,Accounting Control Systems,AE8,LCD,120131,"Fan, Qintao",3,7,2,6,6,7,0,0,0,0,0,0,0,0,3.36,1.167304588,32%
30334,ACCY,312,Principles of Taxation,A,LCD,120131,"Lisowsky, Petro",2,7,4,15,6,0,0,0,0,0,0,0,0,0,3.49,0.94862005,26%
30335,ACCY,312,Principles of Taxation,B,LCD,120131,"Lisowsky, Petro",0,5,11,11,4,3,0,0,1,0,0,0,0,0,3.39,1.147424653,14%
30336,ACCY,312,Principles of Taxation,C,LCD,120131,"Varadharajan, Anupama",1,4,6,6,9,5,0,0,0,0,0,0,0,1,3.3,1.00166528,16%
39460,ACCY,312,Principles of Taxation,D,LCD,120131,"Lisowsky, Petro",1,2,6,9,8,6,0,1,1,0,0,0,0,0,3.17,1.060106127,9%
48959,ACCY,312,Principles of Taxation,E,LCD,120131,"Varadharajan, Anupama",0,8,7,10,8,1,0,0,0,0,0,0,0,0,3.46,1.025904479,24%
56978,ACCY,312,Principles of Taxation,F,LCD,120131,"Varadharajan, Anupama",0,5,4,6,7,2,1,0,0,0,0,0,0,0,3.33,0.949956139,20%
30412,ACCY,398,Practical Problems in Atg,A,LCD,120131,"Nekrasz, Frank",110,12,0,6,1,0,0,3,0,0,0,0,0,0,3.92,1.731635065,92%
30311,ACCY,405,Assurance and Attestation,AE1,LCD,120131,"Asante Appiah, Bright",0,2,3,9,6,9,3,0,0,0,0,0,0,0,3.06,1.035631852,6%
30315,ACCY,405,Assurance and Attestation,AE2,LCD,120131,"Thompson, Anne M",0,4,12,12,6,3,1,1,0,0,0,0,0,0,3.34,1.076794184,10%
30324,ACCY,405,Assurance and Attestation,AE3,LCD,120131,"Thompson, Anne M",2,6,13,11,4,1,0,0,0,0,0,0,0,1,3.54,0.869022439,22%
30332,ACCY,405,Assurance and Attestation,AE4,LCD,120131,"Thompson, Anne M",0,0,1,10,21,2,3,0,0,0,0,0,0,0,3.04,0.777071425,0%
52616,ACCY,405,Assurance and Attestation,AE5,LCD,120131,"Asante Appiah, Bright",1,9,10,11,5,1,1,0,0,0,0,0,0,0,3.51,0.975983021,26%
55418,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",X,LCD,120131,"Peecher, Mark E",2,18,5,2,3,1,0,0,0,0,0,0,0,0,3.76,0.861162006,65%
49296,ACCY,503,Managerial Accounting,PM,LCD,120131,"Sandretto, Michael J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30419,ACCY,504,Auditing,A,LCD,120131,"Pesch, Heather L",0,18,4,0,10,0,1,0,0,0,0,0,0,0,3.61,1.432419282,55%
30426,ACCY,504,Auditing,B,LCD,120131,"Pesch, Heather L",0,10,9,0,13,0,0,1,0,0,0,0,0,0,3.46,1.441943133,30%
58670,ACCY,504,Auditing,C,LCD,120131,"Pesch, Heather L",0,17,5,0,18,0,0,0,0,0,0,0,0,0,3.51,1.726653797,43%
44465,ACCY,510,Financial Reporting Standards,A,LCD,120131,"Polinski, Paul W",0,8,11,11,8,0,0,1,0,0,0,0,0,0,3.46,1.189319133,21%
44865,ACCY,510,Financial Reporting Standards,B,LCD,120131,"Doogar, Rajib K",0,12,11,14,1,0,0,1,0,0,0,0,0,0,3.59,1.113903048,31%
50329,ACCY,511,Risk Measurement/Reporting I,A,LCD,120131,"Narayanamoorthy, Ganapath",4,7,20,13,1,0,0,0,0,0,0,0,0,0,3.64,0.825832913,24%
50331,ACCY,511,Risk Measurement/Reporting I,B,LCD,120131,"Narayanamoorthy, Ganapath",2,10,15,13,6,0,0,0,0,0,0,0,0,0,3.57,1.036281815,26%
50337,ACCY,511,Risk Measurement/Reporting I,C,LCD,120131,"Narayanamoorthy, Ganapath",2,13,10,12,8,0,0,0,0,0,0,0,0,0,3.57,1.132828319,33%
50338,ACCY,511,Risk Measurement/Reporting I,D,LCD,120131,"Sougiannis, Theodore",0,8,13,16,8,0,0,0,0,0,0,0,0,0,3.49,1.134955946,18%
50339,ACCY,511,Risk Measurement/Reporting I,E,LCD,120131,"Sougiannis, Theodore",0,7,13,7,11,0,0,0,0,0,0,0,0,0,3.47,1.149586882,18%
50341,ACCY,511,Risk Measurement/Reporting I,F,LCD,120131,"Sougiannis, Theodore",0,15,10,6,11,2,0,1,0,0,0,0,0,0,3.49,1.333447912,33%
30434,ACCY,512,Risk Measurement/Reporting II,A,LCD,120131,"Schwartz, Rachel",0,33,1,2,2,1,0,0,0,0,0,0,0,0,3.87,0.907645305,85%
44467,ACCY,515,Auditing & Assurance Standards,A,LCD,120131,"Hobson, Jessen L",0,15,6,12,4,3,0,2,0,0,0,0,0,0,3.48,1.406105733,36%
48423,ACCY,515,Auditing & Assurance Standards,C,LCD,120131,"Beck, Paul J",0,7,8,0,20,3,0,1,0,0,0,0,0,0,3.27,1.360521959,18%
48425,ACCY,515,Auditing & Assurance Standards,D,LCD,120131,"Hobson, Jessen L",0,12,13,12,2,3,0,0,0,0,0,0,0,0,3.56,1.116709452,29%
52617,ACCY,515,Auditing & Assurance Standards,E,LCD,120131,"Hobson, Jessen L",0,9,10,4,9,4,1,0,0,0,0,0,0,0,3.41,1.209938015,24%
30428,ACCY,517,Financial Statement Analysis,A,LCD,120131,"Ibrahim, Adel Nematallah",0,17,5,10,2,1,0,1,0,0,0,0,0,0,3.62,1.13654447,47%
52618,ACCY,517,Financial Statement Analysis,C,LCD,120131,"Ibrahim, Adel Nematallah",0,17,7,11,10,5,0,0,0,0,0,0,0,0,3.47,1.458560935,34%
58688,ACCY,517,Financial Statement Analysis,D,LCD,120131,"Ibrahim, Adel Nematallah",0,17,5,10,4,3,0,0,0,0,0,0,0,0,3.58,1.22667029,44%
30438,ACCY,552,Partnership Income Taxation,A,LCD,120131,"Sternburg, Thomas",0,4,1,4,11,3,1,0,0,0,0,0,0,0,3.18,0.898109125,17%
30440,ACCY,552,Partnership Income Taxation,B,LCD,120131,"Sternburg, Thomas",0,5,6,2,20,0,0,0,0,0,0,0,0,0,3.29,1.141413597,15%
58919,ACCY,555,Inc Tx Acctg & Multistate Tx,CHI,LCD,120131,"Lawler, Michael R",1,5,8,10,5,2,0,0,0,0,0,0,0,0,3.45,0.882940164,19%
58917,ACCY,557,Consolidated Tax Returns,CH1,LCD,120131,"Aquino, Glenn D",2,5,12,6,2,4,0,0,0,0,0,0,0,0,3.51,0.959435598,23%
58918,ACCY,557,Reorganizations,CH2,LCD,120131,"McAlpine, William C",3,3,8,7,6,4,0,0,0,0,0,0,0,0,3.4,0.989107342,19%
30447,ACCY,593,Special Research Problems,B,LCD,120131,"Elliott, W B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30456,ACCY,593,Special Research Problems,FR,LCD,120131,"Nekrasz, Frank",14,25,2,2,0,0,0,0,0,0,0,0,0,0,3.95,0.516599458,91%
46361,ACCY,593,Special Research Problems,FR2,LCD,120131,"Nekrasz, Frank",12,27,4,1,0,0,0,0,0,0,0,0,0,0,3.95,0.438748219,89%
52620,ACCY,593,Special Research Problems,FR3,LCD,120131,"Nekrasz, Frank",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39471,ACCY,594,Doctoral Research Seminar,A,LCD,120131,"Elliott, W B",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30470,ACE,100,Agr Cons and Resource Econ,AD1,DIS,120131,"Gundersen, Lisa C",0,5,3,2,5,1,0,3,3,1,1,1,0,1,2.77,1.605692997,20%
30471,ACE,100,Agr Cons and Resource Econ,AD2,DIS,120131,"Gundersen, Lisa C",1,2,2,6,3,4,0,4,2,0,1,1,1,0,2.67,1.584478693,11%
30473,ACE,100,Agr Cons and Resource Econ,AD3,DIS,120131,"Gundersen, Lisa C",3,3,2,2,4,4,2,2,1,0,0,2,2,0,2.68,1.86095772,22%
30474,ACE,100,Agr Cons and Resource Econ,AD4,DIS,120131,"Gundersen, Lisa C",2,5,0,2,3,4,2,3,3,0,1,1,1,0,2.65,1.698863256,26%
30476,ACE,100,Agr Cons and Resource Econ,AD5,DIS,120131,"Gundersen, Lisa C",0,8,5,4,2,3,3,0,0,1,0,1,0,0,3.21,1.562317989,30%
30478,ACE,100,Agr Cons and Resource Econ,AD6,DIS,120131,"Gundersen, Lisa C",0,1,4,1,8,4,3,1,2,0,1,0,0,0,2.8,1.170944538,4%
30480,ACE,100,Agr Cons and Resource Econ,AD7,DIS,120131,"Gundersen, Lisa C",2,1,2,4,6,1,2,3,3,0,1,0,3,0,2.5,1.845879933,11%
30482,ACE,100,Agr Cons and Resource Econ,AD8,DIS,120131,"Gundersen, Lisa C",0,4,2,4,8,2,4,2,0,1,0,0,0,0,2.99,1.243116044,15%
30503,ACE,161,Microcomputer Applications,A,LBD,120131,"Rogalla, Valerie",0,12,0,0,7,0,0,3,0,0,1,0,1,0,3.17,2.338101794,50%
30486,ACE,161,Microcomputer Applications,C1,LBD,120131,"Lo, Alexander C",0,18,0,0,5,0,0,2,0,0,0,0,0,0,3.64,1.803699901,72%
30504,ACE,161,Microcomputer Applications,C2,LBD,120131,"Rogalla, Valerie",0,15,0,0,3,0,0,4,0,0,2,0,0,0,3.29,2.497919134,63%
30505,ACE,161,Microcomputer Applications,E,LBD,120131,"Lo, Alexander C",0,21,0,0,3,0,0,1,0,0,0,0,0,0,3.8,1.414213562,84%
30487,ACE,161,Microcomputer Applications,F,LBD,120131,"Lo, Alexander C",0,23,0,0,2,0,0,0,0,0,0,0,0,0,3.92,0.959166305,92%
30507,ACE,161,Microcomputer Applications,G,LBD,120131,"Lo, Alexander C",0,21,0,0,2,0,0,1,0,0,1,0,0,0,3.72,1.805547009,84%
30489,ACE,161,Microcomputer Applications,L1,LBD,120131,"Lo, Alexander C",0,18,0,0,5,0,0,1,0,0,0,0,0,0,3.71,1.522979536,75%
30509,ACE,161,Microcomputer Applications,L2,ONL,120131,"Rogalla, Valerie",0,8,0,0,6,0,0,3,0,0,2,0,2,0,2.76,2.676176377,38%
30491,ACE,161,Microcomputer Applications,N1,LBD,120131,"Lo, Alexander C",0,20,0,0,3,0,0,1,0,0,1,0,0,0,3.68,1.833030278,80%
30513,ACE,161,Microcomputer Applications,N2,ONL,120131,"Rogalla, Valerie",0,9,0,0,4,0,0,4,0,0,2,0,2,0,2.76,2.749894543,43%
30493,ACE,161,Microcomputer Applications,R,LBD,120131,"Rogalla, Valerie",0,10,0,0,8,0,0,2,0,0,2,0,1,0,3.04,2.406524465,43%
30494,ACE,161,Microcomputer Applications,T,LBD,120131,"Rogalla, Valerie",0,13,0,0,4,0,0,5,0,0,0,0,2,0,3.08,2.993058636,54%
58958,ACE,199,Undergraduate Open Seminar,CA,LCD,120131,"Barnard, Jessa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30528,ACE,210,Environmental Economics,AL1,LEC,120131,"Ando, Amy W",9,57,10,22,42,6,2,8,3,0,0,0,1,1,3.39,2.698814555,41%
55458,ACE,231,Food and Agribusiness Mgt,T,LCD,120131,"Stoddard, Paul B",5,40,32,32,35,16,7,7,1,2,0,0,0,0,3.31,2.558079358,25%
30577,ACE,232,Management of Farm Enterprises,S,LCD,120131,"Stoddard, Paul B",5,22,19,16,14,9,7,8,3,3,0,1,3,0,3.08,2.817386496,25%
55444,ACE,240,Personal Financial Planning,AL1,LEC,120131,"Xu, Yilan",1,8,7,15,30,8,5,11,2,2,2,0,0,1,2.91,2.00719388,10%
39440,ACE,251,The World Food Economy,AL1,LEC,120131,"Winter-Nelson, Alex E",2,35,30,14,22,11,8,6,2,0,2,0,0,1,3.3,2.504196478,28%
59019,ACE,251,The World Food Economy,H,LCD,120131,"Winter-Nelson, Alex E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44225,ACE,254,Economic Systems in Africa,AL1,LEC,120131,"Allen-Smith, Joyce E",1,4,3,1,6,1,0,5,2,0,0,0,1,0,2.85,1.616580754,21%
30581,ACE,270,Consumer Economics,E,LEC,120131,"Gundersen, Craig",0,16,8,8,9,9,3,4,5,2,2,0,3,1,2.88,2.616305515,23%
53547,ACE,360,Spreadsheet Models & Applic,B,LBD,120131,"Doehring, Todd A",9,13,7,2,8,0,1,1,0,1,0,0,2,0,3.41,2.122482823,50%
53546,ACE,360,Spreadsheet Models & Applic,D,LBD,120131,"Doehring, Todd A",8,16,9,5,3,2,2,3,0,0,0,0,0,0,3.56,1.502364803,50%
58371,ACE,398,Business Planning,BP,LCD,120131,"Paulson, Nicholas D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
