CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
45719,ACCY,312,Principles of Taxation,F,LCD,120148,"Donohoe, Michael P",3,7,15,7,1,4,0,0,1,1,0,0,0,0,3.46,1.334372512,26%
45934,ACCY,312,Principles of Taxation,G,LCD,120148,"Donohoe, Michael P",4,1,8,15,6,3,1,2,0,0,0,0,0,0,3.29,1.102497166,13%
61229,ACCY,398,Practical Problems in Atg,A,ONL,120148,"Nekrasz, Frank",34,1,0,1,0,0,0,0,0,0,0,0,0,1,3.98,0.398497177,97%
36758,ACCY,405,Assurance and Attestation,AE2,LCD,120148,"Bauer, Timothy D",0,3,10,16,2,4,1,0,0,0,0,0,0,0,3.36,0.963292963,8%
36764,ACCY,405,Assurance and Attestation,AE3,LCD,120148,"Bauer, Timothy D",5,4,4,13,4,2,1,0,1,1,0,0,0,0,3.33,1.232319403,26%
36768,ACCY,405,Assurance and Attestation,AE4,LCD,120148,"Peecher, Mark E",0,12,5,1,9,3,2,2,1,0,0,0,0,0,3.29,1.43646702,34%
36771,ACCY,405,Assurance and Attestation,AE5,LCD,120148,"Peecher, Mark E",0,10,9,4,11,0,0,1,1,0,0,0,0,0,3.42,1.356613431,28%
36775,ACCY,405,Assurance and Attestation,AE6,LCD,120148,"Asante Appiah, Bright",0,1,6,9,10,6,3,0,0,0,0,0,0,0,3.11,1.024979675,3%
54162,ACCY,405,Assurance and Attestation,AE7,LCD,120148,"Bauer, Timothy D",1,3,8,14,2,2,3,0,1,0,0,0,0,0,3.29,1.100874652,12%
59161,ACCY,405,Assurance and Attestation,AE8,LCD,120148,"Asante Appiah, Bright",0,8,10,9,5,3,1,0,0,0,0,0,0,0,3.44,1.100878437,22%
29671,ACCY,410,Advanced Financial Reporting,A,LCD,120148,"Steward, Cynthia G",2,5,4,2,11,3,3,1,0,0,0,0,0,0,3.2,1.148912529,23%
61231,ACCY,410,Advanced Financial Reporting,B,LCD,120148,"Steward, Cynthia G",2,8,11,2,3,3,1,0,0,0,0,0,0,0,3.55,1.002496883,33%
62729,ACCY,410,Advanced Financial Reporting,C,LCD,120148,"Steward, Cynthia G",0,2,6,5,8,6,1,1,0,0,0,1,0,0,3.06,1.254491929,7%
62730,ACCY,410,Advanced Financial Reporting,D,LCD,120148,"Kustanovich, Michael",3,14,4,5,4,2,0,1,1,0,0,0,0,0,3.54,1.241088232,50%
62731,ACCY,410,Advanced Financial Reporting,E,LCD,120148,"Kustanovich, Michael",0,7,2,4,11,7,1,0,0,0,0,0,0,0,3.21,1.155796983,22%
62732,ACCY,410,Advanced Financial Reporting,F,LCD,120148,"Kustanovich, Michael",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49130,ACCY,451,Advanced Income Tax Problems,A3,LCD,120148,"Bodtke, James E",0,11,0,3,9,0,2,1,0,0,0,0,0,0,3.39,1.399614233,42%
54569,ACCY,451,Advanced Income Tax Problems,B3,LCD,120148,"Bodtke, James E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62733,ACCY,451,Advanced Income Tax Problems,C3,LCD,120148,"Bodtke, James E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
63119,ACCY,451,Advanced Income Tax Problems,D3,LCD,120148,"Bodtke, James E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49761,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",ADV,LCD,120148,"Davis, Gregory L",4,16,9,7,4,6,2,0,0,0,0,0,0,0,3.52,1.380020704,42%
58446,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",GRD,LCD,120148,"Sandretto, Michael J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
62025,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MSB,LCD,120148,"Davis, Gregory L",6,8,11,2,6,2,0,0,0,0,0,0,0,0,3.61,1.024654413,40%
49763,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",MSF,LCD,120148,"Davis, Gregory L",8,11,9,3,0,0,0,0,0,0,0,0,0,0,3.84,0.62,61%
29680,ACCY,502,Accounting Analysis II,A,LCD,120148,"Schwartz, Rachel",4,13,8,7,1,1,0,0,0,0,0,0,0,0,3.72,0.829618386,50%
31334,ACCY,502,Accounting Analysis II,B,LCD,120148,"Schwartz, Rachel",3,14,8,6,1,0,1,0,0,0,1,0,0,0,3.64,1.314773202,50%
61232,ACCY,502,Accounting Analysis II,C,LCD,120148,"Schwartz, Rachel",2,7,8,9,7,1,4,2,0,0,0,0,0,0,3.31,1.325707358,23%
31335,ACCY,503,Managerial Accounting,A,LCD,120148,"Wu, Martin G",0,12,7,1,4,1,1,0,0,0,0,0,0,0,3.62,1.000533191,46%
39540,ACCY,503,Managerial Accounting,B,LCD,120148,"Wu, Martin G",5,14,7,2,3,2,0,0,0,0,0,0,0,0,3.72,0.955789377,58%
31339,ACCY,505,Federal Taxation,A,LCD,120148,"Cox, Sharon P",0,16,0,0,21,2,0,0,0,0,0,0,0,0,3.39,1.834838776,41%
31341,ACCY,505,Federal Taxation,B,LCD,120148,"Cox, Sharon P",0,17,0,0,16,4,0,0,0,0,0,0,0,0,3.42,1.881028088,46%
54993,ACCY,505,Federal Taxation,C,LCD,120148,"Cox, Sharon P",0,22,0,0,13,1,0,0,0,0,0,0,0,0,3.6,1.733012791,61%
57605,ACCY,505,Federal Taxation,D,LCD,120148,"Cox, Sharon P",0,16,0,0,15,3,0,0,0,0,0,0,0,0,3.44,1.785534467,47%
46974,ACCY,510,Financial Reporting Standards,B,LCD,120148,"Beck, Paul J",0,1,1,0,14,13,0,2,0,0,0,0,2,0,2.68,1.803293284,3%
46975,ACCY,510,Financial Reporting Standards,C,LCD,120148,"Beck, Paul J",0,3,3,1,10,11,0,2,0,0,1,0,0,0,2.93,1.278162744,10%
49275,ACCY,510,Financial Reporting Standards,D,LCD,120148,"Beck, Paul J",0,1,6,4,11,11,0,0,1,0,0,0,0,0,3.04,1.071634266,3%
61974,ACCY,510,Financial Reporting Standards,E,LCD,120148,"Polinski, Paul W",0,9,11,5,11,0,0,0,0,0,0,0,0,0,3.5,1.187434209,25%
62037,ACCY,510,Financial Reporting Standards,F,LCD,120148,"Polinski, Paul W",0,6,15,3,11,1,0,0,0,0,0,0,0,0,3.46,1.057884682,17%
63121,ACCY,510,Financial Reporting Standards,G,LCD,120148,"Polinski, Paul W",0,9,17,5,4,1,0,0,0,0,0,0,0,0,3.6,0.928439551,25%
31344,ACCY,511,Risk Measurement/Reporting I,A,LCD,120148,"Abdel-Khalik, Ahmed R",0,7,9,8,3,0,0,0,0,0,0,0,1,0,3.45,1.753282636,25%
49276,ACCY,511,Risk Measurement/Reporting I,E,LCD,120148,"Abdel-Khalik, Ahmed R",0,13,12,6,1,0,0,0,0,0,0,0,0,0,3.72,0.8063498,41%
51813,ACCY,512,Risk Measurement/Reporting II,A,LCD,120148,"Chandler, John S",5,26,11,5,0,0,0,0,0,0,0,0,0,0,3.85,0.78382077,66%
51814,ACCY,512,Risk Measurement/Reporting II,B,LCD,120148,"Chandler, John S",1,30,7,4,4,0,0,0,0,0,0,0,0,0,3.8,0.986914383,67%
51815,ACCY,512,Risk Measurement/Reporting II,C,LCD,120148,"Chandler, John S",2,23,15,4,0,0,0,0,0,0,0,0,0,0,3.83,0.724499827,57%
51816,ACCY,512,Risk Measurement/Reporting II,D,LCD,120148,"Hecht, Gary W",0,16,19,5,4,0,0,0,0,0,0,0,0,0,3.69,1.025231681,36%
51817,ACCY,512,Risk Measurement/Reporting II,E,LCD,120148,"Chandler, John S",9,27,8,1,0,0,0,0,0,0,0,0,0,1,3.93,0.499124233,80%
51818,ACCY,512,Risk Measurement/Reporting II,F,LCD,120148,"Hecht, Gary W",0,15,19,10,2,0,0,0,0,0,0,0,0,0,3.67,0.98962114,33%
46977,ACCY,515,Auditing & Assurance Standards,A,LCD,120148,"Hobson, Jessen L",0,11,9,9,1,2,0,2,0,0,0,0,0,1,3.51,1.25800106,32%
46978,ACCY,515,Auditing & Assurance Standards,B,LCD,120148,"Hobson, Jessen L",0,4,12,5,10,1,0,1,0,0,0,0,0,0,3.37,1.04989682,12%
54477,ACCY,515,Auditing & Assurance Standards,C,LCD,120148,"Hobson, Jessen L",0,9,5,10,10,2,0,0,1,0,0,0,0,0,3.37,1.239710988,24%
31373,ACCY,517,Financial Statement Analysis,A,LCD,120148,"Ibrahim, Adel Nematallah",0,7,3,3,6,2,0,0,0,0,0,0,0,1,3.44,0.970937691,33%
31377,ACCY,517,Financial Statement Analysis,B,LCD,120148,"Ibrahim, Adel Nematallah",0,8,3,4,7,2,0,0,0,0,0,0,0,0,3.44,1.023757784,33%
31381,ACCY,551,Corporate Income Taxation,A,LCD,120148,"Sternburg, Thomas",0,2,3,2,17,0,1,0,0,0,0,0,0,0,3.16,0.836660027,8%
31382,ACCY,551,Corporate Income Taxation,B,LCD,120148,"Sternburg, Thomas",0,9,3,5,15,1,0,0,0,0,0,0,0,0,3.37,1.133640155,27%
44169,ACCY,552,Partnership Income Taxation,CHI,LCD,120148,"Hart, Michael T",5,5,2,7,6,2,1,0,0,0,0,0,0,0,3.44,0.997482545,36%
60931,ACCY,554,International Taxation,CHI,LCD,120148,"Engle, Howard S",4,7,10,3,3,1,0,0,0,0,0,0,0,0,3.66,0.806721761,39%
54570,ACCY,556,Tax Research,A,LCD,120148,"Chorvat, Elizabeth A",0,2,13,9,2,1,0,0,0,0,0,0,0,0,3.49,0.710309792,7%
31384,ACCY,556,Tax Research,B,LCD,120148,"Chorvat, Elizabeth A",0,7,11,9,1,3,0,0,0,0,0,0,0,0,3.53,0.968287147,23%
60932,ACCY,558,Taxation of Closely-Held Bus.,CHI,LCD,120148,"Whitlock, Brian T",4,11,10,2,1,0,0,0,0,0,0,0,0,0,3.8,0.606630036,54%
29682,ACCY,592,Intro to ACCY Research,A,LCD,120148,"Hecht, Gary W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36837,ACCY,593,Special Research Problems,AT3,LCD,120148,"Ziegler, Richard E",5,18,0,5,9,1,0,0,0,0,0,0,0,0,3.64,1.27505294,61%
54478,ACCY,593,Special Research Problems,FR,LCD,120148,"Nekrasz, Frank",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36844,ACCY,593,Special Research Problems,FR2,LCD,120148,"Nekrasz, Frank",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36724,ACE,100,Agr Cons and Resource Econ,AD1,DIS,120148,"Gundersen, Lisa C",0,1,1,2,3,3,5,4,3,1,1,1,1,0,2.27,1.315148914,4%
36726,ACE,100,Agr Cons and Resource Econ,AD2,DIS,120148,"Gundersen, Lisa C",1,0,3,3,0,4,1,3,1,3,3,1,2,1,2.13,1.747166537,4%
36727,ACE,100,Agr Cons and Resource Econ,AD3,DIS,120148,"Gundersen, Lisa C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36730,ACE,100,Agr Cons and Resource Econ,AD4,DIS,120148,"Gundersen, Lisa C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36732,ACE,100,Agr Cons and Resource Econ,AD5,DIS,120148,"Gundersen, Lisa C",1,4,1,3,5,1,4,3,3,1,0,1,2,0,2.54,1.728882105,17%
36734,ACE,100,Agr Cons and Resource Econ,AD6,DIS,120148,"Gundersen, Lisa C",0,1,4,2,2,2,3,3,4,2,2,2,3,0,2.08,1.841693062,3%
36735,ACE,100,Agr Cons and Resource Econ,AD7,DIS,120148,"Gundersen, Lisa C",1,0,5,2,4,1,2,4,0,2,2,1,4,1,2.2,2.045171698,4%
56843,ACE,100,Agr Cons and Resource Econ,AD8,DIS,120148,"Gundersen, Lisa C",1,2,1,5,3,4,3,2,3,0,2,2,1,1,2.46,1.633717642,10%
36745,ACE,161,Microcomputer Applications,A,LBD,120148,"Rogalla, Valerie",0,18,0,0,4,0,0,3,0,0,0,0,0,0,3.6,2,72%
36736,ACE,161,Microcomputer Applications,C1,LBD,120148,"Lo, Alexander C",0,17,0,0,4,0,0,2,0,0,1,0,0,0,3.54,1.997398308,71%
