CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Standard Deviation,% 4.0's
36961,AGCM,270,Sales Communications,ONL,ONL,120135,"Cupps-Miller, Heather A",0,17,0,1,6,0,1,1,0,2,1,0,1,0,3.24,2.110450189,57%
37126,AGED,550,Advanced Program Delivery,GR,ONL,120135,"Clark, Richard W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37374,AIS,275,Am Indian and Indigenous Film,1,LCD,120135,"Teves, Stephanie N",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30180,ANSC,110,Life With Animals and Biotech,1,LCD,120135,"Kesler, Darrel J",3,41,0,0,3,1,0,0,0,0,0,0,0,0,3.91,1.037400598,92%
36422,ANSC,207,Companion Animal Biology &Care,A,ONL,120135,"Brandt, Adam L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36908,ANSC,331,Biology of Reproduction,A,ONL,120135,"Nowak, Romana A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37669,ANSC,398,Undergraduate Research,A,CNF,120135,"Gaskins, H R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36011,ANSC,542,Applied Bioinformatics,A,LCD,120135,"Rodriguez-Zas, Sandra L",0,28,2,1,0,0,0,2,0,0,0,0,0,1,3.84,1.398105862,85%
36296,ANTH,103,Anthro in a Changing World,ONL,ONL,120135,"O' Brien, Kathleen C",7,29,28,10,21,8,3,8,3,1,1,2,9,0,3.05,3.551651837,28%
37322,ANTH,105,World Archaeology,1,LCD,120135,"Bauer, Andrew",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36297,ANTH,143,Biology of Human Behavior,ONL,ONL,120135,"Uhl, Natalie M",7,17,8,1,11,2,0,5,3,2,1,2,4,0,2.97,2.807441006,38%
35406,ANTH,180,The Archaeology of Death,1,LCD,120135,"Silverman, Helaine I",13,7,3,1,2,1,1,0,0,0,1,0,0,0,3.67,1.282677863,69%
35407,ANTH,411,Methods of Cultural Anth,1U,LCD,120135,"Gottlieb, Alma J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33737,ARAB,201,Elementary Standard Arabic I,A1,LCD,120135,"Hermes, Zainab A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33738,ARAB,202,Elementary Standard Arabic II,A1,LCD,120135,"Hermes, Zainab A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33675,ARAB,403,Intermediate Stand Arabic I,A1,LCD,120135,"Bidaoui, Abdelaadim",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33676,ARAB,404,Intermediate Stand Arabic II,B1,LCD,120135,"Bidaoui, Abdelaadim",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33704,ARAB,405,Advanced Standard Arabic I,A1,LCD,120135,"Saadah, Eman",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
33705,ARAB,406,Advanced Standard Arabic II,A1,LCD,120135,"Saadah, Eman",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34653,ARAB,407,Topics Stand Arabic Lang&Lit I,A2,LCD,120135,"Saadah, Eman",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34655,ARAB,408,Topics Stand Arabic LangLit II,A2,LCD,120135,"Saadah, Eman",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37415,ARCH,475,Arch Design & Development,E1,LAB,120135,"Greenlee, Camden L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37416,ARCH,475,Arch Design & Development,E2,LAB,120135,"Kim, Michael K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37421,ARCH,572,Design: Behavior & Environment,E0,LAB,120135,"Hinders, Kevin J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37432,ASTR,100,Introduction to Astronomy,ONL,ONL,120135,"Looney, Leslie W",5,8,8,5,1,2,3,1,2,0,4,2,2,0,2.88,2.370780462,30%
36300,ATMS,120,Severe and Hazardous Weather,ONL,ONL,120135,"Snodgrass, Eric R",147,85,16,8,9,1,3,5,1,2,1,1,4,0,3.77,3.200753517,82%
30300,AVI,101,Private Pilot I,AE1,LCD,120135,"Nusbaum, Daniel P",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30593,AVI,120,Private Pilot II,AE1,LCD,120135,"Lucas, David J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30606,AVI,130,Commercial - Instrument I,AE1,LCD,120135,"Beck, Jeffrey C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30613,AVI,140,Commercial - Instrument II,AE1,LCD,120135,"Lucas, David J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30623,AVI,200,Commercial Pilot I,AE1,LCD,120135,"Hinebaugh, Kristina L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30630,AVI,210,Commercial Pilot II,AE1,LCD,120135,"West, Lawrence R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30643,AVI,320,Flight Instructor-Airplane,AE1,LCD,120135,"Wofford, Michael G",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30656,AVI,322,Instrument Flight Instructor,FD,FL,120135,"Phillips, Sybil I",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29880,AVI,380,Multiengine Land,F12,FL,120135,"Phillips, Sybil I",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29881,AVI,380,Multiengine Land,F13,FL,120135,"Phillips, Sybil I",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29882,AVI,380,Multiengine Land,F14,FL,120135,"Phillips, Sybil I",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30671,AVI,380,Multiengine Land,FB,FL,120135,"Phillips, Sybil I",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30675,AVI,380,Multiengine Land,FE,FL,120135,"Phillips, Sybil I",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30677,AVI,381,Cockpit Resource Management,AE1,LCD,120135,"Talleur, Donald A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29884,BADM,300,The Legal Environment of Bus,A,LCD,120135,"Lansing, Paul",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34350,BADM,300,The Legal Environment of Bus,B,LCD,120135,"Kindt, John W",15,19,0,1,1,0,0,0,0,0,0,0,0,0,3.95,0.593717104,94%
37386,BADM,300,The Legal Environment of Bus,OL,ONL,120135,"Marrs, Gregory A",6,8,6,2,4,0,0,1,0,0,0,0,0,0,3.65,1.031786477,52%
29889,BADM,310,Mgmt and Organizational Beh,A,LCD,120135,"Prince, Nicholas R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36472,BADM,310,Mgmt and Organizational Beh,OL,ONL,120135,"Shabbir, Muhammad S",0,24,23,14,3,1,2,1,1,0,1,1,0,0,3.5,1.770028248,34%
36859,BADM,320,Principles of Marketing,A1,LCD,120135,"Ha, Younhee",25,5,3,1,2,1,0,0,0,0,0,0,0,1,3.87,0.795958542,81%
36473,BADM,320,Principles of Marketing,OL,ONL,120135,"Shabbir, Muhammad S",0,44,28,6,8,2,0,2,0,0,0,0,4,0,3.53,3.139531357,47%
36474,BADM,350,IT for Networked Organizations,OL,ONL,120135,"Sachdev, Vishal",2,13,13,6,5,5,1,0,0,0,0,0,0,0,3.52,1.217139504,33%
36475,BADM,380,International Business,OL,ONL,120135,"Bucheli, Marcelo",0,2,4,9,2,3,1,1,0,0,0,0,0,0,3.23,0.881540859,9%
34221,BADM,551,Managing Intellectual Property,ADV,LCD,120135,"Bradley, Joe A",2,9,23,7,1,0,0,0,0,0,0,0,0,0,3.68,0.722329565,26%
30705,BADM,567,Process Management,A,LCD,120135,"Chhajed, Dilip",1,11,9,10,6,0,0,0,0,0,0,0,0,0,3.58,1.004868151,32%
35684,BADM,567,Process Management,B,LCD,120135,"Chhajed, Dilip",1,9,10,8,7,2,0,1,0,0,0,0,0,0,3.47,1.09949339,26%
36402,BADM,572,Stat for Mgt Decision Making,OL,ONL,120135,"Palekar, Udatta S",25,21,3,3,1,1,0,0,0,0,0,0,0,0,3.9,0.807258736,85%
33608,BADM,573,Quant Analysis of Decisions,CT,LCD,120135,"Anand, Gopesh J",0,7,9,9,6,0,0,1,0,0,0,0,0,0,3.47,1.112546628,22%
36861,BADM,582,Multinational Management,EM,LCD,120135,"Cheng, Joseph L",0,3,5,14,5,0,0,0,0,0,0,0,0,0,3.41,0.786558962,11%
32848,BADM,590,Technology Practicum,ADT,LCD,120135,"Kurtz, Jeffrey M",0,44,0,0,2,0,0,0,0,0,0,0,0,0,3.96,0.978161541,96%
36596,BADM,590,Business Practice Immersion,GRI,LCD,120135,"Chhajed, Dilip",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30718,BTW,250,Principles Bus Comm,B,LCD,120135,"Hanson, Justin N",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30712,BTW,250,Principles Bus Comm,D,LCD,120135,"McQuiston, Erin S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36344,BTW,250,Principles Bus Comm,OL1,ONL,120135,"Sunia, Patricia G",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36349,BTW,250,Principles Bus Comm,OL2,ONL,120135,"Dickison, Carrie N",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36350,BTW,250,Principles Bus Comm,OL3,ONL,120135,"Tienou, Debora",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36487,BTW,250,Principles Bus Comm,OL4,ONL,120135,"Williams, Kelly E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30709,BTW,250,Principles Bus Comm,OL5,ONL,120135,"Schroeder, Erin A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37033,CEE,407,Airport Design,ONL,ONL,120135,"Herrin, Stanley M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36942,CEE,422,Construction Cost Analysis,ONL,ONL,120135,"Liu, Liang Y",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30817,CEE,422,Construction Cost Analysis,UG3,LCD,120135,"Liu, Liang Y",0,8,9,5,3,5,0,2,0,0,0,0,0,0,3.39,1.328106421,25%
30819,CEE,469,Wood Structures,UG3,LCD,120135,"Gurfinkel, German",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37439,CEE,498,Experimntl Mthds Strct & Mat,KUC,LBD,120135,"Kuchma, Daniel A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30822,CHEM,102,General Chemistry I,AL1,LEC,120135,"Hummel, Thomas J",3,14,1,8,7,6,8,8,5,3,2,0,3,0,2.71,2.532567867,25%
30828,CHEM,103,General Chemistry Lab I,11,LAB,120135,"Tu, Andy",4,22,2,1,3,0,0,1,0,0,0,0,1,0,3.7,1.713392625,76%
30825,CHEM,104,General Chemistry II,AL1,LEC,120135,"Ray, Christian R",2,5,3,7,12,7,8,9,7,0,0,0,4,1,2.58,2.437736655,11%
30829,CHEM,105,General Chemistry Lab II,21,LAB,120135,"Ray, Christian R",12,13,5,1,2,1,0,1,0,0,0,1,0,0,3.7,1.426534262,69%
33499,CHEM,232,Elementary Organic Chemistry I,A,ONL,120135,"Rafferty, Ryan",4,16,2,4,18,2,7,23,0,0,7,0,3,2,2.67,3.05354548,23%
30836,CHEM,233,Elementary Organic Chem Lab I,AL1,LEC,120135,"Rafferty, Ryan",0,10,0,3,15,1,3,14,0,0,0,0,1,0,2.82,2.180851734,21%
30838,CHEM,332,Elementary Organic Chem II,A,LCD,120135,"Hawkes, Daryl A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36301,CHEM,332,Elementary Organic Chem II,OL2,ONL,120135,"Hawkes, Daryl A",0,15,15,4,10,1,2,2,2,0,0,0,0,0,3.39,1.620381899,29%
30840,CHEM,442,Physical Chemistry I,1,LEC,120135,"Nicely, Amy L",4,3,2,2,3,2,3,1,0,1,2,0,3,0,2.64,2.029366224,27%
30841,CHIN,201,Elementary Chinese I,2A,LCD,120135,"Wang, Mei",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30842,CHIN,202,Elementary Chinese II,2B,LCD,120135,"Yao, Yun",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36278,CHLH,100,Contemporary Health,ON2,ONL,120135,"Trask, Jeffrey T",1,6,16,10,11,7,1,3,1,1,1,0,0,1,3.17,1.554471556,12%
30845,CHLH,101,Introduction to Public Health,A,LEC,120135,"Wang, Qian",0,6,4,3,3,4,3,3,1,0,0,0,1,0,2.96,1.623535237,21%
29898,CHLH,206,Human Sexuality,A1,LCD,120135,"Darfour-Oduro, Sandra A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36274,CHLH,206,Human Sexuality,ON2,ONL,120135,"Rinaldi-Miles, Anna I",1,5,7,5,9,5,1,6,2,5,1,0,3,0,2.64,2.221898588,12%
29896,CHLH,243,Drug Use and Abuse,A1,LCD,120135,"Lange, Dustin D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36276,CHLH,243,Drug Use and Abuse,ONL,ONL,120135,"Kersh, Renique",4,13,4,3,4,3,7,2,0,3,0,0,1,0,3.11,2.051253275,39%
30854,CHLH,494,Special Topics,B,LCD,120135,"O'Rourke, Thomas W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37355,CHLH,587,MPH Practicum,A,LEC,120135,"Hann, Lena",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37028,CHLH,589,Public Health Capstone Expnce,B,LEC,120135,"Hann, Lena",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36379,CI,410,Middle School Instruction,A,ONL,120135,"Dean, Sheila R",0,13,14,4,0,2,0,0,0,0,0,0,0,0,3.7,0.975961065,39%
32573,CI,499,Ent Leadership in STEM Ed,CT,LCD,120135,"Price, Raymond L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37591,CI,499,"Genes, Proteins & Behavior",NR1,LCD,120135,"Hug, Barbara",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37532,CI,560,Trends & Issues Language Arts,A,ONL,120135,"Cope, William",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30753,CI,577,Clinical Practicum in Reading,A,LCD,120135,"McCarthey, Sarah J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37533,CI,590,Crit & Soc Just Persp on Pedag,A,ONL,120135,"Dixson, Adrienne D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37431,CLCV,102,Medical Terms-GRK & LAT Roots,O,ONL,120135,"McConnell, Ryan E",1,9,7,3,1,4,0,4,0,0,0,0,3,0,3.04,2.371265485,31%
30857,CLCV,114,Introduction to Greek Culture,D1,LCD,120135,"Yona, Sergio",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30859,CLCV,115,Mythology of Greece and Rome,C,LCD,120135,"Abosso, Daniel H",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30861,CLCV,115,Mythology of Greece and Rome,D,LCD,120135,"McVey, Aine C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34794,CMN,101,Public Speaking,1,LCD,120135,"Tokarz, David M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34795,CMN,101,Public Speaking,2,LCD,120135,"Irwin, Katie L",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34798,CMN,102,Intro to Comm Theory & Res,1,LCD,120135,"Boone, George W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34799,CMN,102,Intro to Comm Theory & Res,2,LCD,120135,"Martinez, Jermaine",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34800,CMN,211,Business Communication,1,LCD,120135,"Lammers, John C",0,4,4,5,3,3,0,0,2,2,0,1,0,0,2.96,1.623899627,17%
34802,CMN,212,Intro to Organizational Comm,1,ONL,120135,"Atouba Ada, Yannick Lione",0,5,1,2,4,5,2,4,0,1,0,0,0,0,2.9,1.311964176,21%
34803,CMN,220,Communicating Public Policy,1,LCD,120135,"Singh, Rohini S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34804,CMN,230,Intro to Interpersonal Comm,1,LCD,120135,"Roache, David J",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34805,CMN,230,Intro to Interpersonal Comm,2,LCD,120135,"Lavoie, Mark W",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
34806,CMN,260,Intro to Health Communication,OL2,ONL,120135,"Klean Zwilling, Jillian M",0,2,5,2,2,2,1,5,2,0,1,2,2,0,2.4,1.837488404,8%
