Subject,Course ,CRN,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ACCY,202,30143,Accounting and Accountancy II,DIS,5,8,1,7,9,2,0,4,0,0,1,0,0,0,3.25,"Shapland, Julia P"
ACCY,202,30151,Accounting and Accountancy II,DIS,9,10,0,6,10,0,1,1,0,0,0,0,0,0,3.52,"Shapland, Julia P"
ACCY,202,30159,Accounting and Accountancy II,DIS,5,6,1,8,11,1,0,2,0,0,0,0,0,0,3.35,"Shapland, Julia P"
ACCY,202,30161,Accounting and Accountancy II,DIS,10,10,0,7,4,0,2,2,2,0,0,0,0,0,3.44,"Shapland, Julia P"
ACCY,202,30168,Accounting and Accountancy II,DIS,6,7,1,6,3,3,2,4,2,0,0,0,0,0,3.2,"Shapland, Julia P"
ACCY,202,30171,Accounting and Accountancy II,DIS,3,8,0,2,9,3,2,1,3,0,0,0,1,0,3.04,"Shapland, Julia P"
ACCY,202,30176,Accounting and Accountancy II,DIS,3,7,0,4,12,3,1,3,0,0,1,0,0,0,3.14,"Shapland, Julia P"
ACCY,202,30179,Accounting and Accountancy II,DIS,7,5,1,5,8,3,3,0,0,0,1,0,0,0,3.28,"Shapland, Julia P"
ACCY,202,30182,Accounting and Accountancy II,DIS,3,7,1,6,9,1,4,0,1,0,1,0,0,0,3.19,"Shapland, Julia P"
ACCY,202,30186,Accounting and Accountancy II,DIS,1,7,2,5,7,4,2,1,2,0,2,0,0,0,3.02,"Shapland, Julia P"
ACCY,301,30192,Atg Measurement & Disclosure,LCD,0,4,5,3,3,3,2,1,1,0,2,1,0,0,2.89,"Davis, Gregory L"
ACCY,301,30195,Atg Measurement & Disclosure,LCD,5,11,3,2,2,2,0,0,0,0,0,0,0,0,3.72,"Davis, Gregory L"
ACCY,301,30197,Atg Measurement & Disclosure,LCD,3,3,4,5,6,2,1,0,1,0,0,0,1,0,3.18,"Davis, Gregory L"
ACCY,301,30200,Atg Measurement & Disclosure,LCD,3,3,6,8,3,3,0,0,0,0,0,0,0,0,3.45,"Mendoza, Kimberly"
ACCY,301,30201,Atg Measurement & Disclosure,LCD,3,2,8,10,0,0,0,1,0,0,1,1,0,0,3.32,"Li, Wei"
ACCY,301,30203,Atg Measurement & Disclosure,LCD,4,4,1,7,4,1,1,1,0,1,1,0,1,0,3.09,"Mendoza, Kimberly"
ACCY,302,60043,Decision Making for Atg,LCD,2,6,7,4,2,1,2,0,0,0,0,1,0,0,3.4,"Fanning, Kirsten B"
ACCY,302,30211,Decision Making for Atg,LCD,3,2,5,9,3,0,1,0,0,1,0,0,0,0,3.37,"Fanning, Kirsten B"
ACCY,302,30212,Decision Making for Atg,LCD,0,8,4,4,4,3,1,1,0,0,0,0,0,0,3.37,"Finnegan, Thomas"
ACCY,302,30228,Decision Making for Atg,LCD,1,3,10,7,1,1,1,0,0,0,0,0,0,0,3.5,"Finnegan, Thomas"
ACCY,302,30232,Decision Making for Atg,LCD,0,3,5,9,5,2,0,0,1,0,0,0,0,0,3.29,"Fanning, Kirsten B"
ACCY,302,30255,Decision Making for Atg,LCD,0,1,8,4,7,1,1,0,0,0,0,0,0,0,3.3,"Finnegan, Thomas"
ACCY,303,30267,Atg Institutions and Reg,LCD,1,14,1,2,3,2,0,1,1,0,0,0,2,0,3.27,"Hamm, Brian K"
ACCY,303,30271,Atg Institutions and Reg,LCD,4,5,4,1,5,2,3,2,0,0,0,1,0,0,3.19,"Schwartz, Rachel"
ACCY,303,30274,Atg Institutions and Reg,LCD,0,13,2,2,0,0,2,0,1,0,1,0,1,0,3.33,"Hamm, Brian K"
ACCY,303,30276,Atg Institutions and Reg,LCD,1,5,6,12,0,0,2,0,0,2,0,0,0,0,3.33,"Li, Wei"
ACCY,303,30278,Atg Institutions and Reg,LCD,9,8,4,2,2,0,0,0,0,0,1,0,1,0,3.57,"Schwartz, Rachel"
ACCY,303,46358,Atg Institutions and Reg,LCD,8,7,4,1,1,2,2,1,0,0,0,1,2,0,3.23,"Schwartz, Rachel"
ACCY,304,30286,Accounting Control Systems,LCD,1,7,6,7,8,7,0,0,0,0,0,0,0,0,3.33,"Wu, Martin G"
ACCY,304,30291,Accounting Control Systems,LCD,0,1,9,8,11,4,3,0,0,0,0,0,0,0,3.18,"Wu, Martin G"
ACCY,304,30294,Accounting Control Systems,LCD,1,3,11,3,11,4,2,0,0,0,0,0,0,0,3.28,"Wu, Martin G"
ACCY,304,30296,Accounting Control Systems,LCD,0,14,8,5,3,3,0,1,1,0,0,0,0,0,3.51,"Wang, Wei"
ACCY,304,30299,Accounting Control Systems,LCD,0,5,7,3,7,2,0,4,1,0,2,0,0,0,3.02,"Wang, Wei"
ACCY,312,30334,Principles of Taxation,LCD,0,7,4,4,5,2,2,0,1,0,0,0,0,0,3.31,"Hutchens, Michelle L"
ACCY,312,30335,Principles of Taxation,LCD,0,4,4,5,10,1,1,1,0,0,0,0,0,0,3.24,"Hutchens, Michelle L"
ACCY,312,30336,Principles of Taxation,LCD,6,4,2,2,4,3,2,1,1,0,0,0,1,0,3.17,"Penn, Michael W"
ACCY,312,39460,Principles of Taxation,LCD,0,6,8,4,1,6,1,0,0,0,0,0,0,0,3.39,"Hutchens, Michelle L"
ACCY,312,48959,Principles of Taxation,LCD,0,15,0,0,9,0,0,2,0,0,0,0,0,0,3.5,"Chatterton, Angel"
ACCY,312,56978,Principles of Taxation,LCD,7,4,6,1,5,1,0,1,1,0,0,0,0,0,3.49,"Penn, Michael W"
ACCY,312,63525,Principles of Taxation,LCD,0,5,0,0,12,0,0,6,0,0,0,0,0,0,2.96,"Chatterton, Angel"
ACCY,398,30412,Practical Problems in Atg,ONL,61,3,1,2,0,0,0,4,0,0,0,0,0,0,3.86,"Nekrasz, Frank"
ACCY,398,63823,Practical Problems in Atg,ONL,138,3,1,1,0,0,0,4,0,0,0,0,0,0,3.94,"Nekrasz, Frank"
ACCY,405,30315,Assurance and Attestation,LCD,0,5,10,13,2,0,1,0,0,0,0,0,0,0,3.49,"Thompson, Anne M"
ACCY,405,30324,Assurance and Attestation,LCD,0,4,2,16,4,1,1,0,0,0,0,0,0,0,3.34,"Thompson, Anne M"
ACCY,410,60044,Advanced Financial Reporting,LCD,0,9,2,1,6,1,1,3,1,0,0,0,0,0,3.24,"Chen, Ciao-Wei"
ACCY,410,60045,Advanced Financial Reporting,LCD,0,3,3,8,1,2,3,2,1,0,0,0,0,0,3.07,"Ibrahim, Adel Nematallah"
ACCY,410,61733,Advanced Financial Reporting,LCD,0,8,6,4,9,0,0,0,0,0,0,0,0,0,3.5,"Chen, Ciao-Wei"
ACCY,410,61734,Advanced Financial Reporting,LCD,0,4,4,2,9,2,0,1,0,0,0,0,0,0,3.27,"Chen, Ciao-Wei"
ACCY,410,61758,Advanced Financial Reporting,LCD,1,7,2,2,2,4,2,0,1,0,0,0,0,0,3.31,"Kustanovich, Michael"
ACCY,410,61759,Advanced Financial Reporting,LCD,0,4,5,3,4,5,3,0,0,0,0,0,0,0,3.19,"Ibrahim, Adel Nematallah"
ACCY,415,63503,Auditing Stds and Practice,LCD,0,8,3,8,7,2,0,0,0,0,0,0,0,0,3.43,"Lullo, Michael J"
ACCY,415,65157,Auditing Stds and Practice,LCD,0,5,3,4,11,3,2,0,1,0,0,0,0,0,3.16,"Ciconte, William"
ACCY,415,65158,Auditing Stds and Practice,LCD,0,9,7,8,1,1,2,0,1,0,0,0,0,0,3.46,"Ciconte, William"
ACCY,415,65159,Auditing Stds and Practice,LCD,0,5,4,7,4,3,1,2,2,0,0,1,0,0,3.05,"Lullo, Michael J"
ACCY,451,61737,Advanced Income Tax Problems,LCD,7,0,8,5,1,0,1,0,0,0,0,0,0,0,3.62,"Donohoe, Michael P"
ACCY,451,61739,Advanced Income Tax Problems,LCD,0,10,0,0,5,0,0,6,0,0,0,0,0,0,3.19,"Holder, Charles B"
ACCY,451,61743,Advanced Income Tax Problems,LCD,2,5,5,7,4,2,0,0,0,0,0,0,1,0,3.39,"Hutchens, Matthew"
ACCY,451,68843,Advanced Income Tax Problems,LCD,6,7,1,2,6,1,1,3,1,0,0,0,0,0,3.34,"Alt, Amanda J"
ACCY,501,68872,Accounting Analysis I A,ONL,19,21,12,5,5,2,2,0,0,0,0,1,2,2,3.57,"Augusto Sampaio, Gerlando"
ACCY,501,68873,Accounting Analysis I B,ONL,30,21,9,2,1,4,0,0,0,0,0,0,2,0,3.73,"Augusto Sampaio, Gerlando"
ACCY,502,67590,Accounting Analysis II A,ONL,12,14,52,22,13,7,0,2,0,0,0,0,0,3,3.52,"Hepp, John"
ACCY,502,67591,Accounting Analysis II B,ONL,13,40,27,14,21,5,0,0,0,0,0,0,0,0,3.62,"Hepp, John"
ACCY,503,44637,Managerial Accounting,LCD,0,16,10,6,0,0,0,0,0,0,0,0,0,0,3.77,"Curtis, Susan M"
ACCY,503,67610,Managerial Accounting A,ONL,0,47,24,8,4,1,0,1,0,0,0,0,0,1,3.76,"Hecht, Gary W"
ACCY,503,67611,Managerial Accounting B,ONL,0,41,18,10,7,3,2,2,1,0,0,0,0,0,3.6,"Hecht, Gary W"
ACCY,503,69063,Managerial Accounting,ONL,0,260,86,160,103,34,11,6,0,0,0,0,0,3,3.52,"Hecht, Gary W"
ACCY,503,69478,Managerial Accounting,LCD,4,7,8,2,3,2,0,0,1,0,0,0,0,0,3.56,"Williamson, Michael"
ACCY,503,69208,Managerial Accounting,ONL,0,23,5,10,4,1,1,2,0,0,0,0,0,0,3.58,"Hecht, Gary W"
ACCY,506,66494,Advanced Topics in Accounting,LCD,8,14,9,7,2,0,0,0,0,0,0,0,0,0,3.76,"Urcan, Oktay"
ACCY,506,66495,Advanced Topics in Accounting,LCD,9,10,6,7,5,0,0,0,0,0,0,0,0,0,3.68,"Urcan, Oktay"
ACCY,506,66496,Advanced Topics in Accounting,LCD,2,7,5,12,3,0,0,0,0,0,0,0,0,0,3.56,"Urcan, Oktay"
ACCY,507,67722,Taxation of Bus Entities A,ONL,0,28,6,3,3,3,3,2,1,0,0,0,0,0,3.54,"Donohoe, Michael P"
ACCY,507,67725,Taxation of Bus Entities B,ONL,26,8,4,3,3,1,2,0,0,0,0,0,0,0,3.77,"Donohoe, Michael P"
ACCY,510,44865,Financial Reporting Standards,LCD,5,10,0,2,3,1,0,0,0,0,0,0,0,0,3.73,"Steward, Cynthia G"
ACCY,510,46889,Financial Reporting Standards,LCD,0,12,0,6,2,0,1,0,0,0,0,0,0,0,3.63,"Brown, Nerissa"
ACCY,510,46890,Financial Reporting Standards,LCD,0,14,0,2,4,1,0,0,0,0,0,0,0,0,3.68,"Brown, Nerissa"
ACCY,512,30434,Data Analytics for Mgmt Acctg,LCD,0,18,10,4,4,0,0,0,0,0,0,0,0,0,3.72,"Chen, Xiaoling"
ACCY,512,30436,Data Analytics for Mgmt Acctg,LCD,0,13,14,6,2,1,0,0,0,0,0,0,0,0,3.67,"Chen, Xiaoling"
ACCY,512,30437,Data Analytics for Mgmt Acctg,LCD,0,13,12,4,1,0,0,0,0,0,0,0,0,0,3.75,"Chen, Xiaoling"
ACCY,515,44467,Auditing & Assurance Standards,LCD,0,5,5,5,7,0,0,0,0,0,0,0,0,0,3.45,"Williams, Devin J"
ACCY,515,46360,Auditing & Assurance Standards,LCD,0,6,8,5,2,1,0,0,0,0,0,0,0,0,3.58,"Williams, Devin J"
ACCY,515,48423,Auditing & Assurance Standards,LCD,0,4,4,2,8,5,0,1,0,0,0,0,0,0,3.2,"Williams, Devin J"
ACCY,517,30428,Financial Statement Analysis,LCD,6,14,3,2,0,1,0,0,0,0,0,0,0,0,3.86,"Li, Yue"
ACCY,517,30431,Financial Statement Analysis,LCD,2,5,14,3,3,0,0,0,0,0,0,0,0,0,3.64,"Brown, Timothy J"
ACCY,517,58688,Financial Statement Analysis,LCD,0,9,8,5,0,0,0,0,0,0,0,0,0,0,3.73,"Brown, Timothy J"
ACCY,517,61747,Financial Statement Analysis,LCD,0,13,7,1,1,0,0,0,0,0,0,0,0,0,3.82,"Li, Yue"
ACCY,517,63200,Financial Statement Analysis,LCD,3,7,6,8,11,0,0,0,0,0,0,0,0,0,3.48,"Brown, Timothy J"
ACCY,517,63202,Financial Statement Analysis,LCD,0,1,8,9,3,1,0,1,0,0,0,0,0,0,3.35,"Hamm, Brian K"
ACCY,552,30438,Partnership Income Taxation,LCD,0,5,2,7,12,0,0,0,0,0,0,0,0,0,3.33,"Sternburg, Thomas"
ACCY,552,30440,Partnership Income Taxation,LCD,0,2,4,6,10,0,0,0,0,0,0,0,0,0,3.3,"Sternburg, Thomas"
ACCY,575,64806,Data Analytics Apps in ACCY,LCD,0,13,14,2,1,0,0,0,0,0,0,0,0,0,3.77,"Anand, Vic"
ACCY,575,67001,Data Analytics Apps in ACCY,LCD,1,19,13,1,1,0,0,0,0,0,0,0,0,0,3.83,"Anand, Vic"
ACCY,575,67002,Data Analytics Apps in ACCY,LCD,1,13,15,5,0,0,0,0,0,0,0,0,0,0,3.76,"Anand, Vic"
ACCY,575,66491,Data Analytics Apps in ACCY,LCD,6,27,1,0,0,1,0,0,0,0,0,0,0,0,3.95,"Hobson, Jessen L"
ACCY,575,66492,Data Analytics Apps in ACCY,LCD,5,24,1,4,0,1,0,0,0,0,0,0,0,0,3.88,"Hobson, Jessen L"
ACCY,575,66493,Data Analytics Apps in ACCY,LCD,2,26,1,5,0,0,0,0,0,0,0,0,0,0,3.89,"Hobson, Jessen L"
ACE,100,30470,Agr Cons and Resource Econ,DIS,1,0,4,1,6,1,1,5,2,0,2,1,0,0,2.54,"Gundersen, Lisa C"
ACE,100,30473,Agr Cons and Resource Econ,DIS,0,2,2,2,1,2,2,6,2,2,2,1,1,1,2.23,"Gundersen, Lisa C"
ACE,100,30480,Agr Cons and Resource Econ,DIS,1,4,2,2,5,2,3,1,0,0,2,3,0,1,2.69,"Gundersen, Lisa C"
ACE,161,30486,Microcomputer Applications,LBD,0,18,0,0,7,0,0,1,0,0,0,0,0,0,3.65,"Lo, Alexander C"
ACE,161,30504,Microcomputer Applications,LBD,0,11,0,0,9,0,0,4,0,0,0,0,0,1,3.29,"Burnett, Meghan L"
ACE,161,30505,Microcomputer Applications,LBD,0,18,0,0,7,0,0,1,0,0,0,0,1,0,3.52,"Lo, Alexander C"
ACE,161,30487,Microcomputer Applications,LBD,0,16,0,0,4,0,0,5,0,0,0,0,1,0,3.31,"Lo, Alexander C"
ACE,161,30507,Microcomputer Applications,LBD,0,15,0,0,6,0,0,1,0,0,1,0,0,0,3.52,"Lo, Alexander C"
ACE,161,30509,Microcomputer Applications,ONL,8,14,6,2,3,0,2,0,0,0,0,0,0,2,3.72,"Fernandes Tomon, Andre"
ACE,161,30491,Microcomputer Applications,LBD,3,6,5,1,0,4,3,0,0,1,0,0,0,0,3.33,"Forrest, Samantha S"
ACE,161,30513,Microcomputer Applications,ONL,0,15,0,0,5,0,0,2,0,0,0,0,0,0,3.59,"Burnett, Meghan L"
ACE,161,30493,Microcomputer Applications,LBD,0,16,0,0,8,0,0,0,0,0,1,0,2,0,3.3,"Lo, Alexander C"
ACE,161,30494,Microcomputer Applications,LBD,0,15,0,0,8,0,0,2,0,0,1,0,0,0,3.42,"Lo, Alexander C"
ACE,161,48873,Microcomputer Applications,LBD,4,6,1,2,3,1,1,1,2,0,0,0,1,0,3.17,"Fernandes Tomon, Andre"
ACE,199,48181,Digital Mktg and Social Media,LCD,0,48,0,0,5,0,0,0,0,0,0,0,0,0,3.91,"Lo, Alexander C"
ACE,210,30528,Environmental Economics,LEC,14,37,6,13,15,5,4,6,2,2,4,0,5,0,3.18,"Ordonez Morales, Pablo J"
ACE,231,55458,Food and Agribusiness Mgt,LCD,17,66,32,19,18,8,8,3,2,0,2,0,1,0,3.51,"Stoddard, Paul B"
ACE,232,30577,Farm Management,LCD,4,8,10,8,9,5,4,1,0,1,0,0,0,0,3.29,"Stoddard, Paul B"
ACE,240,49899,Personal Financial Planning,LEC,13,15,4,6,15,2,3,5,2,0,2,2,2,0,3.11,"Xu, Yilan"
ACE,240,55444,Personal Financial Planning,ONL,57,104,0,0,25,0,0,5,0,0,3,0,3,1,3.72,"Lemoine, Craig"
ACE,251,39440,The World Food Economy,LEC,0,34,8,11,13,7,7,0,3,2,1,0,1,1,3.27,"Gundersen, Craig"
ACE,254,44225,Economic Systems in Africa,LCD,7,11,5,0,3,2,0,0,0,0,0,0,0,0,3.74,"Amadu, Festus O"
ACE,255,67437,Econ of Food & Enviro Justice,LEC,32,17,1,0,2,0,1,1,0,0,1,0,1,0,3.77,"Ando, Amy W"
ACE,261,60578,Applied Statistical Methods,LEC,5,16,9,9,8,7,2,2,1,0,2,0,1,2,3.26,"Gundersen, Lisa C"
ACE,270,30581,Consumer Economics,LEC,0,18,2,10,15,11,5,6,0,2,1,0,1,1,3.02,"Gundersen, Craig"
ACE,310,60459,Natural Resource Economics,LEC,5,20,12,13,5,3,3,3,4,1,0,0,1,0,3.3,"Brazee, Richard J"
ACE,341,64483,Contemporary Issues in Policy,LCD,1,7,7,1,1,1,0,1,3,0,0,1,0,0,3.23,"Finnegan, Ann B"
ACE,360,53547,Spreadsheet Models & Applic,LBD,12,10,6,7,2,6,0,0,3,0,1,0,1,0,3.36,"Doehring, Todd A"
ACE,360,53546,Spreadsheet Models & Applic,LBD,13,10,13,5,2,3,2,1,3,0,0,0,0,1,3.5,"Naughton, Conner J"
ACE,398,50033,App Stat Mthds & Data Anlytcs2,LCD,0,11,5,2,1,0,0,0,0,0,0,1,1,0,3.46,"Mallory, Mindy L"
ACE,398,30584,Intermediate App Micro Theory,CNF,6,12,3,5,6,0,2,2,0,0,0,2,0,0,3.36,"Ando, Amy W"
ACE,403,30588,Agricultural Law,LCD,2,6,7,2,6,0,1,0,0,0,0,0,0,0,3.54,"Coppess, Jonathan"
ACE,427,30592,Commodity Price Analysis,LCD,3,1,4,4,6,4,0,1,1,1,2,0,0,0,2.95,"Irwin, Scott H"
ACE,428,57692,Commodity Futures and Options,LCD,21,4,3,5,0,1,0,0,1,1,1,0,0,0,3.63,"Tremacoldi Ross, Pedro"
ACE,430,43567,Food Marketing,LCD,1,3,7,6,5,4,5,0,0,0,3,0,0,0,3,"Goldsmith, Peter D"
ACE,431,30593,Agri-food Strategic Management,LCD,4,23,2,5,4,7,0,0,0,0,0,0,0,0,3.62,"Moss, LeeAnn E"
ACE,435,58953,Global Agribusiness Management,LCD,3,18,5,6,14,3,2,2,1,0,0,0,0,0,3.38,"Schnitkey, Gary D"
ACE,440,55460,Finan Plan for Professionals,LCD,0,18,3,2,6,1,1,0,0,0,0,0,0,0,3.63,"Allen, Sharon C"
ACE,444,55323,Finan Serv & Invest Plan,LCD,2,8,2,1,6,2,0,5,2,0,1,6,0,0,2.64,"Sherrick, Bruce J"
ACE,446,49906,Modeling App's Finan Plan,LBD,4,12,0,8,1,6,2,3,1,0,2,3,0,0,3,"Sherrick, Bruce J"
ACE,449,52915,Retirement & Benefit Planning,LCD,4,21,6,4,11,2,0,2,0,0,0,0,0,1,3.55,"Xu, Yilan"
ACE,451,49908,Agriculture in Intl Dev,LCD,0,6,7,3,6,2,4,0,0,0,0,0,0,0,3.31,"McNamara, Paul E"
ACE,474,30604,Econ of Consumption,LCD,0,5,5,7,6,7,9,4,1,0,0,0,0,1,2.94,"Lyons, Angela C"
ACE,476,62223,Behavioral Economics,LCD,0,8,14,8,8,2,1,0,0,0,0,0,0,0,3.46,"Lyons, Angela C"
ACES,199,69128,Interpersonal Intelligence,ONL,9,7,6,1,2,0,0,0,0,0,0,0,0,0,3.81,"Smist, Jennifer A"
ACES,199,69129,Leading Organizations & Commun,ONL,31,28,11,4,3,3,1,0,2,3,0,2,10,1,3.24,"Smist, Jennifer A"
ADV,150,60077,Introduction to Advertising,LCD,47,149,17,12,58,2,2,2,1,0,1,1,4,1,3.64,"Hall, Steven R"
ADV,281,68850,Advertising Research Methods,DIS,1,5,1,1,14,1,1,6,0,0,1,1,0,0,2.86,"Wang, Yanyun"
ADV,281,68854,Advertising Research Methods,DIS,0,5,0,0,11,1,1,4,0,1,0,0,0,1,2.93,"Vargas, Patrick T"
ADV,281,68855,Advertising Research Methods,DIS,0,9,1,0,10,1,0,3,0,0,1,0,0,0,3.17,"Wang, Yanyun"
ADV,281,68856,Advertising Research Methods,DIS,1,4,0,1,10,0,0,11,0,0,2,0,0,0,2.67,"Ren, Yilin"
ADV,283,60080,Advertising and Brand Strategy,LCD,0,25,15,8,2,0,0,0,0,0,0,0,0,0,3.75,"Mabry-Flynn, Amanda D"
ADV,283,60081,Advertising and Brand Strategy,LCD,0,17,11,4,7,1,0,0,0,0,0,0,1,0,3.55,"Mabry-Flynn, Amanda D"
ADV,305,67033,Digital ADV Content,LCD,25,32,5,4,6,2,1,1,0,0,2,0,0,0,3.71,"Yao, Mike Z"
ADV,310,54936,Intro to Public Relations,LCD,4,35,10,5,40,5,7,12,1,0,1,0,2,0,3.16,"Wirtz, John"
ADV,311,65258,Classic Campaigns,LCD,0,7,8,8,7,5,1,2,0,0,0,0,0,0,3.28,"Chambers, Jason P"
ADV,312,60084,Advertising History,LCD,0,2,3,9,7,8,4,4,2,0,0,1,0,0,2.82,"Chambers, Jason P"
ADV,390,60085,Content Creation,LCD,0,15,17,17,12,15,5,7,2,0,0,1,0,0,3.13,"Sheldon, Peter S"
ADV,410,50144,Public Relations Strategies,LCD,4,9,10,10,7,4,3,1,0,0,0,0,0,0,3.39,"Oh, Sanghwa"
ADV,410,39501,Public Relations Strategies,LCD,1,7,9,11,5,1,0,1,0,0,0,0,0,0,3.47,"Oh, Sanghwa"
ADV,460,60087,Innovation in Advertising,LCD,6,7,8,9,6,6,1,2,2,0,2,1,0,0,3.15,"Ham, Chang Dae"
ADV,460,61526,Innovation in Advertising,LCD,9,11,9,9,3,4,3,1,2,0,0,0,0,0,3.43,"Ham, Chang Dae"
ADV,476,58592,Global Advertising,LCD,1,10,7,5,0,0,0,0,0,1,0,0,0,0,3.65,"Nelson, Michelle R"
ADV,483,61524,Audience Analysis,LCD,0,2,29,15,6,7,3,0,0,1,0,0,0,0,3.32,"Sar, Sela"
ADV,483,68912,Audience Analysis,LCD,2,8,9,17,9,12,3,1,0,0,1,0,0,0,3.2,"Taneja, Harsh"
ADV,492,64125,Tech and Advertising Campaigns,LCD,5,15,0,0,0,0,0,0,0,0,0,0,1,0,3.81,"Su, Leona Yi-Fan"
ADV,498,63424,The Sandage Project,LCD,0,25,3,2,0,0,0,0,0,0,0,0,0,0,3.92,"Meron, Shachar"
ADV,498,63425,The Sandage Project,LCD,0,18,5,2,4,0,1,0,0,0,0,0,0,0,3.71,"Meron, Shachar"
ADV,498,63427,The Sandage Project,LCD,0,15,9,1,4,0,0,0,0,0,0,0,0,0,3.74,"Meron, Shachar"
AE,199,59233,Computer-Aided Design,LCD,7,16,5,2,2,0,0,1,0,0,0,1,1,0,3.59,"Laystrom-Woodar, Julia K"
AE,199,61002,Computer-Aided Design,LCD,2,20,3,4,1,0,0,1,1,1,0,0,2,1,3.44,"Laystrom-Woodar, Julia K"
AE,202,54415,Aerospace Flight Mechanics,LCD,11,11,19,19,8,5,5,1,2,0,1,0,2,0,3.29,"Chilan, Christian M"
AE,311,65567,Incompressible Flow,LEC,1,5,9,4,10,3,4,1,0,0,0,0,1,0,3.15,"Saxton-Fox, Theresa A"
