Subject,Course,CRN,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ASTR,330,39057,Extraterrestrial Life,ONL,4,20,6,6,5,2,0,0,3,0,0,0,1,0,3.48,"Dunne, Bryan C"
ATMS,120,36300,Severe and Hazardous Weather,ONL,3,44,8,10,33,8,3,8,1,5,1,0,4,3,3.15,"Choate, Jessica J"
BADM,300,37386,The Legal Environment of Bus,ONL,93,64,9,8,5,1,2,0,0,0,0,2,0,0,3.87,"Wright, Margaret"
BADM,310,36472,Mgmt and Organizational Beh,ONL,0,125,57,41,22,4,6,0,1,1,2,0,7,0,3.54,"Gill, Shahbaz"
BADM,311,40660,Leading Individuals and Teams,ONL,0,28,3,2,1,0,0,0,0,0,0,0,0,0,3.9,"Luckman, Elizabeth"
BADM,320,36473,Principles of Marketing,ONL,0,193,19,19,5,0,1,0,0,0,0,1,2,0,3.85,"Gill, Shahbaz"
BADM,350,36474,IT for Networked Organizations,ONL,0,28,6,3,1,0,1,1,2,1,1,0,1,0,3.49,"Sachdev, Vishal"
BADM,375,37373,Operations Management,ONL,0,3,7,3,6,5,0,1,1,1,1,4,2,1,2.58,"Scott, Nehemiah"
BADM,380,36475,International Business,ONL,19,13,6,1,3,4,2,1,0,3,0,0,0,0,3.53,"Bucheli, Marcelo"
BADM,403,39625,Corporate & Commercial Law,ONL,36,20,6,0,3,2,0,0,0,1,0,0,1,0,3.79,"Fricke, Michael R"
BADM,544,38785,Strategic Management,ONL,40,223,216,111,47,29,6,5,2,2,0,0,1,1,3.61,"Somaya, Deepak"
BADM,544,38783,Strategic Management,ONL,24,87,81,27,23,7,3,0,1,0,0,0,1,0,3.65,"Somaya, Deepak"
BADM,550,39215,Technology Practicum,ONL,19,12,4,0,5,1,0,0,0,0,0,0,0,0,3.81,"Kurtz, Jeffrey M"
BADM,551,34221,Managing Intellectual Property,ONL,18,29,3,0,0,0,0,0,0,0,0,0,1,0,3.9,"Bradley, Joe A"
BADM,590,39422,Human Resource Management,ONL,2,19,3,1,1,0,0,0,0,0,0,0,1,0,3.75,"Lamare, James R"
BTW,250,36350,Principles Bus Comm,ONL,0,16,4,1,0,0,0,0,0,0,0,0,0,0,3.91,"Dudek, John"
CEE,469,30839,Wood Structures,ONL,4,11,8,1,0,2,1,0,0,0,0,0,0,0,3.72,"Gurfinkel, German"
CHEM,102,38250,General Chemistry I,ONL,2,4,5,6,6,8,9,10,11,13,6,5,7,8,2.04,"Marville, Kelly"
CHEM,104,38251,General Chemistry II,ONL,6,15,4,17,20,19,19,25,18,1,4,4,6,1,2.52,"Ray, Christian R"
CHEM,232,33499,Elementary Organic Chemistry I,ONL,1,17,2,2,16,3,4,13,4,2,3,1,5,1,2.61,"Kell, David A"
CHEM,442,30840,Physical Chemistry I,ONL,10,5,4,2,1,3,1,2,1,0,0,1,1,0,3.26,"Nicely, Amy L"
CHLH,101,38368,Introduction to Public Health,ONL,9,10,9,5,10,1,1,4,0,0,1,0,0,0,3.39,"Adamson, Brynn C"
CHLH,206,36274,Human Sexuality,ONL,1,11,2,3,4,3,0,2,0,0,0,0,0,0,3.44,"Rinaldi-Miles, Anna I"
CHLH,243,36276,Drug Use and Abuse,ONL,34,2,5,1,3,1,2,1,0,0,0,0,0,1,3.76,"Kersh, Renique"
CHLH,274,39228,Introduction to Epidemiology,ONL,8,14,8,5,4,3,2,0,4,1,0,0,0,1,3.4,"Darfour-Oduro, Sandra A"
CLCV,102,37431,Medical Terms-GRK & LAT Roots,ONL,22,3,1,3,0,0,0,0,0,0,0,0,0,0,3.92,"Goebel, Clarissa A"
CLCV,115,40416,Mythology of Greece and Rome,ONL,4,9,5,1,2,1,1,1,0,0,0,0,0,0,3.61,"Karnes, Victoria A"
CLCV,224,40509,American Race and Ethiniciy Cl,OLC,25,0,0,1,0,0,0,0,0,0,1,0,1,0,3.73,"Weed, Ashley K"
CLCV,224,40510,Amer Race&Ethnicity ClasicTrad,OLC,5,13,5,0,1,0,2,0,0,0,0,0,0,0,3.77,"Merkley, Kyle G"
CMN,212,37873,Intro to Organizational Comm,ONL,2,2,1,3,2,0,1,6,0,2,0,0,2,0,2.51,"Kimnach, Rachel L"
CMN,260,36318,Intro to Health Communication,ONL,0,7,1,0,4,0,0,3,0,1,0,2,4,0,2.38,"Wilson, Samuel R"
CMN,336,37340,Family Communication,ONL,1,5,5,0,5,1,0,3,2,1,1,0,0,0,2.99,"Moga, Jillian L"
CMN,336,37341,Family Communication,ONL,0,9,3,2,3,3,1,2,0,0,0,0,1,0,3.21,"Liao, Danni"
CMN,336,37910,Family Communication,ONL,0,6,1,1,2,2,3,0,2,0,1,0,4,1,2.44,"Pulido, Manuel D"
CS,105,40585,Intro Computing: Non-Tech,OLC,16,16,6,4,5,5,2,2,1,0,1,0,2,1,3.38,"Fowler, Maxwell L"
CS,173,36796,Discrete Structures,OLC,8,15,11,2,5,3,2,1,0,0,0,0,0,0,3.59,"Ludden, Ian G"
CS,173,40518,Discrete Structures,OLC,3,12,5,5,7,2,2,0,1,0,0,0,2,1,3.27,"Lin, Patrick"
CS,411,40317,Database Systems,OLC,24,73,31,15,13,14,4,6,5,0,3,3,3,1,3.42,"Alawini, Abdussalam A"
CS,411,40318,Database Systems,OLC,5,14,5,3,1,1,0,0,0,0,0,0,0,0,3.79,"Alawini, Abdussalam A"
CS,421,37194,Progrmg Languages & Compilers,OLC,26,24,8,1,4,0,0,2,0,0,1,0,2,0,3.67,"Butler, Liia M"
CS,421,30792,Progrmg Languages & Compilers,OLC,23,17,6,4,4,2,0,4,0,0,3,0,3,0,3.39,"Beckman, Mattox A"
CS,498,39213,Data Visualiztion,ONL,226,169,30,18,12,4,2,3,0,3,0,0,9,0,3.81,"Hart, John C"
CS,498,40004,Data Visualiztion,OLC,20,14,3,0,6,1,1,0,0,0,0,0,1,2,3.7,"Hart, John C"
CS,513,40022,Theory & Pract Data Cleaning,ONL,350,28,3,1,4,3,0,0,0,0,0,0,1,0,3.97,"Ludaescher, Bertram"
CS,598,40018,Cloud Capstone,ONL,35,6,0,0,1,0,0,0,0,0,0,0,1,0,3.88,"Farivar, Reza"
CS,598,40021,Data Mining Capstone,ONL,28,19,2,0,7,0,0,1,0,0,0,0,0,0,3.83,"Farivar, Reza"
DANC,100,36010,Intro to Contemporary Dance,ONL,30,7,3,2,0,0,0,0,0,0,0,0,0,0,3.94,"Sapozhnikov, Anna"
DANC,100,40642,Intro to Contemporary Dance,ONL,9,25,2,2,1,0,0,0,0,0,1,0,0,0,3.85,"Mininsohn, Sarah M"
ECE,205,30390,Electrical & Electronic Ckts,ONL,3,9,1,5,6,3,2,2,0,0,1,0,0,2,3.25,"Cheng, Zuofu"
ECE,206,30392,Electrical & Electronics Lab,ONL,13,5,2,1,3,0,0,0,0,0,0,0,1,0,3.67,"Cheng, Zuofu"
ECE,210,40788,Analog Signal Processing,ONL,2,6,5,3,7,3,1,2,7,4,2,0,5,1,2.44,"Chen, Xu"
ECE,220,38727,Computer Systems & Programming,ONL,13,6,4,6,2,0,1,2,0,0,0,0,1,0,3.51,"Chen, Yuting W"
ECE,310,40118,Digital Signal Processing,ONL,6,10,9,9,8,6,4,1,0,1,0,0,0,0,3.33,"Radhakrishnan, Chandrasek"
ECE,313,40119,Probability with Engrg Applic,ONL,5,8,7,13,15,7,1,29,0,1,2,2,7,2,2.57,"Alvarez, Juan"
ECE,329,40120,Fields and Waves I,ONL,9,9,3,4,3,3,0,4,1,0,1,0,0,0,3.35,"Kudeki, Erhan"
ECON,102,36304,Microeconomic Principles,ONL,0,94,0,0,1,0,0,0,0,0,1,0,3,1,3.84,"Vazquez, Jose J"
ECON,103,37312,Macroeconomic Principles,ONL,8,20,20,21,8,6,8,5,1,1,0,0,2,0,3.27,"McDermott, Eric M"
ECON,202,38802,Economic Statistics I,ONL,1,8,0,5,5,0,3,7,1,1,1,0,1,6,2.81,"Schultz, Colleen"
ECON,203,37858,Economic Statistics II,ONL,19,8,5,7,7,3,3,15,5,0,0,2,13,1,2.59,"Armendariz Buau, Ramses Y"
ECON,302,38740,Inter Microeconomic Theory,ONL,50,44,22,18,20,10,11,18,6,5,8,7,5,1,3.1,"Buckley, Bryan D"
ECON,303,38741,Inter Macroeconomic Theory,ONL,4,14,8,5,11,2,2,2,9,0,0,0,5,2,2.9,"McDermott, Eric M"
ECON,415,40192,Environmental Economics,ONL,0,6,8,6,14,3,2,5,3,1,0,0,1,0,2.95,"Buckley, Bryan D"
ECON,420,40226,International Economics,ONL,3,18,13,6,9,2,2,1,0,0,0,0,0,0,3.53,"DiIanni, Isaac"
ECON,437,40662,Game Theory,ONL,2,11,11,6,12,1,3,6,5,0,1,1,0,2,3.05,"Armendariz Buau, Ramses Y"
ECON,471,40228,Intro to Applied Econometrics,ONL,1,5,4,3,4,2,2,3,3,2,2,0,2,0,2.62,"Arvin-Rad, Hassan"
ECON,504,38385,Time Series Analysis in Econ,ONL,5,11,4,3,2,0,0,0,0,0,0,0,0,0,3.79,"Agiakloglou, Christos"
ECON,529,39329,Macroeconomics for Business,ONL,292,285,82,47,36,18,7,4,0,2,2,0,2,3,3.8,"Esfahani, Hadi S"
ECON,529,39330,Macroeconomics for Business,ONL,55,60,24,9,21,5,5,0,2,1,1,0,1,4,3.65,"Esfahani, Hadi S"
EOL,548,35652,Poli & Cultural Context of Ed,ONL,0,19,0,2,2,0,0,0,0,0,0,0,0,0,3.85,"Mason, Terrence C"
EOL,568,40547,"Diversity, Leadership & Policy",ONL,0,43,2,1,1,0,0,0,0,0,1,0,0,0,3.89,"Roegman, Rachel"
EOL,580,40549,"Rurality, Ed Access, Attain",ONL,0,31,0,0,1,0,0,0,0,0,0,0,0,0,3.97,"Rockey, Marci"
EPOL,550,39997,Methods of Educational Inquiry,ONL,15,19,8,2,0,1,0,0,0,0,0,0,0,0,3.88,"Hinze-Pifer, Rebecca"
EPS,405,35150,Historical & Social Barriers,ONL,0,170,1,2,2,1,0,0,0,0,0,0,0,4,3.97,"Pak, Yoon K"
EPS,415,34485,Technology &Educational Reform,ONL,0,75,28,4,6,2,1,1,0,0,0,0,0,0,3.79,"Burbules, Nicholas C"
EPS,423,40551,Politics of Education,ONL,0,20,1,1,0,1,0,0,0,0,0,0,0,0,3.9,"Mason, Terrence C"
EPS,590,40663,Qualitative Methods,ONL,0,22,1,0,1,0,0,0,0,0,0,0,0,0,3.94,"Kang, Hyun-Sook"
EPSY,408,37013,Learning & Hum Dev w/ EdTech,ONL,79,31,3,1,0,0,0,0,0,0,0,0,0,2,3.99,"Cope, William"
FAA,220,38797,Introduction to Fashion,ONL,14,10,1,3,0,0,0,1,0,0,0,0,0,0,3.85,"Becker, Susan E"
FIN,221,29940,Corporate Finance,ONL,19,109,16,9,8,1,0,2,0,0,1,0,0,0,3.83,"Dyer, Michael A"
FIN,435,36167,Personal Wealth Management,ONL,0,10,9,4,2,1,0,0,0,0,0,0,0,0,3.65,"Raskie, Sterling"
FIN,580,40538,Corporate Finance I and II,ONL,25,92,58,46,36,12,3,4,1,0,1,0,1,0,3.55,"Almeida, Heitor"
FIN,580,40539,Corporate Finance I and II,ONL,2,12,6,2,1,2,1,1,0,0,0,0,0,0,3.61,"Almeida, Heitor"
FR,101,34742,Elementary French I,ONL,6,4,6,0,3,1,0,1,1,0,0,0,2,3,3.22,"Clay, Amy L"
FSHN,120,29943,Contemporary Nutrition,ONL,0,58,0,0,13,0,0,6,0,0,3,0,0,1,3.58,"Burkhalter, Toni M"
GEOG,101,31379,Global Development&Environment,ONL,10,15,1,1,3,0,0,1,0,0,0,0,0,0,3.81,"Zaimi, Rea"
GEOG,204,38711,Cities of the World,ONL,5,3,2,4,4,1,0,1,0,0,0,0,1,0,3.3,"Roberts, Nina E"
GEOL,118,36837,Natural Disasters,ONL,8,2,4,2,1,0,2,0,1,1,0,0,0,0,3.43,"Altaner, Stephen P"
HDFS,105,36009,Intro to Human Development,ONL,25,4,5,3,0,2,1,0,0,1,0,0,1,0,3.65,"Theisen, Jaclyn C"
HIST,100,34208,Global History,ONL,0,9,4,1,6,1,1,3,0,0,1,0,5,0,2.71,"Chmiel, Agata A"
HIST,164,40495,The Automobile,ONL,0,5,8,5,3,0,0,0,1,0,0,0,1,0,3.33,"Jones, Douglas R"
HRD,411,40446,Instruct & Train System Design,ONL,0,58,10,2,1,0,0,0,0,0,0,0,4,2,3.71,"Oh, Eunjung"
IB,150,37351,Organismal & Evolutionary Biol,ONL,3,21,13,9,11,4,7,2,5,0,0,0,3,3,3.15,"Clegg, Benjamin F"
IB,364,37352,Genomics and Human Health,ONL,24,10,3,3,0,0,0,0,0,0,0,0,0,0,3.93,"Manaster, Joanne L"
IS,458,39550,Instruc Strat Tech Info Prof,ONL,13,8,0,2,1,0,0,0,0,0,0,0,0,0,3.92,"Wong, Melissa A"
IS,502,39555,Libraries Info and Society,ONL,0,16,6,2,1,0,0,0,0,0,0,0,0,0,3.82,"Weech, Terry"
IS,504,39557,Reference and Info Services,ONL,9,11,0,1,1,0,0,0,0,0,0,0,0,0,3.92,"Wong, Melissa A"
IS,507,39559,Intr to Bibliographic Metadata,ONL,14,4,4,1,1,0,0,0,0,0,0,0,0,0,3.88,"Choi, Inkyung"
IS,508,39560,Collection Development,ONL,0,25,2,1,0,0,0,0,0,0,0,0,0,0,3.95,"Holba Puacz, Jeanne T"
IS,580,39633,Rare Book and Spec Colls,ONL,0,20,0,0,1,0,0,0,0,0,0,0,0,0,3.95,"Vincler, John M"
JAPN,201,40189,Elementary Japanese I,ONL,2,6,5,2,1,0,0,1,2,0,0,0,2,0,3.11,"Nagata, Tsutomu"
JOUR,200,39100,Introduction to Journalism,ONL,5,31,10,11,7,3,3,4,3,1,1,1,4,1,3.21,"Holden, Benjamin A"
KIN,122,38742,Physical Activity and Health,ONL,3,7,10,7,2,3,3,1,2,0,0,1,4,0,2.95,"Richards, Alicia"
KIN,340,36785,Soc & Psych of Phys Activity,ONL,0,17,17,11,5,3,4,3,2,1,0,0,2,2,3.23,"Petruzzello, Steven J"
LEAD,260,40630,Intro to Leadership Studies,ONL,11,10,0,0,0,0,1,0,0,0,0,0,3,0,3.45,"Smist, Jennifer A"
LER,542,39186,Collective Bargaining,ONL,6,15,3,0,1,0,1,0,0,0,0,0,0,0,3.86,"Avgar, Ariel C"
LER,545,39683,Economics of Human Resources,ONL,21,1,3,0,1,0,0,0,0,0,0,0,0,0,3.92,"Sun, Yuanyuan"
LER,590,38774,Fundamentals of Business & Man,ONL,0,19,10,2,4,1,0,0,0,0,2,0,0,0,3.58,"Neuman, Eric J"
LING,100,38812,Intro to Language Science,ONL,2,7,8,2,2,0,1,0,0,0,0,0,1,0,3.49,"Bhatt, Rakesh M"
LLS,100,37420,Intro Latina/Latino Studies,ONL,2,4,9,0,1,2,0,2,0,2,0,3,2,0,2.74,"Leon-Boys, Diana"
MATH,220,38306,Calculus,ONL,0,1,3,5,8,1,0,6,0,0,0,0,2,0,2.71,"Carpenter, Bruce"
MATH,231,33002,Calculus II,ONL,7,5,3,6,0,4,5,4,0,0,1,1,2,1,2.92,"Folwaczny, Lena C"
MATH,231,38307,Calculus II,ONL,0,3,6,5,5,5,3,3,1,2,1,0,3,5,2.63,"Carpenter, Bruce"
MATH,241,33478,Calculus III,ONL,7,6,6,3,7,3,2,4,2,2,0,2,0,0,3.02,"Ahmed, Iftikhar"
MATH,241,38309,Calculus III,ONL,3,11,3,2,3,4,3,2,0,2,3,1,6,2,2.57,"Carpenter, Bruce"
MATH,285,38310,Intro Differential Equations,ONL,1,15,8,3,7,1,1,5,4,1,1,1,1,0,3.04,"Carpenter, Bruce"
MATH,286,38311,Intro to Differential Eq Plus,ONL,0,12,4,4,2,0,0,0,1,0,0,1,2,0,3.24,"Carpenter, Bruce"
MATH,415,38313,Applied Linear Algebra,ONL,1,26,11,6,13,7,3,5,5,0,4,0,4,1,3,"Carpenter, Bruce"
MATH,416,39528,Abstract Linear Algebra,ONL,5,8,3,6,2,3,2,4,1,0,5,0,2,0,2.84,"McCarthy, Randy"
MATH,417,39055,Intro to Abstract Algebra,ONL,7,5,0,6,2,4,2,2,2,1,0,0,1,1,3.06,"McCarthy, Randy"
MATH,441,39529,Differential Equations,ONL,8,5,3,1,3,1,1,3,3,0,0,0,1,3,3.15,"McCarthy, Randy"
MBA,542,40554,Digital Marketing Analytics,ONL,373,71,6,9,2,0,2,0,0,1,0,0,0,0,3.97,"Hartman, Kevin E"
MBA,542,40555,Digital Marketing Analytics,ONL,48,5,1,1,1,0,0,0,0,0,0,0,0,0,3.96,"Hartman, Kevin E"
MBA,546,40556,Global Business Horizons,ONL,13,335,38,8,9,4,0,0,0,0,0,0,0,0,3.92,"Viswanathan, Madhubalan"
MBA,546,40557,Global Business Horizons,ONL,1,29,3,0,1,0,0,0,0,0,0,0,0,0,3.94,"Viswanathan, Madhubalan"
MBA,552,40558,Fostering Creative Thinking,ONL,283,265,149,90,52,13,9,5,0,0,2,0,1,2,3.75,"Loewenstein, Jeffrey"
MBA,552,40559,Fostering Creative Thinking,ONL,47,25,13,5,3,2,0,0,0,0,0,0,1,1,3.82,"Loewenstein, Jeffrey"
MBA,562,40561,Intro to Bus Analyt: CommData,ONL,408,57,8,13,4,2,0,0,0,0,0,0,0,0,3.96,"Hartman, Kevin E"
MBA,563,40563,DataToolkit:BusDataMod&PredAna,ONL,116,200,173,40,10,0,0,0,0,0,0,0,2,0,3.81,"Seshadri, Sridhar"
MBA,563,40564,DataToolkit:BusDataMod&PredAna,ONL,7,14,6,3,0,0,0,0,0,0,0,0,2,0,3.63,"Seshadri, Sridhar"
MBA,565,40542,Infonomics,ONL,1,4,15,8,4,2,0,0,0,0,0,0,0,0,3.5,"Laney, Douglas B"
MCB,246,36848,Human Anatomy & Physiology II,ONL,2,4,4,2,5,1,3,2,1,0,0,0,0,0,3.15,"Brown, Chester M"
MCB,252,39658,"Cells, Tissues & Development",ONL,7,5,3,4,6,4,2,2,2,1,2,0,0,0,3.06,"Rivier, David H"
MCB,317,40304,Genetics and Genomics,ONL,6,17,0,2,9,0,1,4,0,2,1,0,1,0,3.25,"Rivier, David H"
MCB,450,30724,Introductory Biochemistry,ONL,16,15,9,4,6,3,1,1,2,3,0,1,1,0,3.37,"Alt, Renee L"
ME,200,40244,Thermodynamics,ONL,2,6,3,3,7,3,4,1,1,0,0,0,3,0,2.88,"Alidoost, Kazem"
ME,400,40825,Energy Conversion Systems,ONL,10,11,21,7,5,3,0,0,0,0,0,0,0,0,3.64,"Liebenberg, Leon"
MUS,130,30102,Introd to the Art of Music,ONL,24,6,0,0,1,0,0,0,0,0,0,1,0,0,3.86,"Magee, Gayle S"
MUS,130,38470,Introd to the Art of Music,ONL,33,8,1,3,4,3,0,2,3,0,0,0,5,0,3.33,"Magee, Gayle S"
MUS,132,38377,History of Rock,ONL,70,57,22,10,4,5,4,0,1,0,0,0,3,0,3.74,"Eagen, Megan K"
MUS,132,38696,History of Rock,ONL,27,22,16,1,4,2,2,0,2,1,0,1,0,0,3.66,"Eagen, Megan K"
MUS,133,30110,Introduction to World Music,ONL,42,40,3,0,1,0,1,0,0,0,0,0,0,0,3.96,"Silvers, Michael B"
MUS,133,30111,Introduction to World Music,ONL,31,10,2,1,1,0,0,0,0,0,0,0,0,0,3.95,"Silvers, Michael B"
MUS,444,38695,Healthy Music Practices,ONL,0,29,0,1,0,0,0,0,0,0,0,0,0,0,3.98,"Sweet, Bridget M"
PHYS,101,30232,College Physics: Mech & Heat,OLC,12,19,11,9,9,7,6,6,3,3,1,2,0,0,3.15,"Zich, Raymond L"
PHYS,102,30239,College Physics: E&M & Modern,OLC,5,9,6,5,3,11,2,5,3,3,4,3,1,2,2.71,"Carrubba, James G"
PHYS,211,30254,University Physics: Mechanics,OLC,13,2,2,3,4,0,1,1,2,1,3,2,0,1,3.02,"Shoaf, Curtis M"
PHYS,212,30264,University Physics: Elec & Mag,OLC,14,16,4,6,5,2,4,3,4,1,3,5,1,0,3.01,"Chamberlain, Robert T"
PHYS,213,30275,Univ Physics: Thermal Physics,OLC,18,24,11,13,14,15,12,6,6,4,1,5,0,7,3.05,"Hassani, Sadri D"
PHYS,214,30282,Univ Physics: Quantum Physics,OLC,7,14,11,6,14,9,12,17,11,10,5,3,0,1,2.61,"Hassani, Sadri D"
PS,241,30318,Comp Politics in Dev Nations,ONL,8,5,6,2,2,1,3,1,0,0,1,0,0,0,3.43,"Leffingwell, Sarah K"
PS,305,36371,The US Supreme Court,ONL,0,18,4,1,1,0,2,1,0,0,0,0,1,1,3.56,"Baser, Ekrem T"
PS,385,38327,Politics of the European Union,ONL,1,9,4,4,5,2,2,0,1,0,0,1,6,1,2.72,"Plutowski, Luke A"
PSYC,100,39086,Intro Psych,ONL,8,16,4,13,12,2,6,1,3,4,2,1,6,1,2.88,"Shenouda, Christine K"
PSYC,100,31257,Intro Psych,ONL,3,18,3,7,17,5,1,3,1,2,2,0,4,2,2.99,"Shenouda, Christine K"
PSYC,201,34254,Intro to Social Psych,ONL,3,2,5,4,7,6,2,0,1,1,0,0,1,0,3.01,"Shenouda, Christine K"
PSYC,201,30330,Intro to Social Psych,ONL,5,4,8,3,1,2,2,2,0,0,0,0,0,0,3.42,"Shenouda, Christine K"
PSYC,204,40182,Intro to Brain and Cognition,ONL,9,16,13,5,4,2,1,1,2,0,0,0,0,0,3.57,"Dolcos, Sanda M"
PSYC,204,38244,Intro to Brain and Cognition,ONL,3,19,10,2,5,1,2,1,1,1,1,0,3,0,3.26,"Dolcos, Sanda M"
PSYC,224,30332,Cognitive Psych,OLC,0,10,0,0,6,0,0,4,0,0,2,0,1,0,2.96,"Lo, Yi-Pei"
PSYC,230,40181,Perception & Sensory Processes,ONL,29,4,5,1,1,0,0,0,0,0,0,0,1,0,3.82,"Lleras Buetti, Simona"
PSYC,230,32930,Perception & Sensory Processes,ONL,8,2,1,5,1,2,1,2,1,0,0,0,0,0,3.33,"Lleras Buetti, Simona"
PSYC,238,34258,Psychopathol & Probs in Living,ONL,3,1,3,2,3,3,4,2,0,0,0,0,1,0,2.91,"Shenouda, Christine K"
PSYC,238,30337,Psychopathol & Probs in Living,ONL,1,2,4,3,2,1,1,0,2,2,0,1,6,1,2.17,"Shenouda, Christine K"
PSYC,245,40586,Industrial Org Psych,ONL,1,7,7,2,3,2,0,1,0,0,0,0,1,0,3.36,"Shenouda, Christine K"
PSYC,336,32934,Topics in Clin/Comm Psych,OD,0,10,8,3,3,5,1,0,0,0,0,0,0,0,3.47,"Cohen, Joseph R"
REL,110,39516,World Religions,OD,0,8,4,3,5,4,1,2,1,0,1,0,1,0,3.05,"Ebel, Jonathan H"
REL,110,39517,World Religions,OD,0,7,5,4,8,3,2,2,1,0,0,0,1,2,3.09,"Ebel, Jonathan H"
RST,100,36932,RST in Modern Society,ONL,8,7,12,4,1,2,0,2,1,1,1,1,1,0,3.28,"Fratila, Iulia"
RST,242,37835,Nature and American Culture,ONL,0,34,0,0,3,0,0,5,0,0,1,0,1,0,3.55,"Farr, Jeffrey R"
SBC,509,39510,Strategic Media Management,ONL,21,9,1,6,0,1,0,0,2,0,0,0,1,0,3.65,"Yao, Mike Z"
SHS,579,35116,Prof/Eth/Legal Issues AuD/SLP,ONL,14,25,1,0,1,0,0,0,0,0,0,0,0,0,3.97,"Hannah, Deidre M"
SOC,100,38720,Introduction to Sociology,ONL,0,87,8,4,13,3,0,0,3,0,0,0,0,2,3.75,"Steward, Daniel J"
SOC,101,39088,Sociology of Gender,ONL,1,5,3,1,3,1,2,2,0,1,2,0,1,0,2.82,"Clarke, Caitlin L"
SOC,161,39709,Introduction to Poverty,ONL,0,11,4,5,3,3,1,1,2,0,2,0,3,1,2.91,"Dill, Brian"
SOC,275,37855,Criminology,ONL,0,12,0,6,6,0,1,1,0,2,1,0,1,0,3.13,"Singh, Ajay"
SOC,310,36338,Sociology of Deviance,ONL,16,9,1,3,9,0,2,4,2,0,1,1,2,0,3.17,"Khalil, Hebatallah M"
SOCW,410,40237,Social Welfare Pol and Svcs,ONL,8,7,8,4,1,0,0,0,0,0,0,0,0,0,3.77,"Sinha, Gaurav R"
SOCW,436,38270,Intl SW & Development,ONL,12,7,7,2,0,0,0,0,0,0,0,0,0,0,3.88,"Akhtar, Whitney M"
SOCW,501,40599,SW Practice with Groups,ONL,9,4,5,0,2,1,0,0,0,0,0,1,0,0,3.62,"Cintron, Valerie"
