Subject,Course ,CRN,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ACCY,201,36478,Accounting and Accountancy I,DIS,0,7,2,6,5,2,4,2,3,1,0,0,1,0,2.89,"Fisher, Mitchell B"
ACCY,201,36482,Accounting and Accountancy I,DIS,1,4,2,3,3,3,2,6,3,0,1,2,1,1,2.53,"Fisher, Mitchell B"
ACCY,201,36484,Accounting and Accountancy I,DIS,0,3,1,4,5,2,0,3,1,2,3,0,1,0,2.51,"Fisher, Mitchell B"
ACCY,201,36486,Accounting and Accountancy I,DIS,0,1,6,1,2,3,4,4,1,3,0,0,2,0,2.46,"Fisher, Mitchell B"
ACCY,201,36487,Accounting and Accountancy I,DIS,2,4,2,6,2,0,3,1,2,2,0,1,1,0,2.81,"Fisher, Mitchell B"
ACCY,201,36489,Accounting and Accountancy I,DIS,5,4,1,3,4,4,4,0,1,2,1,1,0,0,2.92,"Fisher, Mitchell B"
ACCY,201,36494,Accounting and Accountancy I,DIS,2,6,7,5,6,1,3,0,0,1,0,1,0,1,3.25,"Fisher, Mitchell B"
ACCY,201,36496,Accounting and Accountancy I,DIS,2,4,5,4,6,3,2,4,0,0,0,0,1,1,3.04,"Fisher, Mitchell B"
ACCY,201,36499,Accounting and Accountancy I,DIS,4,4,2,1,5,3,2,4,1,1,1,3,1,0,2.64,"Fisher, Mitchell B"
ACCY,201,36502,Accounting and Accountancy I,DIS,1,6,8,4,2,2,2,1,1,1,4,0,0,0,2.99,"Fisher, Mitchell B"
ACCY,201,36506,Accounting and Accountancy I,DIS,0,2,2,7,6,5,1,6,0,1,0,1,1,2,2.7,"Fisher, Mitchell B"
ACCY,201,36509,Accounting and Accountancy I,DIS,2,5,7,7,3,3,0,2,0,1,0,0,0,0,3.31,"Fisher, Mitchell B"
ACCY,201,36513,Accounting and Accountancy I,DIS,0,3,2,2,6,3,1,5,3,2,1,0,2,0,2.43,"Fisher, Mitchell B"
ACCY,201,36516,Accounting and Accountancy I,DIS,1,5,1,2,2,0,1,4,3,0,2,2,1,1,2.46,"Fisher, Mitchell B"
ACCY,201,36522,Accounting and Accountancy I,DIS,3,7,7,2,3,2,0,2,3,0,1,0,0,1,3.22,"Fisher, Mitchell B"
ACCY,201,36526,Accounting and Accountancy I,DIS,0,4,2,3,9,5,0,3,1,1,1,1,2,0,2.64,"Fisher, Mitchell B"
ACCY,201,36530,Accounting and Accountancy I,DIS,3,1,4,8,5,2,4,0,1,0,0,1,0,0,3.08,"Fisher, Mitchell B"
ACCY,201,36536,Accounting and Accountancy I,DIS,3,4,4,4,5,2,1,2,2,0,2,0,1,1,2.93,"Fisher, Mitchell B"
ACCY,201,36538,Accounting and Accountancy I,DIS,1,2,2,4,4,6,6,7,0,3,0,0,1,0,2.57,"Fisher, Mitchell B"
ACCY,201,36543,Accounting and Accountancy I,DIS,1,2,6,3,9,4,5,0,0,0,2,0,0,0,2.98,"Fisher, Mitchell B"
ACCY,202,36552,Accounting and Accountancy II,DIS,1,9,1,3,5,3,1,1,0,0,1,0,0,0,3.28,"Shapland, Julia P"
ACCY,202,36556,Accounting and Accountancy II,DIS,3,2,5,4,6,2,2,1,0,0,1,0,1,0,3.06,"Shapland, Julia P"
ACCY,202,36560,Accounting and Accountancy II,DIS,3,3,4,3,7,0,1,3,4,0,0,0,0,0,3.02,"Shapland, Julia P"
ACCY,202,36565,Accounting and Accountancy II,DIS,8,5,2,2,10,1,0,2,1,0,0,0,0,0,3.37,"Shapland, Julia P"
ACCY,202,36568,Accounting and Accountancy II,DIS,5,9,1,5,6,1,0,0,0,0,0,0,1,0,3.46,"Shapland, Julia P"
ACCY,202,36574,Accounting and Accountancy II,DIS,3,5,0,8,5,4,1,2,0,0,0,0,0,0,3.24,"Shapland, Julia P"
ACCY,202,71329,Accounting and Accountancy II,DIS,3,6,0,1,4,4,1,1,3,0,1,0,0,0,3.01,"Shapland, Julia P"
ACCY,202,71331,Accounting and Accountancy II,DIS,4,6,2,4,6,3,0,2,1,0,1,0,0,0,3.22,"Shapland, Julia P"
ACCY,202,71332,Accounting and Accountancy II,DIS,3,7,0,8,5,0,3,2,1,0,0,0,1,0,3.14,"Shapland, Julia P"
ACCY,301,36577,Atg Measurement & Disclosure,LCD,2,2,7,5,5,3,2,2,2,0,0,0,0,0,3.11,"Davis, Gregory L"
ACCY,301,36581,Atg Measurement & Disclosure,LCD,9,7,2,4,2,2,0,0,0,0,2,0,0,1,3.5,"Davis, Gregory L"
ACCY,301,36584,Atg Measurement & Disclosure,LCD,1,6,10,5,4,2,0,3,0,0,0,0,0,0,3.38,"Wang, Zhiguang"
ACCY,301,36587,Atg Measurement & Disclosure,LCD,1,5,6,5,1,5,2,1,0,1,0,0,1,0,3.11,"Sougiannis, Theodore"
ACCY,301,36590,Atg Measurement & Disclosure,LCD,0,5,7,7,3,6,0,1,1,0,0,0,0,0,3.26,"Sougiannis, Theodore"
ACCY,301,36592,Atg Measurement & Disclosure,LCD,0,3,9,10,4,2,1,0,0,0,0,0,0,1,3.38,"Wang, Zhiguang"
ACCY,301,36598,Atg Measurement & Disclosure,LCD,1,6,6,7,5,3,1,0,1,0,0,0,0,0,3.34,"Sougiannis, Theodore"
ACCY,301,49255,Atg Measurement & Disclosure,LCD,1,8,5,8,6,1,0,2,0,0,0,0,0,0,3.41,"Wang, Zhiguang"
ACCY,302,36610,Decision Making for Atg,LCD,3,5,4,15,6,2,0,0,0,0,0,0,0,0,3.43,"Chen, Xiaoling"
ACCY,302,36614,Decision Making for Atg,LCD,1,4,7,5,9,8,2,0,0,0,0,0,0,0,3.2,"Samet, Jordan A"
ACCY,302,36618,Decision Making for Atg,LCD,3,4,6,10,5,2,4,0,0,0,0,0,0,0,3.32,"Samet, Jordan A"
ACCY,302,36677,Decision Making for Atg,LCD,4,9,4,6,6,3,2,0,1,0,0,0,0,0,3.4,"Curtis, Susan M"
ACCY,302,36680,Decision Making for Atg,LCD,5,7,7,5,5,3,2,1,0,0,0,0,0,0,3.43,"Curtis, Susan M"
ACCY,302,36688,Decision Making for Atg,LCD,1,8,9,6,3,5,1,1,0,0,1,0,0,0,3.33,"Curtis, Susan M"
ACCY,302,49258,Decision Making for Atg,LCD,3,3,12,8,5,5,0,0,0,0,0,0,0,0,3.42,"Samet, Jordan A"
ACCY,303,36692,Atg Institutions and Reg,LCD,1,2,4,9,6,4,2,1,2,0,0,0,0,0,3.08,"Zhu, Wei"
ACCY,303,36700,Atg Institutions and Reg,LCD,6,6,5,1,2,2,2,2,2,0,0,0,0,1,3.32,"Zhu, Wei"
ACCY,303,36701,Atg Institutions and Reg,LCD,1,6,7,7,4,2,1,2,0,0,0,1,0,0,3.27,"Zhu, Wei"
ACCY,303,36713,Atg Institutions and Reg,LCD,15,6,1,4,2,0,1,1,0,0,0,0,0,0,3.71,"Godsell, David"
ACCY,303,49259,Atg Institutions and Reg,LCD,7,4,8,2,2,1,2,1,1,0,1,0,1,0,3.27,"Godsell, David"
ACCY,303,36703,Atg Institutions and Reg,LCD,10,1,0,3,5,3,2,0,0,3,0,2,0,0,3,"Godsell, David"
ACCY,303,67818,Atg Institutions and Reg,LCD,8,7,3,0,1,4,2,3,0,1,0,0,0,0,3.33,"Mendoza, Scott A"
ACCY,304,31317,Accounting Control Systems,LCD,0,3,9,7,2,5,4,3,0,0,0,0,0,0,3.12,"Wu, Martin G"
ACCY,304,31318,Accounting Control Systems,LCD,7,4,9,7,1,3,1,0,0,0,0,0,0,0,3.55,"Wu, Martin G"
ACCY,304,31319,Accounting Control Systems,LCD,0,12,5,4,9,0,1,0,0,0,1,0,0,0,3.44,"Kink, Dawn M"
ACCY,304,31320,Accounting Control Systems,LCD,1,9,3,10,6,2,0,0,0,0,0,1,0,0,3.39,"Hayne, Christie"
ACCY,304,49280,Accounting Control Systems,LCD,0,6,7,9,7,2,1,0,0,0,0,0,1,0,3.28,"Hayne, Christie"
ACCY,304,62036,Accounting Control Systems,LCD,3,10,3,6,6,4,0,0,0,1,0,0,1,0,3.32,"Hayne, Christie"
ACCY,312,31321,Principles of Taxation,LCD,2,6,3,4,4,4,2,3,2,0,0,0,0,0,3.1,"Penn, Michael W"
ACCY,312,31324,Principles of Taxation,LCD,5,10,4,4,2,2,1,1,0,0,0,0,0,0,3.57,"Penn, Michael W"
ACCY,312,31330,Principles of Taxation,LCD,3,12,3,2,1,2,2,0,2,0,0,0,0,0,3.48,"Penn, Michael W"
ACCY,312,31332,Principles of Taxation,LCD,3,2,11,5,7,1,0,0,0,0,0,0,0,0,3.47,"Vuong, Anh"
ACCY,312,31333,Principles of Taxation,LCD,3,5,4,8,3,1,1,1,0,0,1,0,1,1,3.23,"Holder, Charles B"
ACCY,312,45719,Principles of Taxation,LCD,7,3,3,1,8,2,2,1,0,0,1,0,0,0,3.26,"Alt, Amanda J"
ACCY,312,45934,Principles of Taxation,LCD,2,2,4,6,10,5,1,0,0,0,0,0,0,0,3.21,"Vuong, Anh"
ACCY,410,61231,Advanced Financial Reporting,LCD,0,9,5,3,10,1,0,2,0,0,0,0,0,0,3.35,"Ibrahim, Adel Nematallah"
ACCY,410,62729,Advanced Financial Reporting,LCD,0,11,7,2,8,3,0,0,0,0,0,0,0,0,3.48,"Ibrahim, Adel Nematallah"
ACCY,410,62730,Advanced Financial Reporting,LCD,4,3,10,7,9,1,0,0,0,0,0,0,0,0,3.46,"Persson, Martin E"
ACCY,410,62731,Advanced Financial Reporting,LCD,1,6,6,5,9,6,0,0,0,0,0,0,0,0,3.31,"Persson, Martin E"
ACCY,410,62732,Advanced Financial Reporting,LCD,1,1,5,10,12,2,1,0,0,0,0,0,0,0,3.23,"Persson, Martin E"
ACCY,415,29676,Auditing Stds and Practice,LCD,0,10,8,11,1,4,4,1,0,0,0,0,1,0,3.27,"Lullo, Michael J"
ACCY,415,64648,Auditing Stds and Practice,LCD,0,3,3,22,7,3,0,1,0,0,0,1,0,0,3.2,"Lullo, Michael J"
ACCY,415,65021,Auditing Stds and Practice,LCD,2,11,4,3,12,1,0,3,0,0,2,0,0,0,3.25,"Kink, Dawn M"
ACCY,451,49130,Advanced Income Tax Problems,LCD,3,12,2,10,3,1,1,1,0,0,0,0,0,0,3.55,"Hutchens, Matthew"
ACCY,451,54569,Advanced Income Tax Problems,LCD,1,13,1,8,1,1,2,1,1,0,0,0,0,0,3.48,"Hutchens, Matthew"
ACCY,451,62733,Advanced Income Tax Problems,LCD,3,11,2,6,4,1,3,1,0,0,0,0,0,0,3.48,"Hutchens, Matthew"
ACCY,451,63119,Advanced Income Tax Problems,LCD,1,12,0,0,8,0,0,4,0,0,0,0,0,0,3.39,"Holder, Charles B"
ACCY,451,70659,Advanced Income Tax Problems,LCD,0,4,4,5,14,1,1,1,0,0,0,0,0,0,3.22,"Sternburg, Thomas"
ACCY,500,49761,"Atg Measuremnt, Rpting & Cntrl",LCD,11,5,6,5,4,3,3,3,2,0,0,0,0,0,3.31,"Augusto Sampaio, Gerlando"
ACCY,500,58446,"Atg Measuremnt, Rpting & Cntrl",LCD,8,7,6,8,8,5,3,0,0,0,0,0,0,0,3.4,"Augusto Sampaio, Gerlando"
ACCY,500,67282,"Atg Measuremnt, Rpting & Cntrl",ONL,177,183,176,68,70,11,13,1,0,0,0,0,5,4,3.67,"Urcan, Oktay"
ACCY,500,62025,"Atg Measuremnt, Rpting & Cntrl",LCD,11,14,5,3,1,0,0,0,0,0,0,0,0,0,3.86,"Zhang, Li"
ACCY,500,56063,"Atg Measuremnt, Rpting & Cntrl",LCD,7,4,4,3,4,2,3,0,0,0,0,0,0,0,3.44,"Zhang, Li"
ACCY,501,29678,Accounting Analysis I A,ONL,10,17,19,13,15,4,4,3,0,0,0,0,0,0,3.44,"Augusto Sampaio, Gerlando"
ACCY,501,69435,Accounting Analysis I B,ONL,15,22,19,10,6,5,2,3,4,0,0,0,0,0,3.49,"Augusto Sampaio, Gerlando"
ACCY,501,70308,Accounting Analysis I,LCD,0,10,6,3,7,0,0,0,0,0,0,0,0,0,3.58,"Davis, Gregory L"
ACCY,501,69437,Accounting Analysis I A,ONL,3,7,9,2,1,2,1,1,1,0,0,0,1,1,3.36,"Augusto Sampaio, Gerlando"
ACCY,501,69438,Accounting Analysis I B,ONL,1,15,4,2,2,1,0,0,0,0,0,0,2,0,3.48,"Augusto Sampaio, Gerlando"
ACCY,502,29680,Accounting Analysis II,LCD,4,12,8,6,4,3,0,0,1,0,0,0,0,0,3.55,"Schwartz, Rachel"
ACCY,502,31334,Accounting Analysis II,LCD,8,15,7,2,3,1,1,1,0,0,0,0,0,0,3.69,"Schwartz, Rachel"
ACCY,502,61232,Accounting Analysis II,LCD,7,13,8,4,3,4,1,1,0,0,0,0,0,1,3.58,"Schwartz, Rachel"
ACCY,504,70165,Auditing A,ONL,10,45,20,21,44,11,0,2,0,0,1,0,1,0,3.42,"Peecher, Mark E"
ACCY,504,70166,Auditing B,ONL,9,48,21,9,53,6,1,0,0,0,0,0,3,0,3.42,"Peecher, Mark E"
ACCY,505,31339,Federal Taxation,LCD,0,8,14,5,7,1,1,1,0,0,0,0,0,0,3.46,"Chatterton, Angel"
ACCY,505,31341,Federal Taxation,LCD,0,9,7,9,4,5,2,0,0,0,0,0,0,0,3.38,"Chatterton, Angel"
ACCY,505,54993,Federal Taxation,LCD,1,11,7,2,6,2,2,1,0,0,0,0,0,0,3.45,"Chatterton, Angel"
ACCY,505,57605,Federal Taxation,LCD,0,8,7,3,7,6,0,0,2,0,0,0,0,0,3.27,"Alt, Amanda J"
ACCY,505,69441,Federal Taxation A,ONL,7,52,21,14,11,6,1,0,0,0,0,0,0,0,3.67,"Hutchens, Matthew"
ACCY,505,69442,Federal Taxation B,ONL,8,56,15,12,9,6,6,1,0,0,0,0,0,0,3.63,"Hutchens, Matthew"
ACCY,505,70661,Federal Taxation,LCD,2,11,8,3,6,5,0,0,0,0,0,0,0,0,3.51,"Alt, Amanda J"
ACCY,505,69443,Federal Taxation A,ONL,0,11,2,2,4,0,0,0,0,0,0,0,2,0,3.33,"Hutchens, Matthew"
ACCY,506,71549,Advanced Financial Reporting,ONL,5,11,5,2,6,2,2,2,1,0,1,0,0,0,3.34,"Kustanovich, Michael"
ACCY,510,46973,Financial Reporting Standards,LCD,5,18,0,2,9,3,0,0,0,0,0,0,0,0,3.61,"Steward, Cynthia G"
ACCY,510,49275,Financial Reporting Standards,LCD,5,8,6,13,4,0,0,0,0,0,0,0,0,0,3.59,"Hepp, John"
ACCY,510,61974,Financial Reporting Standards,LCD,7,28,0,2,1,0,0,0,0,0,0,0,0,0,3.94,"Steward, Cynthia G"
ACCY,510,62037,Financial Reporting Standards,LCD,11,18,0,7,2,0,0,0,0,0,0,0,0,0,3.82,"Steward, Cynthia G"
ACCY,510,63121,Financial Reporting Standards,LCD,5,6,4,13,4,2,0,0,0,0,0,0,0,0,3.51,"Hepp, John"
ACCY,512,51813,Data Analytics for Mgmt Acctg,LCD,4,17,11,8,0,0,0,0,0,0,0,0,0,0,3.78,"Du, Fei"
ACCY,512,51814,Data Analytics for Mgmt Acctg,LCD,0,27,6,5,0,1,0,0,0,0,0,0,0,0,3.83,"Du, Fei"
ACCY,512,51816,Data Analytics for Mgmt Acctg,LCD,0,18,15,6,0,0,0,0,0,0,0,0,0,0,3.77,"Du, Fei"
ACCY,515,46977,Auditing & Assurance Standards,LCD,0,2,4,9,6,2,0,0,0,0,0,0,0,0,3.3,"Zhou, Yuepin"
ACCY,515,46978,Auditing & Assurance Standards,LCD,0,5,10,4,5,0,0,0,0,0,0,0,0,0,3.54,"Zhou, Yuepin"
ACCY,515,54477,Auditing & Assurance Standards,LCD,0,6,8,2,5,2,0,0,0,0,0,0,0,0,3.49,"Zhou, Yuepin"
ACCY,517,31377,Financial Statement Analysis,LCD,0,10,13,7,8,1,0,0,1,0,0,0,0,0,3.48,"Hamm, Brian K"
ACCY,517,39543,Financial Statement Analysis,LCD,0,14,18,5,1,0,0,0,0,0,0,0,0,0,3.73,"Hamm, Brian K"
ACCY,518,66681,Financial Statement Fraud,LCD,32,7,2,1,0,0,0,0,0,0,0,0,0,0,3.97,"Nekrasz, Frank"
ACCY,551,31381,Corporate Income Taxation,LCD,0,3,3,5,10,1,0,0,0,0,0,0,0,0,3.29,"Sternburg, Thomas"
ACCY,551,31382,Corporate Income Taxation,LCD,0,6,7,5,5,0,0,0,0,0,0,0,0,0,3.54,"Sternburg, Thomas"
ACCY,556,54570,Tax Research,LCD,0,13,0,0,14,0,0,1,0,0,0,0,0,0,3.43,"Holder, Daniel E"
ACCY,556,31384,Tax Research,LCD,0,14,0,0,10,0,0,2,0,0,0,0,0,0,3.46,"Holder, Daniel E"
ACCY,569,71963,Data Driven Decisions in Acctg,ONL,2,12,8,8,5,3,0,0,0,0,0,0,1,0,3.46,"Guymon, Ronald N"
ACCY,570,68784,Data Analytics Foundations,DIS,3,32,4,1,2,0,0,0,0,0,0,0,0,0,3.91,"Anand, Vic"
ACCY,570,68787,Data Analytics Foundations,DIS,5,34,3,1,0,0,0,0,0,0,0,0,0,0,3.96,"Mendoza, Kimberly"
ACCY,570,70666,Data Analytics Foundations,DIS,7,32,5,1,0,0,0,0,0,0,0,0,0,0,3.95,"Anand, Vic"
ACCY,570,71909,Data Analytics Foundations,DIS,16,22,3,1,0,2,0,0,0,0,0,0,0,0,3.9,"Herbold, T J"
ACE,100,36724,Agr Cons and Resource Econ,DIS,1,4,6,1,6,5,1,2,0,0,0,2,0,0,3.01,"Gundersen, Lisa C"
ACE,100,36726,Agr Cons and Resource Econ,DIS,1,2,5,4,7,1,0,2,1,0,1,1,2,0,2.77,"Gundersen, Lisa C"
ACE,100,36732,Agr Cons and Resource Econ,DIS,1,2,7,3,4,0,3,3,0,0,0,0,1,0,3.03,"Gundersen, Lisa C"
ACE,100,36734,Agr Cons and Resource Econ,DIS,2,5,5,7,7,0,1,0,2,0,0,1,0,0,3.23,"Gundersen, Lisa C"
ACE,100,36735,Agr Cons and Resource Econ,DIS,0,9,3,1,5,1,3,3,0,1,0,0,0,0,3.17,"Gundersen, Lisa C"
ACE,161,39708,Microcomputer Applications,LBD,0,20,0,0,8,0,0,1,0,0,0,0,0,0,3.66,"Burnett, Meghan L"
ACE,161,36736,Microcomputer Applications,LBD,8,11,0,0,4,0,0,3,0,1,0,0,1,0,3.4,"Burak, Steven"
ACE,161,36747,Microcomputer Applications,LBD,6,10,1,2,0,1,3,2,0,0,0,0,0,0,3.52,"Li, Liqing"
ACE,161,36749,Microcomputer Applications,LBD,0,18,0,0,7,0,0,3,0,0,0,0,0,0,3.54,"Lo, Alexander C"
ACE,161,36738,Microcomputer Applications,LBD,9,11,0,1,4,0,1,1,0,0,0,0,0,0,3.69,"Burak, Steven"
ACE,161,36750,Microcomputer Applications,LBD,0,15,0,0,9,0,0,1,0,0,1,0,1,0,3.33,"Lo, Alexander C"
ACE,161,36751,Microcomputer Applications,ONL,0,28,0,0,8,0,0,2,0,0,0,0,1,0,3.59,"Burnett, Meghan L"
ACE,161,36741,Microcomputer Applications,LBD,6,12,2,4,1,0,0,0,0,0,1,0,0,0,3.72,"Li, Liqing"
ACE,161,36742,Microcomputer Applications,LBD,0,14,0,0,6,0,0,5,0,0,0,0,0,0,3.36,"Lo, Alexander C"
ACE,161,36744,Microcomputer Applications,LBD,0,14,0,0,4,0,0,3,0,0,3,0,0,0,3.21,"Lo, Alexander C"
ACE,199,61499,Digital Mktg and Social Media,LCD,0,30,0,0,40,0,0,10,0,0,0,0,0,0,3.25,"Lo, Alexander C"
ACE,210,61563,Environmental Economics,LEC,24,34,28,13,29,7,6,6,4,1,1,3,0,0,3.34,"Christensen, Peter"
ACE,222,29698,Agricultural Marketing,LCD,12,21,15,19,25,16,13,9,6,6,2,2,8,0,2.84,"Stoddard, Paul B"
ACE,240,51717,Personal Financial Planning,LEC,7,55,22,31,21,10,4,4,2,0,0,11,0,0,3.29,"Stoddard, Paul B"
ACE,240,69393,Personal Financial Planning,ONL,0,161,0,0,25,0,0,11,0,0,1,0,3,0,3.69,"Lemoine, Craig"
ACE,251,49101,The World Food Economy,LEC,28,43,28,24,28,16,8,9,4,0,0,0,3,0,3.33,"Michelson, Hope C"
ACE,261,31419,Applied Statistical Methods,LEC,44,5,7,2,10,2,1,5,1,0,1,1,1,0,3.49,"Gundersen, Lisa C"
ACE,306,52038,Food Law,LCD,4,11,6,3,3,2,1,9,2,0,0,0,0,0,3.17,"Endres, A B"
ACE,341,65063,Issues in Agribus Mkts & Mgmt,LCD,23,7,2,1,1,0,0,0,0,0,0,0,0,0,3.93,"Fox, John A"
ACE,341,65167,Issues in Cons Econ & Finance,LCD,3,25,12,1,2,2,0,1,1,0,0,0,1,0,3.63,"Helton, Caroline A"
ACE,341,65064,Contemp Issue Comm Fin Plng,LCD,2,15,2,2,6,1,0,3,0,0,1,0,1,0,3.32,"Allen, Sharon C"
ACE,341,44207,Issues in AgAccy and FinAg,LCD,0,31,6,4,1,0,1,1,1,1,1,0,0,1,3.63,"Finnegan, Ann B"
ACE,345,53592,Finan Decision Indiv Sm Bus,LCD,10,40,19,18,15,4,8,3,2,2,0,0,0,1,3.44,"Paulson, Nicholas D"
ACE,346,60156,Tax Policy and Finan Planning,LCD,16,12,8,8,14,5,3,3,0,0,0,2,0,0,3.35,"Breen, John"
ACE,360,70958,Spreadsheet Models & Applic,LBD,3,8,4,4,1,2,0,0,0,0,0,0,0,1,3.65,"Gatti, Nicolas"
ACE,398,58583,Intermediate App Micro Theory,LEC,1,40,3,6,7,2,1,1,0,1,0,0,1,0,3.6,"Parthum, Bryan M"
ACE,398,45557,App Stat Mthds & Data Anlytcs1,LEC,2,4,8,3,4,1,0,1,0,0,0,1,0,0,3.36,"Ellison, Brenna"
ACE,398,52115,Risk Mngmt in Personal Fin Pla,ONL,1,52,0,0,4,0,0,1,0,0,0,0,1,1,3.83,"Lemoine, Craig"
ACE,406,48924,Environmental Law,LCD,2,10,7,2,8,0,2,4,1,0,0,1,0,0,3.23,"Endres, A B"
ACE,411,62829,Environment and Development,LCD,20,14,3,4,12,1,0,0,0,0,0,0,1,0,3.64,"Baylis, Katherine R"
ACE,427,64899,Commodity Price Analysis,LCD,20,8,0,9,2,2,2,0,0,0,0,0,0,0,3.67,"Hu, Zhepeng"
ACE,427,70078,Commodity Price Analysis,ONL,25,12,8,2,4,2,0,0,1,1,0,0,0,0,3.72,"Tremacoldi Ross, Pedro"
ACE,428,43123,Commodity Futures and Options,LCD,1,7,7,3,4,4,1,3,0,0,0,1,0,0,3.21,"Robe, Michel A"
ACE,432,57775,Farm Management,LCD,0,1,2,5,3,4,1,5,2,0,0,0,0,0,2.77,"Raab, Dwight D"
ACE,435,29710,Global Agribusiness Management,LCD,1,17,15,18,16,9,2,7,1,0,0,0,0,0,3.25,"Scholl, Jon H"
ACE,444,51727,Finan Serv & Invest Plan,LCD,1,14,3,3,12,6,1,0,0,0,0,0,0,0,3.38,"Schnitkey, Gary D"
ACE,444,56181,Finan Serv & Invest Plan,LCD,0,23,7,2,7,2,1,0,0,0,0,0,0,0,3.64,"Schnitkey, Gary D"
ACE,445,72346,Intermediate Personal Fin Plan,ONL,2,24,0,0,2,1,0,5,0,0,0,0,0,1,3.61,"Lemoine, Craig"
ACE,445,47126,Intermediate Personal Fin Plan,LCD,1,20,0,0,5,0,0,3,0,0,0,0,0,0,3.62,"Lemoine, Craig"
ACE,455,56174,Intl Trade in Food and Agr,LCD,12,20,11,10,13,4,4,6,3,0,0,0,0,1,3.35,"Ridley, William C"
ACE,562,29715,Applied Regression Models I,LCD,2,12,4,3,4,0,0,1,0,0,0,0,0,0,3.64,"Crost, Benjamin"
ACE,564,48582,Applied Regression Models II,LCD,0,17,3,2,1,1,0,1,0,0,0,0,0,0,3.73,"Crost, Benjamin"
ACE,592,65581,Law and Regulation,LCD,0,8,1,1,8,2,0,2,0,0,0,0,0,0,3.29,"Endres, A B"
ACES,101,51577,Contemporary Issues in ACES,DIS,20,6,2,1,1,0,0,0,0,0,0,0,0,0,3.92,"Lopez Barrera, Emely C"
ACES,101,51580,Contemporary Issues in ACES,DIS,23,3,2,1,1,0,0,0,0,0,0,0,0,0,3.92,"Kim, Elizabeth J"
ACES,101,51581,Contemporary Issues in ACES,DIS,19,4,1,1,1,0,0,0,0,0,0,0,0,0,3.92,"Brooks, Jan D"
ACES,101,51582,Contemporary Issues in ACES,DIS,24,3,0,1,1,0,1,0,0,0,0,0,0,0,3.89,"Jones-Hamlow, Katelyn A"
ACES,101,51585,Contemporary Issues in ACES,DIS,9,5,0,4,1,2,0,0,1,0,0,0,1,0,3.45,"Ohms, Cory J"
