Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS
2018,Fall,2018-fa,CWL 250,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,
2018,Fall,2018-fa,CWL 251,Viking Mythology,,WCC,HP,,,
2018,Fall,2018-fa,CWL 252,Viking Sagas in Translation,,WCC,LA,,,
2018,Fall,2018-fa,CWL 253,Medieval Lit and Culture,,WCC,LA,,,
2018,Fall,2018-fa,CWL 254,Grimm's Fairy Tales in Context,,WCC,LA,,,
2018,Fall,2018-fa,CWL 255,Renaissance Lit and Culture,,WCC,LA,,,
2018,Fall,2018-fa,CWL 257,Enlightenment Lit and Culture,,WCC,LA,,,
2018,Fall,2018-fa,CWL 259,Afro-American Literature I,,US,,,,
2018,Fall,2018-fa,CWL 260,Afro-American Literature II,,US,,,,
2018,Fall,2018-fa,CWL 262,Sex & Gender in Antiquity,,WCC,LA,,,
2018,Fall,2018-fa,CWL 263,The Heroic Tradition,,WCC,LA,,,
2018,Fall,2018-fa,CWL 264,The Tragic Spirit,,WCC,LA,,,
2018,Fall,2018-fa,CWL 266,Modern Drama II,,,LA,,,
2018,Fall,2018-fa,CWL 267,The Short Story,,,LA,,,
2018,Fall,2018-fa,CWL 269,"Brit, Amer & Contin Fiction",,,LA,,,
2018,Fall,2018-fa,CWL 271,The Holocaust in Context - ACP,ACP,WCC,LA,,,
2018,Fall,2018-fa,CWL 272,Sexuality and Literature,,,LA,,,
2018,Fall,2018-fa,CWL 273,The Holocaust in Context,,WCC,LA,,,
2018,Fall,2018-fa,CWL 275,Masterpieces of East Asian Lit,,NW,LA,,,
2018,Fall,2018-fa,CWL 276,Asian Film Genres,,NW,LA,,,
2018,Fall,2018-fa,CWL 282,Arctic Narratives,,WCC,LA,,,
2018,Fall,2018-fa,CWL 283,Jewish Sacred Literature,,,LA,,,
2018,Fall,2018-fa,CWL 284,Modern Jewish Literature,,,LA,,,
2018,Fall,2018-fa,CWL 307,Classical Chinese Lit,,NW,LA,,,
2018,Fall,2018-fa,CWL 308,Chinese Popular Lit,,NW,LA,,,
2018,Fall,2018-fa,CWL 311,Japan Lit in Translation I,,NW,LA,,,
2018,Fall,2018-fa,CWL 312,Japan Lit in Translation II,,NW,LA,,,
2018,Fall,2018-fa,CWL 320,Lit Responses to the Holocaust,,WCC,LA,,,
2018,Fall,2018-fa,CWL 322,The Comic Imagination,ACP,WCC,LA,,,
2018,Fall,2018-fa,CWL 400,African Diasporic Lit Americas,,US,,,,
2018,Fall,2018-fa,DANC 100,Intro to Contemporary Dance,,WCC,LA,,,
2018,Fall,2018-fa,DANC 200,Explore Music through Dance,,,LA,,,
2018,Fall,2018-fa,DANC 340,Dancing Black Popular Culture,,US,HP,,,
2018,Fall,2018-fa,DANC 345,Dance Anatomy and Kinesiology,,,,LS,,
2018,Fall,2018-fa,DANC 441,Dance History Seminar,ACP,,,,,
2018,Fall,2018-fa,EALC 114,Introduction to East Asian Art,,NW,,,,
2018,Fall,2018-fa,EALC 120,East Asian Civilizations,,NW,HP,,,
2018,Fall,2018-fa,EALC 122,History East Asian Religions,,NW,HP,,,
2018,Fall,2018-fa,EALC 130,The Chinese Language,,NW,,,,SS
2018,Fall,2018-fa,EALC 132,Zen,,NW,HP,,,
2018,Fall,2018-fa,EALC 220,Traditional China,,NW,HP,,,
2018,Fall,2018-fa,EALC 221,Modern China,,NW,,,,
2018,Fall,2018-fa,EALC 222,Chinese Thght Confucius to Mao,,NW,HP,,,
2018,Fall,2018-fa,EALC 226,Premodern Japanese History,,NW,HP,,,
2018,Fall,2018-fa,EALC 227,Modern Japanese History,,NW,HP,,,
2018,Fall,2018-fa,EALC 240,Chinese Civilization,,NW,,,,
2018,Fall,2018-fa,EALC 250,Intro to Japanese Culture,,NW,,,,SS
2018,Fall,2018-fa,EALC 275,Masterpieces of East Asian Lit,,NW,LA,,,
2018,Fall,2018-fa,EALC 276,Asian Film Genres,,NW,LA,,,
2018,Fall,2018-fa,EALC 285,Intro to Korea Through Film,,NW,,,,
2018,Fall,2018-fa,EALC 287,Introduction to Buddhism,,NW,HP,,,
2018,Fall,2018-fa,EALC 305,Japan Lit in Translation I,,NW,LA,,,
2018,Fall,2018-fa,EALC 306,Japan Lit in Translation II,,NW,LA,,,
2018,Fall,2018-fa,EALC 307,Classical Chinese Lit,,NW,LA,,,
2018,Fall,2018-fa,EALC 308,Chinese Popular Lit,,NW,LA,,,
2018,Fall,2018-fa,EALC 361,Women in East Asia,,NW,,,,SS
2018,Fall,2018-fa,EALC 365,Contemporary Korean Society,,NW,,,,SS
2018,Fall,2018-fa,EALC 367,History of Korea,,NW,HP,,,
2018,Fall,2018-fa,ECE 101,Exploring Digital Info Technol,,,,PS,QR2,
2018,Fall,2018-fa,ECE 316,Ethics and Engineering,ACP,,HP,,,
2018,Fall,2018-fa,ECE 445,Senior Design Project Lab,ACP,,,,,
2018,Fall,2018-fa,ECE 496,Senior Research Project,ACP,,,,,
2018,Fall,2018-fa,ECE 499,Senior Thesis,ACP,,,,,
2018,Fall,2018-fa,ECON 101,Introduction to Economics,,,,,,SS
2018,Fall,2018-fa,ECON 102,Microeconomic Principles,,,,,,SS
2018,Fall,2018-fa,ECON 103,Macroeconomic Principles,,,,,,SS
2018,Fall,2018-fa,ECON 202,Economic Statistics I,,,,,QR1,
2018,Fall,2018-fa,ECON 210,Environmental Economics,,,,,,SS
2018,Fall,2018-fa,ECON 451,Program Evaluation in Developing Economies,ACP,,,,,
2018,Fall,2018-fa,EDUC 201,Identity and Difference in Education,,US,,,,
2018,Fall,2018-fa,EDUC 202,"Social Justice, School & Society",ACP,,HP,,,
2018,Fall,2018-fa,ENGL 101,Intro to Poetry,,,LA,,,
2018,Fall,2018-fa,ENGL 102,Intro to Drama,,,LA,,,
2018,Fall,2018-fa,ENGL 103,Intro to Fiction,,,LA,,,
2018,Fall,2018-fa,ENGL 104,Intro to Film,,,LA,,,
2018,Fall,2018-fa,ENGL 109,Intro to Fiction-ACP,ACP,,LA,,,
2018,Fall,2018-fa,ENGL 110,Intro Lit Study for Non-Majors,,,LA,,,
2018,Fall,2018-fa,ENGL 114,Bible as Literature,,,LA,,,
2018,Fall,2018-fa,ENGL 115,Intro to British Literature,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 116,Introduction to American Literature,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 117,Shakespeare on Film,,,LA,,,
2018,Fall,2018-fa,ENGL 122,"Swords, Sorcery & Sex: The Middle Ages in Popular Culture",,,LA,,,
2018,Fall,2018-fa,ENGL 150,Black Literature in America,,US,LA,,,
2018,Fall,2018-fa,ENGL 200,Intro to the Study of Lit,,,LA,,,
2018,Fall,2018-fa,ENGL 202,Medieval Lit and Culture,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 204,Renaissance Lit and Culture,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 206,Enlightenment Lit and Culture,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 207,Romantic Lit and Culture,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 208,Victorian Lit and Culture,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 209,British Lit to 1800,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 210,British Lit 1800 to Present,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 211,Intro to Mod African Lit,,NW,LA,,,
2018,Fall,2018-fa,ENGL 213,Modernist Lit and Culture,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 216,Legends of King Arthur,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 218,Introduction to Shakespeare,,,LA,,,
2018,Fall,2018-fa,ENGL 220,Literature and Science,,,LA,,,
2018,Fall,2018-fa,ENGL 222,Jewish American and US Minority Literatures in Dialogue,,US,LA,,,
2018,Fall,2018-fa,ENGL 223,Jewish Storytelling,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 225,Intro to Latina/o Literature,,US,LA,,,
2018,Fall,2018-fa,ENGL 241,Beginnings of Modern Poetry,,WCC,,,,
2018,Fall,2018-fa,ENGL 244,Modern Drama II,,,LA,,,
2018,Fall,2018-fa,ENGL 245,The Short Story,,,LA,,,
2018,Fall,2018-fa,ENGL 247,The British Novel,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 248,"Brit, Amer & Contin Fiction",,,LA,,,
2018,Fall,2018-fa,ENGL 250,Nineteenth-Century American Fiction,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 251,The American Novel Since 1914,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 253,Topics in Lit and New Media,,,LA,,,
2018,Fall,2018-fa,ENGL 255,Early American Literature and Culture,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 256,Survey of American Lit II,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 259,Afro-American Literature I,,US,,,,
2018,Fall,2018-fa,ENGL 260,Afro-American Literature II,,US,,,,
2018,Fall,2018-fa,ENGL 265,Intro to American Indian Lit,,US,LA,,,
2018,Fall,2018-fa,ENGL 266,Grimm's Fairy Tales in Context,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 267,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,
2018,Fall,2018-fa,ENGL 268,The Holocaust in Context - ACP,ACP,WCC,LA,,,
2018,Fall,2018-fa,ENGL 269,The Holocaust in Context,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 270,American Film Genres,,,LA,,,
2018,Fall,2018-fa,ENGL 272,Minority Images in Amer Film,,US,LA,,,
2018,Fall,2018-fa,ENGL 274,Literature and Society,,,LA,,,
2018,Fall,2018-fa,ENGL 275,Am Indian and Indigenous Film,,US,LA,,,
2018,Fall,2018-fa,ENGL 276,Asian Film Genres,,NW,LA,,,
2018,Fall,2018-fa,ENGL 283,Jewish Sacred Literature,,,LA,,,
2018,Fall,2018-fa,ENGL 284,Modern Jewish Literature,,,LA,,,
2018,Fall,2018-fa,ENGL 285,Postcolonial Lit in English,,NW,LA,,,
2018,Fall,2018-fa,ENGL 286,Asian American Literature,,US,LA,,,
2018,Fall,2018-fa,ENGL 300,Writing About Lit Text&Culture,ACP,,,,,
2018,Fall,2018-fa,ENGL 330,Slavery and Identity,,US,LA,,,
2018,Fall,2018-fa,ENGL 359,Lit Responses to the Holocaust,,WCC,LA,,,
2018,Fall,2018-fa,ENGL 360,Environmental Writing,ACP,,,,,
2018,Fall,2018-fa,ENGL 477,Advanced Environmental Writing,ACP,,,,,
2018,Fall,2018-fa,ENSU 301,Soc Impacts Weather & Climate,,,,,,SS
2018,Fall,2018-fa,ENVS 101,Introduction to Energy Sources,,,,PS,QR2,
2018,Fall,2018-fa,ENVS 210,Environmental Economics,,,,,,SS
2018,Fall,2018-fa,ENVS 220,Communicating Agriculture,ACP,,,,,
2018,Fall,2018-fa,EPOL 350,Social Learning and Knowledge,ACP,,,,,SS
2018,Fall,2018-fa,EPS 202,Foundations of Education-ACP,ACP,,,,,
2018,Fall,2018-fa,EPS 310,Race and Cultural Diversity,ACP,US,,,,
2018,Fall,2018-fa,EPS 380,Education and Social Justice,,US,HP,,,
2018,Fall,2018-fa,EPS 402,Asian American Education,ACP,US,,,,
2018,Fall,2018-fa,EPS 403,European Education to 1600,ACP,WCC,HP,,,
2018,Fall,2018-fa,EPS 404,European Education since 1600,ACP,WCC,HP,,,
2018,Fall,2018-fa,EPSY 201,Educational Psychology,,,,,,BSC
2018,Fall,2018-fa,EPSY 202,Exploring Cultural Diversity,,US,,,,
2018,Fall,2018-fa,EPSY 220,Career Theory and Practice,,,,,,BSC
2018,Fall,2018-fa,EPSY 222,Language & Culture of Deaf Communities,,US,,,,SS
2018,Fall,2018-fa,EPSY 280,Elements of Statistics,,,,,QR1,
2018,Fall,2018-fa,ESE 103,Earth's Physical Systems,,,,PS,,
2018,Fall,2018-fa,ESE 104,Geology of the National Parks,,,,PS,,
2018,Fall,2018-fa,ESE 106,Geographies of Globalization,,NW,,,,SS
2018,Fall,2018-fa,ESE 111,Emergence of Life,,,,LS,,
2018,Fall,2018-fa,ESE 117,The Oceans,,,,PS,,
2018,Fall,2018-fa,ESE 118,Natural Disasters,,,,PS,,
2018,Fall,2018-fa,ESE 120,Severe and Hazardous Weather,,,,PS,QR2,
2018,Fall,2018-fa,ESE 140,Climate and Global Change,,,,PS,,
2018,Fall,2018-fa,ESE 143,History of Life,,,,LS,,
2018,Fall,2018-fa,ESE 202,American Environmental History,,WCC,HP,,,
2018,Fall,2018-fa,ESE 208,History of the Earth System,,,,PS,,
2018,Fall,2018-fa,ESE 210,Social & Environmental Issues,,,,,,SS
2018,Fall,2018-fa,ESE 215,Resource Conflicts,,,,,,SS
2018,Fall,2018-fa,ESE 254,"American People, Places, & Environments",,US,,,,SS
2018,Fall,2018-fa,ESE 287,Environment and Society,,WCC,,,,SS
2018,Fall,2018-fa,ESE 360,Environmental Writing,ACP,,,,,
2018,Fall,2018-fa,ESE 380,GIS II: Spatial Prob Solving,,,,,QR2,
2018,Fall,2018-fa,ESE 465,Transportation & Sustainability,ACP,,,,,
2018,Fall,2018-fa,ESE 477,Advanced Environmental Writing,ACP,,,,,
2018,Fall,2018-fa,EURO 240,Arctic Narratives,,WCC,LA,,,
2018,Fall,2018-fa,FAA 110,Exploring Arts and Creativity,,,LA,,,
2018,Fall,2018-fa,FAA 220,Introduction to Fashion,,,LA,,,
2018,Fall,2018-fa,FR 156,Exploring Paris,,WCC,LA,,,
2018,Fall,2018-fa,FR 195,French Intellectual Tradition,,,HP,,,
2018,Fall,2018-fa,FR 240,Constr Afr and Carib Identity,,NW,,,,
2018,Fall,2018-fa,FSHN 101,Intro Food Science & Nutrition,,,,PS,,
2018,Fall,2018-fa,FSHN 120,Contemporary Nutrition,,,,LS,,
2018,Fall,2018-fa,GCL 101,Introduction to Energy Sources,,,,PS,QR2,
2018,Fall,2018-fa,GCL 124,Sustainable Earth,,,,PS,,
2018,Fall,2018-fa,GCL 125,Health and Wellness in Life Sciences,,,,LS,,
2018,Fall,2018-fa,GCL 126,Sustainability and Social Science,,,,,,SS
2018,Fall,2018-fa,GCL 127,History and Philosophy of Sustainable Design,,,HP,,,
2018,Fall,2018-fa,GCL 128,Sustainability in Fiction,,,LA,,,
2018,Fall,2018-fa,GCL 129,Sustainable Design,,NW,LA,,,
2018,Fall,2018-fa,GCL 137,Documenting Inequality,,US,LA,,,
2018,Fall,2018-fa,GCL 143,Mapping Inequalities,,US,,,QR2,SS
2018,Fall,2018-fa,GCL 144,"Stereotypes, Prejudice & Discrimination",,US,,,,BSC
2018,Fall,2018-fa,GCL 145,Social Justice and the Arts,,US,LA,,,
2018,Fall,2018-fa,GCL 146,Fundamental Causes of Disease: The HIV/AIDS Pandemic,,,,,,SS
2018,Fall,2018-fa,GCL 147,Social Justice in the Social Sciences,,US,,,,SS
2018,Fall,2018-fa,GCL 148,Historical Perspectives on Social Justice,,,HP,,,
2018,Fall,2018-fa,GCL 185,"Health, Wellness, and the Black Experience",,US,,,,SS
2018,Fall,2018-fa,GCL 186,Health and Society,,,,,,SS
2018,Fall,2018-fa,GCL 187,"Morality, Methods, and Medicine: Formal and Philosophical Approaches to Health in Society",,,HP,,QR2,
2018,Fall,2018-fa,GCL 188,Health and Wellness in Literature,,,LA,,,
2018,Fall,2018-fa,GCL 195,Fictions of Equality,,WCC,LA,,,
2018,Fall,2018-fa,GCL 200,Frameworks for Inequality,,US,HP,,,
2018,Fall,2018-fa,GCL 201,Frameworks for Inequality & Cultural Understanding - ACP,ACP,US,HP,,,
2018,Fall,2018-fa,GCL 210,"Frameworks for Sustainability, Energy, & the Environment",,WCC,HP,,,
2018,Fall,2018-fa,GCL 220,Frameworks for Health & Wellness: Building Healthy Communities,,WCC,HP,,,
2018,Fall,2018-fa,GEOG 100,Introduction to Meteorology,,,,PS,,
2018,Fall,2018-fa,GEOG 101,Global Development&Environment,,NW,,,,SS
2018,Fall,2018-fa,GEOG 103,Earth's Physical Systems,,,,PS,,
2018,Fall,2018-fa,GEOG 104,Social and Cultural Geography,,,,,,SS
2018,Fall,2018-fa,GEOG 105,The Digital Earth,,,,,,SS
2018,Fall,2018-fa,GEOG 106,Geographies of Globalization,,NW,,,,SS
2018,Fall,2018-fa,GEOG 204,Cities of the World,,WCC,,,,SS
2018,Fall,2018-fa,GEOG 210,Social & Environmental Issues,,,,,,SS
2018,Fall,2018-fa,GEOG 215,Resource Conflicts,,,,,,SS
2018,Fall,2018-fa,GEOG 221,Geographies of Global Conflict,,,,,,SS
2018,Fall,2018-fa,GEOG 224,Geog Patterns of Illinois,,,,,,SS
2018,Fall,2018-fa,GEOG 254,"American People, Places, & Environments",,US,,,,SS
2018,Fall,2018-fa,GEOG 280,Intro to Social Statistics,,,,,QR1,
2018,Fall,2018-fa,GEOG 287,Environment and Society,,WCC,,,,SS
2018,Fall,2018-fa,GEOG 371,Spatial Analysis,,,,,QR2,
2018,Fall,2018-fa,GEOG 380,GIS II: Spatial Prob Solving,,,,,QR2,
2018,Fall,2018-fa,GEOG 465,Transportation & Sustainability,ACP,,,,,
2018,Fall,2018-fa,GEOL 100,Planet Earth,,,,PS,,
2018,Fall,2018-fa,GEOL 103,Planet Earth QRII,,,,PS,QR2,
2018,Fall,2018-fa,GEOL 104,Geology of the National Parks,,,,PS,,
2018,Fall,2018-fa,GEOL 107,Physical Geology,,,,PS,,
2018,Fall,2018-fa,GEOL 111,Emergence of Life,,,,LS,,
2018,Fall,2018-fa,GEOL 117,The Oceans,,,,PS,,
2018,Fall,2018-fa,GEOL 118,Natural Disasters,,,,PS,,
2018,Fall,2018-fa,GEOL 143,History of Life,,,,LS,,
2018,Fall,2018-fa,GEOL 201,History of Geology,ACP,,HP,,,
2018,Fall,2018-fa,GEOL 208,History of the Earth System,,,,PS,,
2018,Fall,2018-fa,GER 201,German Popular Culture,,WCC,LA,,,
2018,Fall,2018-fa,GER 205,Germany and Europe,,WCC,HP,,,
2018,Fall,2018-fa,GER 250,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,
2018,Fall,2018-fa,GER 251,Grimm's Fairy Tales in Context,,WCC,LA,,,
2018,Fall,2018-fa,GER 260,The Holocaust in Context - ACP,ACP,WCC,LA,,,
2018,Fall,2018-fa,GER 261,The Holocaust in Context,,WCC,LA,,,
2018,Fall,2018-fa,GER 270,Sexuality and Literature,,,LA,,,
2018,Fall,2018-fa,GER 331,Intro to German Literature,,,LA,,,
2018,Fall,2018-fa,GLBL 100,Intro to Global Studies,,WCC,,,,SS
2018,Fall,2018-fa,GLBL 118,Natural Disasters,,,,PS,,
2018,Fall,2018-fa,GLBL 215,Resource Conflicts,,,,,,SS
2018,Fall,2018-fa,GLBL 221,Geographies of Global Conflict,,,,,,SS
2018,Fall,2018-fa,GLBL 228,"Terrorism, Past and Present",,,HP,,,
2018,Fall,2018-fa,GLBL 250,Development,,NW,,,,
2018,Fall,2018-fa,GLBL 280,Nuclear Weapons & Arms Control,ACP,,,,,
2018,Fall,2018-fa,GLBL 357,Ethnic Conflict,ACP,,,,,
2018,Fall,2018-fa,GLBL 392,Int Diplomacy and Negotiation,ACP,,,,,
2018,Fall,2018-fa,GLBL 481,Writing on Technol & Security,ACP,,,,,
2018,Fall,2018-fa,GWS 100,Intro Gender & Women's Studies,,,,,,SS
2018,Fall,2018-fa,GWS 103,Black Women in the Diaspora,,US,,,,
2018,Fall,2018-fa,GWS 201,"Race, Gender & Power",,WCC,,,,
2018,Fall,2018-fa,GWS 202,Sexualities,,WCC,,,,
2018,Fall,2018-fa,GWS 215,US Citizenship Comparatively,,US,HP,,,
2018,Fall,2018-fa,GWS 225,Women in Prehistory,,,,,,SS
2018,Fall,2018-fa,GWS 240,Sex & Gender in Antiquity,,WCC,LA,,,
2018,Fall,2018-fa,GWS 245,"Wives, Workers and Witches in Pre-Modern Europe",,WCC,HP,,,
2018,Fall,2018-fa,GWS 250,Gender and Representation,,,,,,SS
2018,Fall,2018-fa,GWS 261,Gender in a Transnational Perspective,,,,,,SS
2018,Fall,2018-fa,GWS 262,Women's Lives,,,,,,SS
2018,Fall,2018-fa,GWS 263,US History of Medicine,,WCC,HP,,,
2018,Fall,2018-fa,GWS 270,Sexuality and Literature,,,LA,,,
2018,Fall,2018-fa,GWS 285,US Gender History to 1877,,,HP,,,
2018,Fall,2018-fa,GWS 286,US Gender History Since 1877,,,HP,,,
2018,Fall,2018-fa,GWS 287,African-American Women,,US,HP,,,
2018,Fall,2018-fa,GWS 288,Global Islam and Feminisms,,NW,,,,
2018,Fall,2018-fa,GWS 305,"Theories of Race, Gender, and Sexuality",ACP,,,,,
2018,Fall,2018-fa,GWS 334,Brazilian Women's Lit Trans,,WCC,LA,,,
2018,Fall,2018-fa,GWS 356,Sex & Gender in Popular Media,,WCC,,,,
2018,Fall,2018-fa,GWS 361,Women in East Asia,,NW,,,,SS
2018,Fall,2018-fa,GWS 380,Black Women Hist & Cultures,,NW,,,,
2018,Fall,2018-fa,GWS 382,Black Women & Popular Culture,,US,,,,
2018,Fall,2018-fa,GWS 392,Chicanas&Latinas: Self&Society,ACP,,,,,
2018,Fall,2018-fa,GWS 498,Senior Seminar,ACP,,,,,
2018,Fall,2018-fa,HDFS 105,Intro to Human Development,,,,,,BSC
2018,Fall,2018-fa,HDFS 120,Intro to Family Studies,,,,,,SS
2018,Fall,2018-fa,HDFS 140,Intro Gender & Women's Studies,,,,,,SS
2018,Fall,2018-fa,HDFS 143,Biology of Human Behavior,,,,LS,,
2018,Fall,2018-fa,HDFS 220,Families in Global Perspective,,NW,,,,SS
2018,Fall,2018-fa,HDFS 221,Asian Families in America,,US,,,,SS
2018,Fall,2018-fa,HDFS 225,Close Relationships,,,,,,SS
2018,Fall,2018-fa,HDFS 259,Motor Development and Control,,,,,,BSC
2018,Fall,2018-fa,HDFS 262,"Motor Develop, Growth & Form",,,,,,BSC
2018,Fall,2018-fa,HDFS 263,"Diversity in Recreation, Sport, and Tourism",,US,,,,
2018,Fall,2018-fa,HDFS 290,Intro to Research Methods,ACP,,,,,
2018,Fall,2018-fa,HDFS 322,US Latina and Latino Families,,US,,,,
2018,Fall,2018-fa,HIST 100,Global History,,NW,HP,,,
2018,Fall,2018-fa,HIST 101,History Now!,,,HP,,,
2018,Fall,2018-fa,HIST 104,Black Music,,US,HP,,,
2018,Fall,2018-fa,HIST 105,Latin America to Independence,,NW,HP,,,
2018,Fall,2018-fa,HIST 106,Modern Latin America,,NW,HP,,,
2018,Fall,2018-fa,HIST 110,History of Africa,,NW,HP,,,
2018,Fall,2018-fa,HIST 120,East Asian Civilizations,,NW,HP,,,
2018,Fall,2018-fa,HIST 130,History of South Asia,,NW,HP,,,
2018,Fall,2018-fa,HIST 135,History of Islamic Middle East,,NW,HP,,,
2018,Fall,2018-fa,HIST 140,Western Civ to 1660-ACP,ACP,WCC,HP,,,
2018,Fall,2018-fa,HIST 141,Western Civ to 1660,,WCC,HP,,,
2018,Fall,2018-fa,HIST 142,Western Civ Since 1660,,WCC,HP,,,
2018,Fall,2018-fa,HIST 143,Western Civ Since 1660-ACP,ACP,WCC,HP,,,
2018,Fall,2018-fa,HIST 164,The Automobile,,WCC,HP,,,
2018,Fall,2018-fa,HIST 168,A History of Judaism,ACP,,HP,,,
2018,Fall,2018-fa,HIST 170,US Hist to 1877-ACP,ACP,WCC,HP,,,
2018,Fall,2018-fa,HIST 171,US Hist to 1877,,WCC,HP,,,
2018,Fall,2018-fa,HIST 172,US Hist Since 1877,,WCC,HP,,,
2018,Fall,2018-fa,HIST 173,US Hist Since 1877-ACP,ACP,WCC,HP,,,
2018,Fall,2018-fa,HIST 174,"Black America, 1619-Present",,US,HP,,,
2018,Fall,2018-fa,HIST 202,American Environmental History,,WCC,HP,,,
2018,Fall,2018-fa,HIST 203,Reacting to the Past,,,HP,,,
2018,Fall,2018-fa,HIST 205,LatAm Hist: Primary Accounts,,NW,HP,,,
2018,Fall,2018-fa,HIST 207,Publishing the Past,,,HP,,,
2018,Fall,2018-fa,HIST 211,History of Southern Africa,,NW,HP,,,
2018,Fall,2018-fa,HIST 212,History of Eastern Africa,,NW,HP,,,
2018,Fall,2018-fa,HIST 213,African Muslim Cultures,,NW,HP,,,
2018,Fall,2018-fa,HIST 219,History of the Prison,,WCC,HP,,,
2018,Fall,2018-fa,HIST 220,Traditional China,,NW,HP,,,
2018,Fall,2018-fa,HIST 221,Modern China,,NW,,,,
2018,Fall,2018-fa,HIST 222,Chinese Thght Confucius to Mao,,NW,HP,,,
2018,Fall,2018-fa,HIST 225,Southeast Asian Civilizations,,NW,HP,,,
2018,Fall,2018-fa,HIST 226,Premodern Japanese History,,NW,HP,,,
2018,Fall,2018-fa,HIST 227,Modern Japanese History,,NW,HP,,,
2018,Fall,2018-fa,HIST 241,History of Ancient Rome,,WCC,HP,,,
2018,Fall,2018-fa,HIST 245,"Wives, Workers and Witches in Pre-Modern Europe",,WCC,HP,,,
2018,Fall,2018-fa,HIST 247,Medieval Europe,,WCC,HP,,,
2018,Fall,2018-fa,HIST 252,The Holocaust,,WCC,HP,,,
2018,Fall,2018-fa,HIST 253,Enlightenment to Existentialsm,,WCC,HP,,,
2018,Fall,2018-fa,HIST 254,Vikings to Volvos: Scandinavia,,WCC,LA,,,
2018,Fall,2018-fa,HIST 255,British Isles to 1688,,WCC,HP,,,
2018,Fall,2018-fa,HIST 256,Britain and World Since 1688,,WCC,HP,,,
2018,Fall,2018-fa,HIST 257,"Terrorism, Past and Present",,,HP,,,
2018,Fall,2018-fa,HIST 258,20thC World to Midcentury,,WCC,HP,,,
2018,Fall,2018-fa,HIST 259,20thC World from Midcentury,,WCC,HP,,,
2018,Fall,2018-fa,HIST 260,History of Russia,,WCC,HP,,,
2018,Fall,2018-fa,HIST 261,Intro Russian-Jewish Culture,,WCC,HP,,,
2018,Fall,2018-fa,HIST 263,US History of Medicine,,WCC,HP,,,
2018,Fall,2018-fa,HIST 264,Technology in Western Society,,WCC,HP,,,
2018,Fall,2018-fa,HIST 265,Science in Western Civ,,WCC,HP,,,
2018,Fall,2018-fa,HIST 269,Jewish History Since 1700,,WCC,HP,,,
2018,Fall,2018-fa,HIST 270,United States History to 1815,,WCC,HP,,,
2018,Fall,2018-fa,HIST 271,Nineteenth Century America,,WCC,HP,,,
2018,Fall,2018-fa,HIST 272,Twentieth Century America,,WCC,HP,,,
2018,Fall,2018-fa,HIST 273,Illinois History,,,HP,,,
2018,Fall,2018-fa,HIST 274,US & World Since 1917,,WCC,HP,,,
2018,Fall,2018-fa,HIST 275,Afro-American History to 1877,,US,HP,,,
2018,Fall,2018-fa,HIST 276,Afro-American Hist Since 1877,,US,HP,,,
2018,Fall,2018-fa,HIST 277,Encounters in Native America,,US,HP,,,
2018,Fall,2018-fa,HIST 278,Native American History,,US,HP,,,
2018,Fall,2018-fa,HIST 279,Mexican-American History,,US,HP,,,
2018,Fall,2018-fa,HIST 280,Caribbean Latina/o Migration,,US,HP,,,
2018,Fall,2018-fa,HIST 281,Constructing Race in America,,US,HP,,,
2018,Fall,2018-fa,HIST 283,Asian American History,,US,HP,,,
2018,Fall,2018-fa,HIST 284,Af Am Urban Hist Since 1917,,US,HP,,,
2018,Fall,2018-fa,HIST 285,US Gender History to 1877,,,HP,,,
2018,Fall,2018-fa,HIST 286,US Gender History Since 1877,,,HP,,,
2018,Fall,2018-fa,HIST 287,African-American Women,,US,HP,,,
2018,Fall,2018-fa,HIST 288,American Indians of Illinois,,US,HP,,,
2018,Fall,2018-fa,HIST 289,History of Religion in America,,,HP,,,
2018,Fall,2018-fa,HIST 290,"Religion, Violence & America",,WCC,,,,
2018,Fall,2018-fa,HIST 293,The President and the People,,WCC,HP,,,
2018,Fall,2018-fa,HIST 325,History of Korea,,NW,HP,,,
