CourseName,PrereqName,ConcurrentAllowed,PrereqGroupNum
ADV 350,ADV 310,False,0
ADV 370,ADV 270,False,0
ADV 390,ADV 284,False,0
ADV 396,ADV 150,False,0
ADV 396,ADV 281,False,0
ADV 410,ADV 310,False,0
ADV 454,ADV 452,False,0
ADV 460,ADV 283,False,0
ADV 460,ADV 284,False,1
ADV 461,ADV 460,False,0
ADV 462,CS 173,False,0
ADV 462,CS 361,False,1
ADV 462,ECE 313,False,1
ADV 462,MATH 461,False,1
ADV 462,STAT 400,False,1
ADV 462,MATH 225,False,2
ADV 462,MATH 257,False,2
ADV 462,MATH 415,False,2
ADV 462,MATH 416,False,2
ADV 462,ASRM 406,False,2
ADV 462,BIOE 210,False,2
ADV 462,CS 225,False,3
ADV 483,ADV 283,False,0
ADV 483,ADV 284,False,1
ADV 492,CS 225,False,0
ADV 498,ADV 460,False,0
ADV 498,ADV 283,False,1
ADV 498,ADV 390,False,2
ADV 588,ADV 587,False,0
ADV 598,ADV 588,False,0
ADV 599,ADV 588,False,0
AE 202,TAM 212,True,0
AE 311,MATH 241,True,0
AE 311,AE 202,True,1
AE 312,MATH 285,False,0
AE 312,AE 202,False,1
AE 321,MATH 285,False,0
AE 321,TAM 210,False,0
AE 321,TAM 211,False,0
AE 323,AE 321,False,0
AE 323,MATH 241,False,0
AE 323,MATH 285,False,0
AE 323,TAM 210,False,0
AE 323,TAM 211,False,0
AE 352,MATH 225,False,0
AE 352,MATH 285,False,1
AE 352,MATH 441,False,1
AE 352,MATH 285,False,2
AE 352,TAM 212,False,3
AE 352,MATH 225,False,4
AE 352,MATH 257,False,4
AE 352,MATH 415,False,4
AE 353,MATH 225,False,0
AE 353,MATH 285,False,1
AE 353,TAM 212,False,2
AE 370,AE 311,True,0
AE 370,AE 312,True,0
AE 370,AE 321,True,1
AE 370,AE 323,True,1
AE 410,AE 311,False,0
AE 410,AE 312,True,1
AE 419,AE 353,False,0
AE 419,AE 202,False,1
AE 420,CS 101,False,0
AE 420,ME 371,False,0
AE 420,TAM 470,False,0
AE 428,AE 321,False,0
AE 428,CEE 300,False,0
AE 428,ME 330,False,0
AE 428,MSE 206,False,0
AE 434,AE 312,False,0
AE 435,AE 312,False,0
AE 435,ME 410,False,0
AE 435,PHYS 212,False,0
AE 435,ECE 205,False,0
AE 443,AE 442,False,0
AE 461,AE 321,False,0
AE 461,AE 352,False,1
AE 482,MATH 225,False,0
AE 482,MATH 415,False,0
AE 482,MATH 418,False,0
AE 484,AE 311,False,0
AE 484,AE 202,False,1
AE 502,AE 402,False,0
AE 504,AE 352,False,0
AE 514,AE 412,False,0
AE 515,AE 416,False,0
AE 527,TAM 451,False,0
AE 527,AE 420,False,0
AE 527,CSE 401,False,0
AE 538,AE 311,False,0
AE 538,ME 410,False,0
AE 543,AE 542,False,0
AE 551,TAM 542,False,0
AE 551,TAM 551,False,1
AE 551,TAM 412,False,2
AFAS 112,AFAS 111,False,0
AFAS 222,AFAS 221,False,0
AFAS 332,AFAS 331,False,0
AFAS 342,AFAS 341,False,0
AFRO 215,AAS 100,False,0
AFRO 215,AFRO 100,False,0
AFRO 215,AIS 101,False,0
AFRO 215,LLS 100,False,0
AFRO 220,AFRO 100,False,0
AFRO 224,AFRO 100,False,0
AFRO 298,AFRO 100,False,0
AFRO 298,AFRO 101,False,0
AFRO 380,AFRO 100,False,0
AFRO 380,GWS 100,False,0
AFRO 495,AFRO 100,False,0
AFRO 495,AFRO 220,False,0
AFRO 495,AFRO 490,False,0
AFST 232,SWAH 201,False,0
AFST 242,WLOF 201,False,0
AFST 252,ZULU 201,False,0
AFST 406,SWAH 407,False,0
AFST 408,SWAH 409,False,0
AFST 434,SWAH 403,False,0
AFST 436,SWAH 405,False,0
AFST 444,WLOF 403,False,0
AFST 446,WLOF 405,False,0
AGED 250,AGED 220,False,0
AGED 420,AGED 220,False,0
AGED 450,AGED 420,False,0
AIS 295,AAS 100,False,0
AIS 295,AFRO 100,False,0
AIS 295,AIS 101,False,0
AIS 295,LLS 100,False,0
ALEC 393,ALEC 110,False,0
ALEC 491,ALEC 490,False,0
ALEC 492,ALEC 490,False,0
ALEC 595,ALEC 545,False,0
ALEC 595,ALEC 410,False,1
ANSC 103,ANSC 100,False,0
ANSC 201,ANSC 100,False,0
ANSC 223,ANSC 100,False,0
ANSC 223,CHEM 104,False,1
ANSC 223,ANSC 221,False,2
ANSC 223,CHEM 105,False,3
ANSC 224,ANSC 100,False,0
ANSC 224,ANSC 221,False,1
ANSC 306,ANSC 206,True,0
ANSC 306,ANSC 222,True,0
ANSC 306,ANSC 224,True,0
ANSC 363,ANSC 100,False,0
ANSC 402,ANSC 223,False,0
ANSC 403,ANSC 224,False,0
ANSC 403,ANSC 431,False,0
ANSC 403,ANSC 221,False,1
ANSC 403,ANSC 223,False,2
ANSC 406,ANSC 221,False,0
ANSC 406,IB 104,False,0
ANSC 407,ANSC 207,False,0
ANSC 407,ANSC 307,False,0
ANSC 409,ANSC 221,False,0
ANSC 409,IB 100,False,0
ANSC 409,CHEM 102,False,0
ANSC 438,ANSC 224,False,0
ANSC 446,MATH 220,False,0
ANSC 446,MATH 221,False,0
ANSC 446,MATH 234,False,0
ANSC 446,ANSC 221,False,1
ANSC 446,IB 204,False,1
ANSC 454,ANSC 221,False,0
ANSC 454,ANSC 222,False,0
ANSC 454,ANSC 450,False,0
ANSC 460,ANSC 360,False,0
ANSC 464,ANSC 221,False,0
ANSC 464,ANSC 222,False,0
ANSC 498,ANSC 298,False,0
ANSC 520,MCB 450,False,0
ANSC 520,ANSC 222,False,0
ANSC 521,MCB 450,False,0
ANSC 521,MCB 244,False,0
ANSC 521,MCB 246,False,0
ANSC 521,FSHN 426,False,0
ANSC 521,ANSC 520,False,0
ANSC 526,ANSC 422,False,0
ANSC 543,MATH 461,False,0
ANSC 543,MATH 225,False,1
ANSC 543,MATH 241,False,2
ANTH 247,ANTH 246,False,0
ANTH 343,ANTH 143,False,0
ANTH 346,ANTH 246,False,0
ANTH 347,ANTH 240,False,0
ANTH 358,ANTH 102,False,0
ANTH 408,ANTH 443,False,0
ANTH 408,ANTH 456,False,0
ANTH 432,IB 150,False,0
ANTH 432,IB 204,False,1
ANTH 444,ANTH 240,False,0
ANTH 445,ANTH 240,False,0
ANTH 447,ANTH 347,False,0
ANTH 450,ANTH 220,False,0
ANTH 451,ANTH 220,False,0
ANTH 455,ANTH 102,False,0
ANTH 464,GWS 100,False,0
ANTH 464,GWS 350,False,0
ANTH 464,GWS 370,False,0
ANTH 471,ANTH 230,False,0
ANTH 471,ANTH 270,False,0
ANTH 479,LLS 100,False,0
ANTH 496,ANTH 230,False,0
ANTH 497,ANTH 230,False,0
ANTH 561,ANTH 461,False,0
ARAB 211,ARAB 210,False,0
ARAB 404,ARAB 403,False,0
ARAB 406,ARAB 405,False,0
ARCH 232,MATH 220,False,0
ARCH 232,MATH 221,False,0
ARCH 232,MATH 231,False,0
ARCH 232,PHYS 101,False,0
ARCH 372,ARCH 171,False,0
ARCH 403,ARCH 210,False,0
ARCH 409,ARCH 210,False,0
ARCH 416,ARCH 210,False,0
ARCH 435,ARCH 433,False,0
ARCH 435,ARCH 232,False,1
ARCH 435,ARCH 231,False,2
ARCH 472,ARCH 471,True,0
ARCH 474,ARCH 473,False,0
ARCH 522,ARCH 321,False,0
ARCH 522,ARCH 521,False,0
ARCH 537,ARCH 434,False,0
ARCH 554,ARCH 560,False,0
ARCH 556,ARCH 554,True,0
ARCH 556,ARCH 552,False,1
ARCH 574,ARCH 536,True,0
ARCH 575,ARCH 537,False,0
ARCH 575,ARCH 536,False,1
ARTD 202,ARTD 201,False,0
ARTD 228,ARTD 202,True,0
ARTD 302,ARTD 301,False,0
ARTD 333,ARTD 222,False,0
ARTD 402,ARTD 401,False,0
ARTD 418,ARTD 318,False,0
ARTD 444,ARTD 333,False,0
ARTD 471,ARTD 371,False,0
ARTD 503,ARTD 502,False,0
ARTE 301,ARTE 202,False,0
ARTE 401,EDPR 442,True,0
ARTE 401,ARTE 302,False,1
ARTE 401,EDPR 438,True,2
ARTS 250,ARTF 102,False,0
ARTS 250,ARTF 104,False,1
ARTS 250,ARTF 102,False,2
ARTS 250,ARTF 104,False,2
ARTS 250,ARTF 106,False,2
ARTS 265,ARTS 264,False,0
ARTS 266,ARTS 265,False,0
ARTS 267,ARTS 264,False,0
ARTS 354,ARTS 251,False,0
ARTS 405,ARTS 205,False,0
ARTS 443,ARTS 243,False,0
ARTS 455,ARTS 354,False,0
ASRM 210,MATH 231,False,0
ASRM 401,MATH 241,False,0
ASRM 406,ASRM 210,False,0
ASRM 406,FIN 221,False,0
ASRM 406,MATH 241,False,1
ASRM 409,ASRM 401,False,0
ASRM 409,MATH 461,False,0
ASRM 450,MATH 231,False,0
ASRM 450,STAT 408,False,1
ASRM 450,STAT 400,False,1
ASRM 451,STAT 400,False,0
ASRM 451,STAT 420,False,0
ASRM 451,STAT 425,False,0
ASRM 453,STAT 410,False,0
ASRM 461,ASRM 402,True,0
ASRM 461,MATH 464,True,0
ASRM 461,ASRM 401,False,1
ASRM 461,MATH 461,False,1
ASRM 461,MATH 463,False,1
ASRM 471,ASRM 401,False,0
ASRM 471,ASRM 210,False,0
ASRM 472,ASRM 471,False,0
ASRM 551,STAT 410,False,0
ASRM 551,STAT 425,False,1
ASRM 555,ASRM 455,False,0
ASRM 575,ASRM 471,False,0
ASTR 210,PHYS 211,False,0
ASTR 310,ASTR 210,True,0
ASTR 310,MATH 220,False,1
ASTR 310,PHYS 211,False,2
ASTR 350,ASTR 100,False,0
ASTR 350,ASTR 121,False,0
ASTR 350,ASTR 122,False,0
ASTR 350,ASTR 210,False,0
ASTR 405,PHYS 212,False,0
ASTR 414,MATH 241,False,0
ASTR 414,PHYS 212,False,1
ASTR 506,ASTR 406,False,0
ASTR 507,ASTR 406,False,0
ASTR 515,PHYS 436,False,0
ATMS 304,MATH 241,False,0
ATMS 304,PHYS 212,False,1
ATMS 306,ATMS 301,False,0
ATMS 307,ATMS 201,False,0
ATMS 313,ATMS 303,False,0
ATMS 314,ATMS 301,False,0
ATMS 314,ATMS 302,False,0
ATMS 314,ATMS 303,False,0
ATMS 391,ATMS 201,False,0
ATMS 406,ATMS 302,False,0
ATMS 406,ATMS 301,False,1
ATMS 406,MATH 285,False,2
ATMS 420,PHYS 211,False,0
ATMS 420,CHEM 102,False,1
ATMS 420,MATH 241,False,2
ATMS 502,MATH 285,False,0
ATMS 514,ATMS 500,False,0
ATMS 514,MATH 241,False,0
ATMS 514,PHYS 211,False,0
ATMS 521,ATMS 520,False,0
BADM 205,ECON 102,False,0
BADM 205,ECON 103,False,0
BADM 211,BADM 210,False,0
BADM 211,CS 105,False,1
BADM 303,PS 101,False,0
BADM 311,BADM 310,False,0
BADM 312,BADM 310,False,0
BADM 313,BADM 310,False,0
BADM 322,BADM 320,False,0
BADM 323,BADM 320,False,0
BADM 324,BADM 320,True,0
BADM 325,BADM 320,False,0
BADM 329,BADM 320,False,0
BADM 330,BADM 320,False,0
BADM 358,BADM 352,False,0
BADM 374,ECON 203,False,0
BADM 374,BADM 210,False,0
BADM 382,BADM 320,False,0
BADM 383,BADM 380,False,0
BADM 420,BADM 320,False,0
BADM 446,BADM 346,False,0
BADM 458,BADM 350,False,0
BADM 461,BADM 366,False,0
BADM 461,BADM 367,False,1
BADM 461,BADM 460,False,2
BADM 544,BADM 509,False,0
BADM 544,BADM 520,False,0
BADM 544,BADM 567,False,0
BASQ 402,BASQ 401,False,0
BCS 102,BCS 101,False,0
BCS 202,BCS 201,False,0
BCS 302,BCS 301,False,0
BIOC 406,MCB 354,False,0
BIOC 446,CHEM 440,False,0
BIOC 455,CHEM 232,False,0
BIOC 455,CHEM 236,False,0
BIOC 455,MCB 251,False,1
BIOC 455,MCB 354,False,1
BIOC 455,MCB 450,False,1
BIOC 492,MCB 354,False,0
BIOC 492,BIOC 455,False,0
BIOE 200,BIOE 120,False,0
BIOE 202,MCB 150,True,0
BIOE 202,BIOE 206,True,0
BIOE 205,CS 101,True,0
BIOE 205,CS 124,True,0
BIOE 205,PHYS 212,True,0
BIOE 205,MATH 285,True,0
BIOE 210,CS 101,False,0
BIOE 210,CS 124,False,0
BIOE 210,MATH 231,False,0
BIOE 303,BIOE 302,True,0
BIOE 306,BIOE 202,False,0
BIOE 310,BIOE 210,False,0
BIOE 310,MATH 257,False,0
BIOE 360,BIOE 201,False,0
BIOE 360,MATH 285,False,1
BIOE 414,BIOE 205,False,0
BIOE 414,ECE 205,False,0
BIOE 414,ECE 210,False,0
BIOE 415,BIOE 414,True,0
BIOE 416,ECE 329,False,0
BIOE 420,BIOE 302,False,0
BIOE 420,BIOE 303,False,1
BIOE 420,BIOE 415,False,2
BIOE 420,BIOE 414,False,3
BIOE 435,BIOE 414,False,0
BIOE 435,BIOE 415,False,1
BIOE 435,BIOE 303,False,2
BIOE 435,BIOE 302,False,3
BIOE 436,BIOE 435,False,0
BIOE 479,BIOE 206,False,0
BIOE 479,CHEM 232,False,1
BIOE 481,TAM 251,False,0
BIOE 481,TAM 212,False,1
BIOE 484,BIOE 485,False,0
BIOE 486,BIOE 485,False,0
BIOE 486,BIOE 210,False,1
BIOE 486,MATH 415,False,1
BIOE 486,BIOE 483,False,2
BIOE 486,CS 101,False,3
BIOE 486,MATH 241,False,4
BIOE 486,BIOE 310,False,5
BIOE 486,ECE 310,False,5
BIOE 486,STAT 410,False,5
BIOE 487,BIOE 476,False,0
BIOE 572,BIOE 571,False,0
BIOE 580,BIOE 485,True,0
BIOE 580,BIOE 483,True,1
BUS 201,BUS 101,False,0
BUS 301,BUS 201,False,0
BUS 302,BUS 101,False,0
BUS 401,BUS 301,False,0
CB 514,MCB 450,True,0
CEE 201,MATH 225,True,0
CEE 201,MATH 415,True,0
CEE 201,MATH 257,True,0
CEE 201,MATH 231,False,1
CEE 201,CS 101,False,2
CEE 202,MATH 241,True,0
CEE 202,CS 101,False,1
CEE 300,TAM 251,False,0
CEE 300,CHEM 104,False,1
CEE 310,TAM 251,False,0
CEE 310,CEE 202,True,1
CEE 320,CEE 202,True,0
CEE 320,CS 101,True,1
CEE 320,CEE 201,False,2
CEE 330,CHEM 104,False,0
CEE 330,CHEM 204,False,0
CEE 350,CEE 201,True,0
CEE 350,CEE 202,False,1
CEE 360,TAM 251,False,0
CEE 380,TAM 251,False,0
CEE 410,CEE 310,False,0
CEE 411,CEE 310,False,0
CEE 415,CEE 310,False,0
CEE 418,CEE 310,False,0
CEE 419,CEE 310,False,0
CEE 420,CEE 320,False,0
CEE 433,CEE 340,False,0
CEE 433,CEE 350,False,0
CEE 437,CEE 330,False,0
CEE 437,TAM 335,True,1
CEE 438,CEE 202,False,0
CEE 438,IE 300,False,0
CEE 438,STAT 400,False,0
CEE 440,CEE 330,False,0
CEE 447,CHEM 102,False,0
CEE 447,PHYS 211,False,1
CEE 447,MATH 241,False,2
CEE 449,CEE 330,False,0
CEE 452,TAM 335,False,0
CEE 453,CEE 350,False,0
CEE 460,CEE 360,False,0
CEE 461,CEE 360,False,0
CEE 462,CEE 460,False,0
CEE 465,CEE 460,True,0
CEE 465,CEE 461,True,0
CEE 468,CEE 461,False,0
CEE 470,CEE 360,False,0
CEE 483,CEE 380,False,0
CEE 484,CEE 483,True,0
CEE 490,TAM 335,False,0
CEE 490,CEE 360,False,1
CEE 502,CEE 401,False,0
CEE 506,CEE 406,False,0
CEE 509,CEE 483,False,0
CEE 517,CEE 416,False,0
CEE 522,CEE 421,False,0
CEE 522,CEE 422,False,1
CEE 522,CEE 420,False,2
CEE 528,CEE 421,False,0
CEE 528,CEE 422,False,1
CEE 528,CEE 420,False,2
CEE 537,CEE 443,True,0
CEE 537,CEE 442,True,1
CEE 538,CEE 444,True,0
CEE 538,CEE 442,False,1
CEE 538,CEE 443,False,2
CEE 544,CEE 442,False,0
CEE 552,CEE 350,False,0
CEE 552,CEE 434,False,1
CEE 553,TAM 335,False,0
CEE 570,CEE 471,False,0
CEE 570,TAM 551,False,0
CEE 571,CEE 471,False,0
CEE 571,TAM 551,False,0
CEE 572,CEE 472,False,0
CEE 573,CEE 472,False,0
CEE 577,CEE 471,False,0
CEE 577,TAM 551,False,0
CEE 577,CEE 570,False,1
CEE 577,ME 471,False,1
CEE 583,CEE 483,False,0
CEE 585,CEE 484,False,0
CEE 589,CEE 483,False,0
CEE 591,CEE 491,False,0
CEE 592,CEE 491,False,0
CEE 592,UP 456,False,0
CEE 592,UP 480,False,0
CEE 592,NRES 454,False,1
CEE 592,UP 418,False,1
CHBE 121,CHEM 102,False,0
CHBE 121,CHEM 202,False,0
CHBE 221,CS 101,True,0
CHBE 221,CHEM 104,False,1
CHBE 221,CHEM 204,False,1
CHBE 321,MATH 241,False,0
CHBE 321,CHBE 221,False,1
CHBE 411,MATH 231,False,0
CHBE 421,MATH 241,False,0
CHBE 421,CHBE 221,False,1
CHBE 422,CHBE 321,False,0
CHBE 422,CHBE 421,False,1
CHBE 424,CHBE 422,False,0
CHBE 430,CHBE 424,True,0
CHBE 430,CHBE 422,False,1
CHBE 431,CHBE 424,True,0
CHBE 431,CHBE 422,False,1
CHBE 440,MATH 285,False,0
CHBE 440,CS 101,False,1
CHBE 440,CHBE 421,False,2
CHBE 458,CHEM 102,False,0
CHBE 458,CHEM 104,False,0
CHBE 476,CHBE 421,False,0
CHBE 476,CHBE 422,False,0
CHBE 513,CHBE 521,False,0
CHBE 513,CHBE 421,False,1
CHBE 565,CHBE 422,False,0
CHBE 571,MATH 461,False,0
CHBE 571,MATH 225,False,1
CHBE 571,MATH 241,False,2
CHEM 102,MATH 112,False,0
CHEM 103,CHEM 102,True,0
CHEM 104,CHEM 102,False,0
CHEM 104,CHEM 202,False,0
CHEM 105,CHEM 104,True,0
CHEM 105,CHEM 103,False,1
CHEM 105,CHEM 102,False,2
CHEM 108,MATH 112,True,0
CHEM 204,CHEM 202,True,0
CHEM 204,CHEM 203,True,0
CHEM 204,CHEM 205,True,0
CHEM 205,CHEM 204,True,0
CHEM 232,CHEM 104,False,0
CHEM 232,CHEM 105,False,0
CHEM 232,CHEM 204,False,0
CHEM 233,CHEM 232,True,0
CHEM 236,CHEM 104,False,0
CHEM 236,CHEM 204,False,0
CHEM 236,CHEM 222,False,0
CHEM 237,CHEM 236,True,0
CHEM 312,CHEM 232,False,0
CHEM 312,CHEM 236,False,0
CHEM 315,CHEM 237,False,0
CHEM 315,CHEM 223,False,0
CHEM 315,CHEM 233,False,0
CHEM 332,CHEM 232,False,0
CHEM 332,CHEM 233,False,1
CHEM 360,CHEM 102,False,0
CHEM 360,CHEM 202,False,0
CHEM 360,CHEM 232,False,0
CHEM 360,CHEM 236,False,0
CHEM 420,CHEM 440,False,0
CHEM 420,CHEM 442,True,1
CHEM 436,CHEM 232,False,0
CHEM 436,CHEM 233,False,0
CHEM 436,CHEM 237,False,1
CHEM 436,CHEM 236,False,2
CHEM 437,CHEM 233,True,0
CHEM 437,CHEM 237,True,0
CHEM 437,CHEM 332,True,0
CHEM 437,CHEM 436,True,0
CHEM 440,CHEM 104,False,0
CHEM 440,CHEM 204,False,0
CHEM 440,PHYS 102,False,0
CHEM 440,MATH 241,False,0
CHEM 442,MATH 225,False,0
CHEM 442,CHEM 204,False,1
CHEM 442,CHEM 222,False,1
CHEM 442,PHYS 211,False,2
CHEM 442,PHYS 212,False,2
CHEM 442,PHYS 214,False,2
CHEM 444,CHEM 442,False,0
CHEM 472,CHEM 440,False,0
MCB 446,CHEM 440,False,0
CHEM 447,CHEM 440,True,0
CHEM 447,CHEM 442,True,0
CHEM 474,MCB 354,False,0
CHEM 474,MCB 450,False,0
CHEM 474,CHEM 332,False,1
CHEM 474,CHEM 436,False,1
CHEM 482,MSE 401,False,0
CHEM 483,CHEM 442,False,0
CHEM 516,CHEM 444,False,0
CHEM 530,CHEM 332,False,0
CHEM 530,CHEM 436,False,0
CHEM 538,CHEM 532,True,0
CHEM 538,CHEM 534,True,1
CHEM 542,CHEM 540,False,0
CHEM 548,CHEM 540,False,0
CHIN 202,CHIN 201,False,0
CHIN 203,CHIN 202,False,0
CHIN 204,CHIN 203,False,0
CHIN 306,CHIN 305,False,0
CHIN 441,CHIN 440,False,0
CHLH 304,CHLH 100,False,0
CHLH 409,CHLH 100,False,0
CHLH 410,CHLH 210,False,0
CHLH 444,SOC 100,False,0
CHLH 457,CHLH 250,False,0
CHLH 469,CHLH 274,False,0
CHLH 554,CHLH 553,False,0
CHLH 582,CHLH 573,False,0
CHLH 582,CHLH 568,False,0
CHLH 593,EPSY 480,False,0
CHLH 593,KIN 501,False,0
CHLH 593,CHLH 540,False,0
CI 404,CI 402,False,0
CI 404,CI 403,False,0
CI 407,CI 406,False,0
CI 431,MATH 103,False,0
CI 432,CI 430,False,0
CI 432,CI 431,False,0
CI 439,CI 210,False,0
CI 445,CI 421,False,0
CI 451,CI 450,False,0
CI 466,CI 465,False,0
CI 475,CI 467,False,0
CI 477,CI 433,False,0
CI 487,CI 480,False,0
CI 517,CI 433,False,0
CI 517,CI 477,False,0
CI 582,CI 475,False,0
CI 582,CI 476,False,0
CLE 688,CLE 786,False,0
CLE 733,CLE 732,False,0
CLE 737,CLE 660,False,0
CLE 744,CLE 670,False,0
CLE 745,CLE 670,False,0
CMN 112,CMN 111,False,0
CMN 211,CMN 101,False,0
CMN 215,CMN 101,False,0
CMN 215,CMN 111,False,0
CMN 215,CMN 112,False,0
CMN 323,CMN 101,False,0
CPSC 418,IB 103,False,0
CPSC 418,CPSC 112,False,0
CPSC 436,IB 203,False,0
CPSC 453,IB 103,False,0
CPSC 453,CPSC 352,False,1
CPSC 462,MCB 150,False,0
CPSC 462,IB 204,False,1
CPSC 467,IB 204,False,0
CPSC 467,IB 270,False,0
CPSC 467,MCB 250,False,0
CPSC 484,CHEM 232,False,0
CPSC 484,IB 103,False,1
CPSC 484,IB 150,False,1
CPSC 484,MCB 150,False,1
CPSC 488,NRES 201,False,0
CPSC 518,CPSC 418,False,0
CPSC 518,CPSC 484,False,0
CPSC 527,CPSC 212,False,0
CPSC 540,CPSC 440,False,0
CS 101,MATH 220,False,0
CS 101,MATH 221,False,0
CS 101,MATH 231,False,0
CS 101,MATH 241,False,0
CS 105,MATH 112,False,0
CS 124,MATH 112,False,0
CS 128,CS 124,False,0
CS 173,CS 124,False,0
CS 173,ECE 220,False,0
CS 173,MATH 220,False,1
CS 173,MATH 221,False,1
CS 210,CS 225,False,0
CS 211,CS 225,False,0
CS 222,CS 128,False,0
CS 222,CS 225,True,1
CS 225,CS 173,False,0
CS 225,MATH 213,False,0
CS 225,MATH 347,False,0
CS 225,MATH 412,False,0
CS 225,MATH 413,False,0
CS 225,CS 173,False,1
CS 225,CS 413,False,1
CS 225,MATH 213,False,1
CS 225,MATH 347,False,1
CS 225,MATH 412,False,1
CS 225,MATH 413,False,1
CS 225,CS 128,False,2
CS 225,ECE 220,False,2
CS 233,CS 225,True,0
CS 233,CS 173,False,1
CS 233,MATH 213,False,1
CS 233,CS 128,False,2
CS 277,MATH 220,False,0
CS 277,MATH 221,False,0
CS 277,MATH 234,False,0
CS 277,STAT 207,False,1
CS 340,CS 225,False,0
